id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2448081449,6,1,1,0,14,59t7flioj4w4mpwnrwbm0m8ck,1,49.9,18.5,2022-08-19T18:02:22.722Z,2022-08-19T18:02:24Z,3716853161,140,58.1,3716853157,56,Right,3716853167,212,10.8,3716853165,141,8.9,3716853171,213,5.6,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081451,7,61,1,0,15,59t7flioj4w4mpwnrwbm0m8ck,0,58.1,8.9,2022-08-19T18:02:23.371Z,2022-08-19T18:55:02Z,3716853183,56,Right,,,,,,,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081455,6,49,1,0,15,dnzj0iv5qtaemm9kthh9pos8q,1,55.9,88.6,2022-08-19T18:02:23.920Z,2022-08-19T18:53:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081473,7,3,1,0,16,dnzj0iv5qtaemm9kthh9pos8q,0,60.1,92.9,2022-08-19T18:02:24.719Z,2022-08-19T18:53:53Z,3716853277,56,Left,3716853279,286,,3716853301,211,,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081491,8,1,1,0,17,59t7flioj4w4mpwnrwbm0m8ck,0,36,13.3,2022-08-19T18:02:25.459Z,2022-08-19T18:02:27Z,3716853389,213,6.1,3716853385,141,0.0,3716853383,140,75.7,3716853387,212,42.8,3716853391,1,,3716853381,56,Right,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081567,8,5,1,0,18,dnzj0iv5qtaemm9kthh9pos8q,1,29.6,101.5,2022-08-19T18:02:27.084Z,2022-08-19T18:38:24Z,3716853835,233,9,3716853829,347,,3716853827,56,Back,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081493,9,5,1,0,18,59t7flioj4w4mpwnrwbm0m8ck,0,70.4,-1.5,2022-08-19T18:02:27.084Z,2022-08-19T18:02:34Z,3716853399,56,Right,3716853839,233,8,3716853401,347,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081753,9,1,1,0,36,dnzj0iv5qtaemm9kthh9pos8q,1,34.3,100,2022-08-19T18:02:44.760Z,2022-08-19T18:02:47Z,3716854747,140,46.2,3716854751,212,14.4,3716854745,56,Back,3716854749,141,91.5,3716854743,107,,3716854753,213,5.8,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081785,10,1,1,0,39,dnzj0iv5qtaemm9kthh9pos8q,0,46.1,91.8,2022-08-19T18:02:47.448Z,2022-08-19T18:02:49Z,3716854901,141,84.4,3716854907,213,6.1,3716854891,3,,3716854895,56,Left,3716854899,140,72.9,3716854905,212,28.6,3716854893,168,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081773,10,49,1,0,40,59t7flioj4w4mpwnrwbm0m8ck,1,37.6,15.4,2022-08-19T18:02:48.339Z,2022-08-19T18:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081893,11,1,1,0,40,59t7flioj4w4mpwnrwbm0m8ck,1,37.6,15.4,2022-08-19T18:02:48.851Z,2022-08-19T18:02:55Z,3716855505,140,7.9,3716855515,213,2.5,3716855519,1,,3716855503,56,Back,3716855507,141,48.5,3716855511,212,38.5,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448081951,12,1,1,0,46,59t7flioj4w4mpwnrwbm0m8ck,1,10.5,47.9,2022-08-19T18:02:55.108Z,2022-08-19T18:02:57Z,3716855809,56,Back,3716855815,212,25.0,3716855817,213,0.7,3716855811,140,28.5,3716855813,141,71.9,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082029,13,1,1,0,49,59t7flioj4w4mpwnrwbm0m8ck,1,28.6,77.4,2022-08-19T18:02:57.875Z,2022-08-19T18:03:02Z,3716856211,141,97.5,3716856207,56,Back,3716856213,212,18.1,3716856215,213,0.9,3716856209,140,39.9,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082111,14,1,1,0,54,59t7flioj4w4mpwnrwbm0m8ck,1,42.9,93.3,2022-08-19T18:03:02.867Z,2022-08-19T18:03:09Z,3716856671,141,79.4,3716856669,140,34.1,3716856673,212,13.2,3716856667,56,Back,3716856675,213,3.9,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082147,15,1,1,1,0,59t7flioj4w4mpwnrwbm0m8ck,1,45.9,77,2022-08-19T18:03:08.979Z,2022-08-19T18:03:11Z,3716856829,213,0.7,3716856817,140,62.8,3716856825,212,22.8,3716856815,56,Left,3716856821,141,98.0,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082227,16,1,1,1,2,59t7flioj4w4mpwnrwbm0m8ck,1,62.8,98,2022-08-19T18:03:10.948Z,2022-08-19T18:03:16Z,3716857225,212,24.4,3716857223,141,93.2,3716857227,213,6.1,3716857219,56,Left,3716857221,140,85.8,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082241,17,1,1,1,7,59t7flioj4w4mpwnrwbm0m8ck,0,87.5,95.3,2022-08-19T18:03:15.908Z,2022-08-19T18:03:17Z,3716857393,233,12,3716857287,140,88.9,3716857291,212,2.0,3716857391,236,,3716857289,141,93.3,3716857285,56,Left,3716857397,286,,3716857293,213,5.5,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082255,12,74,1,1,7,dnzj0iv5qtaemm9kthh9pos8q,1,12.6,8.8,2022-08-19T18:03:15.909Z,2022-08-19T19:02:50Z,3716857353,56,Back,3716857403,233,17,3716857355,285,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082237,11,43,1,1,8,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-19T18:03:16.222Z,2022-08-19T18:03:23Z,3716857797,144,61,3716857265,56,Back,,,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082343,13,5,1,1,10,dnzj0iv5qtaemm9kthh9pos8q,0,6.8,-1.6,2022-08-19T18:03:18.745Z,2022-08-19T18:03:26Z,3716857825,347,,3716858163,233,18,3716857823,56,Back,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082385,18,5,1,1,10,59t7flioj4w4mpwnrwbm0m8ck,1,93.2,101.6,2022-08-19T18:03:18.745Z,2022-08-19T18:38:25Z,3716858065,347,,3716858115,233,13,3716858063,56,Left,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082405,19,1,1,1,18,59t7flioj4w4mpwnrwbm0m8ck,1,87.8,100,2022-08-19T18:03:26.356Z,2022-08-19T18:03:27Z,3716858201,213,5.1,3716858193,56,Left,3716858199,212,8.5,3716858195,140,90.7,3716858197,141,89.7,3716858189,107,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082423,20,1,1,1,19,59t7flioj4w4mpwnrwbm0m8ck,1,90.7,89.7,2022-08-19T18:03:27.300Z,2022-08-19T18:03:28Z,3716858293,140,88.8,3716858299,213,2.0,3716858295,141,96.9,3716858291,56,Left,3716858297,212,5.3,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082429,21,1,1,1,19,59t7flioj4w4mpwnrwbm0m8ck,0,88.8,96.9,2022-08-19T18:03:28.052Z,2022-08-19T18:03:28Z,3716858317,140,90.7,3716858325,213,5.1,3716858313,56,Left,3716858323,212,4.7,3716858321,141,90.6,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082471,14,61,1,1,19,dnzj0iv5qtaemm9kthh9pos8q,1,19.6,19.4,2022-08-19T18:03:28.153Z,2022-08-19T19:02:42Z,3716858539,56,Back,,,,,,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448119359,340,61,1,1,20,dnzj0iv5qtaemm9kthh9pos8q,0,25.6,9.2,2022-08-19T18:03:28.219Z,2022-08-19T19:02:30Z,3717055397,56,Back,,,,,,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082511,22,1,1,1,21,59t7flioj4w4mpwnrwbm0m8ck,1,87.2,90.9,2022-08-19T18:03:29.812Z,2022-08-19T18:59:12Z,3716858727,56,Left,3716858733,212,6.3,3716858735,213,2.1,3716858731,141,98.7,3716858729,140,84.0,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082571,23,1,1,1,23,59t7flioj4w4mpwnrwbm0m8ck,1,79.5,98.1,2022-08-19T18:03:32.165Z,2022-08-19T18:03:35Z,3716858963,140,57.5,3716858961,56,Left,3716858969,213,3.3,3716858965,141,94.1,3716858967,212,23.3,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082623,24,1,1,1,27,59t7flioj4w4mpwnrwbm0m8ck,1,58,91.1,2022-08-19T18:03:35.220Z,2022-08-19T18:03:39Z,3716859247,212,30.4,3716859251,213,4.5,3716859241,56,Center,3716859245,141,47.2,3716859243,140,52.6,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082647,25,1,1,1,31,59t7flioj4w4mpwnrwbm0m8ck,1,64.4,37.9,2022-08-19T18:03:39.653Z,2022-08-19T18:03:42Z,3716859395,140,56.5,3716859397,141,11.0,3716859399,212,20.1,3716859393,56,Right,3716859401,213,4.3,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082679,26,1,1,1,34,59t7flioj4w4mpwnrwbm0m8ck,1,56.5,11,2022-08-19T18:03:42.261Z,2022-08-19T18:03:46Z,3716859573,213,1.9,3716859575,1,,3716859561,56,Back,3716859569,212,33.8,3716859565,141,58.4,3716859563,140,46.9,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082735,27,1,1,1,37,59t7flioj4w4mpwnrwbm0m8ck,1,53.8,64.2,2022-08-19T18:03:46.069Z,2022-08-19T18:03:52Z,3716859845,213,1.0,3716859837,56,Left,3716859843,212,26.9,3716859841,141,97.5,3716859839,140,67.6,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082763,28,1,1,1,43,59t7flioj4w4mpwnrwbm0m8ck,0,83.7,95.9,2022-08-19T18:03:52.102Z,2022-08-19T18:03:54Z,3716860013,140,91.0,3716860019,212,12.8,3716860015,141,80.9,3716860009,56,Left,3716860005,155,,3716860001,2,,3716860023,213,5.4,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082767,15,61,1,1,46,dnzj0iv5qtaemm9kthh9pos8q,1,6.7,21.5,2022-08-19T18:03:54.426Z,2022-08-19T18:03:54Z,3716860025,56,Back,,,,,,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082779,16,6,1,1,46,dnzj0iv5qtaemm9kthh9pos8q,0,3.8,21,2022-08-19T18:03:54.870Z,2022-08-19T18:38:31Z,3716860097,56,Back,3716860151,73,,3716860159,233,29,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448082787,29,6,1,1,46,59t7flioj4w4mpwnrwbm0m8ck,1,96.2,79,2022-08-19T18:03:54.870Z,2022-08-19T18:03:56Z,3716860153,233,16,3716860147,56,Left,3716860149,73,,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083099,30,1,1,2,6,59t7flioj4w4mpwnrwbm0m8ck,0,99.5,99.5,2022-08-19T18:04:14.646Z,2022-08-19T18:49:37Z,3716861681,2,,3716861691,56,Center,3716861687,223,,3716861697,141,52.7,3716861709,1,,3716861701,212,32.1,3716861693,140,95.5,3716861683,6,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,3716861685,155,3716861707,213,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083109,17,52,1,2,8,dnzj0iv5qtaemm9kthh9pos8q,1,4.6,46.4,2022-08-19T18:04:17.194Z,2022-08-19T18:04:17Z,,,,,,,,,,,,,,,,,,,,,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083165,18,1,1,2,12,dnzj0iv5qtaemm9kthh9pos8q,0,15.4,47.8,2022-08-19T18:04:20.523Z,2022-08-19T18:04:23Z,3716862055,141,77.3,3716862059,213,0.3,3716862049,199,,3716862053,140,72.2,3716862057,212,62.9,3716862051,56,Center,3716862061,1,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083191,31,1,1,2,14,59t7flioj4w4mpwnrwbm0m8ck,0,30.9,14.9,2022-08-19T18:04:23.014Z,2022-08-19T18:04:25Z,3716862177,213,1.0,3716862171,140,46.6,3716862169,56,Back,3716862175,212,30.4,3716862173,141,52.5,3716862167,3,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083229,19,49,1,2,20,dnzj0iv5qtaemm9kthh9pos8q,1,62.6,52.5,2022-08-19T18:04:28.250Z,2022-08-19T18:04:28Z,,,,,,,,,,,,,,,,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083307,21,13,1,2,22,dnzj0iv5qtaemm9kthh9pos8q,1,72.8,57.5,2022-08-19T18:04:30.523Z,2022-08-19T18:55:13Z,3716863575,215,,3716862789,18,,3716863585,231,50.9,3716863583,230,99.0,3716863567,102,59.7,3716862787,22,,3716863031,72,,3716863563,77,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,3716863571,103,3716862791,56,Center,81.9,3716863581,458,,,,,,,,,,,,,,,,,,,,,,,
2448083289,20,5,1,2,23,dnzj0iv5qtaemm9kthh9pos8q,0,101.4,59.4,2022-08-19T18:04:31.335Z,2022-08-19T18:38:25Z,3716862781,233,32,3716862687,346,,3716862685,56,Center,,,,,,,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083279,32,5,1,2,23,59t7flioj4w4mpwnrwbm0m8ck,1,-1.4,40.6,2022-08-19T18:04:31.335Z,2022-08-19T18:04:32Z,3716862651,346,,3716862747,233,20,3716862649,56,Back,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083593,33,1,1,2,42,59t7flioj4w4mpwnrwbm0m8ck,1,5.2,49.7,2022-08-19T18:04:50.389Z,2022-08-19T18:04:54Z,3716864273,124,,3716864283,213,4.8,3716864279,141,27.7,3716864275,56,Back,3716864281,212,15.0,3716864287,237,,3716864277,140,6.7,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083755,34,1,1,2,46,59t7flioj4w4mpwnrwbm0m8ck,1,14.6,35.6,2022-08-19T18:04:54.774Z,2022-08-19T18:05:06Z,3716865137,212,31.6,3716865131,56,Back,3716865139,213,1.1,3716865135,141,77.9,3716865133,140,27.1,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448083813,35,1,1,2,58,59t7flioj4w4mpwnrwbm0m8ck,1,47.4,85.8,2022-08-19T18:05:06.870Z,2022-08-19T18:05:09Z,3716865445,1,,3716865443,213,4.2,3716865437,140,32.7,3716865433,56,Back,3716865439,141,40.6,3716865441,212,34.4,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
