id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2505898777,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-02-10T18:01:30.841Z,2023-02-10T18:55:48Z,4022650579,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022650567,30,"1du03mqsc0o6i4e64n7pzr6ui, 30uqa3kfm23ickjssfhmwgdm1, 5pg02unrm16jaa8vt5ego9z6y, zhnev5uetomme6rpisaa7wiy, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, 8j8encc4aqkh07ydce6hiaokp, 3p95pudljhqzrnegmko7z56uh, d6rg9ntx9qa2eh8yiflbke1ux, a69sa0h7lgpmlav961cpejbe2, a3pwwwba6td400zwqjpbf6pnu, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, 40l3vtezw1ofwk2occi4z5w45, qgusrrldd48qxku8yna03ap5, alimpjocr7xtxu21sumg3b2l1, e74wy7br5zhkds5s73ip0tg4, 72d57i3mfqxtbsmm196kdv0fd, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, dhb6r3msmmayy7v0b1gb40445",4022728391,197,917,4022650569,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022650577,194,b3gyml6d5i3lqxsnh072nhuqd,4022650573,130,8,4022650571,59,"1, 18, 5, 12, 4, 2, 27, 13, 10, 23, 34, 3, 6, 7, 8, 9, 14, 17, 19, 21, 29, 30, 38",4022650575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505901421,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-10T18:08:29.533Z,2023-02-10T19:06:15Z,4022664117,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, sbxnlkg50itbqkpuh8wnwk45, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, 8loz5cz4zynb8plfusi3ewd79, f2snk84xy67ergwrwoblgt2ad, etwawuknprhxhmjk1tyq38e6t, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, afdwdm1rkz1ir3c0tukfh3jhm, bmbzc4jvazdiuddsbnceyauei, dqey55v1t24jngquk81aii8lw, arrbpgnwbguhyumc8c1u4jsut, armxucjqaulvwfxyufovg3je1, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, 1rm3t48auz1wqya7tanmjyjje, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, 49zitlyt01houmqy6hk04x36y",4022664123,130,2,4022664127,194,ip62fljz9ng6sil4krcq8dm1,4022664119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022664129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022664125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022731645,197,9879,4022664121,59,"1, 5, 12, 15, 4, 21, 7, 17, 11, 10, 29, 2, 6, 8, 9, 18, 19, 22, 23, 24, 26, 28, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916053,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-10T19:00:15.244Z,2023-02-10T19:00:18Z,4022735313,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916045,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-02-10T19:00:15.244Z,2023-02-10T19:00:15Z,4022735287,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916057,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,49.3,51.3,2023-02-10T19:00:15.505Z,2023-02-10T19:06:22Z,4022735339,212,27.1,4022735341,213,5.7,4022735337,141,29.3,4022735333,56,Center,4022735343,279,S,4022735335,140,70.8,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916093,4,1,1,0,3,dac758ef858jbq7pcb3gfwite,1,27.4,58.7,2023-02-10T19:00:18.600Z,2023-02-10T19:00:23Z,4022735493,1,,4022735481,157,,4022735485,140,68.1,4022735489,212,50.5,4022735483,56,Right,4022735487,141,19.1,4022735491,213,5.7,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916101,5,44,1,0,7,dac758ef858jbq7pcb3gfwite,1,69.4,25.7,2023-02-10T19:00:22.318Z,2023-02-10T19:00:23Z,4022735509,286,,4022735507,56,Center,4022735511,233,3,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916085,3,44,1,0,7,cv5ftekuejf0ryxvd5h2my47r,0,30.6,74.3,2023-02-10T19:00:22.319Z,2023-02-10T19:00:23Z,4022735449,285,,4022735447,56,Back,4022735525,233,5,,,,,,,,,,,,,,,,zhnev5uetomme6rpisaa7wiy,J. Kluskens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916111,6,1,1,0,8,dac758ef858jbq7pcb3gfwite,0,68.2,19.6,2023-02-10T19:00:23.272Z,2023-02-10T19:00:24Z,4022735555,56,Center,4022735553,168,,4022735557,140,77.0,4022735563,213,0.7,4022735561,212,11.7,4022735551,3,,4022735559,141,30.2,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916125,4,12,1,0,10,cv5ftekuejf0ryxvd5h2my47r,1,22.9,47.9,2023-02-10T19:00:25.548Z,2023-02-10T19:00:27Z,4022735619,213,0.8,4022735617,212,16.1,4022735613,140,33.2,4022735621,15,,4022735611,56,Back,4022735615,141,65.4,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
