id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/15/value,qualifier/14/value,qualifier/17/value
2445994179,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-14T09:08:23.855Z,2022-08-19T13:58:50Z,3705759349,59,"1, 5, 4, 21, 33, 3, 7, 8, 9, 6, 11, 2, 14, 15, 20, 23, 24, 27, 28, 30, 31, 34, 45",3705759357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705897017,197,451,3705759351,130,8,3705759345,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, 7fhe8ij85yc4gz6v3zuq62l05, 5n5otf2ldw9w4nbm8zjabnd1x, brpt79b4v36wx3kj3joyjjjkl, 4nz928h6p0nl8p161dxg55pn8, cp732f8tqz91xeahijtd35rd, b1yxo0olp9c2ufh1l1qxsef9x, 9knokmhy9zckjq0gv7txx9zsa, 5l4fkm9a0pvfi9qiy6gipf71m, 5dxleurgfe6483pe7qvyc00es, 7a1f6wedz8jtcvn58d5pomm8k, dbku5mn74cqjzu7o91vzrlbtg, f49vqdy6topqx2b3ku5cixd2i, axhjtqfa2xxud2tdle8zfxrkl, 3uinwdogybtnqy2grbyy34jdg, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 6cswffyswt7rlzhpgtpjs093o, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",3705759353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705759355,194,8z4wdv767cv7ddqgrkz5txsrt,3705759347,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446001085,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-08-14T09:33:07.065Z,2022-08-14T10:36:34Z,3705802203,194,4jvk1ex8dsjj498vqzqhfmqxh,3705802205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705921465,197,13167,3705802197,59,"1, 18, 5, 7, 3, 4, 11, 8, 10, 20, 23, 6, 14, 15, 19, 21, 24, 28, 31",3705802199,130,8,3705802201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3705802195,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3705802193,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, a83amzm380uy1fi3zuyqu82j9, 8mq0q8ebkt20p1pm35z3qma22, a5j0tndc5032lgmuv1vqd2cix, a2ws6j60xd12ng844vlhgq2cq, 74x54r0698ug6gzk9jwd86pxx, 46wxtiry28k7j3y6gacgf7x4a, 7afaygi7b8fmxr885zaezaay1, aynwkpiteltfei3x5txm84opg, 4jx9sjbj9s8q2qeknsqhyozqh, alzxtazwzkp6cy4igin4ht2vp, 7eq1j570gbj6tzw9d1btzwnis, abgkpku77iidahswqpvce5gtm, 97i465n07uip7fnpw82v554b8, balcshp8sostjtslygqqixu5l, 8zj8e6ovo1bt0d67klra3yh3o, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019823,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-08-14T10:17:34.967Z,2022-08-14T10:17:36Z,3705898525,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019813,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-08-14T10:17:34.967Z,2022-08-14T10:17:35Z,3705898481,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019843,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,49.8,50,2022-08-14T10:17:35.067Z,2022-08-14T10:17:39Z,3705898619,279,S,3705898611,140,28.6,3705898617,213,3.7,3705898615,212,25.5,3705898613,141,31.6,3705898607,56,Back,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019869,4,1,1,0,4,eh54mfvjtrttgsg1wbjnvxcqz,1,27.8,31.9,2022-08-14T10:17:38.986Z,2022-08-14T10:17:41Z,3705898715,56,Back,3705898723,213,1.6,3705898719,141,60.6,3705898717,140,28.0,3705898721,212,19.5,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019913,5,1,1,0,6,eh54mfvjtrttgsg1wbjnvxcqz,1,27.5,64.8,2022-08-14T10:17:41.642Z,2022-08-14T10:17:46Z,3705898925,212,18.8,3705898923,141,37.1,3705898927,213,4.7,3705898917,56,Back,3705898919,140,27.6,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019947,6,1,1,0,10,eh54mfvjtrttgsg1wbjnvxcqz,1,30.1,38.2,2022-08-14T10:17:45.963Z,2022-08-14T10:17:50Z,3705899155,56,Back,3705899163,213,1.6,3705899159,141,64.2,3705899157,140,29.7,3705899161,212,17.7,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019979,7,1,1,0,15,eh54mfvjtrttgsg1wbjnvxcqz,0,33.5,70.8,2022-08-14T10:17:50.156Z,2022-08-14T10:17:57Z,3705899349,212,62.5,3705899345,140,91.8,3705899351,213,0.2,3705899343,56,Left,3705899341,155,,3705899353,1,,3705899347,141,89.0,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446019991,3,49,1,0,23,e8hiwrw6ocxm5iht6sp7jiv19,1,2.8,7.9,2022-08-14T10:17:58.123Z,2022-08-14T10:17:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020009,4,61,1,0,23,e8hiwrw6ocxm5iht6sp7jiv19,0,1.9,5.6,2022-08-14T10:17:58.371Z,2022-08-14T10:40:08Z,3705899487,56,Back,,,,,,,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020013,5,6,1,0,23,e8hiwrw6ocxm5iht6sp7jiv19,0,3.6,6.8,2022-08-14T10:17:58.604Z,2022-08-14T10:37:09Z,3705899521,73,,3705899565,233,8,3705899493,56,Back,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020021,8,6,1,0,23,eh54mfvjtrttgsg1wbjnvxcqz,1,96.4,93.2,2022-08-14T10:17:58.604Z,2022-08-14T10:18:00Z,3705899547,233,5,3705899541,73,,3705899539,56,Left,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020193,9,1,1,0,42,eh54mfvjtrttgsg1wbjnvxcqz,1,99.5,99.5,2022-08-14T10:18:17.196Z,2022-08-14T11:08:48Z,3705900495,212,19.4,3705900493,141,72.1,3705900487,6,,3705900489,56,Center,3705900497,213,4.4,3705900491,140,94.4,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020225,10,1,1,0,43,eh54mfvjtrttgsg1wbjnvxcqz,1,96.4,72.8,2022-08-14T10:18:18.555Z,2022-08-14T11:08:47Z,3705900651,140,76.2,3705906071,210,15,3705900649,56,Center,3705900657,213,3.3,3705906073,154,,3705900653,141,66.8,3705900655,212,21.6,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020227,11,15,1,0,48,eh54mfvjtrttgsg1wbjnvxcqz,1,77.9,66.8,2022-08-14T10:18:23.100Z,2022-08-14T11:08:40Z,3705905749,72,,3705906115,29,,3705906113,78,,3705906133,147,58.8,3705906135,230,98.1,3705905755,82,,3705906125,103,19,3705906123,102,50.6,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,3705905747,25,3705906127,215,3705900671,56,Center,3705906137,231,51.1,3705906119,55,10,3705905783,233,8,3705906117,154,3705900669,18,3705906131,146,88.8,3705906129,328,,,,,,
2446020261,8,10,1,0,48,e8hiwrw6ocxm5iht6sp7jiv19,1,14.3,41,2022-08-14T10:18:23.200Z,2022-08-14T11:08:13Z,3705900857,94,,3705900859,56,Back,3705905793,233,11,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020251,6,12,1,0,49,e8hiwrw6ocxm5iht6sp7jiv19,1,15.2,52.1,2022-08-14T10:18:24.364Z,2022-08-14T10:18:26Z,3705900787,213,1.5,3705900785,212,34.0,3705900783,141,100.0,3705900779,56,Back,3705900781,140,17.1,3705900809,167,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020267,12,61,1,0,49,eh54mfvjtrttgsg1wbjnvxcqz,1,90.5,42.1,2022-08-14T10:18:24.481Z,2022-08-14T10:40:17Z,3705900877,56,Center,,,,,,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020253,7,5,1,0,50,e8hiwrw6ocxm5iht6sp7jiv19,0,18.8,101.8,2022-08-14T10:18:25.425Z,2022-08-14T10:18:48Z,3705902013,233,13,3705900799,347,,3705900797,56,Back,,,,,,,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020463,13,5,1,0,50,eh54mfvjtrttgsg1wbjnvxcqz,1,81.2,-1.8,2022-08-14T10:18:25.425Z,2022-08-14T10:37:13Z,3705901977,347,,3705901993,233,7,3705901973,56,Right,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020503,14,1,1,1,12,eh54mfvjtrttgsg1wbjnvxcqz,1,81.2,0,2022-08-14T10:18:47.756Z,2022-08-14T10:18:52Z,3705902153,212,10.1,3705902155,213,2.5,3705902147,56,Right,3705902149,140,73.7,3705902151,141,7.4,3705902145,107,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020573,15,1,1,1,17,eh54mfvjtrttgsg1wbjnvxcqz,1,73.7,7.4,2022-08-14T10:18:52.510Z,2022-08-14T11:09:40Z,3705902497,140,22.2,3705902505,1,,3705902503,213,2.9,3705902501,212,56.1,3705902499,141,29.2,3705902493,155,,3705902495,56,Back,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020589,16,1,1,1,26,eh54mfvjtrttgsg1wbjnvxcqz,1,21.6,29.8,2022-08-14T10:19:01.021Z,2022-08-14T10:19:03Z,3705902573,141,59.4,3705902575,212,21.7,3705902577,213,1.2,3705902571,140,29.3,3705902569,56,Back,3705902619,189,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020617,17,1,1,1,29,eh54mfvjtrttgsg1wbjnvxcqz,1,28.7,60.5,2022-08-14T10:19:04.765Z,2022-08-14T10:19:06Z,3705902701,140,34.3,3705902707,213,5.0,3705902699,56,Back,3705902703,141,30.9,3705902705,212,21.0,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020625,18,1,1,1,31,eh54mfvjtrttgsg1wbjnvxcqz,1,34.8,28.3,2022-08-14T10:19:06.637Z,2022-08-14T10:19:08Z,3705902735,56,Back,3705902743,212,19.5,3705902745,213,1.6,3705902737,140,34.5,3705902741,141,57.0,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020641,19,1,1,1,33,eh54mfvjtrttgsg1wbjnvxcqz,1,32.3,60.9,2022-08-14T10:19:08.397Z,2022-08-14T10:19:10Z,3705902833,141,92.0,3705902835,212,21.5,3705902829,56,Back,3705902837,213,1.4,3705902831,140,35.8,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020651,20,1,1,1,35,eh54mfvjtrttgsg1wbjnvxcqz,0,35.2,92.6,2022-08-14T10:19:10.253Z,2022-08-14T10:19:11Z,3705902899,213,6.2,3705902901,1,,3705902895,141,88.1,3705902893,140,65.9,3705902891,56,Left,3705902897,212,32.4,,,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020673,9,8,1,1,38,e8hiwrw6ocxm5iht6sp7jiv19,1,40.1,6.1,2022-08-14T10:19:13.661Z,2022-08-14T10:19:13Z,3705903031,56,Back,,,,,,,,,,,,,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020683,10,49,1,1,40,e8hiwrw6ocxm5iht6sp7jiv19,1,40.8,28.5,2022-08-14T10:19:15.197Z,2022-08-14T10:19:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020709,11,1,1,1,40,e8hiwrw6ocxm5iht6sp7jiv19,1,40.8,28.5,2022-08-14T10:19:15.265Z,2022-08-14T10:19:54Z,3705903227,141,10.9,3705903233,1,,3705903231,213,6.0,3705903223,140,75.5,3705903219,56,Right,3705903229,212,38.4,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020721,12,1,1,1,44,e8hiwrw6ocxm5iht6sp7jiv19,1,85.2,29.1,2022-08-14T10:19:19.020Z,2022-08-14T10:19:20Z,3705903281,140,85.9,3705903285,212,10.6,3705903283,141,44.6,3705903279,56,Center,3705903287,213,1.5,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020723,13,61,1,1,45,e8hiwrw6ocxm5iht6sp7jiv19,0,85.9,44.6,2022-08-14T10:19:20.013Z,2022-08-14T10:19:20Z,3705903295,56,Center,,,,,,,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020727,21,49,1,1,46,eh54mfvjtrttgsg1wbjnvxcqz,1,24,66.6,2022-08-14T10:19:21.614Z,2022-08-14T10:19:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020759,22,1,1,1,47,eh54mfvjtrttgsg1wbjnvxcqz,0,24.8,73.3,2022-08-14T10:19:22.686Z,2022-08-14T10:19:24Z,3705903469,140,60.7,3705903471,141,73.6,3705903477,1,,3705903467,56,Center,3705903475,213,0.0,3705903473,212,37.7,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020791,14,49,1,1,51,e8hiwrw6ocxm5iht6sp7jiv19,1,40.9,29.5,2022-08-14T10:19:26.156Z,2022-08-14T10:19:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020835,15,1,1,1,51,e8hiwrw6ocxm5iht6sp7jiv19,1,40.9,29.5,2022-08-14T10:19:26.700Z,2022-08-14T10:19:32Z,3705903811,213,1.6,3705903799,140,39.6,3705903803,141,60.2,3705903797,56,Back,3705903807,212,20.9,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020865,16,1,1,1,57,e8hiwrw6ocxm5iht6sp7jiv19,1,38.9,58.1,2022-08-14T10:19:32.060Z,2022-08-14T10:19:35Z,3705903981,56,Back,3705903987,212,22.4,3705903989,213,4.7,3705903985,141,25.2,3705903983,140,38.7,,,,,,,,,,brpt79b4v36wx3kj3joyjjjkl,D. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020887,17,1,1,2,0,e8hiwrw6ocxm5iht6sp7jiv19,0,38,17.1,2022-08-14T10:19:35.405Z,2022-08-14T10:19:37Z,3705904105,56,Right,3705904107,140,57.1,3705904113,213,5.7,3705904109,141,0.0,3705904111,212,23.9,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020889,18,5,1,2,2,e8hiwrw6ocxm5iht6sp7jiv19,0,56.8,-1.8,2022-08-14T10:19:37.675Z,2022-08-14T10:19:55Z,3705904907,233,23,3705904117,56,Right,3705904119,347,,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021025,23,5,1,2,2,eh54mfvjtrttgsg1wbjnvxcqz,1,43.2,101.8,2022-08-14T10:19:37.675Z,2022-08-14T10:37:13Z,3705904893,56,Back,3705904895,347,,3705904901,233,18,,,,,,,,,,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021047,24,1,1,2,19,eh54mfvjtrttgsg1wbjnvxcqz,1,43.6,100,2022-08-14T10:19:54.638Z,2022-08-14T10:19:57Z,3705905035,141,57.9,3705905033,140,41.6,3705905039,213,4.6,3705905029,107,,3705905037,212,29.9,3705905055,189,,3705905041,1,,3705905031,56,Back,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021097,25,1,1,2,26,eh54mfvjtrttgsg1wbjnvxcqz,1,54.1,34.3,2022-08-14T10:20:01.583Z,2022-08-14T10:20:03Z,3705905291,141,10.1,3705905289,140,63.8,3705905287,56,Right,3705905293,212,19.4,3705905295,213,5.3,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021119,26,1,1,2,28,eh54mfvjtrttgsg1wbjnvxcqz,1,63.6,10.1,2022-08-14T10:20:03.502Z,2022-08-14T10:20:08Z,3705905431,56,Back,3705905439,213,2.9,3705905433,140,46.7,3705905435,141,16.1,3705905437,212,18.2,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021131,27,1,1,2,33,eh54mfvjtrttgsg1wbjnvxcqz,0,52.8,18,2022-08-14T10:20:08.016Z,2022-08-14T10:20:10Z,3705905503,141,50.0,3705905505,212,49.0,3705905497,155,,3705905507,213,0.5,3705905499,56,Center,3705905501,140,94.6,3705905509,1,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021151,19,52,1,2,37,e8hiwrw6ocxm5iht6sp7jiv19,1,6.2,51,2022-08-14T10:20:12.318Z,2022-08-14T10:20:12Z,,,,,,,,,,,,,,,,,,,,,,,,,4xjwsmhvtnq3f2bgyd4mjqq96,H. Wentges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021173,20,1,1,2,37,e8hiwrw6ocxm5iht6sp7jiv19,1,6.2,50.4,2022-08-14T10:20:12.877Z,2022-08-14T10:20:15Z,3705905705,140,30.3,3705905703,56,Back,3705905711,213,5.9,3705905709,212,27.7,3705905707,141,33.9,3705905701,123,,,,,,,,4xjwsmhvtnq3f2bgyd4mjqq96,H. Wentges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021185,21,1,1,2,40,e8hiwrw6ocxm5iht6sp7jiv19,1,31.7,29.1,2022-08-14T10:20:15.181Z,2022-08-14T10:20:17Z,3705905779,213,5.4,3705905775,141,7.0,3705905773,140,44.0,3705905771,56,Back,3705905777,212,19.8,,,,,,,,,,cp732f8tqz91xeahijtd35rd,J. Wehrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021205,22,1,1,2,42,e8hiwrw6ocxm5iht6sp7jiv19,1,44,7,2022-08-14T10:20:17.053Z,2022-08-14T10:20:20Z,3705905877,140,25.6,3705905883,213,3.3,3705905875,56,Back,3705905881,212,19.5,3705905879,141,3.5,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446021235,23,1,1,2,45,e8hiwrw6ocxm5iht6sp7jiv19,1,25.3,6.4,2022-08-14T10:20:20.734Z,2022-08-14T10:20:24Z,3705906087,213,2.5,3705906079,56,Back,3705906085,212,22.3,3705906083,141,26.5,3705906081,140,8.5,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
