id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2478323853,176,1,1,20,44,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.4,89.3,2022-10-28T18:22:18.782Z,2022-10-28T18:22:20Z,3877554739,141,96.5,3877554741,212,10.7,3877554735,56,Back,3877554743,213,2.7,3877554737,140,28.3,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478323865,177,1,1,20,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,28.3,96.5,2022-10-28T18:22:20.317Z,2022-10-28T18:22:22Z,3877554785,155,,3877554787,56,Left,3877554801,213,6.1,3877554797,212,30.2,3877554793,141,89.7,3877554789,140,56.7,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478323893,187,1,1,20,47,2xlnfgrl6r18ftv38unwp7h4s,0,42.8,11.6,2022-10-28T18:22:22.072Z,2022-10-28T18:22:23Z,3877554925,3,,3877554927,56,Right,3877554931,141,0.0,3877554933,212,21.5,3877554929,140,61.5,3877554935,213,5.9,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324165,178,5,1,20,48,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.5,101,2022-10-28T18:22:23.165Z,2022-10-28T18:22:41Z,3877556263,347,,3877556261,56,Back,3877556287,233,188,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478323897,188,5,1,20,48,2xlnfgrl6r18ftv38unwp7h4s,0,60.5,-1,2022-10-28T18:22:23.165Z,2022-10-28T19:00:46Z,3877554941,56,Right,3877556307,233,178,3877554943,347,,,,,,,,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324213,179,1,1,21,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.7,100,2022-10-28T18:22:41.598Z,2022-10-28T18:22:44Z,3877556495,213,5.4,3877556493,212,12.2,3877556489,140,40.9,3877556491,141,87.4,3877556487,56,Back,3877556485,107,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324217,180,61,1,21,9,dvmw7d6jb38qvv7e6ziwu0vyr,0,40.6,85.3,2022-10-28T18:22:44.654Z,2022-10-28T18:22:45Z,3877556511,56,Back,,,,,,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324239,189,61,1,21,11,2xlnfgrl6r18ftv38unwp7h4s,1,57.7,22.7,2022-10-28T18:22:46.344Z,2022-10-28T18:22:46Z,3877556625,56,Center,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324283,181,1,1,21,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,37,73.3,2022-10-28T18:22:47.342Z,2022-10-28T18:22:49Z,3877556871,141,91.5,3877556869,140,48.6,3877556867,56,Back,3877556875,213,0.8,3877556873,212,17.4,3877556877,1,,3877556865,157,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324313,182,1,1,21,14,dvmw7d6jb38qvv7e6ziwu0vyr,1,44.2,94.5,2022-10-28T18:22:49.038Z,2022-10-28T18:22:50Z,3877557031,140,33.8,3877557037,213,3.5,3877557033,141,88.7,3877557029,56,Back,3877557035,212,11.6,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324331,183,1,1,21,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,34,86.8,2022-10-28T18:22:50.654Z,2022-10-28T18:22:52Z,3877557159,213,4.4,3877557151,56,Back,3877557155,141,56.0,3877557157,212,22.2,3877557153,140,27.1,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324371,184,1,1,21,17,dvmw7d6jb38qvv7e6ziwu0vyr,1,27.1,56,2022-10-28T18:22:52.062Z,2022-10-28T18:22:55Z,3877557391,140,11.2,3877557387,56,Back,3877557395,212,19.5,3877557393,141,41.3,3877557397,213,3.7,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324419,185,1,1,21,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,11.2,41.3,2022-10-28T18:22:55.294Z,2022-10-28T18:22:59Z,3877557627,56,Back,3877557631,141,7.1,3877557637,1,,3877557633,212,32.3,3877557629,140,32.6,3877557635,213,5.5,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324479,186,1,1,21,24,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.2,5.9,2022-10-28T18:22:59.677Z,2022-10-28T18:23:06Z,3877557981,140,45.6,3877557985,212,12.0,3877557979,56,Back,3877557983,141,4.9,3877557987,213,6.2,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324517,187,1,1,21,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.1,3.4,2022-10-28T18:23:05.917Z,2022-10-28T18:23:09Z,3877558187,212,33.0,3877558191,1,,3877558183,140,6.9,3877558185,141,36.1,3877558189,213,2.4,3877558181,56,Back,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324543,188,1,1,21,34,dvmw7d6jb38qvv7e6ziwu0vyr,0,6.9,36,2022-10-28T18:23:08.910Z,2022-10-28T18:23:11Z,3877558301,56,Back,3877558309,213,5.6,3877558311,1,,3877558305,141,0.0,3877558307,212,38.3,3877558299,155,,3877558303,140,34.4,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324549,189,5,1,21,36,dvmw7d6jb38qvv7e6ziwu0vyr,0,31.1,-1.2,2022-10-28T18:23:11.514Z,2022-10-28T18:23:17Z,3877558317,56,Back,3877558319,347,,3877558621,233,190,,,,,,,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324593,190,5,1,21,36,2xlnfgrl6r18ftv38unwp7h4s,1,68.9,101.2,2022-10-28T18:23:11.514Z,2022-10-28T19:00:47Z,3877558555,56,Left,3877558557,347,,3877558593,233,189,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324651,191,1,1,21,41,2xlnfgrl6r18ftv38unwp7h4s,1,69,100,2022-10-28T18:23:16.311Z,2022-10-28T18:23:21Z,3877558863,212,7.4,3877558865,213,5.7,3877558859,140,74.9,3877558857,56,Left,3877558855,107,,3877558861,141,96.0,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324659,192,4,1,21,45,2xlnfgrl6r18ftv38unwp7h4s,1,70,94.9,2022-10-28T18:23:20.552Z,2022-10-28T18:23:22Z,3877558911,265,,3877558905,13,,3877558907,56,Left,3877558915,233,190,3877558909,152,,3877558913,286,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324655,190,4,1,21,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,30,5.1,2022-10-28T18:23:20.553Z,2022-10-28T18:23:22Z,3877558885,13,,3877558893,285,,3877558889,152,,3877558941,233,192,3877558887,56,Back,3877558891,265,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324859,193,1,1,22,7,2xlnfgrl6r18ftv38unwp7h4s,0,72.5,96.8,2022-10-28T18:23:42.583Z,2022-10-28T18:23:44Z,3877560051,155,,3877560059,141,66.0,3877560047,2,,3877560063,213,5.4,3877560055,56,Center,3877560061,212,26.8,3877560053,152,,3877560049,5,,6nwn2522yescgrx57wkcxjhwq,Sávio,,3877560057,140,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324869,191,49,1,22,11,dvmw7d6jb38qvv7e6ziwu0vyr,1,13.1,27.6,2022-10-28T18:23:46.669Z,2022-10-28T18:23:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324895,192,1,1,22,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,16.3,7.3,2022-10-28T18:23:48.284Z,2022-10-28T18:23:50Z,3877560271,140,29.1,3877560269,56,Back,3877560275,212,13.6,3877560277,213,6.1,3877560273,141,3.8,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324901,193,43,1,22,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-10-28T18:23:50.173Z,2022-10-28T18:24:14Z,3877560289,56,Back,3877561545,144,3,3877560291,285,0,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324905,194,50,1,22,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.1,2.6,2022-10-28T18:23:50.327Z,2022-10-28T18:23:52Z,3877560315,285,,3877560313,56,Back,3877560377,233,194,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324907,194,7,1,22,15,2xlnfgrl6r18ftv38unwp7h4s,1,71.9,97.4,2022-10-28T18:23:50.328Z,2022-10-28T18:23:52Z,3877560323,286,,3877560321,56,Left,3877560329,233,194,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324939,195,1,1,22,16,2xlnfgrl6r18ftv38unwp7h4s,1,76.4,97.8,2022-10-28T18:23:51.207Z,2022-10-28T18:23:54Z,3877560491,140,79.5,3877560495,212,6.1,3877560497,213,5.3,3877560489,56,Left,3877560493,141,90.3,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324941,196,49,1,22,19,2xlnfgrl6r18ftv38unwp7h4s,1,79.5,90.3,2022-10-28T18:23:54.519Z,2022-10-28T18:23:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324949,197,61,1,22,20,2xlnfgrl6r18ftv38unwp7h4s,0,79.5,90.3,2022-10-28T18:23:54.816Z,2022-10-28T18:38:52Z,3877560535,56,Left,,,,,,,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478324991,195,1,1,22,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,27.5,9.7,2022-10-28T18:23:55.517Z,2022-10-28T18:24:00Z,3877560765,56,Back,3877560773,213,1.4,3877560767,140,29.9,3877560769,141,35.5,3877560771,212,17.7,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325097,196,1,1,22,25,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.7,32.2,2022-10-28T18:23:59.903Z,2022-10-28T18:24:08Z,3877561299,140,53.0,3877561303,212,28.3,3877561305,213,5.6,3877561295,155,,3877561301,141,4.9,3877561297,56,Right,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325171,197,1,1,22,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,67.2,3.4,2022-10-28T18:24:08.765Z,2022-10-28T18:24:16Z,3877561679,212,17.0,3877561675,140,52.9,3877561681,213,2.7,3877561673,56,Right,3877561677,141,15.2,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325181,198,1,1,22,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,52,16.7,2022-10-28T18:24:16.365Z,2022-10-28T18:24:17Z,3877561755,212,13.0,3877561753,141,26.5,3877561749,56,Back,3877561757,213,2.6,3877561751,140,41.4,,,,,,,,,,3v2grfhuisr456ibcvqjfx4yy,Y. Azzagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325193,199,1,1,22,42,dvmw7d6jb38qvv7e6ziwu0vyr,1,41.4,26.5,2022-10-28T18:24:17.261Z,2022-10-28T18:24:18Z,3877561799,212,28.6,3877561801,213,1.6,3877561795,140,39.3,3877561793,56,Back,3877561797,141,68.5,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325235,200,1,1,22,43,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.3,68.5,2022-10-28T18:24:18.125Z,2022-10-28T18:24:22Z,3877562057,213,0.6,3877562053,141,95.6,3877562055,212,32.2,3877562047,56,Left,3877562051,140,64.4,3877562059,1,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325247,201,3,1,22,47,dvmw7d6jb38qvv7e6ziwu0vyr,0,65.8,96.6,2022-10-28T18:24:22.093Z,2022-10-28T18:24:24Z,3877562107,56,Left,3877562113,286,,3877562259,233,198,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325259,198,7,1,22,47,2xlnfgrl6r18ftv38unwp7h4s,1,34.2,3.4,2022-10-28T18:24:22.094Z,2022-10-28T18:24:24Z,3877562225,233,201,3877562175,167,,3877562179,285,,3877562177,56,Back,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325269,199,5,1,22,48,2xlnfgrl6r18ftv38unwp7h4s,0,35.2,-1.1,2022-10-28T18:24:22.973Z,2022-10-28T19:00:47Z,3877562899,233,202,3877562221,347,,3877562219,56,Back,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325377,202,5,1,22,48,dvmw7d6jb38qvv7e6ziwu0vyr,1,64.8,101.1,2022-10-28T18:24:22.973Z,2022-10-28T18:24:32Z,3877562847,347,,3877562891,233,199,3877562845,56,Left,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325401,203,1,1,22,57,dvmw7d6jb38qvv7e6ziwu0vyr,1,68.7,100,2022-10-28T18:24:32.301Z,2022-10-28T18:24:34Z,3877562979,56,Left,3877562985,212,12.6,3877562987,213,3.8,3877562983,141,90.3,3877562981,140,59.2,3877562977,107,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325407,204,50,1,22,59,dvmw7d6jb38qvv7e6ziwu0vyr,1,59.3,89.3,2022-10-28T18:24:34.350Z,2022-10-28T18:24:37Z,3877562995,56,Left,3877563215,233,200,3877562997,286,,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325435,200,7,1,22,59,2xlnfgrl6r18ftv38unwp7h4s,1,40.7,10.7,2022-10-28T18:24:34.351Z,2022-10-28T18:24:37Z,3877563207,233,204,3877563155,56,Back,3877563157,285,,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325457,202,50,1,23,0,2xlnfgrl6r18ftv38unwp7h4s,1,68.1,17.6,2022-10-28T18:24:35.396Z,2022-10-28T18:38:03Z,3877563311,56,Right,3877563347,233,205,3877563313,286,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325461,205,7,1,23,0,dvmw7d6jb38qvv7e6ziwu0vyr,0,31.9,82.4,2022-10-28T18:24:35.397Z,2022-10-28T18:26:39Z,3877563329,285,,3877563335,233,202,3877563327,56,Back,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478326739,221,61,1,23,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.5,79.6,2022-10-28T18:24:36.196Z,2022-10-28T18:26:40Z,3877570283,56,Back,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325443,201,49,1,23,2,2xlnfgrl6r18ftv38unwp7h4s,1,55,13.8,2022-10-28T18:24:37.112Z,2022-10-28T18:24:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325469,203,61,1,23,5,2xlnfgrl6r18ftv38unwp7h4s,1,70.5,16.4,2022-10-28T18:24:39.895Z,2022-10-28T18:24:40Z,3877563361,56,Right,,,,,,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325527,204,1,1,23,6,2xlnfgrl6r18ftv38unwp7h4s,1,64.3,13.7,2022-10-28T18:24:41.143Z,2022-10-28T18:25:04Z,3877563643,140,68.2,3877563647,212,12.8,3877563645,141,31.5,3877564849,210,13,3877563641,56,Center,3877563649,213,1.2,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2478325535,205,13,1,23,8,2xlnfgrl6r18ftv38unwp7h4s,1,75.4,35.1,2022-10-28T18:24:43.415Z,2022-10-28T18:25:04Z,3877563691,56,Center,3877564879,230,97.8,3877563685,22,,3877564869,55,204,3877564867,29,,3877564873,102,41.8,3877564877,215,,3877563975,20,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,3877564875,103,3877564881,231,49.5,83.3,3877563689,18,3877564865,81,,,,,,,,,,,,,,,,,,,,,,,,
2478325521,206,5,1,23,9,dvmw7d6jb38qvv7e6ziwu0vyr,1,-1.2,54.8,2022-10-28T18:24:43.788Z,2022-10-28T18:24:45Z,3877563619,56,Back,3877563621,346,,3877563777,233,206,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325549,206,5,1,23,9,2xlnfgrl6r18ftv38unwp7h4s,0,101.2,45.2,2022-10-28T18:24:43.788Z,2022-10-28T19:00:47Z,3877563785,233,206,3877563741,56,Center,3877563743,346,,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325741,207,1,1,23,25,dvmw7d6jb38qvv7e6ziwu0vyr,1,3.5,42.2,2022-10-28T18:25:00.012Z,2022-10-28T18:25:03Z,3877564799,56,Back,3877564801,140,6.4,3877564807,213,0.3,3877564797,124,,3877564803,141,43.6,3877564811,237,,3877564805,212,3.2,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325769,208,1,1,23,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,9.2,41,2022-10-28T18:25:02.989Z,2022-10-28T18:25:06Z,3877565001,1,,3877564991,56,Back,3877564999,213,0.4,3877564997,212,42.1,3877564993,140,46.6,3877564989,155,,3877564995,141,63.4,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325799,209,1,1,23,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.6,63.4,2022-10-28T18:25:06.365Z,2022-10-28T18:25:09Z,3877565147,213,0.1,3877565135,3,,3877565143,141,65.1,3877565137,168,,3877565145,212,11.7,3877565139,56,Center,3877565141,140,57.7,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325803,210,50,1,23,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,54.8,58.8,2022-10-28T18:25:09.069Z,2022-10-28T18:25:10Z,3877565169,286,,3877565235,233,207,3877565167,56,Center,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325809,207,7,1,23,34,2xlnfgrl6r18ftv38unwp7h4s,0,45.2,41.2,2022-10-28T18:25:09.070Z,2022-10-28T18:25:10Z,3877565191,56,Back,3877565207,233,210,3877565193,285,,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325829,208,45,1,23,35,2xlnfgrl6r18ftv38unwp7h4s,0,41.4,28,2022-10-28T18:25:10.189Z,2022-10-28T18:25:16Z,3877565313,285,,3877565631,233,211,3877565311,56,Back,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325881,211,3,1,23,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,58.6,72,2022-10-28T18:25:10.189Z,2022-10-28T18:25:15Z,3877565607,233,208,3877565567,286,,3877565565,56,Center,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325903,212,1,1,23,40,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.5,79.6,2022-10-28T18:25:15.485Z,2022-10-28T18:25:17Z,3877565689,56,Back,3877565693,141,77.0,3877565697,213,3.2,3877565695,212,24.0,3877565691,140,26.7,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325949,213,1,1,23,42,dvmw7d6jb38qvv7e6ziwu0vyr,0,26.7,77,2022-10-28T18:25:17.294Z,2022-10-28T18:25:20Z,3877565979,1,,3877565971,140,83.1,3877565969,56,Center,3877565975,212,59.7,3877565967,155,,3877565973,141,66.0,3877565977,213,6.2,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325971,209,1,1,23,46,2xlnfgrl6r18ftv38unwp7h4s,1,19.6,38.2,2022-10-28T18:25:20.998Z,2022-10-28T18:25:22Z,3877566107,56,Back,3877566111,141,33.3,3877566105,3,,3877566113,212,10.8,3877566115,213,6.0,3877566109,140,29.4,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325989,210,1,1,23,47,2xlnfgrl6r18ftv38unwp7h4s,1,29.4,33.3,2022-10-28T18:25:22.567Z,2022-10-28T18:25:23Z,3877566213,140,18.7,3877566217,141,22.4,3877566225,213,3.7,3877566209,56,Back,3877566221,212,13.5,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478325995,211,49,1,23,49,2xlnfgrl6r18ftv38unwp7h4s,1,18.7,22.4,2022-10-28T18:25:23.766Z,2022-10-28T18:25:24Z,,,,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478326003,212,1,1,23,49,2xlnfgrl6r18ftv38unwp7h4s,0,18.7,22.4,2022-10-28T18:25:23.863Z,2022-10-28T18:25:29Z,3877566289,56,Back,3877566293,141,26.4,3877566297,213,0.2,3877566295,212,13.8,3877566549,286,,3877566541,233,216,3877566537,236,,3877566291,140,31.6,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478326043,216,74,1,23,49,dvmw7d6jb38qvv7e6ziwu0vyr,1,82.9,82.6,2022-10-28T18:25:23.864Z,2022-10-28T20:01:54Z,3877566495,285,,3877566493,56,Left,3877566559,233,212,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478326005,214,49,1,23,51,dvmw7d6jb38qvv7e6ziwu0vyr,1,68.3,80.6,2022-10-28T18:25:26.244Z,2022-10-28T18:45:18Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
