id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2500315905,2,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-01-24T18:16:32.020Z,2023-02-06T14:35:14Z,3993411663,130,8,3993411657,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, eog43l8hrs7pbza9bmwu0p2sq, 3usiruyhxf6p9lkiz5qeytze2, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa, bk7742h8fac9g6e6wh7nnugkq",3993411669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993411665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993464685,197,8970,3993411661,59,"12, 6, 21, 11, 2, 4, 7, 8, 10, 16, 14, 23, 1, 9, 15, 17, 22, 24, 28, 30, 31, 32",3993411659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993411667,194,7d9x6ojih9obktxl3fnrjskk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500316195,3,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-01-24T18:17:23.512Z,2023-01-24T19:10:19Z,3993413279,130,12,3993413273,30,"53c63f5ekinmj6bquc3rbsbxm, ajt9gf8zqsc3m6z4kof5m99ii, 46oot98163lb6atyes4j0mup5, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, a49duk4f5m5zmyvwht0ikal05, m10ml783dkbr4i0fpb06cm3t, 2pva2d9if0phol0efqnur68a2, adp5a6klr2nygqjmdd1ekc8kq, 61wt62anweh75oguqg0vbozu2, dltjumosk5kv9xw8yju2e1hqs, 4j7mtyvi7jg9e4ontiyt9vwbu, c78t1bgro2lh7gvw8rwi6p239, e7vke1zwf6w6xvxtsi2b8f9m2, 88vryegnhss2q5xz8aoj2phey, 9jx0oun9o3zqncgu9axt2qxka, 7o8auo4uu5mzh7f4a44ucdf8q, da3d2iu2j4yb7q1ag063mu44q, 9fb368ot1vtjx63e4l4y0ss9g, 3h8gqv4l0lrls9day28t1sw0k, 780exba0dvv2re6nrejzkmlg4",3993413283,194,61wt62anweh75oguqg0vbozu2,3993413277,59,"20, 25, 5, 24, 4, 3, 12, 21, 10, 29, 6, 37, 7, 9, 14, 16, 18, 19, 27, 28, 50, 1",3993413275,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3993413281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3993464715,197,4034,3993413285,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500325999,3,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-01-24T19:01:29.232Z,2023-01-24T19:01:29Z,3993467345,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326011,4,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-01-24T19:01:29.232Z,2023-01-24T19:01:30Z,3993467395,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326017,4,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50,50,2023-01-24T19:01:29.332Z,2023-01-24T19:01:32Z,3993467425,279,S,3993467419,141,38.9,3993467423,213,3.4,3993467415,56,Back,3993467417,140,25.1,3993467421,212,27.2,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326041,5,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,0,26,41.8,2023-01-24T19:01:32.630Z,2023-01-24T19:01:36Z,3993467523,212,51.5,3993467515,155,,3993467525,213,0.5,3993467519,140,68.3,3993467517,56,Left,3993467521,141,80.0,3993467527,1,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326071,5,1,1,0,8,zjawy6qdzk3y69v5pa3zl2cb,1,29.5,21.8,2023-01-24T19:01:37.347Z,2023-01-24T19:49:47Z,3993467643,140,44.6,3993467649,213,0.0,3993467645,141,22.4,3993467639,3,,3993467641,56,Back,3993467647,212,15.9,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326105,6,1,1,0,9,zjawy6qdzk3y69v5pa3zl2cb,0,39.4,23.9,2023-01-24T19:01:38.490Z,2023-01-24T20:01:00Z,3993467821,213,5.4,3993467811,3,,3993467815,140,45.3,3993467817,141,13.4,3993467819,212,9.5,3993467813,56,Back,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326075,6,1,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,1,55.3,74.8,2023-01-24T19:01:39.448Z,2023-01-24T19:49:57Z,3993467675,213,0.4,3993467671,141,82.1,3993467665,3,,3993467667,56,Left,3993467673,212,13.1,3993467669,140,66.8,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326095,7,1,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,0,76.2,76.7,2023-01-24T19:01:40.466Z,2023-01-24T19:01:45Z,3993467779,141,100.0,3993467775,56,Left,3993467781,212,23.2,3993467783,213,2.3,3993467777,140,61.0,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326207,9,1,1,0,12,bqm1bnp1bh2apyudlz1o1whr3,0,64.9,92.3,2023-01-24T19:01:41.838Z,2023-01-24T21:02:04Z,3993468221,56,Left,3993468227,212,7.8,3993468229,213,3.1,3993468223,140,57.5,3993468225,141,92.9,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500326503,20,61,1,0,14,bqm1bnp1bh2apyudlz1o1whr3,1,64.2,95.6,2023-01-24T19:01:43.565Z,2023-01-24T19:03:09Z,3993469549,56,Left,,,,,,,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
