id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value
2498051217,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-16T18:08:13.466Z,2023-01-16T19:02:50Z,3981506765,194,dh3ksith5iat573zuhdhv91w5,3981506757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3981556611,197,2848,3981506761,130,2,3981506763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981506767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981506759,59,"1, 2, 12, 19, 8, 4, 6, 17, 28, 23, 18, 3, 7, 9, 13, 14, 16, 20, 21, 30, 39",3981506755,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 4zow18ykkg1gvw40r7jsrzkl, 8uw9w30592omb8acpnssgdlh, dh3ksith5iat573zuhdhv91w5, 1jn9jog8ou8uxnmypneksizxm, au91rqig6uyyi1zdmlxydk38q, f1as17wqpj44gihtvw936lofd, 1mroid71v9bwpx0iaospei9gq, 5chl0qcvbbkd0yeogurw1fz6x, bquqyyfz4lj0xrerbhbtj1jze, cexuwvet4xiruf1jitkjjp7qi, 6dpxvfpnaua6y4gevop02qc8a, 5c5quyl7qxptstbge87w2eqqx, e3zr4wfalu47lvzrhpgjnb2tw, ejj9an3jqm0fpcbo5esfkljis, 4z8o35izc3gx6i2bt4mcs1fjd, 5dppoogob8jwl8n3884uqm4iy, 5ffbqf6o50173uqvaefnce4gk, 9tj2yr6ep9hsignf7cjn7wnl6, b950jt347chmq9whlkgl6fxpm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498051809,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-16T18:11:52.272Z,2023-01-16T18:58:34Z,3981510555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3981556605,197,18074,3981510559,130,8,3981510563,194,9v7zwguzazofzafwg3qevdo4q,3981510557,59,"1, 2, 5, 8, 3, 4, 11, 6, 9, 10, 7, 20, 19, 17, 16, 14, 12, 18, 15",3981510561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3981510553,30,"7wrulbqqdeecd5vegsbb1905w, b8k8uynw043b6q9xm0lfzszmy, 4nchc9z4464uhu3vveo0p73f8, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, 1hmy5uxiyr8g915tngl9l8twq, cs49ec8y6cubrlo5nmu3j3jtg, ab17bik4y8ilv3ahe50a81ixg, 9v7zwguzazofzafwg3qevdo4q, a3pwwwba6td400zwqjpbf6pnu, 8i6cjao5lwxzaomilei61kbxm, 8o2iv0qhfft5pgzm75ckuo0es, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, b4vrfh7z9qt9e5gdpkajrqolw, b1h2eiqxic31ioxbs1zjd709g, cwu5itv65s8p6zsalk3np4ic, 9nrajqcpld6bcowgarf1zr0iy",3981510565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060767,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-16T19:00:33.151Z,2023-01-16T19:00:33Z,3981558695,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060789,3,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-16T19:00:33.151Z,2023-01-16T19:00:35Z,3981558771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060817,3,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,50,50,2023-01-16T19:00:33.251Z,2023-01-16T19:02:23Z,3981558895,141,50.4,3981558891,56,Back,3981558899,213,3.1,3981558897,212,22.5,3981558893,140,28.6,3981558901,279,S,,,,,,,5chl0qcvbbkd0yeogurw1fz6x,T. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060827,4,1,1,0,5,dnzj0iv5qtaemm9kthh9pos8q,0,31.3,61.2,2023-01-16T19:00:39.070Z,2023-01-16T19:01:21Z,3981558955,56,Left,3981558953,155,,3981558961,212,40.5,3981558957,140,66.3,3981558959,141,86.2,3981558967,1,,3981558963,213,0.4,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060871,4,4,1,0,10,1wyg1tunyt7go9tnjea1hjqxb,1,37.8,37.2,2023-01-16T19:00:43.325Z,2023-01-16T19:00:48Z,3981559141,152,,3981559137,294,,3981559161,233,5,3981559139,56,Back,3981559143,286,,3981559135,13,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060847,5,4,1,0,10,dnzj0iv5qtaemm9kthh9pos8q,0,62.2,62.8,2023-01-16T19:00:43.326Z,2023-01-16T19:01:28Z,3981559049,13,,3981559055,152,,3981559185,233,4,3981559051,294,,3981559053,56,Center,3981559057,285,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060907,5,1,1,0,17,1wyg1tunyt7go9tnjea1hjqxb,1,25.1,29.4,2023-01-16T19:00:51.150Z,2023-01-16T19:00:53Z,3981559315,140,9.6,3981559311,152,,3981559323,212,23.0,3981559319,141,53.3,3981559313,56,Back,3981559309,5,,3981559325,213,2.4,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498060929,6,1,1,0,20,1wyg1tunyt7go9tnjea1hjqxb,1,9.5,54.3,2023-01-16T19:00:53.534Z,2023-01-16T19:00:55Z,3981559383,212,21.0,3981559379,140,27.8,3981559377,56,Back,3981559381,141,66.9,3981559385,213,0.4,,,,,,,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
