id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value
2498052261,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-01-16T18:14:11.579Z,2023-01-16T19:04:59Z,3981513313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981559093,197,2671,3981513311,130,17,3981513309,59,"1, 99, 7, 28, 3, 33, 27, 17, 10, 25, 22, 2, 5, 8, 9, 12, 19, 20, 21, 23, 31, 32, 45",3981513315,194,eu901b75l2ly5p48jdw6kwmad,3981513305,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, bnkzwpd607re6s01oa77wcodm, bitv8dp51g02iyf6o3elxnoix, eu901b75l2ly5p48jdw6kwmad, 7hsyytjjg6zw5knvav9xybbh1, 1r67co8q0ktlqe5209xm6sxec, e0mrzdikm67yw88563zgovb6y, ar47jfq139xyic4pvdhefduga, c3j7ddqg0yzporam6gieibgiy, 5f8ajd8cgyvmmdzr0lzi1gtii, d4z4gdds9hajylsy2hh5b78q, ak5exy1iztbo0mqloqdwiag6i, 3j368501ogr8mt2jdb7mby8h6, db32f79l8p19q2g45g885t7xm, 2v12tmspdosmwic2h6itfz0x6, 6mn57wdtnexqlumwsg8qyil90, dej8tywq0npvbm25sfgtqur1m, 47wgrchutkdy62665jc79dy0a, 8o2hk1hy097osczjijmq4bsh5, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy",3981513317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981513307,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498052417,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-01-16T18:15:05.007Z,2023-01-16T19:08:58Z,3981514305,59,"1, 18, 24, 8, 15, 3, 22, 7, 10, 11, 20, 2, 4, 6, 9, 19, 21, 31, 42",3981514307,130,8,3981514313,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3981514303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3981558649,197,16838,3981514311,194,4jvk1ex8dsjj498vqzqhfmqxh,3981514309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3981514301,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8zj8e6ovo1bt0d67klra3yh3o, 46wxtiry28k7j3y6gacgf7x4a, abgkpku77iidahswqpvce5gtm, a5j0tndc5032lgmuv1vqd2cix, 4lf5375rzyy400rabvwgbcbmx, 8mq0q8ebkt20p1pm35z3qma22, 7afaygi7b8fmxr885zaezaay1, 74x54r0698ug6gzk9jwd86pxx, aynwkpiteltfei3x5txm84opg, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, alzxtazwzkp6cy4igin4ht2vp, 5362zl678ibx1md2kk6t4r47o, 97i465n07uip7fnpw82v554b8, balcshp8sostjtslygqqixu5l, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061521,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-01-16T19:02:54.136Z,2023-01-16T19:02:54Z,3981562001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061525,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-01-16T19:02:54.136Z,2023-01-16T19:02:57Z,3981562015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061553,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.9,50,2023-01-16T19:02:54.236Z,2023-01-16T19:04:54Z,3981562147,212,24.9,3981562145,141,50.9,3981562151,279,S,3981562141,56,Back,3981562149,213,3.1,3981562143,140,26.2,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061567,4,1,1,0,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.2,56,2023-01-16T19:02:58.506Z,2023-01-16T19:03:01Z,3981562211,213,1.4,3981562209,212,17.3,3981562207,141,81.1,3981562203,56,Back,3981562205,140,29.1,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061585,5,1,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.4,81.6,2023-01-16T19:03:01.122Z,2023-01-16T19:03:04Z,3981562289,140,29.2,3981562287,56,Back,3981562291,141,72.2,3981562295,213,4.7,3981562293,212,6.4,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061613,6,1,1,0,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,29,62.2,2023-01-16T19:03:04.274Z,2023-01-16T19:03:08Z,3981562439,56,Back,3981562443,141,20.9,3981562445,212,28.5,3981562441,140,33.8,3981562447,213,4.9,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061649,7,1,1,0,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,36,28.4,2023-01-16T19:03:08.074Z,2023-01-16T19:03:14Z,3981562585,212,9.8,3981562583,141,40.4,3981562587,213,2.2,3981562579,56,Back,3981562581,140,30.9,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061685,8,2,1,0,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.9,36,2023-01-16T19:03:14.315Z,2023-01-16T19:03:18Z,3981562749,56,Right,3981562747,1,,3981562751,140,75.5,3981562753,141,14.9,3981562745,7,97p6b1r72br3soq4k7fpjnrl6,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061681,3,55,1,0,20,eh54mfvjtrttgsg1wbjnvxcqz,1,25.4,82.5,2023-01-16T19:03:14.316Z,2023-01-16T19:28:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061821,4,1,1,0,46,eh54mfvjtrttgsg1wbjnvxcqz,0,28.4,86.3,2023-01-16T19:03:40.855Z,2023-01-16T19:03:45Z,3981563429,56,Center,3981563433,141,58.8,3981563439,1,,3981563423,5,,3981563431,140,64.5,3981563427,241,,3981563435,212,42.3,3981563437,213,5.8,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,3981563425,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061827,9,44,1,0,50,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.2,51.2,2023-01-16T19:03:44.525Z,2023-01-16T19:03:46Z,3981563461,285,,3981563467,233,5,3981563459,56,Back,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061823,5,44,1,0,50,eh54mfvjtrttgsg1wbjnvxcqz,0,68.8,48.8,2023-01-16T19:03:44.526Z,2023-01-16T19:03:46Z,3981563471,233,9,3981563443,56,Center,3981563445,286,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061831,10,1,1,0,51,dvmw7d6jb38qvv7e6ziwu0vyr,0,27,61.1,2023-01-16T19:03:46.092Z,2023-01-16T19:03:47Z,3981563485,141,66.2,3981563483,140,32.4,3981563475,3,,3981563487,212,6.6,3981563477,56,Back,3981563489,213,0.5,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
