id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,assist
2500988439,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-01-27T18:25:20.751Z,2023-01-27T18:59:29Z,3996923219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996923215,130,8,3996980935,194,80i3boeh7f1ghu4ka7r66izje,3996923217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3996923213,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 19, 16, 17, 12, 15, 18",3996923209,30,"3e8tsv4mzm75peokuw38d8jmy, 1x6fhuy49w4rpnyavwotbf504, bgydmtsi0ngn9k56apo29v0no, 9pox9siobczxr9fv3fvvx3h1w, a7vlgirln231n3dqjhb72o0es, 3z9bdfblis9tl3e1uo7e72h62, 80i3boeh7f1ghu4ka7r66izje, b8ixf31bdyfqqcwoy4ulai73e, dlgqk5qe96gaxeq8vu4dozyms, 9nix5y8xcj34ps62r34udtqwa, 31v89l4k38v1wpisz7xhkq38, 9v212zfspaz9cmswudro21ous, alfx6xxo38q6hmydbcr0rw67e, c3wnyafe1scw1wdy7lw7rwe1g, 68hoounwudpjrr2wmovkyvswk, baghnvel8qsn5k9s79jiyldnu, 2yd4k7raor3q6uunpmth5d8no",3996923211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3996980937,197,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500988975,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-01-27T18:28:25.850Z,2023-01-27T18:59:04Z,3996926717,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, cyquj9h6hjwbyp0b68b149qfo, zihddqvp0sjni8stcio8bgmh, 2rlckdzkm4d6dsqwutkvhm95h, 3hax3hy9n2wyp1ovvhd6zdk6i, 42lgdybjew0zrd18mmwwcpbhm, 8im7pgnph2au11blma5pewe09, 63ox7kqo9rl36cvk4joqh9soa, 6qjbfua7nynaxrs5t8tygedp1, 2gfp8pe55n7oa0mcu5ygi54a, 48wvdjjo0z1j2bac42n9t5jv9, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 3mcj3wypzq3lno1ehc0vif1sl, 45rrtsz9hmxxqasj8jgi3g0oa, 8hjakiipmhtwr07v6h0d414gl, egmubn4rsudpbk05qfv2qlvit, 9rzd3uofuq9ck2n5ihs576z56, eeqfmegqle5fnzo42wkiq0wes, 1icurh5jrnw1e6jdgqxjnhdnu, 94h1esmbnvlcvdeq9ohs11boq",3996980207,197,2844,3996926727,194,2psxvq4l1g9fzgt00cfks96fp,3996926723,130,4,3996926721,59,"1, 2, 17, 6, 3, 4, 5, 10, 9, 25, 11, 7, 8, 14, 15, 18, 19, 20, 22, 23, 24, 30, 28",3996926719,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996926729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996926725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000417,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-01-27T19:01:08.347Z,2023-01-27T19:01:10Z,3996983537,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000413,3,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-01-27T19:01:08.347Z,2023-01-27T19:01:08Z,3996983523,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000441,4,1,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,50.3,49.9,2023-01-27T19:01:08.447Z,2023-01-27T19:01:11Z,3996983645,141,52.2,3996983641,56,Back,3996983643,140,28.9,3996983649,213,3.1,3996983647,212,22.5,3996983651,279,S,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000517,5,1,1,0,3,6lzy9iiqoysvtdsgx719fng9n,0,30.9,53.6,2023-01-27T19:01:11.702Z,2023-01-27T19:01:28Z,3996983923,213,5.7,3996983925,1,,3996983921,212,62.5,3996983917,140,81.3,3996983919,141,4.8,3996983913,155,,3996983915,56,Right,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000525,3,61,1,0,10,b94pf87be9ojdgnrs5mst80un,1,19.6,97.7,2023-01-27T19:01:18.377Z,2023-01-27T19:14:53Z,3996983959,56,Back,,,,,,,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000573,4,5,1,0,10,b94pf87be9ojdgnrs5mst80un,0,15.2,101.6,2023-01-27T19:01:18.551Z,2023-01-27T19:08:35Z,3996984369,233,6,3996984145,347,,3996984143,56,Back,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000521,6,5,1,0,10,6lzy9iiqoysvtdsgx719fng9n,1,84.8,-1.6,2023-01-27T19:01:18.551Z,2023-01-27T19:01:30Z,3996983945,347,,3996983943,56,Right,3996984365,233,4,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000639,7,1,1,0,23,6lzy9iiqoysvtdsgx719fng9n,1,86.7,0,2023-01-27T19:01:32.199Z,2023-01-27T19:01:33Z,3996984469,56,Right,3996984475,212,8.7,3996984473,141,9.4,3996984477,213,2.1,3996984467,107,,3996984471,140,82.4,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
