id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2446752327,7,8,1,0,12,ch82doz9w9t1sw9ae3a4ffh0j,1,61.7,63.4,2022-08-15T18:01:42.012Z,2022-08-15T18:01:42Z,3709868957,56,Center,,,,,,,,,,,,,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752329,8,49,1,0,13,ch82doz9w9t1sw9ae3a4ffh0j,1,65.6,77.6,2022-08-15T18:01:43.148Z,2022-08-15T18:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752337,9,1,1,0,13,ch82doz9w9t1sw9ae3a4ffh0j,0,65.6,77.6,2022-08-15T18:01:43.292Z,2022-08-15T18:01:44Z,3709868999,212,9.0,3709868993,56,Center,3709868995,140,60.8,3709868997,141,66.7,3709869001,213,4.1,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752355,5,8,1,0,16,dac758ef858jbq7pcb3gfwite,1,34.1,45.2,2022-08-15T18:01:45.891Z,2022-08-15T18:03:46Z,3709869077,56,Back,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752683,15,61,1,0,16,dac758ef858jbq7pcb3gfwite,1,33.4,47.5,2022-08-15T18:01:46.485Z,2022-08-15T18:03:50Z,3709870807,56,Back,,,,,,,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752371,10,1,1,0,16,ch82doz9w9t1sw9ae3a4ffh0j,1,55.2,84.8,2022-08-15T18:01:46.588Z,2022-08-15T18:01:49Z,3709869149,56,Left,3709869157,213,0.5,3709869151,140,65.6,3709869153,141,94.4,3709869155,212,12.7,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752395,11,1,1,0,19,ch82doz9w9t1sw9ae3a4ffh0j,1,50.8,96,2022-08-15T18:01:49.788Z,2022-08-15T18:01:55Z,3709869263,140,5.1,3709869265,141,87.7,3709869267,212,48.3,3709869269,213,3.3,3709869261,56,Back,3709869271,1,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752433,12,1,1,0,25,ch82doz9w9t1sw9ae3a4ffh0j,1,4.3,87.1,2022-08-15T18:01:55.276Z,2022-08-15T18:02:02Z,3709869449,141,45.7,3709869445,56,Back,3709869451,212,28.2,3709869453,213,4.7,3709869447,140,4.6,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752445,13,1,1,0,32,ch82doz9w9t1sw9ae3a4ffh0j,0,10.5,33,2022-08-15T18:02:02.268Z,2022-08-15T18:02:05Z,3709869523,212,49.7,3709869521,141,3.8,3709869519,140,53.9,3709869525,213,5.9,3709869515,157,,3709869527,1,,3709869517,56,Right,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752495,15,61,1,0,33,ch82doz9w9t1sw9ae3a4ffh0j,1,56.7,2.3,2022-08-15T18:02:03.092Z,2022-08-15T18:02:18Z,3709869779,56,Right,,,,,,,,,,,,,,,,,,,,,,enyk37znns1ie2djrh4y3uck4,G. Felicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752483,6,5,1,0,38,dac758ef858jbq7pcb3gfwite,1,36.7,102,2022-08-15T18:02:07.884Z,2022-08-15T18:02:19Z,3709869733,347,,3709869731,56,Back,3709869881,233,14,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752493,14,5,1,0,38,ch82doz9w9t1sw9ae3a4ffh0j,0,63.3,-2,2022-08-15T18:02:07.884Z,2022-08-15T18:52:49Z,3709869777,347,,3709869885,233,6,3709869775,56,Right,,,,,,,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752505,7,1,1,0,43,dac758ef858jbq7pcb3gfwite,1,29.7,100,2022-08-15T18:02:13.548Z,2022-08-15T18:02:17Z,3709869829,213,3.6,3709869823,140,19.5,3709869819,107,,3709869821,56,Back,3709869825,141,94.2,3709869827,212,11.8,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752555,8,1,1,0,47,dac758ef858jbq7pcb3gfwite,1,23.2,92.9,2022-08-15T18:02:17.196Z,2022-08-15T18:02:26Z,3709870093,56,Back,3709870095,140,23.5,3709870103,1,,3709870097,141,40.0,3709870099,212,36.0,3709870101,213,4.7,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752607,9,1,1,0,59,dac758ef858jbq7pcb3gfwite,1,27.7,44.2,2022-08-15T18:02:29.596Z,2022-08-15T18:02:34Z,3709870375,141,10.6,3709870379,213,4.9,3709870373,140,32.6,3709870371,56,Back,3709870377,212,23.4,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752619,10,1,1,1,4,dac758ef858jbq7pcb3gfwite,1,49,18.6,2022-08-15T18:02:34.652Z,2022-08-15T18:02:36Z,3709870437,213,0.5,3709870431,140,60.5,3709870433,141,28.3,3709870429,56,Center,3709870435,212,13.8,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752651,11,1,1,1,6,dac758ef858jbq7pcb3gfwite,1,60.5,28.3,2022-08-15T18:02:36.588Z,2022-08-15T18:02:44Z,3709870611,56,Back,3709870619,213,3.6,3709870617,212,27.6,3709870615,141,10.1,3709870613,140,37.0,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752653,12,50,1,1,12,dac758ef858jbq7pcb3gfwite,1,33.5,2.8,2022-08-15T18:02:42.349Z,2022-08-15T18:02:49Z,3709870627,56,Back,3709870751,286,,3709870747,233,16,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752643,16,7,1,1,12,ch82doz9w9t1sw9ae3a4ffh0j,0,66.5,97.2,2022-08-15T18:02:42.350Z,2022-08-15T18:02:48Z,3709870719,285,,3709870569,56,Left,3709870731,233,12,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752661,13,61,1,1,14,dac758ef858jbq7pcb3gfwite,1,31,1,2022-08-15T18:02:44.292Z,2022-08-15T18:03:39Z,3709870659,56,Back,,,,,,,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752667,14,5,1,1,15,dac758ef858jbq7pcb3gfwite,0,35.2,-1.5,2022-08-15T18:02:44.895Z,2022-08-15T18:52:50Z,3709870685,347,,3709870683,56,Back,3709870739,233,17,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752671,17,5,1,1,15,ch82doz9w9t1sw9ae3a4ffh0j,1,64.8,101.5,2022-08-15T18:02:44.895Z,2022-08-15T18:02:48Z,3709870723,233,14,3709870703,347,,3709870701,56,Left,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752701,18,1,1,1,22,ch82doz9w9t1sw9ae3a4ffh0j,1,67.3,100,2022-08-15T18:02:52.160Z,2022-08-15T18:02:55Z,3709870899,212,12.5,3709870891,107,,3709870897,141,86.2,3709870901,213,4.2,3709870895,140,61.1,3709870893,56,Left,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752719,19,1,1,1,25,ch82doz9w9t1sw9ae3a4ffh0j,1,61.1,86.2,2022-08-15T18:02:55.422Z,2022-08-15T18:03:00Z,3709870997,1,,3709870987,56,Back,3709870989,140,22.1,3709870995,213,3.2,3709870993,212,41.1,3709870991,141,81.7,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752729,20,1,1,1,30,ch82doz9w9t1sw9ae3a4ffh0j,1,24.4,67.9,2022-08-15T18:03:00.719Z,2022-08-15T18:03:02Z,3709871053,212,24.0,3709871051,141,36.1,3709871055,213,4.3,3709871047,56,Back,3709871049,140,14.5,,,,,,,,,,btrg844mxkl6kbn89s7aecj8q,G. Yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752751,21,1,1,1,32,ch82doz9w9t1sw9ae3a4ffh0j,1,14.4,36.1,2022-08-15T18:03:02.639Z,2022-08-15T18:03:06Z,3709871117,213,5.5,3709871111,140,35.9,3709871113,141,4.1,3709871109,56,Back,3709871115,212,31.4,,,,,,,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752767,22,1,1,1,36,ch82doz9w9t1sw9ae3a4ffh0j,0,38,4.4,2022-08-15T18:03:06.367Z,2022-08-15T18:03:12Z,3709871197,141,25.5,3709871195,140,97.6,3709871203,1,,3709871193,56,Center,3709871199,212,64.2,3709871201,213,0.2,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752771,16,49,1,1,41,dac758ef858jbq7pcb3gfwite,1,5.7,74.7,2022-08-15T18:03:10.829Z,2022-08-15T18:03:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752803,17,1,1,1,45,dac758ef858jbq7pcb3gfwite,1,10.2,63.9,2022-08-15T18:03:15.469Z,2022-08-15T18:03:16Z,3709871423,141,36.7,3709871419,56,Back,3709871421,140,21.4,3709871425,212,21.9,3709871427,213,5.3,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752819,18,1,1,1,46,dac758ef858jbq7pcb3gfwite,1,21.3,33.7,2022-08-15T18:03:16.797Z,2022-08-15T18:03:21Z,3709871505,213,5.2,3709871497,56,Back,3709871503,212,22.3,3709871499,140,31.4,3709871501,141,4.9,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752855,19,1,1,1,51,dac758ef858jbq7pcb3gfwite,1,42.9,9.1,2022-08-15T18:03:21.229Z,2022-08-15T18:03:26Z,3709871689,141,37.0,3709871695,213,2.3,3709871681,56,Back,3709871685,140,28.0,3709871693,212,24.6,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752883,20,1,1,1,56,dac758ef858jbq7pcb3gfwite,1,28.9,39.8,2022-08-15T18:03:26.238Z,2022-08-15T18:03:31Z,3709871861,212,22.1,3709871859,141,12.8,3709871863,213,5.3,3709871855,56,Back,3709871857,140,40.6,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752893,21,1,1,2,1,dac758ef858jbq7pcb3gfwite,0,51.1,15.2,2022-08-15T18:03:31.326Z,2022-08-15T18:03:33Z,3709871925,212,28.6,3709871919,56,Right,3709871923,141,0.0,3709871921,140,76.2,3709871927,213,5.9,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752895,22,5,1,2,3,dac758ef858jbq7pcb3gfwite,0,76.1,-1.2,2022-08-15T18:03:33.344Z,2022-08-15T18:52:50Z,3709871933,347,,3709872465,233,23,3709871931,56,Right,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446752985,23,5,1,2,3,ch82doz9w9t1sw9ae3a4ffh0j,1,23.9,101.2,2022-08-15T18:03:33.344Z,2022-08-15T18:03:51Z,3709872457,233,22,3709872425,56,Back,3709872427,347,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753001,24,1,1,2,20,ch82doz9w9t1sw9ae3a4ffh0j,0,27.7,100,2022-08-15T18:03:50.800Z,2022-08-15T18:03:53Z,3709872485,107,,3709872493,212,28.6,3709872495,213,6.2,3709872487,56,Left,3709872497,1,,3709872491,141,96.2,3709872489,140,54.7,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753013,23,1,1,2,24,dac758ef858jbq7pcb3gfwite,0,37.5,7.9,2022-08-15T18:03:54.446Z,2022-08-15T18:52:21Z,3709872551,141,14.5,3709872553,212,5.7,3709872547,56,Back,3709872555,213,0.9,3709872549,140,40.9,3709872545,3,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753009,25,1,1,2,25,ch82doz9w9t1sw9ae3a4ffh0j,0,54.1,82.3,2022-08-15T18:03:54.929Z,2022-08-15T18:03:55Z,3709872535,212,3.8,3709872531,141,80.3,3709872541,213,5.9,3709872525,56,Left,3709872523,3,,3709872527,140,57.5,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753033,25,49,1,2,26,dac758ef858jbq7pcb3gfwite,1,34.9,6.8,2022-08-15T18:03:55.926Z,2022-08-15T18:55:33Z,,,,,,,,,,,,,,,,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753031,24,1,1,2,27,dac758ef858jbq7pcb3gfwite,1,44.3,22.4,2022-08-15T18:03:57.118Z,2022-08-15T18:03:59Z,3709872649,212,14.5,3709872651,213,4.0,3709872643,56,Back,3709872645,140,34.9,3709872647,141,6.8,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753067,26,1,1,2,29,dac758ef858jbq7pcb3gfwite,1,34.9,6.8,2022-08-15T18:03:59.327Z,2022-08-15T18:55:45Z,3709872845,213,2.4,3709872843,212,32.1,3709872839,140,12.3,3709872841,141,38.6,3709872847,1,,3709872837,56,Back,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753099,27,1,1,2,34,dac758ef858jbq7pcb3gfwite,1,12.2,46.4,2022-08-15T18:04:04.286Z,2022-08-15T18:04:11Z,3709873049,140,25.7,3709873047,56,Back,3709873055,213,0.6,3709873051,141,61.5,3709873053,212,17.5,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753111,28,1,1,2,41,dac758ef858jbq7pcb3gfwite,1,37.6,70,2022-08-15T18:04:11.599Z,2022-08-15T18:04:13Z,3709873129,140,33.6,3709873135,213,4.5,3709873133,212,21.2,3709873131,141,39.4,3709873127,56,Back,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753133,29,1,1,2,43,dac758ef858jbq7pcb3gfwite,1,33.6,39.4,2022-08-15T18:04:13.503Z,2022-08-15T18:04:16Z,3709873249,140,42.8,3709873251,141,7.9,3709873253,212,23.5,3709873247,56,Back,3709873255,213,5.1,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753149,30,1,1,2,47,dac758ef858jbq7pcb3gfwite,1,49.5,12.8,2022-08-15T18:04:16.831Z,2022-08-15T18:04:18Z,3709873325,141,18.8,3709873323,140,67.5,3709873321,56,Right,3709873329,213,0.2,3709873327,212,19.3,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753161,31,1,1,2,48,dac758ef858jbq7pcb3gfwite,1,67.5,18.8,2022-08-15T18:04:18.751Z,2022-08-15T18:04:20Z,3709873379,140,51.1,3709873381,141,23.1,3709873383,212,17.5,3709873377,56,Center,3709873385,213,3.0,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753167,32,1,1,2,50,dac758ef858jbq7pcb3gfwite,1,51.1,23.1,2022-08-15T18:04:20.511Z,2022-08-15T18:04:22Z,3709873423,212,14.9,3709873419,140,63.2,3709873421,141,34.5,3709873425,213,0.5,3709873417,56,Center,,,,,,,,,,armxucjqaulvwfxyufovg3je1,N. Bakboord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753177,33,1,1,2,51,dac758ef858jbq7pcb3gfwite,0,63.2,34.5,2022-08-15T18:04:20.919Z,2022-08-15T18:12:32Z,3709873493,141,10.4,3709873491,140,68.6,3709873495,212,17.3,3709873489,56,Right,3709873497,213,5.0,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446753165,26,49,1,2,51,ch82doz9w9t1sw9ae3a4ffh0j,1,28.5,90,2022-08-15T18:04:21.799Z,2022-08-15T18:04:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
