id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2511575093,5,1,1,0,30,xcevba75jfkrg4s6tl89zl3y,0,67.3,3.4,2023-02-24T19:06:12.260Z,2023-02-24T21:23:56Z,4052583505,3,,4052583515,213,3.0,4052583507,56,Right,4052583511,141,6.7,4052583513,212,16.1,4052583509,140,52.1,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575091,7,8,1,0,30,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.6,95.3,2023-02-24T19:06:12.635Z,2023-02-24T19:06:13Z,4052583547,15,,4052583503,56,Back,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575293,6,1,1,0,36,xcevba75jfkrg4s6tl89zl3y,0,93,13.2,2023-02-24T19:06:18.900Z,2023-02-24T20:06:56Z,4052584439,1,,4052584423,157,,4052584433,141,49.1,4052584431,140,86.2,4052584427,56,Center,4052584435,212,25.4,4052584437,213,1.9,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575287,8,61,1,0,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,19.3,42.2,2023-02-24T19:06:23.837Z,2023-02-24T19:06:23Z,4052584411,56,Back,,,,,,,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575301,7,1,1,0,41,xcevba75jfkrg4s6tl89zl3y,0,68.8,43.4,2023-02-24T19:06:23.947Z,2023-02-24T19:06:27Z,4052584697,233,9,4052584695,236,,4052584477,212,3.8,4052584475,141,42.2,4052584701,286,,4052584471,56,Center,4052584473,140,72.3,4052584479,213,6.1,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575333,9,74,1,0,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.1,39.8,2023-02-24T19:06:23.948Z,2023-02-24T20:01:10Z,4052584717,233,7,4052584655,56,Back,4052584657,285,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575377,10,4,1,0,46,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.6,29,2023-02-24T19:06:28.841Z,2023-02-24T20:07:08Z,4052584887,152,,4052584885,56,Back,4052850955,294,,4052584883,13,,4052584891,285,,4052585093,233,8,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575407,8,4,1,0,46,xcevba75jfkrg4s6tl89zl3y,0,68.4,71,2023-02-24T19:06:28.842Z,2023-02-24T19:06:34Z,4052585109,233,10,4052585041,56,Center,4052585043,152,,4052585039,13,,4052585047,286,,4052585211,294,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575561,11,1,1,1,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.6,22.7,2023-02-24T19:06:42.313Z,2023-02-24T20:01:45Z,4052585891,56,Left,4052585889,152,,4052585899,213,1.1,4052585901,1,,4052585887,196,,4052585885,155,,4052585895,141,98.3,4052585897,212,58.3,bitv8dp51g02iyf6o3elxnoix,J. Janssen,4052585893,140,58.7,4052585883,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575629,12,1,1,1,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,54.9,93.6,2023-02-24T19:06:45.881Z,2023-02-24T19:06:49Z,4052586205,140,52.8,4052586207,141,89.6,4052586213,213,4.0,4052586203,56,Left,4052586211,212,3.5,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575639,13,1,1,1,7,dvmw7d6jb38qvv7e6ziwu0vyr,0,58.9,94.2,2023-02-24T19:06:49.657Z,2023-02-24T19:06:50Z,4052586253,212,4.7,4052586249,140,63.4,4052586251,141,94.2,4052586245,56,Left,4052586255,213,0,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575645,9,61,1,1,8,xcevba75jfkrg4s6tl89zl3y,1,38.1,5.3,2023-02-24T19:06:50.935Z,2023-02-24T19:06:51Z,4052586263,56,Back,,,,,,,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575663,10,5,1,1,10,xcevba75jfkrg4s6tl89zl3y,0,46.6,-0.9,2023-02-24T19:06:52.442Z,2023-02-24T19:50:55Z,4052586353,347,,4052586351,56,Back,4052587489,233,14,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575877,14,5,1,1,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,53.4,100.9,2023-02-24T19:06:52.442Z,2023-02-24T19:07:04Z,4052587461,347,,4052587473,233,10,4052587459,56,Left,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575901,15,1,1,1,21,dvmw7d6jb38qvv7e6ziwu0vyr,0,51.3,100,2023-02-24T19:07:03.849Z,2023-02-24T19:07:05Z,4052587569,140,62.7,4052587575,213,5.8,4052587573,212,13.7,4052587571,141,92.3,4052587567,56,Left,4052587565,107,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575923,11,8,1,1,24,xcevba75jfkrg4s6tl89zl3y,1,34.4,4.6,2023-02-24T19:07:06.813Z,2023-02-24T20:02:39Z,4052587693,56,Back,,,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511575965,12,1,1,1,27,xcevba75jfkrg4s6tl89zl3y,0,59.2,10.3,2023-02-24T19:07:09.806Z,2023-02-24T19:07:10Z,4052587957,141,15.8,4052587959,212,18.5,4052587955,140,41.9,4052587951,157,,4052587963,1,,4052587953,56,Back,4052587961,213,2.9,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576029,13,1,1,1,29,xcevba75jfkrg4s6tl89zl3y,1,56.2,19.7,2023-02-24T19:07:12.047Z,2023-02-24T19:07:14Z,4052588369,212,13.3,4052588367,141,19.5,4052588365,140,43.5,4052588363,56,Back,4052588371,213,3.2,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576057,14,1,1,1,32,xcevba75jfkrg4s6tl89zl3y,1,43.5,19.5,2023-02-24T19:07:14.758Z,2023-02-24T19:07:18Z,4052588585,213,6.0,4052588587,1,,4052588579,140,78.4,4052588577,56,Right,4052588581,141,4.6,4052588583,212,38.0,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576063,15,49,1,1,36,xcevba75jfkrg4s6tl89zl3y,1,92.3,5.8,2023-02-24T19:07:18.086Z,2023-02-24T19:07:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576071,16,1,1,1,36,xcevba75jfkrg4s6tl89zl3y,0,92.3,5.8,2023-02-24T19:07:18.854Z,2023-02-24T19:07:22Z,4052588677,141,36.0,4052588669,2,,4052588675,140,92.7,4052588681,213,1.6,4052588679,212,20.5,4052588673,56,Center,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576093,16,61,1,1,38,dvmw7d6jb38qvv7e6ziwu0vyr,1,11.9,62.6,2023-02-24T19:07:20.413Z,2023-02-24T19:07:20Z,4052588781,56,Back,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576139,17,52,1,1,40,dvmw7d6jb38qvv7e6ziwu0vyr,1,8.4,58.4,2023-02-24T19:07:22.826Z,2023-02-24T19:07:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576179,17,43,1,1,43,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-02-24T19:07:25.726Z,2023-02-24T20:07:18Z,4052852145,144,61,4052589185,56,Center,,,,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576279,18,1,1,1,46,dvmw7d6jb38qvv7e6ziwu0vyr,1,14.4,43,2023-02-24T19:07:28.123Z,2023-02-24T19:07:32Z,4052589695,56,Back,4052589697,140,34.3,4052589699,141,9.7,4052589701,212,30.8,4052589693,123,,4052589703,213,5.5,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576411,19,1,1,1,50,dvmw7d6jb38qvv7e6ziwu0vyr,1,39,6.2,2023-02-24T19:07:32.170Z,2023-02-24T19:07:38Z,4052590321,212,4.3,4052590315,56,Back,4052590323,213,2.9,4052590317,140,35.0,4052590319,141,7.4,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576423,20,61,1,1,56,dvmw7d6jb38qvv7e6ziwu0vyr,0,33.5,3.2,2023-02-24T19:07:38.650Z,2023-02-24T19:07:48Z,4052590377,56,Back,,,,,,,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576617,18,5,1,1,58,xcevba75jfkrg4s6tl89zl3y,1,71.4,101.5,2023-02-24T19:07:40.267Z,2023-02-24T19:50:56Z,4052792067,233,21,4052591301,56,Left,4052591303,347,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576561,21,5,1,1,58,dvmw7d6jb38qvv7e6ziwu0vyr,0,28.6,-1.5,2023-02-24T19:07:40.267Z,2023-02-24T19:50:56Z,4052591075,56,Back,4052591077,347,,4052792093,233,18,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576661,19,1,1,2,9,xcevba75jfkrg4s6tl89zl3y,1,75.7,100,2023-02-24T19:07:51.222Z,2023-02-24T19:07:53Z,4052591499,141,93.0,4052591501,212,44.3,4052591493,107,,4052591503,213,3.3,4052591505,1,,4052591497,140,33.9,4052591495,56,Back,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576679,20,1,1,2,11,xcevba75jfkrg4s6tl89zl3y,1,33.9,93,2023-02-24T19:07:53.854Z,2023-02-24T19:07:55Z,4052591593,56,Back,4052591599,212,35.1,4052591603,1,,4052591601,213,4.7,4052591597,141,41.5,4052591595,140,32.3,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576745,21,1,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,32.3,41.5,2023-02-24T19:07:55.111Z,2023-02-24T19:07:58Z,4052591961,213,5.1,4052591953,56,Back,4052591955,140,41.9,4052591957,141,3.5,4052591959,212,27.7,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576783,22,1,1,2,16,xcevba75jfkrg4s6tl89zl3y,1,41.9,3.5,2023-02-24T19:07:58.582Z,2023-02-24T19:08:01Z,4052592175,56,Right,4052592179,141,4.6,4052592177,140,61.7,4052592181,212,20.8,4052592183,213,0.0,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576819,23,1,1,2,19,xcevba75jfkrg4s6tl89zl3y,1,61.7,4.6,2023-02-24T19:08:01.854Z,2023-02-24T19:08:06Z,4052592387,141,4.3,4052592385,140,65.3,4052592389,212,3.8,4052592391,213,6.2,4052592383,56,Right,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576849,24,1,1,2,24,xcevba75jfkrg4s6tl89zl3y,1,64,10.4,2023-02-24T19:08:06.215Z,2023-02-24T19:08:07Z,4052592547,212,28.2,4052592545,141,6.2,4052592541,56,Back,4052592543,140,37.3,4052592549,213,3.2,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576895,25,1,1,2,27,xcevba75jfkrg4s6tl89zl3y,1,33.6,11.7,2023-02-24T19:08:09.799Z,2023-02-24T19:08:10Z,4052592813,140,13.4,4052592825,213,2.6,4052592821,212,24.5,4052592809,56,Back,4052592817,141,29.8,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576955,26,1,1,2,28,xcevba75jfkrg4s6tl89zl3y,1,13.4,29.8,2023-02-24T19:08:10.767Z,2023-02-24T19:08:14Z,4052593151,56,Back,4052593153,140,19.2,4052593159,213,1.4,4052593157,212,29.8,4052593155,141,72.7,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576983,27,1,1,2,32,xcevba75jfkrg4s6tl89zl3y,1,19.2,72.7,2023-02-24T19:08:14.351Z,2023-02-24T19:08:16Z,4052593277,56,Back,4052593285,212,20.1,4052593287,213,0.8,4052593283,141,93.8,4052593281,140,32.6,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577049,28,1,1,2,34,xcevba75jfkrg4s6tl89zl3y,1,32.6,93.8,2023-02-24T19:08:16.776Z,2023-02-24T19:08:22Z,4052593617,141,95.7,4052593615,140,70.4,4052593621,213,0.0,4052593619,212,39.7,4052593623,1,,4052593613,56,Left,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577059,29,1,1,2,38,xcevba75jfkrg4s6tl89zl3y,0,70.4,95.7,2023-02-24T19:08:20.927Z,2023-02-24T20:07:19Z,4052593681,213,3.2,4052593673,56,Back,4052593675,140,46.1,4052593679,212,25.5,4052593677,141,94.2,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577041,22,49,1,2,39,dvmw7d6jb38qvv7e6ziwu0vyr,1,43,5.5,2023-02-24T19:08:21.291Z,2023-02-24T19:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577133,23,1,1,2,42,dvmw7d6jb38qvv7e6ziwu0vyr,1,68.8,4.9,2023-02-24T19:08:24.603Z,2023-02-24T19:08:26Z,4052594079,140,76.7,4052594085,141,2.0,4052594075,56,Right,4052594091,213,6.0,4052594089,212,8.5,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577137,24,61,1,2,44,dvmw7d6jb38qvv7e6ziwu0vyr,0,76.7,2,2023-02-24T19:08:26.716Z,2023-02-24T19:08:27Z,4052594115,56,Right,,,,,,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577151,25,5,1,2,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,71.9,-1.4,2023-02-24T19:08:27.569Z,2023-02-24T19:50:56Z,4052594179,347,,4052594173,56,Right,4052596089,233,30,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577521,30,5,1,2,45,xcevba75jfkrg4s6tl89zl3y,1,28.1,101.4,2023-02-24T19:08:27.569Z,2023-02-24T19:08:49Z,4052596047,347,,4052596045,56,Back,4052596079,233,25,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577553,31,1,1,3,7,xcevba75jfkrg4s6tl89zl3y,1,34,100,2023-02-24T19:08:49.592Z,2023-02-24T19:08:52Z,4052596255,213,5.0,4052596245,107,,4052596251,141,88.9,4052596247,56,Back,4052596249,140,36.1,4052596253,212,8.7,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577565,32,1,1,3,10,xcevba75jfkrg4s6tl89zl3y,0,36,94.4,2023-02-24T19:08:52.288Z,2023-02-24T19:08:53Z,4052596305,56,Back,4052596347,286,,4052596307,140,40.4,4052596313,213,6.2,4052596343,233,26,4052596341,236,,4052596311,212,4.7,4052596309,141,93.5,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511577573,26,74,1,3,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,68.9,5.5,2023-02-24T19:08:52.289Z,2023-02-24T20:01:10Z,4052596325,285,,4052596323,56,Right,4052596363,233,32,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
