id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2442203361,4,49,1,0,18,dnzj0iv5qtaemm9kthh9pos8q,1,46,49,2022-08-05T18:02:25.302Z,2022-08-05T18:41:48Z,,,,,,,,,,,,,,,,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203373,5,1,1,0,18,dnzj0iv5qtaemm9kthh9pos8q,1,36.7,41.6,2022-08-05T18:02:25.670Z,2022-08-05T18:41:49Z,3685593247,213,3.5,3685593239,56,Back,3685593243,141,34.6,3685593241,140,25.8,3685593245,212,12.4,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203395,6,1,1,0,19,dnzj0iv5qtaemm9kthh9pos8q,1,25.8,34.6,2022-08-05T18:02:26.806Z,2022-08-05T18:49:10Z,3685593377,212,20.6,3685593379,213,2.6,3685593373,140,9.1,3685593371,56,Back,3685593375,141,50.4,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203429,7,1,1,0,23,dnzj0iv5qtaemm9kthh9pos8q,1,8.9,50.6,2022-08-05T18:02:30.611Z,2022-08-05T18:02:34Z,3685593563,140,16.3,3685593565,141,68.3,3685593561,56,Back,3685593567,212,14.3,3685593569,213,1.0,,,,,,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203445,8,1,1,0,26,dnzj0iv5qtaemm9kthh9pos8q,1,21.5,70.2,2022-08-05T18:02:33.394Z,2022-08-05T18:41:55Z,3685593657,56,Back,3685593659,140,29.5,3685593661,141,96.2,3685593665,213,1.1,3685593663,212,19.6,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203471,9,1,1,0,28,dnzj0iv5qtaemm9kthh9pos8q,1,31.4,96.6,2022-08-05T18:02:35.650Z,2022-08-05T18:41:59Z,3685593807,212,20.9,3685593809,213,3.7,3685593805,141,80.6,3685593801,56,Back,3685593803,140,14.4,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203481,10,1,1,0,31,dnzj0iv5qtaemm9kthh9pos8q,1,12.2,82.8,2022-08-05T18:02:38.432Z,2022-08-05T18:42:01Z,3685593861,213,0.5,3685593855,140,22.7,3685593853,56,Back,3685593857,141,91.1,3685593859,212,12.4,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203493,11,1,1,0,32,dnzj0iv5qtaemm9kthh9pos8q,1,22.9,91.1,2022-08-05T18:02:39.296Z,2022-08-05T18:42:04Z,3685593927,213,3.0,3685593923,141,92.7,3685593925,212,9.1,3685593919,56,Back,3685593921,140,14.3,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203533,12,1,1,0,33,dnzj0iv5qtaemm9kthh9pos8q,1,13.5,90.8,2022-08-05T18:02:40.783Z,2022-08-05T18:42:06Z,3685594123,140,4.0,3685594129,213,4.2,3685594127,212,19.2,3685594121,56,Back,3685594125,141,66.6,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203587,13,1,1,0,37,dnzj0iv5qtaemm9kthh9pos8q,0,4.9,61.1,2022-08-05T18:02:44.669Z,2022-08-05T18:02:49Z,3685594395,1,,3685594391,212,73.5,3685594385,56,Center,3685594387,140,74.9,3685594389,141,61.8,3685594393,213,0.0,3685594383,157,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203603,8,49,1,0,43,ch82doz9w9t1sw9ae3a4ffh0j,1,33.8,30.4,2022-08-05T18:02:50.675Z,2022-08-05T18:02:50Z,,,,,,,,,,,,,,,,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203627,9,1,1,0,44,ch82doz9w9t1sw9ae3a4ffh0j,1,33.8,30.4,2022-08-05T18:02:51.117Z,2022-08-05T18:02:53Z,3685594589,212,29.9,3685594587,141,46.3,3685594583,56,Back,3685594585,140,7.2,3685594581,3,,3685594591,213,2.8,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203631,10,52,1,0,46,ch82doz9w9t1sw9ae3a4ffh0j,1,7.7,46.1,2022-08-05T18:02:53.089Z,2022-08-05T18:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,790v7fu7f2s40e160mlrb6dt6,C. Raatsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203707,11,1,1,0,47,ch82doz9w9t1sw9ae3a4ffh0j,1,7.7,46.1,2022-08-05T18:02:54.516Z,2022-08-05T18:03:01Z,3685594997,212,13.2,3685594989,123,,3685594999,213,5.3,3685594993,140,14.4,3685594995,141,29.7,3685594991,56,Back,,,,,,,790v7fu7f2s40e160mlrb6dt6,C. Raatsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203763,12,1,1,0,54,ch82doz9w9t1sw9ae3a4ffh0j,1,25.3,31.5,2022-08-05T18:03:01.706Z,2022-08-05T18:03:06Z,3685595307,212,25.1,3685595295,56,Back,3685595309,213,1.7,3685595299,140,21.9,3685595305,141,68.1,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203805,13,1,1,0,58,ch82doz9w9t1sw9ae3a4ffh0j,1,26,65.4,2022-08-05T18:03:05.942Z,2022-08-05T18:03:10Z,3685595525,56,Back,3685595533,213,4.9,3685595527,140,29.0,3685595529,141,32.2,3685595531,212,22.8,,,,,,,,,,ah3d8xugrx3pqaqxcmg06iyok,D. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203917,14,1,1,1,3,ch82doz9w9t1sw9ae3a4ffh0j,1,30.2,28,2022-08-05T18:03:10.066Z,2022-08-05T18:03:20Z,3685596191,212,57.6,3685596195,1,,3685596185,56,Right,3685596187,140,84.4,3685596189,141,14.9,3685596193,213,6.1,3685596183,155,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203923,15,61,1,1,12,ch82doz9w9t1sw9ae3a4ffh0j,0,89.1,11.1,2022-08-05T18:03:19.450Z,2022-08-05T18:03:26Z,3685596211,56,Right,,,,,,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203939,14,4,1,1,13,dnzj0iv5qtaemm9kthh9pos8q,1,13,87.8,2022-08-05T18:03:20.212Z,2022-08-05T18:03:23Z,3685596287,56,Back,3685596289,152,,3685596331,233,16,3685596291,285,,3685596285,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203945,16,4,1,1,13,ch82doz9w9t1sw9ae3a4ffh0j,0,87,12.2,2022-08-05T18:03:20.213Z,2022-08-05T18:03:23Z,3685596317,10,,3685596323,286,,3685596321,152,,3685596335,233,14,3685596319,56,Right,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204023,15,1,1,1,23,dnzj0iv5qtaemm9kthh9pos8q,1,22.4,70.5,2022-08-05T18:03:30.639Z,2022-08-05T18:42:11Z,3685596787,5,,3685596799,213,4.4,3685596797,212,24.8,3685596789,152,,3685596793,140,15.0,3685596795,141,35.9,3685596791,56,Back,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204051,16,1,1,1,24,dnzj0iv5qtaemm9kthh9pos8q,1,15,35.9,2022-08-05T18:03:32.047Z,2022-08-05T18:42:14Z,3685596957,213,5.3,3685596953,141,12.2,3685596949,56,Back,3685596951,140,26.3,3685596955,212,20.0,,,,,,,,,,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204079,17,1,1,1,27,dnzj0iv5qtaemm9kthh9pos8q,1,30.3,12.1,2022-08-05T18:03:34.669Z,2022-08-05T18:49:59Z,3685597101,213,1.1,3685597091,196,,3685597095,140,53.4,3685597099,212,58.8,3685597089,155,,3685597097,141,90.8,3685597093,56,Left,3685597103,1,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204091,18,1,1,1,31,dnzj0iv5qtaemm9kthh9pos8q,1,44.9,86.9,2022-08-05T18:03:38.604Z,2022-08-05T18:50:06Z,3685597167,212,7.7,3685597169,213,2.8,3685597165,141,90.5,3685597161,56,Back,3685597163,140,37.9,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204133,19,1,1,1,32,dnzj0iv5qtaemm9kthh9pos8q,1,37.9,90.5,2022-08-05T18:03:39.851Z,2022-08-05T18:42:23Z,3685597393,56,Back,3685597399,212,7.2,3685597397,141,80.4,3685597395,140,40.0,3685597401,213,5.0,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204153,20,1,1,1,37,dnzj0iv5qtaemm9kthh9pos8q,1,33.6,70.1,2022-08-05T18:03:44.185Z,2022-08-05T18:50:10Z,3685597499,140,27.7,3685597505,213,4.5,3685597497,56,Back,3685597501,141,35.3,3685597503,212,24.5,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204183,21,1,1,1,40,dnzj0iv5qtaemm9kthh9pos8q,1,31.6,32.2,2022-08-05T18:03:47.224Z,2022-08-05T18:42:30Z,3685597675,213,5.5,3685597671,141,2.6,3685597669,140,52.1,3685597667,56,Right,3685597673,212,29.5,,,,,,,,,,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204189,22,50,1,1,44,dnzj0iv5qtaemm9kthh9pos8q,1,53.8,4.2,2022-08-05T18:03:51.398Z,2022-08-05T18:42:32Z,3685597709,286,,3685597779,233,17,3685597707,56,Right,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204193,17,7,1,1,44,ch82doz9w9t1sw9ae3a4ffh0j,0,46.2,95.8,2022-08-05T18:03:51.399Z,2022-08-05T18:03:52Z,3685597725,233,22,3685597717,285,,3685597715,56,Back,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204191,23,3,1,1,44,dnzj0iv5qtaemm9kthh9pos8q,0,53.8,4.2,2022-08-05T18:03:51.670Z,2022-08-05T18:03:54Z,3685597857,233,18,3685597711,56,Right,3685597713,286,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204209,18,7,1,1,44,ch82doz9w9t1sw9ae3a4ffh0j,1,46.2,95.8,2022-08-05T18:03:51.671Z,2022-08-05T18:03:54Z,3685597811,285,,3685597807,167,,3685597833,233,23,3685597809,56,Back,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204217,19,5,1,1,45,ch82doz9w9t1sw9ae3a4ffh0j,0,46.2,101.5,2022-08-05T18:03:52.453Z,2022-08-05T18:05:57Z,3685597845,347,,3685597841,56,Back,3685597919,233,24,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204225,24,5,1,1,45,dnzj0iv5qtaemm9kthh9pos8q,1,53.8,-1.5,2022-08-05T18:03:52.453Z,2022-08-05T18:03:55Z,3685597895,56,Right,3685597899,233,19,3685597897,347,,,,,,,,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204263,25,1,1,1,47,dnzj0iv5qtaemm9kthh9pos8q,1,56.2,0,2022-08-05T18:03:54.901Z,2022-08-05T18:03:59Z,3685598091,213,2.8,3685598083,56,Back,3685598081,107,,3685598085,140,40.4,3685598087,141,6.7,3685598089,212,17.5,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204309,26,1,1,1,52,dnzj0iv5qtaemm9kthh9pos8q,1,40.5,10.9,2022-08-05T18:03:59.474Z,2022-08-05T18:04:04Z,3685598299,212,36.0,3685598301,213,1.9,3685598297,141,60.3,3685598303,1,,3685598295,140,28.3,3685598291,56,Back,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204327,27,1,1,1,57,dnzj0iv5qtaemm9kthh9pos8q,1,27.9,58.8,2022-08-05T18:04:04.176Z,2022-08-05T18:04:06Z,3685598367,212,13.6,3685598369,213,4.7,3685598365,141,38.9,3685598361,56,Back,3685598363,140,27.2,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204369,28,1,1,1,58,dnzj0iv5qtaemm9kthh9pos8q,1,26.8,36.8,2022-08-05T18:04:05.936Z,2022-08-05T18:04:09Z,3685598561,212,25.4,3685598559,141,4.0,3685598557,140,38.3,3685598555,56,Back,3685598563,213,5.2,,,,,,,,,,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204399,29,1,1,2,2,dnzj0iv5qtaemm9kthh9pos8q,1,39.1,4.4,2022-08-05T18:04:09.485Z,2022-08-05T18:04:12Z,3685598739,140,46.3,3685598737,56,Back,3685598743,212,17.4,3685598741,141,27.5,3685598745,213,1.1,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204413,30,1,1,2,5,dnzj0iv5qtaemm9kthh9pos8q,1,46.2,27.5,2022-08-05T18:04:12.285Z,2022-08-05T18:04:13Z,3685598827,212,10.1,3685598829,213,2.9,3685598823,140,36.8,3685598825,141,30.5,3685598821,56,Back,,,,,,,,,,dhxpfe8e618lavr0915m9y2ju,J. van der Sluijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204427,31,1,1,2,6,dnzj0iv5qtaemm9kthh9pos8q,1,36.8,30.5,2022-08-05T18:04:13.308Z,2022-08-05T18:04:15Z,3685598935,141,65.6,3685598931,56,Back,3685598933,140,27.8,3685598939,213,1.9,3685598937,212,25.7,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204485,32,1,1,2,7,dnzj0iv5qtaemm9kthh9pos8q,1,27.8,65.6,2022-08-05T18:04:14.955Z,2022-08-05T18:04:19Z,3685599257,56,Back,3685599259,140,30.0,3685599267,213,1.3,3685599261,141,80.7,3685599263,212,10.5,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204521,33,1,1,2,12,dnzj0iv5qtaemm9kthh9pos8q,1,32.9,90.2,2022-08-05T18:04:19.705Z,2022-08-05T18:04:23Z,3685599471,213,0.1,3685599461,56,Left,3685599465,140,57.8,3685599467,141,93.8,3685599457,155,,3685599469,212,26.3,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204525,34,43,1,2,16,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-05T18:04:23.095Z,2022-08-05T18:04:30Z,3685599487,56,Left,3685599783,343,3,3685599885,144,61,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204551,20,43,1,2,18,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-08-05T18:04:25.605Z,2022-08-05T18:04:56Z,3685601041,144,61,3685599641,56,Right,,,,,,,,,,,,,,,,,,,btrg844mxkl6kbn89s7aecj8q,G. Yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204557,35,61,1,2,19,dnzj0iv5qtaemm9kthh9pos8q,0,59,93.2,2022-08-05T18:04:26.230Z,2022-08-05T18:04:26Z,3685599673,56,Left,,,,,,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204587,21,3,1,2,19,ch82doz9w9t1sw9ae3a4ffh0j,0,48.3,4.6,2022-08-05T18:04:27.028Z,2022-08-05T18:04:30Z,3685599839,233,36,3685599791,56,Back,3685599793,286,,,,,,,,,,,,,,,,,btrg844mxkl6kbn89s7aecj8q,G. Yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204571,36,7,1,2,19,dnzj0iv5qtaemm9kthh9pos8q,1,51.7,95.4,2022-08-05T18:04:27.029Z,2022-08-05T18:04:29Z,3685599739,56,Left,3685599737,167,,3685599741,285,,3685599833,233,21,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204627,22,5,1,2,20,ch82doz9w9t1sw9ae3a4ffh0j,1,49.8,-1.4,2022-08-05T18:04:28.053Z,2022-08-05T18:05:57Z,3685599977,233,37,3685599961,56,Back,3685599963,347,,,,,,,,,,,,,,,,,btrg844mxkl6kbn89s7aecj8q,G. Yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
