id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,assist
2468459721,243,1,1,26,14,e8hiwrw6ocxm5iht6sp7jiv19,1,43.1,31.3,2022-10-07T18:28:50.731Z,2022-10-07T18:28:54Z,3825219593,213,1.8,3825219585,56,Back,3825219587,140,34.3,3825219595,1,,3825219591,212,35.6,3825219589,141,81.8,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459783,244,1,1,26,18,e8hiwrw6ocxm5iht6sp7jiv19,1,34.3,81.8,2022-10-07T18:28:54.715Z,2022-10-07T18:29:00Z,3825219909,140,49.0,3825219913,212,29.0,3825219907,56,Back,3825219911,141,45.7,3825219915,213,5.3,,,,,,,,,,7fhe8ij85yc4gz6v3zuq62l05,G. Breinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459811,245,1,1,26,24,e8hiwrw6ocxm5iht6sp7jiv19,1,51.3,44.6,2022-10-07T18:29:00.235Z,2022-10-07T18:29:02Z,3825220121,213,5.5,3825220113,56,Center,3825220117,141,23.1,3825220115,140,65.0,3825220119,212,20.5,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459835,246,1,1,26,26,e8hiwrw6ocxm5iht6sp7jiv19,1,63.9,28.3,2022-10-07T18:29:02.731Z,2022-10-07T18:29:05Z,3825220237,56,Center,3825220241,141,34.3,3825220239,140,71.0,3825220245,213,0.5,3825220243,212,8.5,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459843,247,1,1,26,29,e8hiwrw6ocxm5iht6sp7jiv19,1,68.9,25,2022-10-07T18:29:05.243Z,2022-10-07T18:29:06Z,3825220289,56,Center,3825220297,213,2.3,3825220295,212,7.9,3825220293,141,33.3,3825220291,140,63.7,,,,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459883,248,1,1,26,30,e8hiwrw6ocxm5iht6sp7jiv19,1,63.7,33.3,2022-10-07T18:29:06.203Z,2022-10-07T18:29:09Z,3825220515,141,50.4,3825220517,212,12.8,3825220519,213,1.1,3825220513,140,68.8,3825220511,56,Center,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459891,249,50,1,26,32,e8hiwrw6ocxm5iht6sp7jiv19,1,69.7,47.3,2022-10-07T18:29:09.068Z,2022-10-07T18:29:11Z,3825220559,286,,3825220557,56,Center,3825220731,233,241,,,,,,,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459917,241,7,1,26,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.3,52.7,2022-10-07T18:29:09.069Z,2022-10-07T18:29:11Z,3825220721,233,249,3825220691,56,Back,3825220693,285,,,,,,,,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459921,242,49,1,26,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.8,45.4,2022-10-07T18:29:10.433Z,2022-10-07T18:29:10Z,,,,,,,,,,,,,,,,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459935,243,1,1,26,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.8,45.4,2022-10-07T18:29:10.768Z,2022-10-07T18:29:11Z,3825220769,140,33.9,3825220771,141,44.5,3825220773,212,5.4,3825220767,56,Back,3825220777,213,6.2,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459963,244,1,1,26,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.9,44.5,2022-10-07T18:29:11.680Z,2022-10-07T18:29:13Z,3825220901,212,13.1,3825220899,141,61.5,3825220897,140,28.0,3825220903,213,2.1,3825220895,56,Back,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459993,245,1,1,26,37,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.2,66.9,2022-10-07T18:29:13.760Z,2022-10-07T18:29:16Z,3825221073,141,92.3,3825221069,56,Back,3825221071,140,40.6,3825221075,212,18.5,3825221077,213,1.2,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460025,246,3,1,26,40,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.4,92.4,2022-10-07T18:29:16.337Z,2022-10-07T18:29:19Z,3825221241,56,Back,3825221271,233,250,3825221243,286,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468459995,250,45,1,26,40,e8hiwrw6ocxm5iht6sp7jiv19,0,57.6,7.6,2022-10-07T18:29:16.337Z,2022-10-07T18:29:20Z,3825221085,56,Right,3825221087,285,,3825221303,233,246,,,,,,,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460113,247,1,1,26,43,dvmw7d6jb38qvv7e6ziwu0vyr,0,56.7,94.2,2022-10-07T18:29:19.168Z,2022-10-07T18:29:26Z,3825221737,140,66.8,3825221739,141,98.6,3825221745,213,0.3,3825221741,212,11.0,3825221733,56,Left,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460105,251,8,1,26,44,e8hiwrw6ocxm5iht6sp7jiv19,1,33.8,14,2022-10-07T18:29:20.699Z,2022-10-07T18:30:38Z,3825221675,56,Back,,,,,,,,,,,,,,,,,,,,,,7fhe8ij85yc4gz6v3zuq62l05,G. Breinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460109,252,49,1,26,49,e8hiwrw6ocxm5iht6sp7jiv19,1,3.3,2,2022-10-07T18:29:25.708Z,2022-10-07T18:29:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460143,253,1,1,26,49,e8hiwrw6ocxm5iht6sp7jiv19,1,3.3,2,2022-10-07T18:29:26.059Z,2022-10-07T18:29:29Z,3825221909,56,Back,3825221913,141,4.4,3825221911,140,19.5,3825221917,213,0.1,3825221915,212,17.1,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460153,254,1,1,26,52,e8hiwrw6ocxm5iht6sp7jiv19,1,19.5,4.4,2022-10-07T18:29:29.003Z,2022-10-07T18:29:29Z,3825221965,213,0.7,3825221959,140,29.3,3825221957,56,Back,3825221963,212,13.6,3825221961,141,17.4,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460173,255,1,1,26,53,e8hiwrw6ocxm5iht6sp7jiv19,1,29.3,16.4,2022-10-07T18:29:29.819Z,2022-10-07T18:29:31Z,3825222079,56,Back,3825222081,140,20.1,3825222083,141,22.5,3825222085,212,10.5,3825222087,213,2.7,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460285,256,1,1,26,55,e8hiwrw6ocxm5iht6sp7jiv19,1,21.3,24.1,2022-10-07T18:29:31.707Z,2022-10-07T18:29:40Z,3825222585,213,2.4,3825222581,141,44.8,3825222579,140,7.7,3825222583,212,20.1,3825222577,56,Back,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460319,257,1,1,27,4,e8hiwrw6ocxm5iht6sp7jiv19,1,8,37.1,2022-10-07T18:29:40.490Z,2022-10-07T18:29:44Z,3825222789,141,10.9,3825222787,140,27.0,3825222785,56,Back,3825222793,213,5.6,3825222791,212,26.7,,,,,,,,,,4xjwsmhvtnq3f2bgyd4mjqq96,H. Wentges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460375,258,1,1,27,8,e8hiwrw6ocxm5iht6sp7jiv19,1,26.4,4,2022-10-07T18:29:44.587Z,2022-10-07T18:29:49Z,3825223169,1,,3825223159,56,Right,3825223161,140,56.8,3825223155,155,,3825223165,212,32.2,3825223167,213,0.1,3825223163,141,10.0,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460377,259,50,1,27,13,e8hiwrw6ocxm5iht6sp7jiv19,1,58.8,3.8,2022-10-07T18:29:49.275Z,2022-10-07T18:29:52Z,3825223173,56,Right,3825223175,286,,3825223279,233,248,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460393,248,7,1,27,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,41.2,96.2,2022-10-07T18:29:49.276Z,2022-10-07T18:29:51Z,3825223243,285,,3825223241,56,Back,3825223239,167,,3825223275,233,259,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460397,249,5,1,27,13,dvmw7d6jb38qvv7e6ziwu0vyr,0,43.2,101.4,2022-10-07T18:29:49.867Z,2022-10-07T18:30:41Z,3825223253,56,Back,3825223985,233,260,3825223255,347,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460531,260,5,1,27,13,e8hiwrw6ocxm5iht6sp7jiv19,1,56.8,-1.4,2022-10-07T18:29:49.867Z,2022-10-07T18:30:05Z,3825223967,347,,3825223965,56,Right,3825223981,233,249,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460555,261,1,1,27,29,e8hiwrw6ocxm5iht6sp7jiv19,1,53.4,0,2022-10-07T18:30:05.339Z,2022-10-07T18:30:07Z,3825224109,1,,3825224101,140,21.6,3825224097,107,,3825224107,213,2.6,3825224105,212,38.6,3825224099,56,Back,3825224103,141,27.4,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460613,262,1,1,27,31,e8hiwrw6ocxm5iht6sp7jiv19,1,21.9,26.2,2022-10-07T18:30:07.371Z,2022-10-07T18:30:10Z,3825224425,213,1.6,3825224419,140,21.9,3825224423,212,29.8,3825224417,56,Back,3825224421,141,70.0,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460669,263,1,1,27,34,e8hiwrw6ocxm5iht6sp7jiv19,1,22.1,70.8,2022-10-07T18:30:10.459Z,2022-10-07T18:30:15Z,3825224739,212,25.6,3825224737,141,33.1,3825224735,140,22.7,3825224741,213,4.7,3825224733,56,Back,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460709,264,1,1,27,39,e8hiwrw6ocxm5iht6sp7jiv19,1,25.6,34.5,2022-10-07T18:30:15.371Z,2022-10-07T18:30:19Z,3825224973,213,5.1,3825224967,140,31.6,3825224965,56,Back,3825224969,141,10.1,3825224971,212,17.7,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460749,265,1,1,27,42,e8hiwrw6ocxm5iht6sp7jiv19,1,32.9,10,2022-10-07T18:30:19.067Z,2022-10-07T18:30:22Z,3825225203,56,Back,3825225209,212,22.9,3825225205,140,24.4,3825225211,213,2.0,3825225207,141,41.0,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460807,266,1,1,27,46,e8hiwrw6ocxm5iht6sp7jiv19,1,24.4,41,2022-10-07T18:30:22.491Z,2022-10-07T18:30:26Z,3825225547,56,Back,3825225551,141,45.2,3825225553,212,17.9,3825225549,140,7.6,3825225555,213,3.0,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460857,267,1,1,27,49,e8hiwrw6ocxm5iht6sp7jiv19,1,7.7,44.6,2022-10-07T18:30:25.979Z,2022-10-07T18:30:29Z,3825225805,141,27.4,3825225807,212,52.3,3825225799,140,56.2,3825225811,1,,3825225787,155,,3825225809,213,6.1,3825225793,56,Center,,,,4xjwsmhvtnq3f2bgyd4mjqq96,H. Wentges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460865,268,44,1,27,53,e8hiwrw6ocxm5iht6sp7jiv19,1,56,30.2,2022-10-07T18:30:29.454Z,2022-10-07T18:30:30Z,3825225849,286,,3825225851,233,250,3825225847,56,Center,,,,,,,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460849,250,44,1,27,53,dvmw7d6jb38qvv7e6ziwu0vyr,0,44,69.8,2022-10-07T18:30:29.455Z,2022-10-07T18:30:31Z,3825225877,233,268,3825225757,285,,3825225755,56,Back,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460871,269,1,1,27,53,e8hiwrw6ocxm5iht6sp7jiv19,0,55.4,25.4,2022-10-07T18:30:30.027Z,2022-10-07T18:30:52Z,3825225889,3,,3825225903,213,6.1,3825225899,141,22.7,3825225891,168,,3825225895,140,65.5,3825225901,212,10.8,3825225893,56,Center,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460881,251,49,1,27,55,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.8,81.4,2022-10-07T18:30:31.424Z,2022-10-07T18:30:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460911,252,1,1,27,55,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.8,81.4,2022-10-07T18:30:31.919Z,2022-10-07T18:30:34Z,3825226131,212,9.3,3825226127,140,22.0,3825226125,56,Back,3825226133,213,3.8,3825226129,141,72.6,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460965,253,1,1,27,58,dvmw7d6jb38qvv7e6ziwu0vyr,0,29.2,83,2022-10-07T18:30:34.512Z,2022-10-07T18:30:39Z,3825226425,56,Left,3825226437,212,48.4,3825226429,140,73.6,3825226433,141,100.0,3825226441,213,0.3,3825226443,1,,3825226421,157,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460979,254,5,1,28,2,dvmw7d6jb38qvv7e6ziwu0vyr,0,74.4,101.6,2022-10-07T18:30:38.949Z,2022-10-07T18:30:42Z,3825226505,347,,3825226701,233,270,3825226503,56,Left,,,,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461005,270,5,1,28,2,e8hiwrw6ocxm5iht6sp7jiv19,1,25.6,-1.6,2022-10-07T18:30:38.949Z,2022-10-07T18:30:41Z,3825226685,347,,3825226673,56,Back,3825226675,233,254,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461307,271,1,1,28,27,e8hiwrw6ocxm5iht6sp7jiv19,0,26.4,0,2022-10-07T18:31:03.354Z,2022-10-07T18:31:04Z,3825228349,212,16.6,3825228341,107,,3825228347,141,6.1,3825228351,213,0.3,3825228345,140,41.3,3825228343,56,Back,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461335,255,1,1,28,29,dvmw7d6jb38qvv7e6ziwu0vyr,0,56.5,88.9,2022-10-07T18:31:05.583Z,2022-10-07T18:31:07Z,3825228467,3,,3825228473,141,73.2,3825228471,140,54.7,3825228469,56,Center,3825228477,213,4.5,3825228475,212,10.8,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461345,272,1,1,28,31,e8hiwrw6ocxm5iht6sp7jiv19,0,43,17,2022-10-07T18:31:07.450Z,2022-10-07T18:31:08Z,3825228527,140,47.4,3825228535,213,1.3,3825228531,141,38.6,3825228521,3,,3825228523,56,Back,3825228533,212,15.4,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461397,256,1,1,28,33,dvmw7d6jb38qvv7e6ziwu0vyr,0,53.4,57.2,2022-10-07T18:31:09.408Z,2022-10-07T18:31:13Z,3825228775,213,0.5,3825228771,141,72.0,3825228769,140,70.5,3825228765,155,,3825228767,56,Center,3825228773,212,20.6,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461407,273,43,1,28,37,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-10-07T18:31:13.562Z,2022-10-07T18:31:43Z,3825228803,3,0,3825228815,213,3.1,3825228807,56,Back,3825228805,168,0,3825228813,212,0,3825230733,144,1,3825228811,141,26.4,3825228809,140,31.7,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461413,274,44,1,28,37,e8hiwrw6ocxm5iht6sp7jiv19,1,30.4,29.6,2022-10-07T18:31:14.059Z,2022-10-07T18:31:14Z,3825228855,233,257,3825228837,285,,3825228835,56,Back,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461411,257,44,1,28,37,dvmw7d6jb38qvv7e6ziwu0vyr,0,69.6,70.4,2022-10-07T18:31:14.060Z,2022-10-07T18:31:15Z,3825228833,286,,3825228831,56,Center,3825228863,233,274,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461427,275,1,1,28,38,e8hiwrw6ocxm5iht6sp7jiv19,1,31.9,26.4,2022-10-07T18:31:14.426Z,2022-10-07T18:31:15Z,3825228911,213,1.2,3825228909,212,7.1,3825228901,3,,3825228905,140,34.1,3825228907,141,36.3,3825228903,56,Back,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461483,276,1,1,28,39,e8hiwrw6ocxm5iht6sp7jiv19,1,33.8,36.4,2022-10-07T18:31:15.802Z,2022-10-07T18:31:21Z,3825229227,141,59.4,3825229225,140,38.0,3825229231,213,1.3,3825229223,56,Back,3825229229,212,16.2,,,,,,,,,,7fhe8ij85yc4gz6v3zuq62l05,G. Breinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461495,277,1,1,28,45,e8hiwrw6ocxm5iht6sp7jiv19,1,43.9,34.5,2022-10-07T18:31:21.338Z,2022-10-07T18:31:22Z,3825229297,56,Center,3825229303,212,15.8,3825229301,141,36.7,3825229299,140,58.9,3825229305,213,0.1,,,,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461527,278,1,1,28,46,e8hiwrw6ocxm5iht6sp7jiv19,1,58.9,36.7,2022-10-07T18:31:22.490Z,2022-10-07T18:31:24Z,3825229477,213,5.0,3825229475,212,10.6,3825229471,140,61.3,3825229469,56,Center,3825229473,141,21.6,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461561,279,1,1,28,48,e8hiwrw6ocxm5iht6sp7jiv19,1,61.1,20.1,2022-10-07T18:31:24.634Z,2022-10-07T18:31:27Z,3825229711,141,4.3,3825229709,140,72.8,3825229713,212,16.3,3825229703,56,Right,3825229715,213,5.6,,,,,,,,,,bdpso3uk915bg1tr1d7s0p7je,M. de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461569,280,1,1,28,51,e8hiwrw6ocxm5iht6sp7jiv19,0,72.8,4.3,2022-10-07T18:31:27.514Z,2022-10-07T18:31:28Z,3825229755,141,36.9,3825229757,212,27.4,3825229759,213,0.9,3825229749,155,,3825229753,140,88.2,3825229747,2,,3825229751,56,Center,,,,9l5hp0tmizix8z6h5b5vqvhm1,A. Ćatić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461581,258,12,1,28,53,dvmw7d6jb38qvv7e6ziwu0vyr,1,10.5,60.4,2022-10-07T18:31:29.391Z,2022-10-07T18:34:28Z,3825229915,15,,3825229895,212,14.0,3825229889,56,Back,3825229897,213,0.3,3825229891,140,23.2,3825229893,141,66.6,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461603,259,49,1,28,55,dvmw7d6jb38qvv7e6ziwu0vyr,1,26,70.5,2022-10-07T18:31:31.551Z,2022-10-07T18:31:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461643,260,1,1,28,55,dvmw7d6jb38qvv7e6ziwu0vyr,1,26,70.5,2022-10-07T18:31:31.791Z,2022-10-07T18:31:35Z,3825230215,56,Back,3825230217,140,26.0,3825230219,141,58.8,3825230221,212,8.0,3825230223,213,4.7,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461647,261,3,1,28,57,dvmw7d6jb38qvv7e6ziwu0vyr,0,29.2,57.9,2022-10-07T18:31:33.129Z,2022-10-07T18:31:36Z,3825230241,285,,3825230301,233,281,3825230239,56,Back,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461627,281,7,1,28,57,e8hiwrw6ocxm5iht6sp7jiv19,0,70.8,42.1,2022-10-07T18:31:33.130Z,2022-10-07T18:31:35Z,3825230143,286,,3825230141,56,Center,3825230275,233,261,,,,,,,,,,,,,,,,7fhe8ij85yc4gz6v3zuq62l05,G. Breinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462689,273,61,1,28,58,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.6,37,2022-10-07T18:31:34.767Z,2022-10-07T18:32:55Z,3825235957,56,Back,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461691,262,4,1,29,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.2,67.7,2022-10-07T18:31:36.777Z,2022-10-07T18:31:39Z,3825230443,13,,3825230447,152,,3825230451,285,,3825230445,56,Back,3825230449,265,,3825230481,233,282,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461673,282,4,1,29,0,e8hiwrw6ocxm5iht6sp7jiv19,0,67.8,32.3,2022-10-07T18:31:36.778Z,2022-10-07T18:31:39Z,3825230493,286,,3825230371,13,,3825230375,152,,3825230377,265,,3825230373,56,Center,3825230489,233,262,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461875,263,1,1,29,16,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.9,66.6,2022-10-07T18:31:52.591Z,2022-10-07T18:31:56Z,3825231599,213,4.9,3825231589,152,,3825231591,56,Back,3825231587,5,,3825231597,212,19.0,3825231595,141,38.9,3825231593,140,32.5,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461905,264,1,1,29,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.1,31.3,2022-10-07T18:31:56.127Z,2022-10-07T18:31:58Z,3825231735,56,Back,3825231737,140,44.1,3825231739,141,8.3,3825231741,212,18.8,3825231743,213,5.3,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461933,265,1,1,29,21,dvmw7d6jb38qvv7e6ziwu0vyr,1,48.3,10.3,2022-10-07T18:31:58.063Z,2022-10-07T18:33:52Z,3825231913,141,12.6,3825231909,56,Right,3825231911,140,70.3,3825231915,212,23.2,3825231917,213,0.1,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461939,266,61,1,29,23,dvmw7d6jb38qvv7e6ziwu0vyr,1,69.7,11.9,2022-10-07T18:31:59.639Z,2022-10-07T18:33:59Z,3825231931,56,Right,,,,,,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
