id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/16/value
2457528605,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-09-09T16:51:48.017Z,2022-09-09T18:00:16Z,3767100563,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767100561,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, 7fhe8ij85yc4gz6v3zuq62l05, 5dxleurgfe6483pe7qvyc00es, 5n5otf2ldw9w4nbm8zjabnd1x, 4nz928h6p0nl8p161dxg55pn8, 9knokmhy9zckjq0gv7txx9zsa, b1yxo0olp9c2ufh1l1qxsef9x, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, dineetneurorxpx1yv0v8tega, cp732f8tqz91xeahijtd35rd, 7a1f6wedz8jtcvn58d5pomm8k, b4a2wu8fdbrh5sirpv34hoewa, f49vqdy6topqx2b3ku5cixd2i, axhjtqfa2xxud2tdle8zfxrkl, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 6cswffyswt7rlzhpgtpjs093o, 9l5hp0tmizix8z6h5b5vqvhm1, 9tru2a7pof2r37s8ro29uv3dh, 1hpmrfb0mbmevf9edj0o0bv56",3767100567,130,8,3767230511,197,451,3767100565,59,"1, 5, 4, 21, 2, 33, 7, 6, 9, 10, 11, 24, 8, 14, 17, 20, 23, 27, 28, 31, 34, 42, 45",3767100571,194,8z4wdv767cv7ddqgrkz5txsrt,3767100573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767100569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457536015,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-09-09T17:11:08.050Z,2022-09-09T18:05:32Z,3767137151,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767137135,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 21, 19, 17, 20, 16, 22, 12, 15, 18, 14",3767137127,30,"7wrulbqqdeecd5vegsbb1905w, 30uqa3kfm23ickjssfhmwgdm1, b4vrfh7z9qt9e5gdpkajrqolw, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, 7s2zxbtepa7dgr8yl0s48afpw, 685wka5xc8na423mirotcu238, cwu5itv65s8p6zsalk3np4ic, 8o2iv0qhfft5pgzm75ckuo0es, 19wuvqpmewphgvsfzi4yjl756, a3pwwwba6td400zwqjpbf6pnu, 280wxf8wp6bjwgjwt9fy03nmy, cdlnfuy9piyga0wud4nrucvtg, 8i6cjao5lwxzaomilei61kbxm, 4oyjji4wqmuu3uia6htj0q1hw, 7ug3a0z74dj7qlq4jbtn1kutw, b8k8uynw043b6q9xm0lfzszmy, b1h2eiqxic31ioxbs1zjd709g, 4nchc9z4464uhu3vveo0p73f8, 9bgq1tfyfzc3wg9pfr8q510k4, 9nrajqcpld6bcowgarf1zr0iy",3767137131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767230405,197,8656,3767137139,130,2,3767137147,194,30uqa3kfm23ickjssfhmwgdm1,3767137143,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554909,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-09-09T18:02:40.272Z,2022-09-09T18:02:40Z,3767236801,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554913,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-09-09T18:02:40.272Z,2022-09-09T18:02:42Z,3767236821,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554933,3,1,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,50,50,2022-09-09T18:02:40.372Z,2022-09-09T18:50:13Z,3767236915,56,Back,3767236921,212,19.5,3767236923,213,2.8,3767236919,141,60.5,3767236917,140,32.7,3767236927,279,S,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555013,4,1,1,0,3,1wyg1tunyt7go9tnjea1hjqxb,0,32.7,60.5,2022-09-09T18:02:43.984Z,2022-09-09T18:02:49Z,3767237343,1,,3767237341,213,5.9,3767237333,56,Center,3767237331,155,,3767237335,140,69.4,3767237339,212,41.1,3767237337,141,39.4,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555003,3,44,1,0,6,e8hiwrw6ocxm5iht6sp7jiv19,1,28.4,61.8,2022-09-09T18:02:46.408Z,2022-09-09T18:02:48Z,3767237441,233,5,3767237299,56,Back,3767237301,285,,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555017,5,44,1,0,6,1wyg1tunyt7go9tnjea1hjqxb,0,71.6,38.2,2022-09-09T18:02:46.409Z,2022-09-09T18:02:49Z,3767237361,286,,3767237451,233,3,3767237359,56,Center,,,,,,,,,,,,,,,,8o2iv0qhfft5pgzm75ckuo0es,D. Reverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555025,4,1,1,0,6,e8hiwrw6ocxm5iht6sp7jiv19,0,26.3,62.9,2022-09-09T18:02:47.045Z,2022-09-09T18:02:48Z,3767237409,141,92.9,3767237405,56,Back,3767237407,140,27.0,3767237413,213,1.5,3767237411,212,20.4,3767237403,3,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555083,6,1,1,0,11,1wyg1tunyt7go9tnjea1hjqxb,0,76.9,5.3,2022-09-09T18:02:51.919Z,2022-09-09T18:02:54Z,3767237683,141,32.4,3767237681,140,69.1,3767237679,56,Center,3767237687,213,2.0,3767237685,212,20.2,,,,,,,,,,685wka5xc8na423mirotcu238,J. Addai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
