id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2444930003,6,49,1,0,10,2uuh2bir8ktof0uxfo06lb4ox,1,44.6,57.6,2022-08-12T18:02:21.055Z,2022-08-12T18:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a4dg6hmhim8bhpl5d7me85al1,T. Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930079,7,1,1,0,11,2uuh2bir8ktof0uxfo06lb4ox,1,43.5,58.8,2022-08-12T18:02:22.063Z,2022-08-12T18:02:27Z,3700105751,212,31.8,3700105755,213,0.8,3700105743,140,64.6,3700105739,56,Left,3700105747,141,92.3,,,,,,,,,,a4dg6hmhim8bhpl5d7me85al1,T. Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930161,8,1,1,0,16,2uuh2bir8ktof0uxfo06lb4ox,1,71.4,92.7,2022-08-12T18:02:27.551Z,2022-08-12T18:02:32Z,3700106157,212,13.9,3700106159,213,2.8,3700106155,141,98.6,3700106153,140,58.7,3700106151,56,Left,,,,,,,,,,bjf602cvxm1ln8ekwboesqbu2,H. Gangstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930187,9,1,1,0,21,2uuh2bir8ktof0uxfo06lb4ox,1,60.4,94.8,2022-08-12T18:02:32.207Z,2022-08-12T18:02:33Z,3700106311,212,38.0,3700106303,157,,3700106313,213,6.3,3700106315,1,,3700106305,56,Left,3700106307,140,96.6,3700106309,141,93.2,,,,a4dg6hmhim8bhpl5d7me85al1,T. Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930273,10,1,1,0,23,2uuh2bir8ktof0uxfo06lb4ox,1,96.6,93.2,2022-08-12T18:02:33.887Z,2022-08-12T19:01:26Z,3700106725,212,34.2,3700106729,1,,3700107975,154,,3700106727,213,4.4,3700106717,155,,3700106721,140,87.1,3700107973,210,13,3700106719,56,Center,asn8og4yn5gj4it0qe6vulhat,A. Vellios,1,3700106723,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930279,11,13,1,0,25,2uuh2bir8ktof0uxfo06lb4ox,1,87.1,45.1,2022-08-12T18:02:36.095Z,2022-08-12T19:01:26Z,3700107419,20,,3700106765,56,Center,3700108003,77,,3700108013,102,61.5,3700108021,328,,3700108009,55,10,3700108015,103,55.6,3700108005,29,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,3700106763,17,,3700108025,230,97.7,3700108029,231,50.2,3700108017,108,3700106761,22,3700108007,154,,,,,,,,,,,,,,,,
2444930267,6,5,1,0,27,zjawy6qdzk3y69v5pa3zl2cb,1,-1.2,46.6,2022-08-12T18:02:38.010Z,2022-08-12T18:02:41Z,3700106917,233,12,3700106711,346,,3700106709,56,Back,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930303,12,5,1,0,27,2uuh2bir8ktof0uxfo06lb4ox,0,101.2,53.4,2022-08-12T18:02:38.010Z,2022-08-12T18:19:07Z,3700106885,56,Center,3700106925,233,6,3700106887,346,,,,,,,,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930503,7,1,1,0,44,zjawy6qdzk3y69v5pa3zl2cb,1,4.7,51.8,2022-08-12T18:02:55.078Z,2022-08-12T18:02:57Z,3700107955,124,,3700107961,141,73.6,3700107965,213,1.1,3700107963,212,16.4,3700107959,140,11.4,3700107957,56,Back,3700107969,237,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930589,8,1,1,0,46,zjawy6qdzk3y69v5pa3zl2cb,1,11.4,73.6,2022-08-12T18:02:57.557Z,2022-08-12T18:03:04Z,3700108439,140,4.8,3700108443,212,15.4,3700108437,56,Back,3700108445,213,4.2,3700108441,141,53.4,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930649,9,1,1,0,53,zjawy6qdzk3y69v5pa3zl2cb,0,14.8,53.4,2022-08-12T18:03:04.244Z,2022-08-12T19:01:20Z,3700108771,56,Left,3700108773,140,74.8,3700108775,141,100.0,3700108769,157,,3700108781,1,,3700108779,213,0.5,3700108777,212,71.0,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930651,10,5,1,0,56,zjawy6qdzk3y69v5pa3zl2cb,0,73.8,101.4,2022-08-12T18:03:07.279Z,2022-08-12T18:19:07Z,3700108785,56,Left,3700108787,347,,3700110049,233,13,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930885,13,5,1,0,56,2uuh2bir8ktof0uxfo06lb4ox,1,26.2,-1.4,2022-08-12T18:03:07.279Z,2022-08-12T18:03:25Z,3700110029,347,,3700110027,56,Back,3700110033,233,10,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930925,14,1,1,1,14,2uuh2bir8ktof0uxfo06lb4ox,1,28.4,0,2022-08-12T18:03:24.926Z,2022-08-12T18:03:28Z,3700110231,107,,3700110233,56,Back,3700110241,213,0.4,3700110235,140,37.4,3700110239,212,10.4,3700110237,141,5.2,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930929,15,50,1,1,17,2uuh2bir8ktof0uxfo06lb4ox,1,34.2,3.6,2022-08-12T18:03:28.143Z,2022-08-12T18:03:34Z,3700110259,286,,3700110257,56,Back,3700110381,233,11,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930939,11,7,1,1,17,zjawy6qdzk3y69v5pa3zl2cb,1,65.8,96.4,2022-08-12T18:03:28.144Z,2022-08-12T18:03:34Z,3700110353,233,15,3700110313,167,,3700110319,285,,3700110317,56,Left,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930945,12,5,1,1,19,zjawy6qdzk3y69v5pa3zl2cb,0,73.8,101,2022-08-12T18:03:29.684Z,2022-08-12T18:03:45Z,3700111285,233,16,3700110337,56,Left,3700110339,347,,,,,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931115,16,5,1,1,19,2uuh2bir8ktof0uxfo06lb4ox,1,26.2,-1,2022-08-12T18:03:29.684Z,2022-08-12T18:19:08Z,3700111277,233,12,3700111251,347,,3700111249,56,Back,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931147,17,1,1,1,33,2uuh2bir8ktof0uxfo06lb4ox,1,27,0,2022-08-12T18:03:44.478Z,2022-08-12T18:03:48Z,3700111407,141,9.8,3700111409,212,16.5,3700111405,140,41.1,3700111403,56,Back,3700111411,213,0.5,3700111401,107,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931159,18,1,1,1,37,2uuh2bir8ktof0uxfo06lb4ox,1,41.1,9.8,2022-08-12T18:03:48.190Z,2022-08-12T18:03:49Z,3700111477,213,0.5,3700111473,141,18.6,3700111465,3,,3700111475,212,13.2,3700111469,56,Right,3700111467,168,,3700111471,140,52.3,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931229,19,1,1,1,39,2uuh2bir8ktof0uxfo06lb4ox,1,52.3,19.4,2022-08-12T18:03:49.854Z,2022-08-12T18:03:54Z,3700111837,213,1.6,3700111833,141,52.5,3700111827,56,Center,3700111835,212,22.6,3700111831,140,50.7,3700111825,3,,,,,,,,6ferzqtsot04cucvdh1cjex62,C. Landu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931303,20,1,1,1,44,2uuh2bir8ktof0uxfo06lb4ox,1,72.2,41.2,2022-08-12T18:03:54.719Z,2022-08-12T18:04:39Z,3700112189,141,49.7,3700112187,140,78.2,3700112185,56,Center,3700112191,212,8.5,3700115067,154,,3700115069,22,,3700115065,210,16,3700112193,213,0.7,bjf602cvxm1ln8ekwboesqbu2,H. Gangstad,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2444931307,21,16,1,1,47,2uuh2bir8ktof0uxfo06lb4ox,1,84.8,46.3,2022-08-12T18:03:57.966Z,2022-08-12T18:04:40Z,3700115135,55,20,3700115143,230,99.1,3700115139,102,53.4,3700112217,56,Center,3700115145,231,49.6,3700115133,154,,3700115141,103,10.8,3700112213,22,,6ferzqtsot04cucvdh1cjex62,C. Landu,,3700114417,375,01:46.418,3700115129,76,,3700114411,374,2022-08-12 19:03:56.997,3700115131,29,3700112215,17,3700114397,20,,,,,,,,,,,,,,,,
2444931975,13,1,1,2,30,zjawy6qdzk3y69v5pa3zl2cb,1,49.7,50,2022-08-12T18:04:40.754Z,2022-08-12T18:04:44Z,3700115535,141,66.6,3700115537,212,28.7,3700115539,213,2.7,3700115543,279,G,3700115531,56,Back,3700115533,140,24.6,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932017,14,1,1,2,34,zjawy6qdzk3y69v5pa3zl2cb,1,25.3,66.1,2022-08-12T18:04:44.754Z,2022-08-12T18:04:48Z,3700115763,56,Center,3700115771,213,5.8,3700115761,157,,3700115773,1,,3700115769,212,59.4,3700115767,141,25.8,3700115765,140,75.5,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932027,15,44,1,2,34,zjawy6qdzk3y69v5pa3zl2cb,1,74.1,28.4,2022-08-12T18:04:45.198Z,2022-08-12T18:05:04Z,3700115835,286,,3700115833,56,Center,3700117169,233,22,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931987,22,44,1,2,34,2uuh2bir8ktof0uxfo06lb4ox,0,25.9,71.6,2022-08-12T18:04:45.199Z,2022-08-12T18:05:04Z,3700115607,56,Back,3700115609,285,,3700117197,233,15,,,,,,,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931993,23,43,1,2,35,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-08-12T18:04:45.615Z,2022-08-12T18:05:05Z,3700115635,140,29.1,3700117233,144,1,3700115641,213,4.6,3700115639,212,11.5,3700115637,141,53.4,3700115631,3,0,3700115633,56,Back,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932033,16,1,1,2,38,zjawy6qdzk3y69v5pa3zl2cb,0,75.5,25.8,2022-08-12T18:04:49.042Z,2022-08-12T18:04:49Z,3700115873,141,58.7,3700115877,213,1.1,3700115869,56,Center,3700115867,3,,3700115871,140,85.2,3700115875,212,24.6,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932085,24,1,1,2,39,2uuh2bir8ktof0uxfo06lb4ox,1,13.6,38,2022-08-12T18:04:49.919Z,2022-08-12T18:04:53Z,3700116115,212,24.3,3700116111,140,29.6,3700116117,213,5.5,3700116109,56,Back,3700116113,141,12.2,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932095,25,50,1,2,43,2uuh2bir8ktof0uxfo06lb4ox,1,32.2,6.6,2022-08-12T18:04:53.742Z,2022-08-12T18:04:56Z,3700116353,233,17,3700116361,285,,3700116153,56,Back,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932119,17,7,1,2,43,zjawy6qdzk3y69v5pa3zl2cb,0,67.8,93.4,2022-08-12T18:04:53.743Z,2022-08-12T20:05:59Z,3700116269,286,,3700116267,56,Left,3700116319,233,25,,,,,,,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932137,26,61,1,2,44,2uuh2bir8ktof0uxfo06lb4ox,1,33.7,6.5,2022-08-12T18:04:55.386Z,2022-08-12T18:04:55Z,3700116331,56,Back,,,,,,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932207,18,5,1,2,45,zjawy6qdzk3y69v5pa3zl2cb,1,67.1,101.4,2022-08-12T18:04:55.666Z,2022-08-12T18:05:00Z,3700116689,56,Left,3700116693,347,,3700116809,233,27,,,,,,,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932169,27,5,1,2,45,2uuh2bir8ktof0uxfo06lb4ox,0,32.9,-1.4,2022-08-12T18:04:55.666Z,2022-08-12T18:19:08Z,3700116817,233,18,3700116481,56,Back,3700116483,347,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932381,19,1,1,2,58,zjawy6qdzk3y69v5pa3zl2cb,0,66.5,100,2022-08-12T18:05:09.218Z,2022-08-12T18:05:12Z,3700117661,212,15.2,3700117655,140,80.3,3700117651,107,,3700117663,213,6.0,3700117657,141,95.0,3700117653,56,Left,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932389,28,1,1,3,1,2uuh2bir8ktof0uxfo06lb4ox,0,22.6,6.8,2022-08-12T18:05:12.255Z,2022-08-12T18:05:13Z,3700117681,140,35.2,3700117683,141,10.4,3700117677,157,,3700117679,56,Back,3700117685,212,13.5,3700117687,213,0.2,3700117689,1,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932429,20,1,1,3,3,zjawy6qdzk3y69v5pa3zl2cb,1,72.7,89.9,2022-08-12T18:05:14.371Z,2022-08-12T18:05:16Z,3700117915,140,80.1,3700117921,213,5.2,3700117919,212,15.3,3700117917,141,70.5,3700117913,56,Center,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932435,21,61,1,3,5,zjawy6qdzk3y69v5pa3zl2cb,0,79.6,69.1,2022-08-12T18:05:16.419Z,2022-08-12T18:05:16Z,3700117947,56,Center,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932449,29,49,1,3,7,2uuh2bir8ktof0uxfo06lb4ox,1,19.3,42.5,2022-08-12T18:05:17.759Z,2022-08-12T18:05:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932543,30,1,1,3,7,2uuh2bir8ktof0uxfo06lb4ox,1,19.3,42.5,2022-08-12T18:05:17.919Z,2022-08-12T18:05:26Z,3700118483,213,0.6,3700118479,141,57.6,3700118477,140,34.9,3700118481,212,19.3,3700118475,56,Back,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932567,31,1,1,3,15,2uuh2bir8ktof0uxfo06lb4ox,1,73.8,32.8,2022-08-12T18:05:26.302Z,2022-08-12T18:05:28Z,3700118625,56,Right,3700118631,212,19.6,3700118627,140,76.8,3700118633,213,4.9,3700118629,141,4.3,,,,,,,,,,6ferzqtsot04cucvdh1cjex62,C. Landu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932623,32,1,1,3,17,2uuh2bir8ktof0uxfo06lb4ox,0,78.9,5.6,2022-08-12T18:05:28.446Z,2022-08-12T18:05:31Z,3700118917,140,100.0,3700118919,141,18.0,3700118921,212,24.6,3700118923,213,0.3,3700118915,56,Right,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932665,22,5,1,3,20,zjawy6qdzk3y69v5pa3zl2cb,1,-1,81.2,2022-08-12T18:05:31.411Z,2022-08-12T18:19:08Z,3700119131,233,33,3700119117,346,,3700119115,56,Back,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932627,33,5,1,3,20,2uuh2bir8ktof0uxfo06lb4ox,0,101,18.8,2022-08-12T18:05:31.411Z,2022-08-12T18:05:34Z,3700118935,346,,3700118933,56,Right,3700119147,233,22,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444932787,23,1,1,3,30,zjawy6qdzk3y69v5pa3zl2cb,1,5.3,57.9,2022-08-12T18:05:40.593Z,2022-08-12T18:05:44Z,3700119725,124,,3700119731,141,83.3,3700119735,213,1.0,3700119727,56,Back,3700119733,212,21.0,3700119729,140,16.7,3700119739,237,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
