id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/17/value
2500988653,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-27T18:26:53.434Z,2023-01-27T18:58:52Z,3996924695,30,"7wrulbqqdeecd5vegsbb1905w, b8k8uynw043b6q9xm0lfzszmy, 4nchc9z4464uhu3vveo0p73f8, cs49ec8y6cubrlo5nmu3j3jtg, b1h2eiqxic31ioxbs1zjd709g, b4vrfh7z9qt9e5gdpkajrqolw, 685wka5xc8na423mirotcu238, cwu5itv65s8p6zsalk3np4ic, ab17bik4y8ilv3ahe50a81ixg, 8o2iv0qhfft5pgzm75ckuo0es, cdlnfuy9piyga0wud4nrucvtg, a33sy9bstlsfq023oiym5qk9g, 8i6cjao5lwxzaomilei61kbxm, 7s2zxbtepa7dgr8yl0s48afpw, 4oyjji4wqmuu3uia6htj0q1hw, 7ug3a0z74dj7qlq4jbtn1kutw, wuh8s4gfo9ro3nel3rormg44, 8u19xeh9ugvh8f1mh7jnbbhuc, 9bgq1tfyfzc3wg9pfr8q510k4",3996924701,130,8,3996924707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996924699,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 12, 17, 14, 19, 16, 20, 15, 18",3996979865,197,8656,3996924703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3996924705,194,b4vrfh7z9qt9e5gdpkajrqolw,3996924697,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500988663,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-01-27T18:26:57.350Z,2023-01-27T19:09:00Z,3996924777,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 4shkxwb3ujuajna3gdg34cxjp, 4nkd85hpwiiqtieuslhcrc2ga, 9urh0cy0a8ni61fuxmiqosnis, 4mhahoh3a6rir882ug9hdb5nu, 3xza88l7s8dlki9kleqwz2puy, 6nd0ifv6ljza9nauxcpejqzft, 2an4s7uuqa9a6sl7vutznc7o5, emaf4mjxn2255qlcn1pcxn36x, rxblyjf8pcsdgdvy24zgnefp, c066582sb3qfs7c0472rw371m, 1olyaqfnnl0sb4vsfxyi7j2z9, d5g7rl9a83vu3cyyzvu5yveqy, 89plvrt8pzppcclh4axvii0ru, 4j9ug0ng9dhx6xwhdwx6fafx0, 36u3tovqdi3885wk3139wczfu, 41es2x265ddlzqjqa6wb9vey2, 5v3sd56kh9pmvzk6wczhs9o4q, f48jetdaq8dttcdo11mugaxnt, 8gkh6rsfo2tsrsiirv05bm1yi, cgsirikez39wlx8lhu1uo00yd",3996924785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996924781,59,"1, 2, 21, 32, 23, 24, 18, 10, 9, 19, 20, 28, 31, 3, 6, 8, 12, 14, 17, 27, 36, 39",3996924783,130,4,3996924779,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996924787,194,6nd0ifv6ljza9nauxcpejqzft,3996924789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996979699,197,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001017,3,43,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-27T19:02:01.095Z,2023-01-27T19:04:24Z,3996989739,279,S,3996986107,141,61.8,3996986111,213,2.8,3996986109,212,25.3,3996994905,144,1,3996986105,140,27.1,3996986103,56,Back,,,,685wka5xc8na423mirotcu238,J. Addai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000975,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-27T19:02:02.449Z,2023-01-27T19:03:50Z,3996985953,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000793,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-01-27T19:02:02.449Z,2023-01-27T21:08:09Z,3996985129,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501002885,35,1,1,0,1,1wyg1tunyt7go9tnjea1hjqxb,1,49.8,49.7,2023-01-27T19:02:04.138Z,2023-01-27T19:05:33Z,3996995207,212,26.7,3996995197,56,Back,3996995211,213,2.8,3996995199,140,25.5,3996999429,279,S,3996995203,141,61.1,,,,,,,8o2iv0qhfft5pgzm75ckuo0es,D. Reverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001073,4,1,1,0,2,1wyg1tunyt7go9tnjea1hjqxb,0,27.8,60.9,2023-01-27T19:02:04.855Z,2023-01-27T19:04:02Z,3996986387,213,5.7,3996986389,1,,3996986377,155,,3996986385,212,55.2,3996986383,141,18.3,3996986379,56,Right,3996986381,140,72.5,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001077,5,44,1,0,3,1wyg1tunyt7go9tnjea1hjqxb,1,71.6,19.4,2023-01-27T19:02:05.951Z,2023-01-27T19:52:37Z,3996986407,56,Right,3996986409,286,,3997153831,233,3,,,,,,,,,,,,,,,,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001089,3,44,1,0,3,59t7flioj4w4mpwnrwbm0m8ck,0,28.4,80.6,2023-01-27T19:02:05.952Z,2023-01-27T21:08:09Z,3997379647,285,,3996986443,56,Back,3997153839,233,5,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501034543,363,1,1,0,5,1wyg1tunyt7go9tnjea1hjqxb,0,65.8,21,2023-01-27T19:02:07.449Z,2023-01-27T21:04:25Z,3997154049,140,66.7,3997154055,212,2.2,3997154051,141,24.0,3997154047,56,Center,3997154061,213,1.1,3997154045,3,,,,,,,,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501034523,439,61,1,0,6,59t7flioj4w4mpwnrwbm0m8ck,1,30.1,70.3,2023-01-27T19:02:08.449Z,2023-01-27T21:08:08Z,3997153961,56,Back,,,,,,,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001093,6,61,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,0,66.1,30.3,2023-01-27T19:02:09.599Z,2023-01-27T19:04:03Z,3996986473,56,Center,,,,,,,,,,,,,,,,,,,,,,685wka5xc8na423mirotcu238,J. Addai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001135,7,1,1,0,8,1wyg1tunyt7go9tnjea1hjqxb,1,60.9,27.4,2023-01-27T19:02:10.686Z,2023-01-27T19:03:48Z,3996986695,141,45.5,3996986691,56,Center,3996986693,140,60.1,3996986703,213,1.6,3996986697,212,12.3,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001171,9,3,1,0,8,1wyg1tunyt7go9tnjea1hjqxb,0,68.4,32.9,2023-01-27T19:02:11.448Z,2023-01-27T19:53:10Z,3996986883,56,Center,3996986885,286,,3997155019,233,440,,,,,,,,,,,,,,,,8o2iv0qhfft5pgzm75ckuo0es,D. Reverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501034721,440,7,1,0,9,59t7flioj4w4mpwnrwbm0m8ck,1,31.6,67.1,2023-01-27T19:02:11.449Z,2023-01-27T21:08:08Z,3997154991,56,Back,3997155003,233,9,3997379641,285,,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001165,8,1,1,0,9,1wyg1tunyt7go9tnjea1hjqxb,0,60.1,45.7,2023-01-27T19:02:11.599Z,2023-01-27T19:58:42Z,3996986847,212,14.0,3996986849,213,5.3,3996986845,141,28.9,3996986843,140,67.8,3996986841,56,Center,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001173,4,49,1,0,10,59t7flioj4w4mpwnrwbm0m8ck,1,35.3,93.9,2023-01-27T19:02:13.031Z,2023-01-27T19:53:23Z,,,,,,,,,,,,,,,,,,,,,,,,,rxblyjf8pcsdgdvy24zgnefp,E. Ómarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001185,5,1,1,0,11,59t7flioj4w4mpwnrwbm0m8ck,0,32.6,79.6,2023-01-27T19:02:14.263Z,2023-01-27T21:08:08Z,3996986937,140,38.7,3996986939,141,78.3,3996986941,212,6.5,3996986943,213,6.1,3996986935,56,Back,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
