id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,assist
2459281717,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-09-12T17:16:10.728Z,2022-09-12T17:59:43Z,3776395467,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, dineetneurorxpx1yv0v8tega, 7fhe8ij85yc4gz6v3zuq62l05, 5dxleurgfe6483pe7qvyc00es, f49vqdy6topqx2b3ku5cixd2i, 9l5hp0tmizix8z6h5b5vqvhm1, 9knokmhy9zckjq0gv7txx9zsa, b1yxo0olp9c2ufh1l1qxsef9x, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, axhjtqfa2xxud2tdle8zfxrkl, 4nz928h6p0nl8p161dxg55pn8, 7a1f6wedz8jtcvn58d5pomm8k, b4a2wu8fdbrh5sirpv34hoewa, 9oajgqqc9gkgbcz090it0tlhw, 3d75ox2l88yv2ofgta30kby8k, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 6cswffyswt7rlzhpgtpjs093o, 5n5otf2ldw9w4nbm8zjabnd1x, 9tru2a7pof2r37s8ro29uv3dh, 1hpmrfb0mbmevf9edj0o0bv56",3776395475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776395471,59,"1, 5, 24, 21, 2, 20, 34, 6, 9, 10, 11, 23, 7, 14, 17, 25, 27, 28, 30, 31, 33, 42, 45",3776395479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776395477,194,b1yxo0olp9c2ufh1l1qxsef9x,3776456617,197,16592,3776395473,130,8,3776395469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459287259,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-12T17:36:02.063Z,2022-09-12T18:03:16Z,3776427415,194,9wo8twcbs1jnqzdy0c6y8adey,3776427409,59,"1, 2, 11, 5, 14, 3, 6, 8, 9, 10, 7, 17, 24, 21, 23, 16, 15, 20, 19, 18, 31",3776427417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776456653,197,2842,3776427405,30,"c1krps0yssh477m8umrruiqjt, cvobl9pqqtj7hrgtu28grvdre, ealh7n21gctxxw5ol3l3yxzze, 1kuswan9lk455u02x1ff389re, 9wo8twcbs1jnqzdy0c6y8adey, c6i4usq34m3389rtbqptahrai, 1s6yn52hlqtmmz4lerscf457u, df5rxx2r305pdtf28967fuxyi, 6mjm5cwe46jhi3wwpf1icf65l, 28o7vv0jud22hmg4h649yozqh, c3akpx5mnexpkslo0sqqezsru, 5nhideyjwp2347ryi1n9wfq50, cnajg4djcd0enb5rsrluwzms4, enyk37znns1ie2djrh4y3uck4, 84isfq4ix06ebaf7a7jcvd9wq, deb7ysp5fwiouttlarstuxgyc, asvxbmdd5j5tlz2fo1jpcrrx0, dodkgckgbecal0vivr1jf0hzo, 4lsj3yc6adimhltkab6tzfj84, ed5sclhs7op7a2mdvetub4dwq, 4xw53nccs5e36es4045pnuvis",3776427413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776427411,130,13,3776427407,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292699,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-12T18:02:30.870Z,2022-09-12T18:02:31Z,3776459263,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292701,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-09-12T18:02:30.870Z,2022-09-12T18:02:32Z,3776459267,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292717,3,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,50,50,2022-09-12T18:02:30.970Z,2022-09-12T18:02:34Z,3776459357,279,S,3776459353,213,3.2,3776459345,141,49.4,3776459339,56,Back,3776459349,212,14.9,3776459341,140,35.8,,,,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292737,4,1,1,0,3,ch82doz9w9t1sw9ae3a4ffh0j,1,34.5,40.7,2022-09-12T18:02:34.739Z,2022-09-12T18:02:37Z,3776459445,141,24.7,3776459449,213,4.1,3776459441,56,Back,3776459447,212,13.6,3776459443,140,26.8,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292749,5,1,1,0,6,ch82doz9w9t1sw9ae3a4ffh0j,1,27.9,23.3,2022-09-12T18:02:37.507Z,2022-09-12T18:02:39Z,3776459487,56,Back,3776459493,212,15.8,3776459491,141,5.3,3776459497,213,5.4,3776459489,140,37.4,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292775,6,1,1,0,8,ch82doz9w9t1sw9ae3a4ffh0j,0,37.4,5.3,2022-09-12T18:02:39.620Z,2022-09-12T18:02:41Z,3776459559,56,Back,3776459565,212,2.0,3776459561,140,39.3,3776459567,213,0.2,3776459563,141,5.9,3776459557,155,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292769,3,61,1,0,9,e8hiwrw6ocxm5iht6sp7jiv19,1,57,95.3,2022-09-12T18:02:40.204Z,2022-09-12T18:02:43Z,3776459529,56,Left,,,,,,,,,,,,,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292787,4,5,1,0,10,e8hiwrw6ocxm5iht6sp7jiv19,0,39.6,101.4,2022-09-12T18:02:41.691Z,2022-09-12T18:02:47Z,3776459619,347,,3776459805,233,7,3776459617,56,Back,,,,,,,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
