id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2490293755,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-12-11T10:21:49.046Z,2022-12-11T11:23:04Z,3940451273,59,"1, 13, 25, 4, 10, 6, 16, 32, 7, 18, 11, 5, 9, 14, 19, 21, 22, 23, 24, 27, 36, 42, 44",3940451277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940451271,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940451281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940495557,197,1504,3940451269,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 9najgqcaamqj0qtiicuq9hey, 7dw3mexdcnel375y16vfl0g2y, bw7s1zgz97p8szhn4shwkx2w9, 35uvcvkv4nd0jbsov3xosjsut, 88csh50wwpanzfdvu7ia3x1ih, daz1m0r5u8f0085jv25bdnoid, 5i0e7e59vav8ynqzt7qrvitt6, amasl6wz90pv9kkbx3kihj7bp, b9apqidquztaojf6e3my6v7bp, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",3940451279,194,35uvcvkv4nd0jbsov3xosjsut,3940451275,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490294917,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-12-11T10:30:02.317Z,2022-12-11T11:41:08Z,3940455949,59,"1, 2, 22, 3, 16, 12, 18, 10, 9, 7, 6, 8, 11, 15, 19, 21, 24, 26, 27, 29, 36",3940455945,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, cg6es3riwivh8kbgtmi72q0ut, d5g7rl9a83vu3cyyzvu5yveqy, 5gunbyh0bjzutryox97ihxot1, 36u3tovqdi3885wk3139wczfu, 3xza88l7s8dlki9kleqwz2puy, 6nd0ifv6ljza9nauxcpejqzft, 2an4s7uuqa9a6sl7vutznc7o5, 6djx23ctpkopwbtavfr8ov8id, 89plvrt8pzppcclh4axvii0ru, 4j9ug0ng9dhx6xwhdwx6fafx0, ekur9x1kzp8wq0lwfwev0b0bu, 3rnygidmrs7vl8b40z4n0xhey, emaf4mjxn2255qlcn1pcxn36x, 4shkxwb3ujuajna3gdg34cxjp, 4mhahoh3a6rir882ug9hdb5nu, ea51n4frv2z8lr3snexhv2ay, f48jetdaq8dttcdo11mugaxnt, f07j2ge60cbdp3bcys4cx18iy, 8gkh6rsfo2tsrsiirv05bm1yi",3940455951,130,12,3940455957,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940455953,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940496497,197,17170,3940455955,194,89plvrt8pzppcclh4axvii0ru,3940455947,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490303983,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-12-11T11:18:21.650Z,2022-12-11T11:18:24Z,3940502233,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490303981,3,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-12-11T11:18:21.650Z,2022-12-11T11:18:21Z,3940502211,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490303997,4,1,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,49.9,50.2,2022-12-11T11:18:21.750Z,2022-12-11T11:18:25Z,3940502303,140,25.6,3940502313,279,S,3940502307,141,71.7,3940502311,213,2.6,3940502309,212,29.4,3940502299,56,Back,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490304011,5,1,1,0,3,59t7flioj4w4mpwnrwbm0m8ck,0,25.6,71.7,2022-12-11T11:18:25.632Z,2022-12-11T12:06:50Z,3940502393,213,5.5,3940502391,212,62.7,3940502385,56,Right,3940502389,141,8.1,3940502387,140,68.8,3940502381,155,,3940502383,196,,3940502395,1,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490304053,3,1,1,0,6,bk5ltsueqmeng29eovd8m2tml,0,34.7,91.2,2022-12-11T11:18:28.194Z,2022-12-11T11:18:33Z,3940502559,212,43.5,3940502563,1,,3940502555,140,75.6,3940502561,213,0.2,3940502553,56,Left,3940502551,3,,3940502557,141,100.0,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490304057,4,5,1,0,11,bk5ltsueqmeng29eovd8m2tml,0,76.7,101.4,2022-12-11T11:18:32.945Z,2022-12-11T11:18:47Z,3940502877,233,6,3940502573,56,Left,3940502575,347,,,,,,,,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490304103,6,5,1,0,11,59t7flioj4w4mpwnrwbm0m8ck,1,23.3,-1.4,2022-12-11T11:18:32.945Z,2022-12-11T11:29:01Z,3940502869,56,Back,3940502871,347,,3940502873,233,4,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490304109,7,1,1,0,25,59t7flioj4w4mpwnrwbm0m8ck,0,29,0,2022-12-11T11:18:46.942Z,2022-12-11T11:18:48Z,3940502925,213,0.4,3940502917,56,Back,3940502921,141,10.2,3940502915,107,,3940502923,212,20.6,3940502919,140,47.2,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
