id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2457534845,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-09T17:08:22.949Z,2022-09-09T17:37:04Z,3767186047,197,2671,3767131167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767131159,59,"1, 33, 7, 5, 4, 3, 23, 8, 10, 25, 20, 2, 12, 21, 19, 22, 27, 28, 31, 32, 45, 99",3767131161,130,17,3767131165,194,eu901b75l2ly5p48jdw6kwmad,3767131163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767131155,30,"3oduk9niyqml47z7wramkxhw5, 7hsyytjjg6zw5knvav9xybbh1, bnkzwpd607re6s01oa77wcodm, ak5exy1iztbo0mqloqdwiag6i, 9e70uun80bdi4hedu45mo5vxl, eu901b75l2ly5p48jdw6kwmad, 8o2hk1hy097osczjijmq4bsh5, 3j368501ogr8mt2jdb7mby8h6, ar47jfq139xyic4pvdhefduga, c3j7ddqg0yzporam6gieibgiy, dej8tywq0npvbm25sfgtqur1m, d4z4gdds9hajylsy2hh5b78q, 2v12tmspdosmwic2h6itfz0x6, 47wgrchutkdy62665jc79dy0a, 6mn57wdtnexqlumwsg8qyil90, 5f8ajd8cgyvmmdzr0lzi1gtii, 1r67co8q0ktlqe5209xm6sxec, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 97p6b1r72br3soq4k7fpjnrl6",3767131157,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457538567,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-09T17:16:59.281Z,2022-09-09T17:58:37Z,3767150319,59,"12, 32, 5, 8, 3, 4, 7, 11, 16, 10, 9, 1, 2, 14, 15, 17, 22, 23, 24, 28, 30, 31",3767227911,197,4033,3767150323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767150325,194,7d9x6ojih9obktxl3fnrjskk4,3767150321,130,2,3767150315,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, gmu8p51rp6bjzs0bss5jupzo, epkss1rj7z6duqd3axbcm8l0q, 90rgtmdx8g43vz2pvp0hxotwq, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, 6clycir6laxvycsr4yjh9iwa1, 2gwigr63tgo2jw460msz2qgwk, 2072f0p9ful9u577gdvo89yw9, 3usiruyhxf6p9lkiz5qeytze2, eog43l8hrs7pbza9bmwu0p2sq, axbyqn4r430cilb6lbnzpbuvo, avv12sgcucblnbfb790xovf8, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa",3767150317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767150327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554417,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-09T18:01:55.055Z,2022-09-09T18:01:55Z,3767234249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554425,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-09T18:01:55.055Z,2022-09-09T18:01:58Z,3767234271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554447,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.9,49.9,2022-09-09T18:01:55.155Z,2022-09-09T18:01:58Z,3767234395,141,45.7,3767234405,279,S,3767234391,140,25.0,3767234387,56,Back,3767234399,212,26.3,3767234403,213,3.3,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554465,4,1,1,0,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,25,45.7,2022-09-09T18:01:56.860Z,2022-09-09T18:02:00Z,3767234493,140,23.2,3767234497,212,19.3,3767234491,56,Back,3767234499,213,1.7,3767234495,141,73.9,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554521,5,1,1,0,5,dvmw7d6jb38qvv7e6ziwu0vyr,0,25.4,76.4,2022-09-09T18:02:00.398Z,2022-09-09T18:02:07Z,3767234863,140,100.0,3767234869,213,0.1,3767234867,212,79.0,3767234859,155,,3767234861,56,Left,3767234865,141,85.4,3767234871,1,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554527,3,5,1,0,12,bqm1bnp1bh2apyudlz1o1whr3,1,-0.6,14.2,2022-09-09T18:02:07.202Z,2022-09-09T18:55:55Z,3767234887,56,Back,3767234909,233,6,3767234889,346,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554525,6,5,1,0,12,dvmw7d6jb38qvv7e6ziwu0vyr,0,100.6,85.8,2022-09-09T18:02:07.202Z,2022-09-09T18:02:08Z,3767234913,233,3,3767234879,56,Left,3767234881,346,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554735,4,1,1,0,23,bqm1bnp1bh2apyudlz1o1whr3,1,3.4,59.9,2022-09-09T18:02:18.314Z,2022-09-09T19:53:13Z,3767235943,124,,3767235947,56,Back,3767235951,140,3.3,3767235955,141,43.6,3767235957,212,11.1,3767235965,237,,3767235961,213,4.7,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
