id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2524784317,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-26T11:48:26.462Z,2023-03-26T13:04:51Z,4124685133,130,11,4124685141,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124685137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124750597,197,4034,4124685125,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124685139,194,1qqqigufis9zdf4mdqt6mgfl5,4124685121,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, da3d2iu2j4yb7q1ag063mu44q, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, 3h8gqv4l0lrls9day28t1sw0k, a49duk4f5m5zmyvwht0ikal05, 7o8auo4uu5mzh7f4a44ucdf8q, m10ml783dkbr4i0fpb06cm3t, 4j7mtyvi7jg9e4ontiyt9vwbu, dhit8k74wcmlin09vs2nk8m7e, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, ag4gnhbvomc0q9ohvkyroftas, 61wt62anweh75oguqg0vbozu2, c78t1bgro2lh7gvw8rwi6p239, 5t2yht2zjn4g7otqpaer3ia22, e7vke1zwf6w6xvxtsi2b8f9m2, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, ajt9gf8zqsc3m6z4kof5m99ii, adp5a6klr2nygqjmdd1ekc8kq",4124685129,59,"1, 16, 27, 24, 4, 3, 50, 12, 19, 21, 7, 8, 37, 28, 2, 6, 9, 11, 14, 18, 20, 25, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524785699,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-03-26T11:53:46.328Z,2023-03-26T12:32:12Z,4124750631,197,16934,4124692365,130,8,4124692363,59,"1, 2, 21, 18, 15, 3, 17, 19, 39, 22, 6, 14, 30, 10, 11, 12, 13, 16, 23, 24, 26, 28",4124692367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124692361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124692371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124692369,194,7cetznpb0tnu6kdz7bvm8gyxh,4124692359,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 5ffbqf6o50173uqvaefnce4gk, bquqyyfz4lj0xrerbhbtj1jze, 7cetznpb0tnu6kdz7bvm8gyxh, cexuwvet4xiruf1jitkjjp7qi, f1as17wqpj44gihtvw936lofd, 8uw9w30592omb8acpnssgdlh, b950jt347chmq9whlkgl6fxpm, 1g9raiu2poutpdgjq7dmk4oru, au91rqig6uyyi1zdmlxydk38q, 6k6qt155b79yf36833pamwbxm, 93qm711l519orc2jhlywfk19m, a9233dwa5vm9qv2lncq3kawut, b61yiz3lait78xmlbyzr2vd62, 4zow18ykkg1gvw40r7jsrzkl, 5e9ek4qs1dnp69oojzpvrltrd, 4z8o35izc3gx6i2bt4mcs1fjd, 5chl0qcvbbkd0yeogurw1fz6x, 9nrajqcpld6bcowgarf1zr0iy, dzehnxim5noolef8c7j4d8a5m, 1mroid71v9bwpx0iaospei9gq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798743,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-03-26T12:31:59.876Z,2023-03-26T12:32:00Z,4124757113,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798751,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-26T12:31:59.876Z,2023-03-26T12:32:02Z,4124757155,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798769,3,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,50,50,2023-03-26T12:31:59.976Z,2023-03-26T12:32:04Z,4124757241,56,Back,4124757251,279,S,4124757249,213,3.3,4124757245,141,44.3,4124757243,140,29.0,4124757247,212,22.4,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798785,4,1,1,0,4,dnzj0iv5qtaemm9kthh9pos8q,0,29,44.5,2023-03-26T12:32:04.136Z,2023-03-26T12:32:07Z,4124757313,157,,4124757317,140,68.1,4124757323,213,0.8,4124757325,1,,4124757315,56,Left,4124757319,141,100.0,4124757321,212,56.6,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798889,3,5,1,0,6,zjawy6qdzk3y69v5pa3zl2cb,1,32.3,-1.6,2023-03-26T12:32:06.869Z,2023-03-26T12:32:20Z,4124757799,56,Back,4124757801,347,,4124757811,233,5,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798787,5,5,1,0,6,dnzj0iv5qtaemm9kthh9pos8q,0,67.7,101.6,2023-03-26T12:32:06.869Z,2023-03-26T12:34:00Z,4124757329,347,,4124757327,56,Left,4124757835,233,3,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798945,4,1,1,0,20,zjawy6qdzk3y69v5pa3zl2cb,1,32.4,0,2023-03-26T12:32:20.084Z,2023-03-26T12:32:27Z,4124758071,107,,4124758079,212,18.6,4124758075,140,16.0,4124758073,56,Back,4124758077,141,9.2,4124758081,213,2.7,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798963,5,1,1,0,27,zjawy6qdzk3y69v5pa3zl2cb,1,14.9,24.4,2023-03-26T12:32:27.124Z,2023-03-26T12:32:30Z,4124758173,212,16.8,4124758167,56,Back,4124758175,213,2.1,4124758171,141,46.1,4124758169,140,7.3,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
