id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2511544679,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-02-24T18:01:04.406Z,2023-02-24T19:16:20Z,4052418309,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052418319,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052557493,197,536,4052418311,59,"21, 44, 5, 16, 13, 20, 29, 6, 9, 25, 7, 1, 3, 4, 8, 10, 11, 14, 15, 17, 27, 26, 36",4052418313,130,8,4052418307,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 85rm5s7x9di62hw3l31y5w8o9, 8r6dkzf3yjnvlz4go6xct0kid, c9pmoa9m23jh5emy6w4olm3xm, bgzkdepav40x6focwuaf9qxre, 49xsd6e4oyjrhtwsdbdm4rj84, c9shc6t28oroqthopifjvg9ux, 2yivr64anye4c0p62m16l78yc, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, 7f7zwd6c14rr59u9al3naenkl, 8tepha2kd43sp9jtafxuf209h, 4qj88r9cjfbu05ly92vfhpi39, 7to5mb4x91kjhbd9tb0nqz74l, btm3mtkmwofz1dgcdsew1kmp5, 7797kpi7lkhc9dasfxuv9h7f9, 3apsq2r6q8lzdat7sy5h6tmqy, 49vbyk5qvhihphrqfnmmz8woa, 2wuprdfbbn9mo0paqr5tm7bop, 3epda2hg43s8uxvf9xno74d4a, 6eccwl9cpgmq7pp6d90lbi6wa",4052418315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052418317,194,8r6dkzf3yjnvlz4go6xct0kid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511546347,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-02-24T18:04:50.869Z,2023-02-24T18:59:59Z,4052426915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052426905,130,8,4052426897,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, 4lnhhxtl72v8wlss3xgrrbr2t, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, 14csdlb8p0tnj6zqrs148ct1w, a49001euf7xwpx5wodembjbo5, ccmmsnrfn58gwi1petlp08f3e, dmtsvsqvdoqqtmrset0uz0and, ebnm8xj9pggemio5qay9pcc0l, cx3fqj7odbuc6i0kppcie4jmy, c46xp363o8m76eswzfmlsel4a, bs14utcyx2am6s46cuv52nf56, bdtti3sckhcppilsisgu7well, 673zq55hik8gvoj5ednuemg2x, 9vu68zcajmrqmkkchmpdrebu2, d1dq7upxtawnps3wljz6wf9jo, bd4rr8l425ard803x39ju1ppm, 88e3xx835uqx9x850y6u0dbai, 5b7rnpnnllz8qdc6fx2c5mzje, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",4052426909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052558425,197,16350,4052426901,59,"1, 20, 23, 25, 4, 22, 39, 18, 10, 14, 7, 3, 5, 9, 11, 21, 26, 28, 32, 35, 36, 46, 40",4052426913,194,6ylzm57bvpufg3cenadtv7qhh,4052426899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571501,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-02-24T19:02:09.772Z,2023-02-24T19:02:09Z,4052565101,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571517,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-02-24T19:02:09.772Z,2023-02-24T19:02:07Z,4052565183,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571523,3,1,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,49.8,49.9,2023-02-24T19:02:10.559Z,2023-02-24T19:02:08Z,4052565209,141,33.4,4052565211,212,22.1,4052565213,213,3.7,4052565207,140,31.7,4052565215,279,S,4052565205,56,Back,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571565,4,1,1,0,3,7rmv5ns2rj7bn4otpkur0mx0x,1,31.7,34.9,2023-02-24T19:02:13.495Z,2023-02-24T19:02:10Z,4052565425,213,2.0,4052565423,212,10.6,4052565419,140,27.8,4052565417,56,Back,4052565421,141,49.3,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571591,5,1,1,0,4,7rmv5ns2rj7bn4otpkur0mx0x,0,28.5,43.1,2023-02-24T19:02:14.455Z,2023-02-24T19:02:13Z,4052565517,155,,4052565525,140,63.7,4052565537,213,0.0,4052565521,56,Center,4052565533,212,37.0,4052565529,141,44.6,4052565541,1,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571635,3,44,1,0,6,1fttb31hnskynpku8qd09yhm8,1,30.8,66.2,2023-02-24T19:02:15.946Z,2023-02-24T19:02:15Z,4052565741,285,,4052565789,233,6,4052565737,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571601,6,44,1,0,6,7rmv5ns2rj7bn4otpkur0mx0x,0,69.2,33.8,2023-02-24T19:02:15.947Z,2023-02-24T19:02:16Z,4052565563,56,Center,4052565565,286,,4052565823,233,3,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571653,4,1,1,0,7,1fttb31hnskynpku8qd09yhm8,0,28.2,74.3,2023-02-24T19:02:17.112Z,2023-02-24T19:02:16Z,4052565875,213,1.3,4052565869,140,30.8,4052565867,56,Back,4052565865,3,,4052565873,212,9.8,4052565871,141,88.2,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571673,7,1,1,0,8,7rmv5ns2rj7bn4otpkur0mx0x,0,68.5,12.8,2023-02-24T19:02:18.518Z,2023-02-24T19:27:01Z,4052565965,212,27.2,4052565967,213,0.8,4052565959,56,Center,4052565957,155,,4052565955,2,,4052565961,140,87.1,4052565963,141,40.6,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571697,5,12,1,0,9,1fttb31hnskynpku8qd09yhm8,1,14.8,57.3,2023-02-24T19:02:19.559Z,2023-02-24T19:02:36Z,4052566133,167,,4052566109,213,1.5,4052566095,140,18.0,4052566093,56,Back,4052567203,15,,4052566099,141,100.0,4052566105,212,30.0,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511571703,6,5,1,0,10,1fttb31hnskynpku8qd09yhm8,0,21.1,101.4,2023-02-24T19:02:20.411Z,2023-02-24T19:02:58Z,4052568611,233,8,4052566129,347,,4052566127,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572183,8,5,1,0,10,7rmv5ns2rj7bn4otpkur0mx0x,1,78.9,-1.4,2023-02-24T19:02:20.411Z,2023-02-24T19:28:31Z,4052568591,233,6,4052568567,347,,4052568565,56,Right,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572287,9,1,1,0,51,7rmv5ns2rj7bn4otpkur0mx0x,1,75.8,0,2023-02-24T19:03:01.334Z,2023-02-24T19:03:04Z,4052569011,141,6.2,4052569013,212,8.4,4052569009,140,82.0,4052569005,107,,4052569015,213,0.7,4052569007,56,Right,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572289,10,61,1,0,55,7rmv5ns2rj7bn4otpkur0mx0x,0,78.6,4.3,2023-02-24T19:03:05.357Z,2023-02-24T19:27:05Z,4052569021,56,Right,,,,,,,,,,,,,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572441,7,5,1,0,56,1fttb31hnskynpku8qd09yhm8,1,18,101.5,2023-02-24T19:03:05.848Z,2023-02-24T19:27:09Z,4052569749,56,Back,4052569751,347,,4052681085,233,11,,,,,,,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
