id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2536674861,11,5,1,0,22,dnzj0iv5qtaemm9kthh9pos8q,0,36.8,100.8,2023-04-21T18:09:55.849Z,2023-04-21T18:09:59Z,4206456745,56,Back,4206456747,347,,4206456983,233,7,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536674917,8,1,1,0,25,bk5ltsueqmeng29eovd8m2tml,1,56.4,0,2023-04-21T18:09:59.348Z,2023-04-21T18:22:55Z,4206457041,56,Right,4206457039,107,,4206457045,140,72.2,4206457053,213,0.6,4206457049,141,14.1,4206457051,212,19.5,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536674931,9,1,1,0,27,bk5ltsueqmeng29eovd8m2tml,1,72.2,14.1,2023-04-21T18:10:01.092Z,2023-04-21T19:00:47Z,4206457131,213,2.7,4206457127,141,24.1,4206457129,212,15.2,4206457125,140,59.2,4206457123,56,Center,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536674971,10,1,1,0,28,bk5ltsueqmeng29eovd8m2tml,1,59.2,24.1,2023-04-21T18:10:02.020Z,2023-04-21T19:00:49Z,4206457359,213,6.3,4206457355,141,24.0,4206457357,212,32.2,4206457361,1,,4206457349,56,Center,4206457353,140,89.9,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675307,13,1,1,0,29,bk5ltsueqmeng29eovd8m2tml,1,94,12.8,2023-04-21T18:10:03.318Z,2023-04-21T19:05:34Z,4206459231,212,27.2,4206459227,140,85.2,4206459229,141,50.4,4206459225,56,Center,4206685715,210,13,4206459233,213,1.9,4206685717,154,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675051,11,13,1,0,36,bk5ltsueqmeng29eovd8m2tml,1,88,45.4,2023-04-21T18:10:09.684Z,2023-04-21T19:05:34Z,4206458553,102,60.3,4206685727,55,13,4206457781,56,Center,4206685725,154,,4206458551,73,,4206457777,22,,4206458561,230,98.8,4206457779,17,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,4206458557,328,4206685723,29,4206458037,72,4206458563,231,50.4,4206458555,103,11.1,,,,,,,,,,,,,,,
2536675057,12,5,1,0,37,dnzj0iv5qtaemm9kthh9pos8q,1,-1.2,35.8,2023-04-21T18:10:10.779Z,2023-04-21T18:10:12Z,4206457815,56,Back,4206457817,346,,4206457897,233,12,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675069,12,5,1,0,37,bk5ltsueqmeng29eovd8m2tml,0,101.2,64.2,2023-04-21T18:10:10.779Z,2023-04-21T18:19:09Z,4206457913,233,12,4206457881,346,,4206457879,56,Center,,,,,,,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675371,13,1,1,1,2,dnzj0iv5qtaemm9kthh9pos8q,1,4.6,57.9,2023-04-21T18:10:35.913Z,2023-04-21T18:10:41Z,4206459561,212,62.1,4206459553,124,,4206459565,1,,4206459569,74,,4206459559,141,82.1,4206459555,56,Left,4206459563,213,0.3,4206459557,140,61.6,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675377,14,1,1,1,7,dnzj0iv5qtaemm9kthh9pos8q,0,62.8,72.1,2023-04-21T18:10:41.320Z,2023-04-21T18:10:48Z,4206459597,212,22.2,4206459591,56,Center,4206459587,3,,4206459589,168,,4206459599,213,6.2,4206459595,141,69.0,4206459593,140,83.8,,,,6k6qt155b79yf36833pamwbxm,K. Tejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675385,14,49,1,1,10,bk5ltsueqmeng29eovd8m2tml,1,22.9,31,2023-04-21T18:10:43.586Z,2023-04-21T18:10:43Z,,,,,,,,,,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675421,15,1,1,1,10,bk5ltsueqmeng29eovd8m2tml,1,22.9,31,2023-04-21T18:10:43.731Z,2023-04-21T18:10:45Z,4206459849,213,2.6,4206459845,141,40.3,4206459843,140,12.3,4206459841,56,Back,4206459847,212,12.8,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675435,16,1,1,1,11,bk5ltsueqmeng29eovd8m2tml,1,12.3,40.3,2023-04-21T18:10:45.315Z,2023-04-21T18:10:46Z,4206459915,213,6.0,4206459911,141,35.8,4206459909,140,23.2,4206459913,212,11.8,4206459907,56,Back,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675495,17,1,1,1,12,bk5ltsueqmeng29eovd8m2tml,1,22.7,35.8,2023-04-21T18:10:46.387Z,2023-04-21T18:10:51Z,4206460273,141,52.8,4206460271,140,24.2,4206460277,213,1.4,4206460275,212,11.7,4206460269,56,Back,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675575,18,1,1,1,17,bk5ltsueqmeng29eovd8m2tml,1,26.5,60.5,2023-04-21T18:10:51.171Z,2023-04-21T18:10:57Z,4206460691,140,24.2,4206460697,213,4.5,4206460693,141,41.6,4206460689,56,Back,4206460695,212,13.1,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675625,19,1,1,1,24,bk5ltsueqmeng29eovd8m2tml,1,27.2,36.4,2023-04-21T18:10:57.795Z,2023-04-21T18:11:01Z,4206460931,141,4.4,4206460927,56,Back,4206460929,140,38.4,4206460935,213,5.2,4206460933,212,24.7,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675659,20,1,1,1,27,bk5ltsueqmeng29eovd8m2tml,1,33.3,5,2023-04-21T18:11:01.459Z,2023-04-21T18:11:04Z,4206461135,56,Back,4206461139,141,13.2,4206461141,212,11.2,4206461143,213,2.6,4206461137,140,24.0,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675731,21,1,1,1,30,bk5ltsueqmeng29eovd8m2tml,1,24,18.8,2023-04-21T18:11:03.955Z,2023-04-21T18:11:11Z,4206461563,1,,4206461559,212,38.9,4206461561,213,1.5,4206461555,140,26.0,4206461557,141,75.9,4206461553,56,Back,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675779,22,1,1,1,37,bk5ltsueqmeng29eovd8m2tml,1,27,78.8,2023-04-21T18:11:11.379Z,2023-04-21T18:11:15Z,4206461775,212,7.9,4206461769,56,Back,4206461773,141,69.3,4206461771,140,22.6,4206461777,213,4.1,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675821,23,1,1,1,41,bk5ltsueqmeng29eovd8m2tml,0,22.6,69.3,2023-04-21T18:11:15.186Z,2023-04-21T19:02:06Z,4206462031,212,18.9,4206462033,213,0.2,4206462027,140,40.4,4206462025,56,Back,4206462029,141,73.9,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675799,15,61,1,1,44,dnzj0iv5qtaemm9kthh9pos8q,1,63,53.4,2023-04-21T18:11:17.649Z,2023-04-21T18:11:17Z,4206461903,56,Center,,,,,,,,,,,,,,,,,,,,,,1g9raiu2poutpdgjq7dmk4oru,T. van Leeuwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536714891,452,1,1,1,45,bk5ltsueqmeng29eovd8m2tml,1,49.9,56.3,2023-04-21T18:11:18.518Z,2023-04-21T19:02:04Z,4206668967,56,Center,4206668973,141,47.4,4206668981,213,6.1,4206668977,212,30.0,4206668963,155,,4206668969,140,77.9,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675927,24,1,1,1,50,bk5ltsueqmeng29eovd8m2tml,1,79.9,50.7,2023-04-21T18:11:24.019Z,2023-04-21T19:02:08Z,4206462565,56,Center,4206462569,141,59.1,4206465909,210,16,4206462567,140,81.3,4206462573,212,5.9,4206462577,213,1.3,4206465911,22,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2536675899,16,43,1,1,50,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-21T18:11:24.090Z,2023-04-21T18:11:44Z,4206462443,285,0,4206463735,144,45,4206462441,56,Back,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536675973,25,16,1,1,54,bk5ltsueqmeng29eovd8m2tml,1,91.2,59.9,2023-04-21T18:11:28.115Z,2023-04-21T18:12:28Z,4206464543,72,,4206465921,102,52.9,4206462851,22,,4206465917,55,24,4206462859,56,Center,4206465927,328,,4206465929,230,83.6,4206465923,103,5.1,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,4206464551,375,4206465931,231,4206465913,76,4206465915,29,,4206462855,17,,,01:53.911,52.5,4206465925,214,4206464547,374,2023-04-21 19:11:27.429,,,,,,,
2536676493,17,1,1,2,45,dnzj0iv5qtaemm9kthh9pos8q,1,50.1,50.1,2023-04-21T18:12:19.256Z,2023-04-21T18:12:22Z,4206465633,212,12.9,4206465631,141,60.2,4206465637,279,G,4206465627,56,Back,4206465629,140,39.7,4206465635,213,2.6,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676507,18,1,1,2,49,dnzj0iv5qtaemm9kthh9pos8q,1,39.7,60.2,2023-04-21T18:12:22.696Z,2023-04-21T18:12:24Z,4206465703,212,23.8,4206465699,140,29.6,4206465701,141,91.5,4206465697,56,Back,4206465705,213,2.0,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676527,19,3,1,2,50,dnzj0iv5qtaemm9kthh9pos8q,1,30.4,75.9,2023-04-21T18:12:23.594Z,2023-04-21T18:12:45Z,4206466897,233,26,4206465807,56,Back,4206465809,285,,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676565,26,45,1,2,50,bk5ltsueqmeng29eovd8m2tml,0,69.6,24.1,2023-04-21T18:12:23.594Z,2023-04-21T18:12:45Z,4206466093,286,,4206466913,233,19,4206466091,56,Center,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676557,20,1,1,2,52,dnzj0iv5qtaemm9kthh9pos8q,1,32.8,84.1,2023-04-21T18:12:25.560Z,2023-04-21T18:12:29Z,4206466033,212,8.7,4206466027,56,Back,4206466031,141,74.1,4206466035,213,4.0,4206466029,140,27.6,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676577,21,1,1,2,56,dnzj0iv5qtaemm9kthh9pos8q,1,27.8,72.7,2023-04-21T18:12:29.593Z,2023-04-21T18:12:32Z,4206466153,140,28.1,4206466155,141,38.9,4206466159,213,4.7,4206466157,212,23.0,4206466151,56,Back,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676611,22,1,1,2,59,dnzj0iv5qtaemm9kthh9pos8q,1,29,33.3,2023-04-21T18:12:32.809Z,2023-04-21T18:12:36Z,4206466311,140,71.9,4206466317,213,0.3,4206466319,1,,4206466315,212,47.7,4206466313,141,56.4,4206466307,155,,4206466309,56,Center,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676621,23,44,1,3,3,dnzj0iv5qtaemm9kthh9pos8q,1,73.4,48.8,2023-04-21T18:12:36.568Z,2023-04-21T18:12:37Z,4206466417,233,27,4206466367,56,Center,4206466369,286,,,,,,,,,,,,,,,,,6k6qt155b79yf36833pamwbxm,K. Tejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676617,27,44,1,3,3,bk5ltsueqmeng29eovd8m2tml,0,26.6,51.2,2023-04-21T18:12:36.569Z,2023-04-21T18:12:38Z,4206466451,233,23,4206466353,285,,4206466351,56,Back,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676629,24,43,1,3,3,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-21T18:12:37.289Z,2023-04-21T18:12:40Z,4206466393,285,0,4206466491,144,74,4206466391,56,Center,,,,,,,,,,,,,,,,6k6qt155b79yf36833pamwbxm,K. Tejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676641,25,61,1,3,4,dnzj0iv5qtaemm9kthh9pos8q,1,71.9,56.4,2023-04-21T18:12:37.769Z,2023-04-21T18:12:38Z,4206466455,56,Center,,,,,,,,,,,,,,,,,,,,,,6k6qt155b79yf36833pamwbxm,K. Tejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676669,28,1,1,3,5,bk5ltsueqmeng29eovd8m2tml,1,24.6,57.5,2023-04-21T18:12:39.027Z,2023-04-21T18:12:41Z,4206466593,212,16.5,4206466589,140,9.8,4206466585,3,,4206466595,213,3.5,4206466591,141,49.3,4206466587,56,Back,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676673,29,49,1,3,7,bk5ltsueqmeng29eovd8m2tml,1,9.8,49.3,2023-04-21T18:12:41.378Z,2023-04-21T18:12:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676735,30,1,1,3,9,bk5ltsueqmeng29eovd8m2tml,1,9.8,49.3,2023-04-21T18:12:43.042Z,2023-04-21T18:12:46Z,4206466975,141,66.1,4206466979,213,1.2,4206466973,140,14.3,4206466977,212,12.4,4206466971,56,Back,,,,,,,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676777,31,1,1,3,12,bk5ltsueqmeng29eovd8m2tml,1,16.4,65.7,2023-04-21T18:12:46.226Z,2023-04-21T18:12:49Z,4206467201,213,4.8,4206467193,56,Back,4206467195,140,17.9,4206467199,212,24.5,4206467197,141,29.8,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676813,32,1,1,3,15,bk5ltsueqmeng29eovd8m2tml,1,17.9,29.8,2023-04-21T18:12:49.362Z,2023-04-21T18:12:51Z,4206467403,140,29.3,4206467409,213,5.3,4206467405,141,3.7,4206467401,56,Back,4206467407,212,21.4,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536676841,33,1,1,3,17,bk5ltsueqmeng29eovd8m2tml,1,31.6,2.6,2023-04-21T18:12:51.458Z,2023-04-21T18:12:52Z,4206467505,212,7.5,4206467499,56,Back,4206467507,213,0.7,4206467501,140,37.1,4206467503,141,9.7,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
