id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2533126127,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-04-14T17:11:27.351Z,2023-04-14T18:03:32Z,4187634563,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187634565,194,6clycir6laxvycsr4yjh9iwa1,4187634555,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 6clycir6laxvycsr4yjh9iwa1, 90rgtmdx8g43vz2pvp0hxotwq, axbyqn4r430cilb6lbnzpbuvo, 2kdavfzjymb8uhgjj3c97e2uh, 88m6s6m8ep0p3fropim4ttcoa, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 2qauglcsvubya2tlxn44fx46i, eog43l8hrs7pbza9bmwu0p2sq, 3usiruyhxf6p9lkiz5qeytze2, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, bk7742h8fac9g6e6wh7nnugkq",4187634561,130,8,4187743701,197,4032,4187634559,59,"12, 6, 21, 11, 3, 2, 7, 31, 10, 16, 14, 27, 1, 9, 17, 22, 23, 24, 28, 30, 32",4187634567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187634557,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533126741,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-04-14T17:12:40.653Z,2023-04-14T17:59:05Z,4187637847,194,1tmihr54maqj0h7785cg9ez56,4187637849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187637841,59,"1, 12, 14, 27, 24, 6, 17, 10, 9, 20, 22, 16, 4, 5, 7, 8, 15, 19, 21, 31",4187637839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187637837,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, 31u2tk3aha04kwphoucf4ze5m, awxjnhn762q09xe59hozfjsa1, 2ppvf1ywd1mxum1lgnn2pubdg, 4d9yng69t6qbzfukdhcp0j1ii, 6smqledi9xrrhifu9yi87kf6x, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, pd5ksvrqxmxsuvfeenz0fqzu, 7e78647fbcn7noga5qlz46xux, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, 7kntrrc80dcadt8umvqf6qfe2, dsgea9ruo8blm2ppu19y1vod0, ab8p14hbfeph28j3ig36nzob9, 7plnzzirl3q10vucy37p7b6ui, 8zsx2ykxkcusmsvbj8bsjk445, 1evsz02au0pu4a1tmzn5s27hm",4187637843,130,8,4187637845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187744917,197,14419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148449,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-04-14T18:02:19.322Z,2023-04-14T18:02:19Z,4187752037,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148547,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-04-14T18:02:19.322Z,2023-04-14T18:02:27Z,4187752417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148559,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50.2,50,2023-04-14T18:02:19.422Z,2023-04-14T18:02:25Z,4187752465,140,27.7,4187752463,56,Back,4187752473,279,S,4187752467,141,34.6,4187752471,213,3.6,4187752469,212,25.8,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148587,4,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,0,28.5,34.9,2023-04-14T18:02:22.786Z,2023-04-14T18:02:28Z,4187752599,213,0.5,4187752589,155,,4187752597,212,48.2,4187752595,141,71.5,4187752593,140,67.8,4187752591,56,Center,4187752601,1,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148611,3,44,1,0,5,z9phg19papi9f5fd6qxzr836,1,31.3,25.5,2023-04-14T18:02:25.161Z,2023-04-14T18:02:28Z,4187752709,285,,4187752757,233,5,4187752707,56,Back,,,,,,,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148589,5,44,1,0,5,bqm1bnp1bh2apyudlz1o1whr3,0,68.7,74.5,2023-04-14T18:02:25.162Z,2023-04-14T18:02:29Z,4187752781,233,3,4187752607,286,,4187752605,56,Center,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148613,4,1,1,0,6,z9phg19papi9f5fd6qxzr836,0,30.4,22.5,2023-04-14T18:02:25.880Z,2023-04-14T18:02:28Z,4187752717,56,Back,4187752721,141,8.9,4187752725,213,5.7,4187752715,3,,4187752723,212,16.1,4187752719,140,43.0,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148623,6,1,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,58.8,81.1,2023-04-14T18:02:27.251Z,2023-04-14T18:02:29Z,4187752789,141,72.1,4187752785,56,Center,4187752791,212,21.0,4187752783,157,,4187752795,1,,4187752793,213,6.0,4187752787,140,77.9,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
