id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/value
2442190547,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-08-05T17:22:45.227Z,2022-08-05T18:29:54Z,3685525049,59,"38, 13, 5, 16, 4, 3, 8, 11, 7, 10, 9, 1, 2, 6, 12, 14, 19, 20, 21, 29, 30",3685525047,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685525053,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685525045,30,"dhb6r3msmmayy7v0b1gb40445, 3p95pudljhqzrnegmko7z56uh, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 3khifxt41tsdr25ea7w5n1mcq, qgusrrldd48qxku8yna03ap5, 3jyb1qtjsf7li8zunui2qpq3u, 40l3vtezw1ofwk2occi4z5w45, d6rg9ntx9qa2eh8yiflbke1ux, alimpjocr7xtxu21sumg3b2l1, 1du03mqsc0o6i4e64n7pzr6ui, 7i9hjqjogg1iowfo4fu5zpcyd, 8qc6u3zsblb62it6519a4b6cp, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, a750kxhudgz2pgboao4iw2mfo, 4c8o2hegax6vahne1ghqx38d0, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje",3685525055,194,alimpjocr7xtxu21sumg3b2l1,3685567537,197,917,3685525057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685525051,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442191381,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-05T17:26:15.915Z,2022-08-05T19:41:26Z,3685529821,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685590709,197,16350,3685529813,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, c46xp363o8m76eswzfmlsel4a, d1dq7upxtawnps3wljz6wf9jo, 6ylzm57bvpufg3cenadtv7qhh, cx3fqj7odbuc6i0kppcie4jmy, bdtti3sckhcppilsisgu7well, dgio69i8qj7x1dzd7q6y7168l, 4qcx1ql4jxov8vncghnqud5d6, ccmmsnrfn58gwi1petlp08f3e, 3hgvz4if17suodevp5jubb8fe, evz953s9rvki1w9c3hsljss7p, ab8p14hbfeph28j3ig36nzob9, bs14utcyx2am6s46cuv52nf56, dmtsvsqvdoqqtmrset0uz0and, f1as17wqpj44gihtvw936lofd, 124bbojic7k5medlvgvxmcm39, 9vu68zcajmrqmkkchmpdrebu2, 5b7rnpnnllz8qdc6fx2c5mzje, 63h1tm6at6eqbicao9ro3y8h6, 9o41me3111mj3zl4lxqqhvod0, 14csdlb8p0tnj6zqrs148ct1w, a59aos4xq3vklv2joqa09axre",3685529825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685529815,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685529823,194,dgio69i8qj7x1dzd7q6y7168l,3685529819,130,8,3685529817,59,"22, 20, 5, 28, 4, 3, 11, 8, 34, 10, 24, 1, 6, 9, 14, 21, 23, 26, 36, 37, 38, 39, 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203135,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-05T18:01:59.382Z,2022-08-05T18:02:04Z,3685592003,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203129,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-08-05T18:01:59.382Z,2022-08-05T18:01:59Z,3685591999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203151,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50,49.5,2022-08-05T18:01:59.911Z,2022-08-05T18:53:21Z,3685592081,213,2.7,3685592079,212,13.7,3685592077,141,57.5,3685592075,140,38.0,3685592073,56,Back,3685592083,279,S,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203213,4,1,1,0,3,1fttb31hnskynpku8qd09yhm8,0,33.7,54.2,2022-08-05T18:02:02.557Z,2022-08-05T18:02:08Z,3685592403,141,91.4,3685592399,56,Left,3685592401,140,87.5,3685592407,213,0.4,3685592397,157,,3685592409,1,,3685592405,212,61.9,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203233,3,1,1,0,7,cv5ftekuejf0ryxvd5h2my47r,0,20.7,14.4,2022-08-05T18:02:07.178Z,2022-08-05T18:02:08Z,3685592499,56,Back,3685592497,3,,3685592505,212,11.0,3685592507,213,6.1,3685592501,140,30.9,3685592503,141,11.0,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203251,5,1,1,0,8,1fttb31hnskynpku8qd09yhm8,1,80.2,93.3,2022-08-05T18:02:08.239Z,2022-08-05T18:02:09Z,3685592551,213,5.5,3685592545,140,83.6,3685592547,141,88.4,3685592549,212,4.9,3685592543,56,Left,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203259,6,3,1,0,9,1fttb31hnskynpku8qd09yhm8,0,79.9,84.5,2022-08-05T18:02:09.192Z,2022-08-05T18:02:11Z,3685592589,56,Left,3685592591,286,,3685592657,233,4,,,,,,,,,,,,,,,,3hgvz4if17suodevp5jubb8fe,F. Mattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203267,4,7,1,0,9,cv5ftekuejf0ryxvd5h2my47r,0,20.1,15.5,2022-08-05T18:02:09.193Z,2022-08-05T18:02:11Z,3685592623,56,Back,3685592639,233,6,3685592625,285,,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
