id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2442203687,4,1,1,0,11,bk5ltsueqmeng29eovd8m2tml,0,28.7,40.9,2022-08-05T18:02:58.716Z,2022-08-05T18:51:23Z,3685594891,140,44.3,3685594899,1,,3685594897,213,5.8,3685594893,141,27.4,3685594887,157,,3685594895,212,18.8,3685594889,56,Back,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203689,8,1,1,0,12,2xlnfgrl6r18ftv38unwp7h4s,0,45.8,92.3,2022-08-05T18:03:00.022Z,2022-08-05T18:03:00Z,3685594903,155,,3685594917,212,11.7,3685594909,140,56.7,3685594913,141,88.4,3685594905,56,Left,3685594921,213,6.1,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203715,5,49,1,0,15,bk5ltsueqmeng29eovd8m2tml,1,55.4,13.4,2022-08-05T18:03:02.370Z,2022-08-05T18:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203749,6,1,1,0,16,bk5ltsueqmeng29eovd8m2tml,1,54.6,15.3,2022-08-05T18:03:03.555Z,2022-08-05T18:03:05Z,3685595215,56,Center,3685595221,212,4.8,3685595223,213,1.1,3685595219,141,21.5,3685595217,140,56.7,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203757,7,1,1,0,17,bk5ltsueqmeng29eovd8m2tml,1,56.8,21.9,2022-08-05T18:03:04.970Z,2022-08-05T18:03:05Z,3685595269,213,4.4,3685595267,212,6.5,3685595263,141,12.9,3685595259,140,54.6,3685595257,56,Right,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203793,8,1,1,0,18,bk5ltsueqmeng29eovd8m2tml,1,54.6,12.9,2022-08-05T18:03:05.797Z,2022-08-05T18:03:09Z,3685595465,140,43.1,3685595467,141,29.1,3685595463,56,Back,3685595471,213,2.4,3685595469,212,16.3,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203829,9,3,1,0,22,bk5ltsueqmeng29eovd8m2tml,1,43.4,18.4,2022-08-05T18:03:09.276Z,2022-08-05T18:03:12Z,3685595711,233,9,3685595657,286,,3685595651,56,Back,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203811,9,45,1,0,22,2xlnfgrl6r18ftv38unwp7h4s,0,56.6,81.6,2022-08-05T18:03:09.276Z,2022-08-05T18:03:13Z,3685595721,233,9,3685595561,285,,3685595559,56,Left,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203835,10,4,1,0,24,bk5ltsueqmeng29eovd8m2tml,1,57.1,20.1,2022-08-05T18:03:11.532Z,2022-08-05T18:03:14Z,3685595689,152,,3685595687,56,Right,3685595775,233,10,3685595691,265,,3685595693,286,,3685595685,13,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203843,10,4,1,0,24,2xlnfgrl6r18ftv38unwp7h4s,0,42.9,79.9,2022-08-05T18:03:11.533Z,2022-08-05T19:03:27Z,3685595729,56,Back,3685595731,152,,3685595727,13,,3685595735,285,,3685595779,233,10,3685595733,265,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203937,11,1,1,0,33,bk5ltsueqmeng29eovd8m2tml,1,54.2,28.3,2022-08-05T18:03:20.164Z,2022-08-05T18:03:22Z,3685596277,141,59.6,3685596273,56,Back,3685596279,212,27.8,3685596281,213,2.3,3685596275,140,37.2,3685596271,152,,3685596269,5,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203951,12,1,1,0,34,bk5ltsueqmeng29eovd8m2tml,1,37.2,60.2,2022-08-05T18:03:22.003Z,2022-08-05T18:51:55Z,3685596365,56,Back,3685596373,213,1.0,3685596367,140,44.0,3685596371,212,13.3,3685596369,141,76.7,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203965,13,1,1,0,36,bk5ltsueqmeng29eovd8m2tml,1,44,76.6,2022-08-05T18:03:23.977Z,2022-08-05T18:52:07Z,3685596463,213,3.8,3685596455,56,Back,3685596461,212,12.0,3685596459,141,66.4,3685596457,140,34.7,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442203969,14,1,1,0,38,bk5ltsueqmeng29eovd8m2tml,1,34.7,66.4,2022-08-05T18:03:25.657Z,2022-08-05T18:52:12Z,3685596485,141,38.0,3685596481,56,Back,3685596489,213,4.5,3685596487,212,19.8,3685596483,140,30.5,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204001,15,1,1,0,39,bk5ltsueqmeng29eovd8m2tml,1,30.5,38,2022-08-05T18:03:26.746Z,2022-08-05T18:52:15Z,3685596677,140,5.8,3685596683,213,2.9,3685596679,141,45.7,3685596681,212,26.5,3685596675,56,Back,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204047,16,1,1,0,42,bk5ltsueqmeng29eovd8m2tml,0,6,45.8,2022-08-05T18:03:29.819Z,2022-08-05T18:03:34Z,3685596923,157,,3685596931,212,79.8,3685596927,140,74.3,3685596929,141,97.2,3685596935,1,,3685596933,213,0.5,3685596925,56,Left,,,,ckx9rplhgmncmcxs0a1z7n6qd,J. Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204041,11,49,1,0,46,2xlnfgrl6r18ftv38unwp7h4s,1,31.8,9.4,2022-08-05T18:03:33.991Z,2022-08-05T18:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204069,12,1,1,0,47,2xlnfgrl6r18ftv38unwp7h4s,0,28.7,4,2022-08-05T18:03:34.691Z,2022-08-05T18:03:37Z,3685597039,212,33.9,3685597031,157,,3685597033,56,Right,3685597037,141,5.0,3685597035,140,61.0,3685597041,213,0.0,3685597043,1,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204097,17,1,1,0,51,bk5ltsueqmeng29eovd8m2tml,0,31.7,88.7,2022-08-05T18:03:38.949Z,2022-08-05T18:52:41Z,3685597197,213,0.2,3685597193,141,95.6,3685597191,140,55.1,3685597189,56,Left,3685597195,212,25.0,3685597187,3,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204105,13,1,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,0,40,7.6,2022-08-05T18:03:40.382Z,2022-08-05T18:03:41Z,3685597243,212,22.1,3685597235,3,,3685597237,56,Center,3685597239,140,59.1,3685597245,213,0.4,3685597241,141,21.3,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204121,18,1,1,0,54,bk5ltsueqmeng29eovd8m2tml,0,35.4,86.9,2022-08-05T18:03:41.661Z,2022-08-05T18:52:44Z,3685597317,3,,3685597325,212,21.9,3685597319,56,Left,3685597321,140,56.3,3685597323,141,86.8,3685597327,213,6.3,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204163,19,1,1,0,57,bk5ltsueqmeng29eovd8m2tml,0,32,83,2022-08-05T18:03:44.587Z,2022-08-05T18:52:49Z,3685597551,157,,3685597563,1,,3685597555,140,80.2,3685597559,212,50.6,3685597561,213,6.3,3685597553,56,Left,3685597557,141,82.6,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204143,14,1,1,0,58,2xlnfgrl6r18ftv38unwp7h4s,0,41.7,19.7,2022-08-05T18:03:45.349Z,2022-08-05T19:03:24Z,3685597455,213,0.0,3685597449,140,51.9,3685597451,141,20.3,3685597453,212,10.7,3685597447,56,Right,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204197,15,1,1,1,2,2xlnfgrl6r18ftv38unwp7h4s,0,21.5,7.6,2022-08-05T18:03:49.242Z,2022-08-05T18:03:55Z,3685597735,141,6.2,3685597737,212,3.4,3685597733,140,24.6,3685597731,56,Back,3685597739,213,6.0,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204211,20,61,1,1,6,bk5ltsueqmeng29eovd8m2tml,1,80.1,90.3,2022-08-05T18:03:53.502Z,2022-08-05T18:53:02Z,3685597813,56,Left,,,,,,,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204297,16,5,1,1,6,2xlnfgrl6r18ftv38unwp7h4s,1,27.8,-2,2022-08-05T18:03:54.122Z,2022-08-05T18:37:55Z,3685598253,233,21,3685598231,56,Back,3685598233,347,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204221,21,5,1,1,6,bk5ltsueqmeng29eovd8m2tml,0,72.2,102,2022-08-05T18:03:54.122Z,2022-08-05T18:04:03Z,3685597879,347,,3685597877,56,Left,3685598269,233,16,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204323,17,1,1,1,16,2xlnfgrl6r18ftv38unwp7h4s,1,28.8,0,2022-08-05T18:04:03.184Z,2022-08-05T18:04:05Z,3685598337,56,Back,3685598345,213,0.5,3685598339,140,38.8,3685598341,141,7.0,3685598343,212,12.2,3685598335,107,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204343,18,1,1,1,18,2xlnfgrl6r18ftv38unwp7h4s,0,39.5,6.7,2022-08-05T18:04:05.504Z,2022-08-05T18:04:07Z,3685598425,140,35.6,3685598429,212,4.2,3685598423,56,Back,3685598427,141,5.2,3685598431,213,3.4,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204353,22,1,1,1,19,bk5ltsueqmeng29eovd8m2tml,0,67.5,96.6,2022-08-05T18:04:06.931Z,2022-08-05T18:04:07Z,3685598487,140,62.4,3685598489,141,98.3,3685598491,212,5.5,3685598485,56,Left,3685598493,213,2.9,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204365,19,1,1,1,21,2xlnfgrl6r18ftv38unwp7h4s,0,42.8,5,2022-08-05T18:04:08.519Z,2022-08-05T18:04:09Z,3685598539,140,52.8,3685598545,213,0.6,3685598537,56,Right,3685598541,141,16.4,3685598543,212,13.1,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204383,23,1,1,1,22,bk5ltsueqmeng29eovd8m2tml,0,53.9,90.9,2022-08-05T18:04:09.554Z,2022-08-05T18:04:10Z,3685598635,141,71.1,3685598641,1,,3685598633,140,77.1,3685598629,157,,3685598637,212,27.8,3685598639,213,5.8,3685598631,56,Center,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204371,20,43,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-08-05T18:04:09.685Z,2022-08-05T18:05:38Z,3685598567,56,Right,3685602743,144,56,,,,,,,,,,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204439,21,1,1,1,27,2xlnfgrl6r18ftv38unwp7h4s,1,28.6,43.3,2022-08-05T18:04:14.176Z,2022-08-05T19:03:34Z,3685598995,213,0.9,3685598987,56,Left,3685598989,140,55.5,3685598991,141,91.7,3685598997,1,,3685598993,212,43.4,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204483,22,1,1,1,30,2xlnfgrl6r18ftv38unwp7h4s,1,68.2,85.6,2022-08-05T18:04:18.022Z,2022-08-05T18:04:19Z,3685599245,56,Center,3685599247,140,65.3,3685599253,213,4.4,3685599249,141,72.4,3685599251,212,9.5,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204509,23,1,1,1,32,2xlnfgrl6r18ftv38unwp7h4s,1,64.4,74.5,2022-08-05T18:04:19.729Z,2022-08-05T18:04:22Z,3685599375,140,53.1,3685599377,141,65.7,3685599373,56,Center,3685599381,213,3.6,3685599379,212,13.3,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204519,24,1,1,1,35,2xlnfgrl6r18ftv38unwp7h4s,1,54.5,65.5,2022-08-05T18:04:22.454Z,2022-08-05T18:04:23Z,3685599445,141,70.8,3685599439,56,Back,3685599441,140,45.6,3685599449,212,10.0,3685599453,213,2.8,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204553,25,1,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,1,45.6,70.8,2022-08-05T18:04:23.201Z,2022-08-05T18:04:25Z,3685599643,56,Left,3685599647,141,89.3,3685599649,212,16.2,3685599645,140,55.3,3685599651,213,0.9,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204569,26,1,1,1,38,2xlnfgrl6r18ftv38unwp7h4s,1,57.9,94.1,2022-08-05T18:04:25.629Z,2022-08-05T18:04:27Z,3685599725,56,Left,3685599733,213,4.5,3685599729,141,83.2,3685599727,140,56.3,3685599731,212,7.6,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204591,27,1,1,1,40,2xlnfgrl6r18ftv38unwp7h4s,1,57.7,85.7,2022-08-05T18:04:27.494Z,2022-08-05T18:04:29Z,3685599813,141,75.3,3685599817,213,5.2,3685599809,140,61.1,3685599815,212,7.9,3685599805,56,Center,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204641,28,1,1,1,42,2xlnfgrl6r18ftv38unwp7h4s,1,58,72.6,2022-08-05T18:04:29.441Z,2022-08-05T18:04:34Z,3685600043,213,4.6,3685600035,56,Right,3685600031,155,,3685600041,212,46.4,3685600037,140,54.4,3685600033,196,,3685600045,1,,3685600039,141,4.6,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204667,29,1,1,1,47,2xlnfgrl6r18ftv38unwp7h4s,1,54.6,13.5,2022-08-05T18:04:34.400Z,2022-08-05T18:04:36Z,3685600169,140,42.9,3685600171,141,35.4,3685600167,56,Back,3685600175,213,2.3,3685600173,212,19.3,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204693,30,1,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,42.5,36.1,2022-08-05T18:04:36.240Z,2022-08-05T18:04:37Z,3685600285,56,Back,3685600293,213,1.8,3685600291,212,14.3,3685600287,140,39.6,3685600289,141,56.6,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204747,31,1,1,1,52,2xlnfgrl6r18ftv38unwp7h4s,1,41.2,61.5,2022-08-05T18:04:39.527Z,2022-08-05T18:04:43Z,3685600557,56,Center,3685600561,141,71.8,3685600559,140,59.4,3685600565,213,0.4,3685600563,212,20.4,,,,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204761,32,1,1,1,55,2xlnfgrl6r18ftv38unwp7h4s,1,58.7,72.3,2022-08-05T18:04:43.075Z,2022-08-05T18:04:44Z,3685600637,213,3.2,3685600629,56,Back,3685600633,141,71.1,3685600631,140,42.8,3685600635,212,16.7,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204803,33,1,1,1,57,2xlnfgrl6r18ftv38unwp7h4s,1,42.8,71.1,2022-08-05T18:04:44.663Z,2022-08-05T18:04:52Z,3685600889,56,Left,3685600895,212,46.6,3685600887,155,,3685600891,140,85.2,3685600897,213,0.3,3685600893,141,91.1,3685600899,1,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204805,34,1,1,2,5,2xlnfgrl6r18ftv38unwp7h4s,1,80.9,95.4,2022-08-05T18:04:52.285Z,2022-08-05T18:04:53Z,3685600905,140,63.5,3685600911,213,3.8,3685600903,56,Center,3685600907,141,72.9,3685600909,212,23.8,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442204811,35,1,1,2,6,2xlnfgrl6r18ftv38unwp7h4s,1,63.5,72.9,2022-08-05T18:04:53.589Z,2022-08-05T18:04:54Z,3685600945,141,82.6,3685600941,56,Left,3685600947,212,11.1,3685600943,140,72.0,3685600949,213,0.6,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
