id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/9/value,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2486663459,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-11-19T14:42:50.037Z,2022-11-19T15:31:16Z,3921454549,197,2850,3921257063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921257061,130,8,3921257059,59,"1, 18, 14, 8, 3, 24, 11, 7, 9, 22, 10, 2, 4, 6, 19, 20, 21, 23, 28, 31, 42",3921257055,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 7eq1j570gbj6tzw9d1btzwnis, 46wxtiry28k7j3y6gacgf7x4a, a5j0tndc5032lgmuv1vqd2cix, 8zj8e6ovo1bt0d67klra3yh3o, 74x54r0698ug6gzk9jwd86pxx, 8mq0q8ebkt20p1pm35z3qma22, 5362zl678ibx1md2kk6t4r47o, 4lf5375rzyy400rabvwgbcbmx, 7afaygi7b8fmxr885zaezaay1, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, alzxtazwzkp6cy4igin4ht2vp, 97i465n07uip7fnpw82v554b8, aynwkpiteltfei3x5txm84opg, balcshp8sostjtslygqqixu5l, 4jx9sjbj9s8q2qeknsqhyozqh, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve",3921257065,194,4jvk1ex8dsjj498vqzqhfmqxh,3921257057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921257067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486664675,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-11-19T14:47:03.239Z,2022-11-19T15:29:12Z,3921263247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921450477,197,917,3921263249,194,alimpjocr7xtxu21sumg3b2l1,3921263245,130,8,3921263251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921263243,59,"1, 17, 5, 16, 4, 2, 8, 13, 9, 23, 7, 6, 10, 11, 12, 14, 19, 21, 22, 29, 30",3921263241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921263239,30,"1du03mqsc0o6i4e64n7pzr6ui, 72d57i3mfqxtbsmm196kdv0fd, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, qgusrrldd48qxku8yna03ap5, 3p95pudljhqzrnegmko7z56uh, alimpjocr7xtxu21sumg3b2l1, a69sa0h7lgpmlav961cpejbe2, 40l3vtezw1ofwk2occi4z5w45, 8qc6u3zsblb62it6519a4b6cp, d6rg9ntx9qa2eh8yiflbke1ux, 3jyb1qtjsf7li8zunui2qpq3u, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, 2aaznohtrdkfpf446r3m5itey, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702719,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-11-19T15:31:28.160Z,2022-11-19T15:31:28Z,3921463231,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702743,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-11-19T15:31:28.160Z,2022-11-19T15:31:31Z,3921463345,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702801,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,50.2,49.9,2022-11-19T15:31:28.260Z,2022-11-19T15:31:32Z,3921463687,212,21.9,3921463685,141,48.6,3921463689,213,3.2,3921463681,56,Back,3921463683,140,29.4,3921463691,279,S,,,,,,,5362zl678ibx1md2kk6t4r47o,N. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702831,4,1,1,0,4,eh54mfvjtrttgsg1wbjnvxcqz,1,30.9,48.7,2022-11-19T15:31:32.528Z,2022-11-19T15:48:17Z,3921463871,155,,3921557337,1,,3921463873,56,Left,3921463881,212,48.2,3921463877,141,96.6,3921463883,213,0.7,3921463875,140,64.8,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702863,6,61,1,0,7,eh54mfvjtrttgsg1wbjnvxcqz,0,59.9,94.3,2022-11-19T15:31:36.113Z,2022-11-19T15:31:36Z,3921464031,56,Left,,,,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486703041,3,5,1,0,8,cv5ftekuejf0ryxvd5h2my47r,1,40.7,-1.4,2022-11-19T15:31:36.736Z,2022-11-19T16:08:32Z,3921464973,347,,3921464971,56,Back,3921464995,233,7,,,,,,,,,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702871,7,5,1,0,8,eh54mfvjtrttgsg1wbjnvxcqz,0,59.3,101.4,2022-11-19T15:31:36.736Z,2022-11-19T15:31:47Z,3921465041,233,3,3921464069,56,Left,3921464071,347,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486703065,4,1,1,0,19,cv5ftekuejf0ryxvd5h2my47r,1,36.8,0,2022-11-19T15:31:47.243Z,2022-11-19T15:31:48Z,3921465127,56,Back,3921465133,212,4.6,3921465131,141,5.2,3921465129,140,37.8,3921465135,213,1.3,3921465125,107,,,,,,,,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
