id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId
2508724875,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-02-17T18:22:35.707Z,2023-02-17T19:07:29Z,4037568037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037568029,59,"1, 25, 50, 24, 4, 3, 21, 12, 9, 19, 10, 8, 37, 28, 5, 6, 7, 14, 16, 17, 18, 20, 27",4037568027,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037568035,194,c78t1bgro2lh7gvw8rwi6p239,4037568033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037568031,130,12,4037568025,30,"8l31bne12p5cp51o46h92zjrp, ajt9gf8zqsc3m6z4kof5m99ii, 3h8gqv4l0lrls9day28t1sw0k, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, m10ml783dkbr4i0fpb06cm3t, a49duk4f5m5zmyvwht0ikal05, c78t1bgro2lh7gvw8rwi6p239, 7o8auo4uu5mzh7f4a44ucdf8q, 2pva2d9if0phol0efqnur68a2, dhit8k74wcmlin09vs2nk8m7e, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, 46oot98163lb6atyes4j0mup5, 61wt62anweh75oguqg0vbozu2, 4j7mtyvi7jg9e4ontiyt9vwbu, e7vke1zwf6w6xvxtsi2b8f9m2, 88vryegnhss2q5xz8aoj2phey, blu3rrhzier5ivp5p9u78448a, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, da3d2iu2j4yb7q1ag063mu44q",4037632067,197,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508727879,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-17T18:34:22.244Z,2023-02-17T19:10:10Z,4037584939,130,4,4037584937,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 21, 19, 18, 26, 23, 16, 14, 17",4037584931,30,"1otm71j1169bt3ivgo2vlj2tw, d9ewnngnsfc0s4hcs282hayhg, 9yvaqepplk8s4cjqjbtyb24gk, 8mkrj5bnkyhx8kutc4656cy96, e1islmeew98wa2ge0dicloay2, 7b0vbfxlv3uiozb19fcj2vsyy, eukc9fng5jfasmr9i814nq8t0, 8npu0cbqjrhwv5km1w29kh016, 7uwe0kxpzg271d8ocms7l2kno, 3bepi58wwope38a478y7jwlxw, 1jr23fmrmezgiaq7k63pro07o, 5ayglez8yxtfprrfmvlgl7dp0, pxaq5i4ce7ccg0x04msi0b8, wlltloe6hbe8hin3hix0366s, yvkg7uyb2bxtqxvsyy41nthw, vrkanoideipif70wo4adb5lg, 4u12cln8rmtkwlu5q36ypjl2i, cbai2262b47qtezzmkt5ctslw, 8tukt8jsmzkblxxs5w85x4dii",4037584943,194,e1islmeew98wa2ge0dicloay2,4037632047,197,7233,4037584941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4037584935,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4037584945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738415,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-02-17T19:02:25.868Z,2023-02-17T19:02:26Z,4037637445,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738425,3,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-02-17T19:02:25.868Z,2023-02-17T19:02:27Z,4037637479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738433,3,1,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,49.8,49.9,2023-02-17T19:02:25.968Z,2023-02-17T19:02:29Z,4037637505,212,24.6,4037637499,56,Back,4037637501,140,28.4,4037637503,141,64.8,4037637507,213,2.7,4037637509,279,S,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738475,4,1,1,0,3,2xlnfgrl6r18ftv38unwp7h4s,0,30.6,61.7,2023-02-17T19:02:29.071Z,2023-02-17T19:02:34Z,4037637735,212,66.7,4037637731,140,79.6,4037637733,141,0.0,4037637725,155,,4037637737,213,5.6,4037637729,56,Right,4037637739,1,,4037637727,196,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738617,4,5,1,0,8,zjawy6qdzk3y69v5pa3zl2cb,1,20.5,101,2023-02-17T19:02:34.107Z,2023-02-17T19:04:20Z,4037638415,56,Back,4037638431,233,5,4037638419,347,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738481,5,5,1,0,8,2xlnfgrl6r18ftv38unwp7h4s,0,79.5,-1,2023-02-17T19:02:34.107Z,2023-02-17T19:02:47Z,4037638435,233,4,4037637755,56,Right,4037637757,347,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738641,5,1,1,0,20,zjawy6qdzk3y69v5pa3zl2cb,1,13.2,100,2023-02-17T19:02:46.795Z,2023-02-17T19:02:50Z,4037638571,56,Back,4037638573,140,35.2,4037638575,141,93.9,4037638569,107,,4037638581,1,,4037638577,212,23.6,4037638579,213,6.1,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738667,6,1,1,0,24,zjawy6qdzk3y69v5pa3zl2cb,1,35.2,93.9,2023-02-17T19:02:50.635Z,2023-02-17T19:02:53Z,4037638723,141,84.8,4037638721,140,39.2,4037638725,212,7.5,4037638715,3,,4037638719,56,Back,4037638727,213,5.3,4037638717,168,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
