id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,assist,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value
2478309309,7,1,1,0,22,1fttb31hnskynpku8qd09yhm8,1,51.5,91.8,2022-10-28T18:02:30.222Z,2022-10-28T18:02:31Z,3877478775,56,Back,3877478781,212,12.9,3877478779,141,83.6,3877478777,140,40.4,3877478783,213,3.6,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309335,8,1,1,0,23,1fttb31hnskynpku8qd09yhm8,1,38.1,83.6,2022-10-28T18:02:31.615Z,2022-10-28T18:02:33Z,3877478917,140,42.5,3877478923,213,6.2,3877478915,56,Back,3877478919,141,83.3,3877478921,212,4.6,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309363,9,1,1,0,25,1fttb31hnskynpku8qd09yhm8,1,42.9,83.3,2022-10-28T18:02:33.822Z,2022-10-28T18:02:36Z,3877479031,140,45.7,3877479035,212,8.5,3877479029,56,Back,3877479037,213,1.2,3877479033,141,95.1,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309389,10,1,1,0,26,1fttb31hnskynpku8qd09yhm8,0,45.7,95.1,2022-10-28T18:02:34.750Z,2022-10-28T20:18:00Z,3877479123,56,Left,3877479127,141,94.4,3877479129,212,13.4,3877479125,140,58.5,3877479131,213,6.2,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309353,5,8,1,0,27,dac758ef858jbq7pcb3gfwite,1,38.5,16.3,2022-10-28T18:02:35.996Z,2022-10-28T18:02:36Z,3877478999,56,Back,,,,,,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309369,6,49,1,0,28,dac758ef858jbq7pcb3gfwite,1,38.5,16.3,2022-10-28T18:02:36.892Z,2022-10-28T18:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309425,7,1,1,0,28,dac758ef858jbq7pcb3gfwite,1,38.5,16.3,2022-10-28T18:02:37.052Z,2022-10-28T18:02:40Z,3877479327,56,Back,3877479333,212,15.1,3877479331,141,5.0,3877479335,213,3.7,3877479329,140,26.1,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309471,8,1,1,0,31,dac758ef858jbq7pcb3gfwite,1,25,2.8,2022-10-28T18:02:39.932Z,2022-10-28T18:02:42Z,3877479527,141,13.7,3877479523,56,Back,3877479531,213,0.7,3877479525,140,32.7,3877479529,212,11.0,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309499,9,1,1,0,34,dac758ef858jbq7pcb3gfwite,1,26.1,13.3,2022-10-28T18:02:42.668Z,2022-10-28T18:02:45Z,3877479683,140,5.3,3877479687,212,27.5,3877479689,213,2.5,3877479681,56,Back,3877479685,141,37.9,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309557,10,1,1,0,37,dac758ef858jbq7pcb3gfwite,1,6.4,36.8,2022-10-28T18:02:45.308Z,2022-10-28T18:02:49Z,3877479929,140,48.9,3877479935,213,6.0,3877479925,157,,3877479931,141,18.1,3877479933,212,46.4,3877479927,56,Back,3877479937,1,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309561,11,61,1,0,41,dac758ef858jbq7pcb3gfwite,1,48.9,18.1,2022-10-28T18:02:49.762Z,2022-10-28T18:53:18Z,3877479943,56,Back,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309579,12,1,1,0,43,dac758ef858jbq7pcb3gfwite,0,57.7,34.1,2022-10-28T18:02:51.373Z,2022-10-28T18:02:51Z,3877480047,140,61.8,3877480051,212,12.4,3877480045,56,Right,3877480053,213,5.1,3877480049,141,17.0,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309585,11,8,1,0,44,1fttb31hnskynpku8qd09yhm8,1,41.2,87.2,2022-10-28T18:02:52.447Z,2022-10-28T18:02:52Z,3877480083,56,Back,,,,,,,,,,,,,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309631,12,50,1,0,45,1fttb31hnskynpku8qd09yhm8,1,43.2,66.8,2022-10-28T18:02:53.233Z,2022-10-28T18:03:18Z,3877480355,56,Back,3877480357,286,,3877481443,233,13,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309593,13,7,1,0,45,dac758ef858jbq7pcb3gfwite,1,56.8,33.2,2022-10-28T18:02:53.234Z,2022-10-28T18:03:18Z,3877480143,56,Center,3877481411,233,12,3877480145,285,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309597,14,49,1,0,45,dac758ef858jbq7pcb3gfwite,1,57.1,39.8,2022-10-28T18:02:53.805Z,2022-10-28T18:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309633,15,1,1,0,46,dac758ef858jbq7pcb3gfwite,1,53.3,42.2,2022-10-28T18:02:54.668Z,2022-10-28T18:02:59Z,3877480389,141,90.5,3877480379,155,,3877480383,56,Left,3877480387,140,79.7,3877480395,213,0.9,3877480397,1,,3877480393,212,43.0,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309671,16,1,1,0,54,dac758ef858jbq7pcb3gfwite,0,83.4,86.4,2022-10-28T18:03:02.491Z,2022-10-28T18:03:04Z,3877480643,212,30.9,3877480633,2,,3877480637,56,Center,3877480639,140,92.9,3877480645,213,5.0,3877480641,141,43.4,3877480635,155,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309737,13,61,1,0,55,1fttb31hnskynpku8qd09yhm8,1,4.9,50.7,2022-10-28T18:03:03.458Z,2022-10-28T18:03:26Z,3877480997,56,Back,,,,,,,,,,,,,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309703,17,13,1,0,58,dac758ef858jbq7pcb3gfwite,1,94.4,39.8,2022-10-28T18:03:06.492Z,2022-10-28T18:54:03Z,3877482019,214,,3877482025,458,,3877480843,22,,3877482013,74,,3877676053,60,,3877482027,230,97.2,3877482015,102,46.9,3877482029,231,52.0,azt0ll196snbxy38eqw7mtln9,S. Armenteros,3877482021,108,3877482017,103,81.9,3877482023,328,3877480847,56,Center,3877481255,20,,,,,,,,,,,,,,,,,
2478309849,14,5,1,0,59,1fttb31hnskynpku8qd09yhm8,1,-0.4,52.4,2022-10-28T18:03:08.007Z,2022-10-28T18:04:06Z,3877484191,233,18,3877481567,56,Back,3877481569,346,,,,,,,,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309733,18,5,1,0,59,dac758ef858jbq7pcb3gfwite,0,100.4,47.6,2022-10-28T18:03:08.007Z,2022-10-28T18:51:58Z,3877484219,233,14,3877480989,56,Center,3877480991,346,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310011,15,1,1,1,25,1fttb31hnskynpku8qd09yhm8,1,5.1,54.8,2022-10-28T18:03:34.063Z,2022-10-28T18:03:36Z,3877482529,140,66.0,3877482541,74,,3877482535,213,6.1,3877482525,124,,3877482531,141,39.5,3877482533,212,64.8,3877482537,1,,3877482527,56,Center,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310025,16,44,1,1,26,1fttb31hnskynpku8qd09yhm8,1,70.3,36.7,2022-10-28T18:03:34.524Z,2022-10-28T18:03:39Z,3877482623,286,,3877482635,233,19,3877482621,56,Center,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309989,19,44,1,1,26,dac758ef858jbq7pcb3gfwite,0,29.7,63.3,2022-10-28T18:03:34.525Z,2022-10-28T18:03:39Z,3877482441,56,Back,3877482443,285,,3877482657,233,16,,,,,,,,,,,,,,,,5r73kuy4vdv1epvmzrhb6nskq,M. Leš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310041,17,1,1,1,27,1fttb31hnskynpku8qd09yhm8,0,66,39.5,2022-10-28T18:03:35.254Z,2022-10-28T20:18:21Z,3877482711,3,,3877482715,140,79.3,3877482719,212,18.6,3877482717,141,57.6,3877482723,213,0.7,3877482713,56,Center,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310085,20,1,1,1,29,dac758ef858jbq7pcb3gfwite,0,23.7,39.5,2022-10-28T18:03:37.308Z,2022-10-28T20:18:34Z,3877482965,140,32.4,3877482961,157,,3877482969,212,9.1,3877482967,141,39.2,3877482963,56,Back,3877482971,213,6.3,3877482973,1,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310089,18,13,1,1,33,1fttb31hnskynpku8qd09yhm8,1,77.1,55.1,2022-10-28T18:03:42.014Z,2022-10-28T18:04:01Z,3877483989,231,51.3,3877483981,108,,3877483975,102,50.6,3877483983,328,,3877483977,103,86.1,3877482987,56,Center,3877482985,18,,3877483979,215,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,3877483985,458,3877483973,74,,3877483987,230,3877482983,22,,3877483223,20,98.0,,,,,,,,,,,,,,,,
2478310123,19,5,1,1,34,1fttb31hnskynpku8qd09yhm8,0,101,54.4,2022-10-28T18:03:42.861Z,2022-10-28T18:51:58Z,3877483137,56,Center,3877483161,233,21,3877483139,346,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310087,21,5,1,1,34,dac758ef858jbq7pcb3gfwite,1,-1,45.6,2022-10-28T18:03:42.861Z,2022-10-28T18:03:46Z,3877483153,233,19,3877482977,56,Back,3877482979,346,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310473,22,1,1,2,9,dac758ef858jbq7pcb3gfwite,1,5.1,43.3,2022-10-28T18:04:17.596Z,2022-10-28T18:04:21Z,3877484991,124,,3877484995,140,10.9,3877484999,212,12.1,3877484997,141,28.0,3877484993,56,Back,3877485005,237,,3877485001,213,5.2,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310517,23,1,1,2,13,dac758ef858jbq7pcb3gfwite,1,6.7,26.3,2022-10-28T18:04:21.195Z,2022-10-28T18:04:25Z,3877485251,140,14.4,3877485253,141,2.3,3877485257,212,18.2,3877485249,56,Back,3877485245,155,,3877485261,213,5.2,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310541,24,1,1,2,17,dac758ef858jbq7pcb3gfwite,1,12.7,2.8,2022-10-28T18:04:25.243Z,2022-10-28T18:04:27Z,3877485411,56,Back,3877485415,141,4.0,3877485419,213,0.0,3877485417,212,16.5,3877485413,140,28.4,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310545,25,50,1,2,19,dac758ef858jbq7pcb3gfwite,1,27,5.5,2022-10-28T18:04:27.628Z,2022-10-28T18:04:33Z,3877485437,285,,3877485769,233,20,3877485435,56,Back,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310603,20,7,1,2,19,1fttb31hnskynpku8qd09yhm8,1,73,94.5,2022-10-28T18:04:27.629Z,2022-10-28T18:04:33Z,3877485731,56,Left,3877485765,233,25,3877485733,286,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310625,22,3,1,2,22,1fttb31hnskynpku8qd09yhm8,1,65.3,83.8,2022-10-28T18:04:30.939Z,2022-10-28T18:04:35Z,3877485829,233,26,3877485809,56,Left,3877485813,286,,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310571,26,45,1,2,22,dac758ef858jbq7pcb3gfwite,0,34.7,16.2,2022-10-28T18:04:30.939Z,2022-10-28T18:04:35Z,3877485581,56,Back,3877485845,233,22,3877485583,285,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310605,21,49,1,2,24,1fttb31hnskynpku8qd09yhm8,1,65.1,84.4,2022-10-28T18:04:32.717Z,2022-10-28T18:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310639,23,1,1,2,25,1fttb31hnskynpku8qd09yhm8,1,60.4,79.1,2022-10-28T18:04:33.654Z,2022-10-28T20:19:04Z,3877485887,213,6.0,3877485883,141,76.9,3877485881,140,65.8,3877485885,212,5.9,3877485879,56,Center,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310647,24,1,1,2,26,1fttb31hnskynpku8qd09yhm8,0,68.3,81.8,2022-10-28T18:04:34.522Z,2022-10-28T20:13:34Z,3877485917,212,6.6,3877485909,56,Left,3877485927,233,27,3877485913,140,73.9,3877485915,141,86.2,3877485925,236,,3877485931,286,,3877485919,213,0.5,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310619,27,74,1,2,26,dac758ef858jbq7pcb3gfwite,1,21.2,14.3,2022-10-28T18:04:34.523Z,2022-10-28T18:04:37Z,3877485803,285,,3877485977,233,24,3877485801,56,Back,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310685,28,49,1,2,32,dac758ef858jbq7pcb3gfwite,1,37.6,12.5,2022-10-28T18:04:40.171Z,2022-10-28T18:54:34Z,,,,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310717,29,1,1,2,32,dac758ef858jbq7pcb3gfwite,1,43.9,13.6,2022-10-28T18:04:40.715Z,2022-10-28T18:04:43Z,3877486271,213,3.4,3877486263,56,Back,3877486267,141,8.6,3877486269,212,12.3,3877486265,140,32.6,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310773,30,1,1,2,35,dac758ef858jbq7pcb3gfwite,1,35.1,10.6,2022-10-28T18:04:43.164Z,2022-10-28T18:04:46Z,3877486479,56,Back,3877486489,1,,3877486481,140,28.2,3877486475,155,,3877486485,212,44.2,3877486483,141,74.7,3877486487,213,1.7,3877486477,196,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310851,31,1,1,2,40,dac758ef858jbq7pcb3gfwite,1,31.7,79.1,2022-10-28T18:04:48.331Z,2022-10-28T18:04:53Z,3877486907,213,0.5,3877486895,56,Back,3877486901,141,92.4,3877486905,212,17.5,3877486897,140,46.0,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310861,32,1,1,2,45,dac758ef858jbq7pcb3gfwite,1,72.6,91.1,2022-10-28T18:04:53.835Z,2022-10-28T18:04:55Z,3877486963,141,92.3,3877486959,56,Left,3877486967,213,3.1,3877486961,140,56.2,3877486965,212,17.2,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310891,33,1,1,2,46,dac758ef858jbq7pcb3gfwite,1,56.2,92.3,2022-10-28T18:04:54.923Z,2022-10-28T18:04:56Z,3877487079,56,Center,3877487081,140,69.8,3877487085,212,17.3,3877487083,141,77.9,3877487087,213,5.7,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310969,34,1,1,2,48,dac758ef858jbq7pcb3gfwite,1,70.1,78.2,2022-10-28T18:04:56.603Z,2022-10-28T18:05:04Z,3877487535,56,Back,3877487541,212,26.0,3877487539,141,78.8,3877487537,140,45.3,3877487543,213,3.1,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310983,35,3,1,2,55,dac758ef858jbq7pcb3gfwite,0,73.5,68.7,2022-10-28T18:05:03.883Z,2022-10-28T18:05:05Z,3877487597,56,Center,3877487613,211,,3877487599,286,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478311091,25,49,1,3,3,1fttb31hnskynpku8qd09yhm8,1,30.1,37,2022-10-28T18:05:11.837Z,2022-10-28T18:05:12Z,,,,,,,,,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
