id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2484304995,7,61,1,0,10,dac758ef858jbq7pcb3gfwite,1,78.8,17.4,2022-11-11T19:01:47.158Z,2022-11-11T19:01:47Z,3908931159,56,Right,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306163,23,61,1,0,11,59t7flioj4w4mpwnrwbm0m8ck,0,20.3,88.7,2022-11-11T19:01:48.388Z,2022-11-11T19:03:57Z,3908937009,56,Back,,,,,,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305029,8,61,1,0,13,dac758ef858jbq7pcb3gfwite,0,79.2,14.9,2022-11-11T19:01:49.980Z,2022-11-11T19:08:29Z,3908931267,56,Right,,,,,,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305105,9,49,1,0,20,dac758ef858jbq7pcb3gfwite,1,31.8,10.4,2022-11-11T19:01:57.068Z,2022-11-11T19:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305177,10,1,1,0,25,dac758ef858jbq7pcb3gfwite,1,23.7,34.5,2022-11-11T19:02:02.252Z,2022-11-11T19:02:05Z,3908931947,140,27.3,3908931953,213,4.9,3908931951,212,16.4,3908931949,141,11.0,3908931945,56,Back,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305207,11,1,1,0,29,dac758ef858jbq7pcb3gfwite,1,33.6,10.4,2022-11-11T19:02:05.644Z,2022-11-11T19:02:09Z,3908932105,213,1.2,3908932099,140,39.9,3908932103,212,16.5,3908932101,141,32.7,3908932097,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305211,12,1,1,0,32,dac758ef858jbq7pcb3gfwite,1,40.9,31.9,2022-11-11T19:02:09.212Z,2022-11-11T19:02:10Z,3908932123,56,Back,3908932127,141,55.4,3908932131,213,1.7,3908932125,140,39.4,3908932129,212,16.1,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305227,13,1,1,0,33,dac758ef858jbq7pcb3gfwite,1,39.4,55.4,2022-11-11T19:02:10.364Z,2022-11-11T19:02:12Z,3908932183,212,12.6,3908932181,141,60.8,3908932179,140,27.9,3908932185,213,2.8,3908932177,56,Back,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305241,14,1,1,0,35,dac758ef858jbq7pcb3gfwite,0,26.7,61.7,2022-11-11T19:02:12.172Z,2022-11-11T19:02:14Z,3908932287,212,55.6,3908932283,140,77.2,3908932279,155,,3908932289,213,0.3,3908932285,141,86.5,3908932291,1,,3908932281,56,Left,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305281,4,1,1,0,37,59t7flioj4w4mpwnrwbm0m8ck,0,29.2,17.4,2022-11-11T19:02:14.381Z,2022-11-11T19:02:18Z,3908932459,213,0.1,3908932455,141,19.5,3908932451,56,Back,3908932457,212,9.8,3908932453,140,38.4,3908932449,3,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305289,15,1,1,0,40,dac758ef858jbq7pcb3gfwite,1,64,79.7,2022-11-11T19:02:17.484Z,2022-11-11T19:02:18Z,3908932513,140,70.9,3908932517,212,7.3,3908932511,56,Center,3908932509,3,,3908932519,213,6.1,3908932515,141,78.2,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305291,16,50,1,0,42,dac758ef858jbq7pcb3gfwite,1,67.8,80.6,2022-11-11T19:02:18.779Z,2022-11-11T19:02:21Z,3908932525,286,,3908932613,233,5,3908932523,56,Left,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305305,5,7,1,0,42,59t7flioj4w4mpwnrwbm0m8ck,1,32.2,19.4,2022-11-11T19:02:18.780Z,2022-11-11T19:02:21Z,3908932571,56,Back,3908932573,285,,3908932603,233,16,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305325,6,1,1,0,44,59t7flioj4w4mpwnrwbm0m8ck,1,28.6,9.1,2022-11-11T19:02:21.053Z,2022-11-11T19:02:23Z,3908932681,1,,3908932677,212,37.6,3908932673,140,64.4,3908932679,213,0.0,3908932675,141,11.6,3908932669,157,,3908932671,56,Right,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305329,7,49,1,0,46,59t7flioj4w4mpwnrwbm0m8ck,1,61.6,11,2022-11-11T19:02:23.389Z,2022-11-11T19:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305361,8,1,1,0,47,59t7flioj4w4mpwnrwbm0m8ck,1,57,10.4,2022-11-11T19:02:24.445Z,2022-11-11T19:02:26Z,3908932839,141,24.6,3908932835,56,Back,3908932837,140,41.9,3908932843,213,2.6,3908932841,212,18.6,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305397,9,1,1,0,49,59t7flioj4w4mpwnrwbm0m8ck,0,41.9,24.6,2022-11-11T19:02:25.918Z,2022-11-11T19:02:31Z,3908932981,213,5.1,3908933113,233,18,3908932977,141,4.3,3908933117,286,,3908932973,56,Back,3908932979,212,14.8,3908932975,140,47.1,3908933111,236,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305413,18,74,1,0,49,dac758ef858jbq7pcb3gfwite,1,43.6,94.7,2022-11-11T19:02:25.919Z,2022-11-11T19:04:50Z,3908933089,285,,3908933123,233,9,3908933087,56,Back,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305401,10,50,1,0,51,59t7flioj4w4mpwnrwbm0m8ck,1,48.7,4.9,2022-11-11T19:02:28.426Z,2022-11-11T19:03:23Z,3908933009,56,Back,3908935813,286,,3908935857,233,17,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305395,17,7,1,0,51,dac758ef858jbq7pcb3gfwite,0,51.3,95.1,2022-11-11T19:02:28.427Z,2022-11-11T19:03:22Z,3908935835,233,10,3908932969,56,Left,3908932971,285,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305417,11,1,1,0,54,59t7flioj4w4mpwnrwbm0m8ck,0,59.5,6.2,2022-11-11T19:02:30.572Z,2022-11-11T19:02:32Z,3908933105,213,1.3,3908933099,140,60.5,3908933103,212,4.4,3908933101,141,12.5,3908933097,56,Right,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305425,19,49,1,0,55,dac758ef858jbq7pcb3gfwite,1,52.5,96.8,2022-11-11T19:02:31.899Z,2022-11-11T19:02:32Z,,,,,,,,,,,,,,,,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305453,20,1,1,0,55,dac758ef858jbq7pcb3gfwite,1,52.5,96.8,2022-11-11T19:02:32.059Z,2022-11-11T19:02:33Z,3908933261,140,55.5,3908933265,212,3.2,3908933267,213,6.1,3908933259,56,Left,3908933263,141,96.0,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305455,21,3,1,0,57,dac758ef858jbq7pcb3gfwite,0,57,96.8,2022-11-11T19:02:33.788Z,2022-11-11T19:02:36Z,3908933279,56,Left,3908933281,286,,3908933379,233,12,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305463,12,7,1,0,57,59t7flioj4w4mpwnrwbm0m8ck,1,43,3.2,2022-11-11T19:02:33.789Z,2022-11-11T19:02:36Z,3908933323,56,Back,3908933319,167,,3908933325,285,,3908933351,233,21,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305469,13,5,1,0,58,59t7flioj4w4mpwnrwbm0m8ck,0,47.7,-2,2022-11-11T19:02:34.619Z,2022-11-11T19:04:47Z,3908933347,347,,3908933345,56,Back,3908933897,233,22,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305573,22,5,1,0,58,dac758ef858jbq7pcb3gfwite,1,52.3,102,2022-11-11T19:02:34.619Z,2022-11-11T19:02:48Z,3908933867,56,Left,3908933875,233,13,3908933869,347,,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305597,23,1,1,1,11,dac758ef858jbq7pcb3gfwite,1,44.2,100,2022-11-11T19:02:48.011Z,2022-11-11T19:02:50Z,3908934035,56,Left,3908934039,141,87.2,3908934045,1,,3908934041,212,21.7,3908934029,107,,3908934043,213,5.8,3908934037,140,62.9,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305615,24,1,1,1,13,dac758ef858jbq7pcb3gfwite,0,62.7,87.2,2022-11-11T19:02:50.188Z,2022-11-11T19:02:52Z,3908934155,140,68.7,3908934159,141,54.8,3908934163,212,22.9,3908934149,3,,3908934169,213,5.0,3908934153,56,Center,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305657,14,49,1,1,19,59t7flioj4w4mpwnrwbm0m8ck,1,33.8,51.2,2022-11-11T19:02:55.933Z,2022-11-11T19:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305693,15,1,1,1,20,59t7flioj4w4mpwnrwbm0m8ck,1,34,54.6,2022-11-11T19:02:56.685Z,2022-11-11T19:02:58Z,3908934597,141,58.4,3908934593,56,Back,3908934601,213,2.9,3908934595,140,24.9,3908934599,212,9.9,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305715,16,1,1,1,22,59t7flioj4w4mpwnrwbm0m8ck,1,25.7,58.5,2022-11-11T19:02:58.860Z,2022-11-11T19:03:02Z,3908934703,56,Back,3908934707,141,28.6,3908934711,213,4.9,3908934709,212,20.6,3908934705,140,29.0,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305777,17,1,1,1,25,59t7flioj4w4mpwnrwbm0m8ck,1,31.4,32.1,2022-11-11T19:03:02.124Z,2022-11-11T19:03:08Z,3908935071,189,,3908935031,213,1.4,3908935027,141,94.8,3908935023,56,Back,3908935025,140,38.9,3908935029,212,43.4,3908935033,1,,3908935021,196,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305813,18,1,1,1,32,59t7flioj4w4mpwnrwbm0m8ck,1,37.8,94.5,2022-11-11T19:03:09.389Z,2022-11-11T19:03:12Z,3908935209,56,Back,3908935211,140,7.0,3908935219,1,,3908935215,212,33.0,3908935217,213,3.3,3908935213,141,84.7,,,,,,,7oo6h3pq8wv5rgp1dkaolrhg4,S. de Wijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305831,19,1,1,1,35,59t7flioj4w4mpwnrwbm0m8ck,1,3.9,84.2,2022-11-11T19:03:12.236Z,2022-11-11T19:03:14Z,3908935303,141,52.2,3908935307,213,4.7,3908935299,56,Back,3908935301,140,2.9,3908935305,212,21.8,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305857,20,1,1,1,37,59t7flioj4w4mpwnrwbm0m8ck,0,2.9,52.2,2022-11-11T19:03:14.028Z,2022-11-11T19:03:15Z,3908935409,56,Back,3908935411,140,40.6,3908935419,1,,3908935415,212,51.4,3908935417,213,0.7,3908935413,141,100.0,3908935407,155,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305863,21,5,1,1,39,59t7flioj4w4mpwnrwbm0m8ck,0,42.1,100.8,2022-11-11T19:03:15.662Z,2022-11-11T19:03:28Z,3908935435,56,Back,3908936175,233,25,3908935437,347,,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305999,25,5,1,1,39,dac758ef858jbq7pcb3gfwite,1,57.9,-0.8,2022-11-11T19:03:15.662Z,2022-11-11T19:04:47Z,3908936155,56,Right,3908936157,347,,3908936171,233,21,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306013,26,1,1,1,51,dac758ef858jbq7pcb3gfwite,1,56.3,0,2022-11-11T19:03:27.658Z,2022-11-11T19:03:29Z,3908936251,212,22.3,3908936255,1,,3908936247,140,45.6,3908936253,213,2.1,3908936245,56,Back,3908936249,141,27.0,3908936241,107,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306061,27,1,1,1,53,dac758ef858jbq7pcb3gfwite,1,45.6,27,2022-11-11T19:03:29.499Z,2022-11-11T19:03:33Z,3908936479,213,3.8,3908936471,141,11.4,3908936463,56,Back,3908936467,140,31.8,3908936477,212,18.0,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306159,28,1,1,1,57,dac758ef858jbq7pcb3gfwite,1,31.9,12.2,2022-11-11T19:03:33.643Z,2022-11-11T19:03:44Z,3908936991,212,32.0,3908936989,141,49.7,3908936985,56,Back,3908936993,213,2.2,3908936987,140,13.5,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306215,29,1,1,2,7,dac758ef858jbq7pcb3gfwite,1,7.3,50,2022-11-11T19:03:44.155Z,2022-11-11T19:03:49Z,3908937259,56,Back,3908937267,213,5.8,3908937263,141,17.4,3908937257,155,,3908937269,1,,3908937265,212,49.5,3908937261,140,49.4,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306223,30,1,1,2,12,dac758ef858jbq7pcb3gfwite,0,49.4,17.4,2022-11-11T19:03:48.939Z,2022-11-11T19:03:49Z,3908937317,3,,3908937323,140,64.9,3908937327,212,16.4,3908937325,141,20.3,3908937319,168,,3908937321,56,Right,3908937333,213,0.1,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306263,31,1,1,2,15,dac758ef858jbq7pcb3gfwite,1,56.3,50.3,2022-11-11T19:03:51.915Z,2022-11-11T19:03:53Z,3908937537,141,49.3,3908937533,56,Back,3908937535,140,44.2,3908937539,212,12.7,3908937541,213,3.2,3908937531,3,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306297,32,1,1,2,16,dac758ef858jbq7pcb3gfwite,1,44.2,49.3,2022-11-11T19:03:53.467Z,2022-11-11T19:03:58Z,3908937755,140,55.4,3908937759,212,24.5,3908937761,213,1.1,3908937753,56,Left,3908937757,141,80.9,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306329,33,1,1,2,20,dac758ef858jbq7pcb3gfwite,1,63.1,85.9,2022-11-11T19:03:57.267Z,2022-11-11T19:05:27Z,3908937981,141,95.0,3908937983,212,13.5,3908937979,140,74.5,3908937985,213,0.5,3908937977,56,Left,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306335,34,1,1,2,21,dac758ef858jbq7pcb3gfwite,0,63.8,93.8,2022-11-11T19:03:58.050Z,2022-11-11T19:05:24Z,3908938023,213,3.8,3908938021,212,13.9,3908938015,56,Left,3908938019,141,81.8,3908938017,140,53.1,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306327,24,61,1,2,22,59t7flioj4w4mpwnrwbm0m8ck,0,32.9,64.9,2022-11-11T19:03:58.636Z,2022-11-11T19:04:04Z,3908937973,56,Back,,,,,,,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
