id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2533126493,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-14T17:12:11.943Z,2023-04-14T18:04:35Z,4187636435,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187636439,130,13,4187636433,30,"3oduk9niyqml47z7wramkxhw5, 1r67co8q0ktlqe5209xm6sxec, bnkzwpd607re6s01oa77wcodm, 7hsyytjjg6zw5knvav9xybbh1, bitv8dp51g02iyf6o3elxnoix, eu901b75l2ly5p48jdw6kwmad, 3j368501ogr8mt2jdb7mby8h6, e0mrzdikm67yw88563zgovb6y, c3j7ddqg0yzporam6gieibgiy, ar47jfq139xyic4pvdhefduga, b0yxbu9af1b0jc1odpwzvd7je, d4z4gdds9hajylsy2hh5b78q, ak5exy1iztbo0mqloqdwiag6i, db32f79l8p19q2g45g885t7xm, csqt518tes7ct8ht2yryes9g5, 2v12tmspdosmwic2h6itfz0x6, dej8tywq0npvbm25sfgtqur1m, 8o2hk1hy097osczjijmq4bsh5, 5f8ajd8cgyvmmdzr0lzi1gtii, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",4187747459,194,eu901b75l2ly5p48jdw6kwmad,4187636443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187636437,59,"1, 27, 7, 33, 28, 3, 8, 17, 25, 10, 14, 2, 5, 9, 11, 12, 20, 23, 22, 31, 32, 45, 77",4187747461,197,13165,4187636441,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533127055,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-04-14T17:13:13.079Z,2023-04-14T18:02:11Z,4187639353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187656673,194,alimpjocr7xtxu21sumg3b2l1,4187639343,59,"1, 18, 5, 2, 12, 4, 13, 16, 9, 27, 29, 3, 6, 10, 14, 19, 21, 25, 30, 34, 38",4187639355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187639339,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187639333,30,"1du03mqsc0o6i4e64n7pzr6ui, 30uqa3kfm23ickjssfhmwgdm1, 5pg02unrm16jaa8vt5ego9z6y, 7i9hjqjogg1iowfo4fu5zpcyd, zhnev5uetomme6rpisaa7wiy, b3gyml6d5i3lqxsnh072nhuqd, 3p95pudljhqzrnegmko7z56uh, aasoq3euk6e6zqhh08n0wocet, alimpjocr7xtxu21sumg3b2l1, 8j8encc4aqkh07ydce6hiaokp, 8z868vetpqyeatv2rtfwpsbje, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, d6rg9ntx9qa2eh8yiflbke1ux, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, 4fcmk1x7n95o7owons6mc5a1g, dzet4aycjrqmpv1lzp9ekqzje, a3pwwwba6td400zwqjpbf6pnu, dhb6r3msmmayy7v0b1gb40445",4187745359,197,917,4187639347,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148491,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-04-14T18:02:21.730Z,2023-04-14T18:02:21Z,4187752199,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148499,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-14T18:02:21.730Z,2023-04-14T18:02:24Z,4187752225,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148509,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,50,49.9,2023-04-14T18:02:21.866Z,2023-04-14T19:01:02Z,4187752253,141,49.5,4187752259,279,S,4187752249,56,Back,4187752255,212,1.7,4187752251,140,48.4,4187752257,213,3.3,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148541,4,1,1,0,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,48.1,51,2023-04-14T18:02:23.498Z,2023-04-14T18:02:25Z,4187752405,140,36.2,4187752407,141,50.6,4187752403,56,Back,4187752411,213,3.2,4187752409,212,12.5,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148615,5,1,1,0,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,36,50.7,2023-04-14T18:02:24.907Z,2023-04-14T18:02:28Z,4187752739,141,69.9,4187752735,56,Back,4187752737,140,20.3,4187752741,212,21.0,4187752743,213,2.5,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148643,6,1,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,0,23.8,90.8,2023-04-14T18:02:28.347Z,2023-04-14T18:02:30Z,4187752923,286,,4187752865,140,24.2,4187752919,233,3,4187752863,56,Back,4187752869,212,0.8,4187752871,213,1.0,4187752917,236,,4187752867,141,91.8,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148619,3,74,1,0,6,cv5ftekuejf0ryxvd5h2my47r,1,67.3,4,2023-04-14T18:02:28.348Z,2023-04-14T18:24:34Z,4187752943,233,6,4187752765,56,Right,4187752767,285,,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148753,7,1,1,0,9,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.4,93.3,2023-04-14T18:02:31.082Z,2023-04-14T18:02:37Z,4187753341,140,31.9,4187753353,213,4.7,4187753345,141,79.4,4187753349,212,9.5,4187753335,56,Back,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
