id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2500985713,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-27T18:15:45.223Z,2023-01-27T18:59:10Z,3996907791,30,"axhjtqfa2xxud2tdle8zfxrkl, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, b4a2wu8fdbrh5sirpv34hoewa, 5dxleurgfe6483pe7qvyc00es, 9oajgqqc9gkgbcz090it0tlhw, cp732f8tqz91xeahijtd35rd, 7c58hgy3g9gntpuqf5w5hpvu2, b1yxo0olp9c2ufh1l1qxsef9x, 4nz928h6p0nl8p161dxg55pn8, 12y6tmd1yr04c0ed2klslpwb9, 9knokmhy9zckjq0gv7txx9zsa, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, 7fhe8ij85yc4gz6v3zuq62l05, dineetneurorxpx1yv0v8tega, 17oeipaq6y7pvs42fpx9oy9uy, d8dlbd0v4595gguzgy6xs5jl6, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1, eybrr6zz7x6d1ftc7u4vphn85, 1hpmrfb0mbmevf9edj0o0bv56",3996907805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996907797,130,4,3996907795,59,"23, 5, 4, 17, 2, 25, 8, 30, 9, 7, 26, 6, 10, 11, 14, 21, 24, 28, 29, 33, 34, 35, 45",3996907793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996980397,197,16592,3996907801,194,8z4wdv767cv7ddqgrkz5txsrt,3996907799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500988301,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-01-27T18:24:24.198Z,2023-01-27T19:04:28Z,3996922257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996922247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996922251,130,8,3996922249,59,"1, 17, 5, 16, 4, 2, 10, 13, 21, 23, 8, 3, 6, 7, 12, 14, 18, 19, 29, 30, 38, 34",3996982099,197,917,3996922253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996922245,30,"1du03mqsc0o6i4e64n7pzr6ui, 72d57i3mfqxtbsmm196kdv0fd, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, d6rg9ntx9qa2eh8yiflbke1ux, 3p95pudljhqzrnegmko7z56uh, 4o1150mpv9nz55cwj9b0vblk9, a69sa0h7lgpmlav961cpejbe2, qgusrrldd48qxku8yna03ap5, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, 40l3vtezw1ofwk2occi4z5w45, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 30uqa3kfm23ickjssfhmwgdm1, 5et3jsqqhg08ykfqgdniq8fhm, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, dhb6r3msmmayy7v0b1gb40445, a3pwwwba6td400zwqjpbf6pnu",3996922255,194,b3gyml6d5i3lqxsnh072nhuqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000791,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-01-27T19:01:46.011Z,2023-01-27T19:01:48Z,3996985123,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000787,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-27T19:01:46.011Z,2023-01-27T19:01:46Z,3996985109,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000809,3,1,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,50.1,49.9,2023-01-27T19:01:46.111Z,2023-01-27T19:51:52Z,3996985187,141,49.3,3996985195,279,S,3996985193,213,3.2,3996985181,56,Back,3996985191,212,13.1,3996985183,140,37.6,,,,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000871,4,1,1,0,7,cv5ftekuejf0ryxvd5h2my47r,1,42.2,67.2,2023-01-27T19:01:53.298Z,2023-01-27T19:01:54Z,3996985489,140,28.0,3996985491,141,92.4,3996985495,213,2.3,3996985493,212,22.7,3996985487,56,Back,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000889,5,1,1,0,8,cv5ftekuejf0ryxvd5h2my47r,1,28,92.4,2023-01-27T19:01:54.274Z,2023-01-27T19:01:55Z,3996985559,56,Back,3996985567,141,67.4,3996985563,140,17.7,3996985575,213,4.1,3996985571,212,20.1,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000965,6,1,1,0,9,cv5ftekuejf0ryxvd5h2my47r,1,17.7,67.4,2023-01-27T19:01:55.090Z,2023-01-27T19:02:00Z,3996985915,140,20.9,3996985917,141,28.9,3996985913,56,Back,3996985919,212,26.4,3996985923,213,4.8,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001049,7,1,1,0,14,cv5ftekuejf0ryxvd5h2my47r,1,35.4,25.2,2023-01-27T19:02:00.050Z,2023-01-27T19:02:05Z,3996986241,140,34.6,3996986239,56,Back,3996986247,213,1.6,3996986249,1,,3996986245,212,33.0,3996986243,141,73.7,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001117,8,1,1,0,19,cv5ftekuejf0ryxvd5h2my47r,1,35.1,74.5,2023-01-27T19:02:05.578Z,2023-01-27T19:02:10Z,3996986581,140,37.1,3996986585,141,34.9,3996986577,56,Back,3996986591,213,4.8,3996986589,212,27.0,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
