id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486895691,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-20T12:38:13.160Z,2022-11-20T13:33:35Z,3922474227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922474221,130,8,3922474215,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 1l34qvjvar8qec3kbrg4rew2d, 9hz7j1p4f0d2hxyz2bdkbyk0l, 8cox96ikk1k4c24f0y5ef45x, 7dw3mexdcnel375y16vfl0g2y, 75o7fx1uwk6pavxbnqqx28y51, 5i0e7e59vav8ynqzt7qrvitt6, 9najgqcaamqj0qtiicuq9hey, 88csh50wwpanzfdvu7ia3x1ih, 7isjog4r71ahzypnhq3ki9xp1, daz1m0r5u8f0085jv25bdnoid, bw7s1zgz97p8szhn4shwkx2w9, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, b9apqidquztaojf6e3my6v7bp, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg",3922568741,197,17008,3922474225,194,1l34qvjvar8qec3kbrg4rew2d,3922474219,59,"1, 13, 25, 8, 3, 6, 32, 10, 9, 16, 11, 4, 5, 7, 14, 18, 19, 21, 22, 23, 24, 27, 36",3922474217,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922474223,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486896679,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-11-20T12:41:54.878Z,2022-11-20T13:33:45Z,3922479883,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922479893,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922479885,59,"1, 18, 28, 14, 6, 3, 10, 4, 20, 9, 22, 7, 8, 11, 13, 16, 17, 19, 23, 24, 25, 31",3922570537,197,1696,3922479891,194,1tmihr54maqj0h7785cg9ez56,3922479889,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922479887,130,18,3922479881,30,"7j7stqaomy8pnmzangrsyfahh, 1id5av4i7p6tmhf1vuigvlmvo, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 4d9yng69t6qbzfukdhcp0j1ii, f5pgdha5h37xytbk1zq8q710, 6gzpefxqcz2v4z95bnecilfpx, di46dv5smxql2bg7cw4a06wkq, 1tmihr54maqj0h7785cg9ez56, 70qjuubp69zw3d3p0hvunmi8l, 1amx0jc0ey5w1z9g3f3nb9t2i, 7kntrrc80dcadt8umvqf6qfe2, dsgea9ruo8blm2ppu19y1vod0, cktdin60q1omaa4gmjp08o76y, 37gw14qso08iq31lr2gerhb84, 3oy2ohmtfz74d81mnhidemuj8, 6smqledi9xrrhifu9yi87kf6x, 7plnzzirl3q10vucy37p7b6ui, dgrs9km0fikc46xchm02hbdka, 2ppvf1ywd1mxum1lgnn2pubdg, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913531,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-11-20T13:31:47.515Z,2022-11-20T13:31:48Z,3922572055,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913525,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-20T13:31:47.515Z,2022-11-20T13:31:47Z,3922572021,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913569,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,50,50,2022-11-20T13:31:47.615Z,2022-11-20T13:31:52Z,3922572221,213,3.3,3922572213,56,Back,3922572223,279,S,3922572219,212,25.9,3922572215,140,25.7,3922572217,141,43.2,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913593,4,1,1,0,7,bk5ltsueqmeng29eovd8m2tml,1,27,39.2,2022-11-20T13:31:55.088Z,2022-11-20T13:31:57Z,3922572357,56,Back,3922572365,213,1.3,3922572359,140,32.8,3922572363,212,20.6,3922572361,141,68.1,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913621,5,1,1,0,12,bk5ltsueqmeng29eovd8m2tml,1,56.1,89.3,2022-11-20T13:31:59.584Z,2022-11-20T13:32:00Z,3922572497,212,11.0,3922572499,213,5.3,3922572491,56,Center,3922572495,141,76.0,3922572493,140,62.0,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913651,6,1,1,0,12,bk5ltsueqmeng29eovd8m2tml,1,61.7,75.6,2022-11-20T13:32:00.400Z,2022-11-20T13:32:05Z,3922572659,213,1.1,3922572657,212,16.5,3922572651,56,Left,3922572653,140,68.6,3922572655,141,97.4,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913663,7,1,1,0,17,bk5ltsueqmeng29eovd8m2tml,0,72.2,90.2,2022-11-20T13:32:05.392Z,2022-11-20T13:32:08Z,3922572721,141,53.9,3922572713,2,,3922572725,213,5.3,3922572723,212,29.7,3922572717,56,Center,3922572719,140,88.0,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486913665,3,12,1,0,21,z9phg19papi9f5fd6qxzr836,1,14,48,2022-11-20T13:32:08.592Z,2022-11-20T13:32:25Z,3922572729,56,Back,3922573423,213,0.5,3922573417,140,46.4,3922573419,141,78.1,3922573421,212,39.7,,,,,,,,,,f5pgdha5h37xytbk1zq8q710,D. Koswal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
