id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,assist
2443863303,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-08T17:23:30.339Z,2022-08-09T08:27:13Z,3694385129,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3694432119,197,8653,3694385121,30,"b7owk879trwk2tu8ud574xq3u, 30uqa3kfm23ickjssfhmwgdm1, b4vrfh7z9qt9e5gdpkajrqolw, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, cwu5itv65s8p6zsalk3np4ic, cs49ec8y6cubrlo5nmu3j3jtg, ab17bik4y8ilv3ahe50a81ixg, 19wuvqpmewphgvsfzi4yjl756, a3pwwwba6td400zwqjpbf6pnu, 7s2zxbtepa7dgr8yl0s48afpw, cdlnfuy9piyga0wud4nrucvtg, 8i6cjao5lwxzaomilei61kbxm, 8o2iv0qhfft5pgzm75ckuo0es, 4oyjji4wqmuu3uia6htj0q1hw, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, b1h2eiqxic31ioxbs1zjd709g, 4nchc9z4464uhu3vveo0p73f8",3694385123,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3694385127,130,4,3694385125,59,"1, 2, 5, 10, 3, 4, 6, 8, 9, 7, 11, 14, 19, 21, 18, 20, 17, 16, 12, 15",3694385131,194,30uqa3kfm23ickjssfhmwgdm1,3694385133,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443866621,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-08-08T17:36:23.150Z,2022-08-08T18:04:43Z,3694431621,197,8970,3694403797,59,"12, 32, 21, 17, 3, 4, 7, 8, 10, 11, 9, 1, 14, 23, 24, 20, 27, 28, 31, 25, 26",3694403793,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, eke044f5xni8gdztggk6x4a1h, e4k6t8tld877pq2s0e1vo5p4a, 90rgtmdx8g43vz2pvp0hxotwq, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 6clycir6laxvycsr4yjh9iwa1, 3usiruyhxf6p9lkiz5qeytze2, eog43l8hrs7pbza9bmwu0p2sq, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 1dljhkcvmodqq9u1w8iv145m2, ebi648jr4h7usxc63i4ji3k0k, 966zp0zv6513cnn3q2t6xvtyi, 88m6s6m8ep0p3fropim4ttcoa, 4zqx19johgupgg6g78tm29a8k, 4tykt5bdc57s72muk46dfaq6s",3694403803,194,7d9x6ojih9obktxl3fnrjskk4,3694403799,130,2,3694403801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3694403795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3694403805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872055,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-08T18:02:47.820Z,2022-08-08T18:02:47Z,3694435033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872065,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-08-08T18:02:47.820Z,2022-08-08T18:02:49Z,3694435077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872087,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50,50,2022-08-08T18:02:47.920Z,2022-08-08T18:02:54Z,3694435221,279,S,3694435217,212,15.0,3694435215,141,58.7,3694435211,56,Back,3694435213,140,36.9,3694435219,213,2.7,,,,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887533,442,61,1,0,4,bqm1bnp1bh2apyudlz1o1whr3,1,33.2,57.8,2022-08-08T18:02:51.820Z,2022-08-08T18:50:05Z,3694524697,56,Back,,,,,,,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872101,4,1,1,0,5,bqm1bnp1bh2apyudlz1o1whr3,0,29.9,58.7,2022-08-08T18:02:53.456Z,2022-08-08T18:50:16Z,3694435317,1,,3694435295,155,,3694435313,213,5.8,3694435307,141,11.6,3694435299,56,Right,3694435309,212,63.0,3694435303,140,81.6,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887611,446,61,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,1,29.1,80.2,2022-08-08T18:02:54.820Z,2022-08-08T18:50:26Z,3694525149,56,Back,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872109,5,43,1,0,10,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-08-08T18:02:58.792Z,2022-08-08T19:06:59Z,3694435359,56,Right,3694435365,212,7.5,3694435367,213,5.0,3694435363,141,6.4,3694544911,144,1,3694435361,140,86.2,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443872133,6,3,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,0,82.6,9.4,2022-08-08T18:02:59.359Z,2022-08-08T18:06:31Z,3694435509,286,,3694441489,233,3,3694435507,56,Right,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
