id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2478291495,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-10-28T17:16:13.194Z,2022-10-28T18:19:50Z,3877387569,194,c9shc6t28oroqthopifjvg9ux,3877387567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877474373,197,536,3877387559,30,"1ljgis575ujto4361ed15w0r9, 8tepha2kd43sp9jtafxuf209h, c9pmoa9m23jh5emy6w4olm3xm, 4qj88r9cjfbu05ly92vfhpi39, 1s50ua48peo4wd0o7unmps06h, 7f7zwd6c14rr59u9al3naenkl, 3epda2hg43s8uxvf9xno74d4a, btm3mtkmwofz1dgcdsew1kmp5, c9shc6t28oroqthopifjvg9ux, bgzkdepav40x6focwuaf9qxre, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, dsi2wezhn07auutl4wzckh6uh, 49xsd6e4oyjrhtwsdbdm4rj84, 7797kpi7lkhc9dasfxuv9h7f9, 3apsq2r6q8lzdat7sy5h6tmqy, 2wuprdfbbn9mo0paqr5tm7bop, 2yivr64anye4c0p62m16l78yc, 2ngb4008t58dvor5qnh1nj6ga, 3of6006vsu0udxkyhw65ga0pg, 6eccwl9cpgmq7pp6d90lbi6wa",3877387563,59,"21, 4, 20, 8, 23, 3, 26, 11, 9, 29, 7, 1, 44, 6, 14, 15, 27, 25, 31, 18, 36",3877387561,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877387565,130,4,3877387571,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478295985,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-10-28T17:29:47.415Z,2022-10-28T18:00:44Z,3877474453,197,2842,3877412113,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877412115,59,"1, 2, 5, 10, 3, 14, 8, 6, 9, 7, 11, 23, 18, 21, 19, 17, 16, 15, 24, 31, 12",3877412111,30,"790v7fu7f2s40e160mlrb6dt6, 84isfq4ix06ebaf7a7jcvd9wq, ealh7n21gctxxw5ol3l3yxzze, dodkgckgbecal0vivr1jf0hzo, c6i4usq34m3389rtbqptahrai, 1kuswan9lk455u02x1ff389re, c3akpx5mnexpkslo0sqqezsru, ed5sclhs7op7a2mdvetub4dwq, 4lsj3yc6adimhltkab6tzfj84, 5nhideyjwp2347ryi1n9wfq50, 2n5747kdxok0ifg5o37336plg, ah3d8xugrx3pqaqxcmg06iyok, 1s1c0w7we8oouklrwshie0iz8, 8r3k1iuul274c0ha0vy90jys, 6h42yb9i7kxszd3udw7ccxus4, enyk37znns1ie2djrh4y3uck4, deb7ysp5fwiouttlarstuxgyc, asvxbmdd5j5tlz2fo1jpcrrx0, 55nra47i364xh4jpkmo93rzai, et56bifus2obkmtcwzhqpzxn8, cvobl9pqqtj7hrgtu28grvdre",3877412121,194,ed5sclhs7op7a2mdvetub4dwq,3877412125,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877412117,130,4,3877412119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309705,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-10-28T18:03:07.105Z,2022-10-28T18:03:07Z,3877480855,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309697,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-10-28T18:03:07.105Z,2022-10-28T18:03:07Z,3877480813,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309717,3,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,49.9,49.7,2022-10-28T18:03:07.205Z,2022-10-28T18:03:09Z,3877480913,212,25.4,3877480915,213,2.7,3877480911,141,66.4,3877480917,279,S,3877480907,56,Back,3877480909,140,28.3,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309745,4,1,1,0,2,ch82doz9w9t1sw9ae3a4ffh0j,1,28.3,66.4,2022-10-28T18:03:09.285Z,2022-10-28T18:03:12Z,3877481029,56,Back,3877481037,213,4.6,3877481031,140,26.9,3877481035,212,17.5,3877481033,141,40.7,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309779,5,1,1,0,4,ch82doz9w9t1sw9ae3a4ffh0j,1,27.2,33.3,2022-10-28T18:03:11.957Z,2022-10-28T18:03:15Z,3877481203,213,4.8,3877481201,212,17.7,3877481195,56,Back,3877481199,141,7.4,3877481197,140,29.3,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309805,6,1,1,0,7,ch82doz9w9t1sw9ae3a4ffh0j,1,29.7,13.8,2022-10-28T18:03:15.077Z,2022-10-28T18:03:17Z,3877481327,213,2.0,3877481319,56,Back,3877481323,141,31.8,3877481321,140,24.2,3877481325,212,13.5,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309845,7,1,1,0,10,ch82doz9w9t1sw9ae3a4ffh0j,1,24.4,34.8,2022-10-28T18:03:17.189Z,2022-10-28T18:03:21Z,3877481543,56,Back,3877481551,213,1.7,3877481545,140,21.7,3877481547,141,63.1,3877481549,212,19.5,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309875,8,1,1,0,13,ch82doz9w9t1sw9ae3a4ffh0j,0,21.1,71.4,2022-10-28T18:03:20.886Z,2022-10-28T18:03:24Z,3877481719,56,Back,3877481717,155,,3877481723,141,77.8,3877481727,213,0.2,3877481725,212,25.1,3877481721,140,44.6,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309891,3,1,1,0,16,7rmv5ns2rj7bn4otpkur0mx0x,0,55.1,17.6,2022-10-28T18:03:23.994Z,2022-10-28T18:03:25Z,3877481833,212,14.0,3877481831,141,14.3,3877481835,213,6.1,3877481825,3,,3877481827,56,Right,3877481829,140,68.3,,,,,,,1s50ua48peo4wd0o7unmps06h,F. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309927,9,1,1,0,19,ch82doz9w9t1sw9ae3a4ffh0j,0,38.1,61.2,2022-10-28T18:03:26.341Z,2022-10-28T18:03:32Z,3877482081,213,1.9,3877482075,140,29.8,3877482071,3,,3877482073,56,Back,3877482079,212,29.0,3877482077,141,100.0,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310009,4,5,1,0,21,7rmv5ns2rj7bn4otpkur0mx0x,1,70.6,-1.8,2022-10-28T18:03:28.528Z,2022-10-28T19:06:05Z,3877482555,233,10,3877482523,347,,3877482521,56,Right,,,,,,,,,,,,,,,,1s50ua48peo4wd0o7unmps06h,F. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309933,10,5,1,0,21,ch82doz9w9t1sw9ae3a4ffh0j,0,29.4,101.8,2022-10-28T18:03:28.528Z,2022-10-28T18:03:37Z,3877482565,233,4,3877482093,56,Back,3877482095,347,,,,,,,,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310029,5,1,1,0,29,7rmv5ns2rj7bn4otpkur0mx0x,1,71,0,2022-10-28T18:03:36.297Z,2022-10-28T18:03:38Z,3877482649,213,1.0,3877482647,212,30.3,3877482639,107,,3877482651,1,,3877482643,140,87.2,3877482641,56,Center,3877482645,141,35.1,,,,1s50ua48peo4wd0o7unmps06h,F. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310047,6,1,1,0,31,7rmv5ns2rj7bn4otpkur0mx0x,0,87.2,35.1,2022-10-28T18:03:38.617Z,2022-10-28T18:03:40Z,3877482763,140,84.1,3877482769,213,2.3,3877482767,212,5.0,3877482765,141,40.6,3877482761,56,Center,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310131,11,12,1,0,33,ch82doz9w9t1sw9ae3a4ffh0j,1,19.9,62,2022-10-28T18:03:40.421Z,2022-10-28T18:03:47Z,3877483201,140,44.9,3877483205,212,33.8,3877483199,56,Back,3877483207,213,5.6,3877483203,141,30.6,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478311305,14,3,1,0,38,7rmv5ns2rj7bn4otpkur0mx0x,0,68,71.4,2022-10-28T18:03:45.977Z,2022-10-28T18:05:29Z,3877489173,286,,3877489171,56,Center,3877489381,233,12,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310135,12,7,1,0,38,ch82doz9w9t1sw9ae3a4ffh0j,0,32,28.6,2022-10-28T18:03:45.978Z,2022-10-28T18:05:29Z,3877483221,56,Back,3877489343,233,14,3877488661,285,,,,,,,,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310163,7,1,1,0,39,7rmv5ns2rj7bn4otpkur0mx0x,1,64.4,61.7,2022-10-28T18:03:46.760Z,2022-10-28T18:05:30Z,3877483367,212,11.3,3877483369,213,4.7,3877483363,140,63.9,3877483361,56,Center,3877483365,141,45.1,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310179,8,1,1,0,42,7rmv5ns2rj7bn4otpkur0mx0x,0,63.9,44.6,2022-10-28T18:03:49.768Z,2022-10-28T18:03:50Z,3877483439,56,Center,3877483443,141,21.3,3877483447,213,5.1,3877483445,212,17.2,3877483441,140,70.3,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310171,13,8,1,0,42,ch82doz9w9t1sw9ae3a4ffh0j,1,24.9,74.5,2022-10-28T18:03:49.973Z,2022-10-28T18:03:50Z,3877483391,56,Back,,,,,,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310183,14,49,1,0,44,ch82doz9w9t1sw9ae3a4ffh0j,1,31.2,67.8,2022-10-28T18:03:51.142Z,2022-10-28T18:03:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310263,15,1,1,0,44,ch82doz9w9t1sw9ae3a4ffh0j,1,33.8,68.4,2022-10-28T18:03:51.943Z,2022-10-28T18:03:59Z,3877483879,213,0.7,3877483877,212,18.2,3877483873,140,46.8,3877483871,56,Back,3877483875,141,86.0,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310307,16,1,1,0,52,ch82doz9w9t1sw9ae3a4ffh0j,1,64.1,88.1,2022-10-28T18:03:59.525Z,2022-10-28T18:04:03Z,3877484109,212,20.7,3877484107,141,90.5,3877484105,140,44.4,3877484111,213,3.1,3877484103,56,Back,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310329,17,1,1,0,56,ch82doz9w9t1sw9ae3a4ffh0j,1,54.4,85.7,2022-10-28T18:04:03.221Z,2022-10-28T18:04:06Z,3877484231,213,0.5,3877484225,140,66.0,3877484223,56,Left,3877484229,212,13.7,3877484227,141,95.0,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310349,9,45,1,0,59,7rmv5ns2rj7bn4otpkur0mx0x,0,34.8,8.2,2022-10-28T18:04:06.758Z,2022-10-28T18:05:10Z,3877484307,285,,3877484305,56,Back,3877484395,233,18,,,,,,,,,,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310361,18,3,1,0,59,ch82doz9w9t1sw9ae3a4ffh0j,1,65.2,91.8,2022-10-28T18:04:06.758Z,2022-10-28T18:04:10Z,3877484365,286,,3877484363,56,Left,3877484379,233,9,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310375,19,1,1,1,3,ch82doz9w9t1sw9ae3a4ffh0j,1,61,89.7,2022-10-28T18:04:10.118Z,2022-10-28T18:04:12Z,3877484451,212,57.7,3877484455,1,,3877484443,196,,3877484441,155,,3877484445,56,Right,3877484453,213,5.0,3877484447,140,78.8,3877484449,141,9.4,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310379,20,61,1,1,4,ch82doz9w9t1sw9ae3a4ffh0j,0,78.8,9.4,2022-10-28T18:04:12.101Z,2022-10-28T18:04:12Z,3877484473,56,Right,,,,,,,,,,,,,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310383,10,49,1,1,5,7rmv5ns2rj7bn4otpkur0mx0x,1,25.4,78.2,2022-10-28T18:04:13.048Z,2022-10-28T18:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310531,11,4,1,1,16,7rmv5ns2rj7bn4otpkur0mx0x,1,58.4,95.4,2022-10-28T18:04:23.973Z,2022-10-28T18:04:26Z,3877485347,56,Left,3877485349,152,,3877485359,233,21,3877485343,13,,3877485351,286,,3877485345,294,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
