id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2517889887,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-03-10T18:04:57.571Z,2023-03-10T18:59:29Z,4086171923,197,2125,4085999647,194,abgzge9xy445z8rdwa2mcapqt,4085999649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4085999643,130,8,4085999641,59,"1, 22, 28, 6, 4, 20, 11, 23, 17, 14, 33, 16, 18, 21, 24, 25, 27, 29, 31, 32, 37, 44, 45",4085999645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4085999639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4085999637,30,"cf70r39m2wgbijtw0co5t6yfp, abgzge9xy445z8rdwa2mcapqt, 3yq9brnhlfinrzrfbzcv99nmd, 7flz5rsy2e31gbd8udiqg14gl, 62ft9dfhds3wn0dv650d4gkph, 969cpy2geokwer9gjapk7zj3e, 1j33nixshgkkdwjjnuafknahh, 7b4jmfu1ejoeci2zmvwuejnys, 3h7rkufywz6c2aye1l5b0ihp0, 5curv1gquatwkxsin86fghvkk, ds0hd4ezvb5rw6l95rhbxtq1g, 1chxk7d4i11x2f16igblexgyc, 96j7klvrblmkwsprx0wk81b10, 1n0syrrxf9x7neh3tn19sc89h, cglskkkycbja9rjybhui9hdrd, 117h1l06g6f9osjp3pbb4tvro, 8eribncmewk65x40tn7pvqymt, 56i6rp74me1bdnqz1hzilzyfo, es1ohgwfiwq5f9mx2887zul90, g16sstb2lz1ru2hsba2ml6ju, ck7e2h6thujvs1j9663xsy6ms, 8jm8a7w3a5b5nzikcom7cvf2s, 7dj1tr37jtrr32cyw6r1dukus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517893731,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-10T18:11:45.587Z,2023-03-10T19:07:32Z,4086020135,194,6gzpefxqcz2v4z95bnecilfpx,4086020131,130,8,4086020125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086020139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086020133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086020137,197,1696,4086020123,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, 9pqchkq64o53knk75ruq5g3x1, awxjnhn762q09xe59hozfjsa1, 4d9yng69t6qbzfukdhcp0j1ii, 31u2tk3aha04kwphoucf4ze5m, cktdin60q1omaa4gmjp08o76y, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, pd5ksvrqxmxsuvfeenz0fqzu, 7kntrrc80dcadt8umvqf6qfe2, 20ib1q65ul2h570xl6jpcx1jo, 1ufzkfjcl53jun67ctdkxv3tg, agq99f6ckq6xnp296qmts2acp, di46dv5smxql2bg7cw4a06wkq, dsgea9ruo8blm2ppu19y1vod0, 37gw14qso08iq31lr2gerhb84, 7plnzzirl3q10vucy37p7b6ui, 2ppvf1ywd1mxum1lgnn2pubdg, cjuzhcgsj4mwwr4evn823hivp, 1evsz02au0pu4a1tmzn5s27hm",4086020129,59,"1, 12, 5, 27, 6, 14, 11, 10, 9, 22, 7, 26, 25, 2, 4, 8, 13, 19, 24, 28, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923087,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-10T19:01:16.588Z,2023-03-10T19:01:16Z,4086176577,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923091,3,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-03-10T19:01:16.588Z,2023-03-10T19:01:19Z,4086176593,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923129,3,43,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-10T19:01:16.688Z,2023-03-10T19:01:37Z,4086176735,213,3.1,4086176731,141,50.7,4086176737,279,S,4086176733,212,17.2,4086177479,144,1,4086176727,56,Back,4086176729,140,33.5,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517936777,138,1,1,0,1,z9phg19papi9f5fd6qxzr836,0,49.9,49.9,2023-03-10T19:01:17.805Z,2023-03-10T21:33:53Z,4086771669,279,S,4086771455,140,34.2,4086771461,213,3.3,4086771459,212,16.6,4086771457,141,47.0,4086247379,56,Back,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923339,4,5,1,0,27,z9phg19papi9f5fd6qxzr836,0,85.6,101.4,2023-03-10T19:01:44.568Z,2023-03-10T21:09:56Z,4086177881,347,,4086177879,56,Left,4086178399,233,4,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923441,4,5,1,0,27,xcevba75jfkrg4s6tl89zl3y,1,14.4,-1.4,2023-03-10T19:01:44.568Z,2023-03-10T19:01:54Z,4086178383,233,4,4086178357,347,,4086178355,56,Back,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923467,5,1,1,0,37,xcevba75jfkrg4s6tl89zl3y,0,16.3,0,2023-03-10T19:01:54.195Z,2023-03-10T19:01:57Z,4086178497,141,8.9,4086178495,140,39.6,4086178503,1,,4086178499,212,25.5,4086178493,56,Back,4086178491,107,,4086178501,213,0.3,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923515,5,1,1,0,40,z9phg19papi9f5fd6qxzr836,0,48.3,81.6,2023-03-10T19:01:56.920Z,2023-03-10T19:02:04Z,4086178783,3,,4086178789,141,99.8,4086178793,213,2.3,4086178787,140,37.3,4086178785,56,Back,4086178791,212,16.9,,,,,,,awxjnhn762q09xe59hozfjsa1,Ş. Çetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
