id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2527277823,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-02T09:33:42.097Z,2023-04-02T10:24:26Z,4156531339,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156639279,197,18815,4156531335,30,"ckx9rplhgmncmcxs0a1z7n6qd, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 7dw3mexdcnel375y16vfl0g2y, 684nd3xjli51z43pbla0mwa21, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 88csh50wwpanzfdvu7ia3x1ih, etvamcwttnlg4sfxfulgzm7yt, amasl6wz90pv9kkbx3kihj7bp, eqkwzp959s8q71lwaoygv9eui, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, 39f4hnokkp81ucrkx5bo5sjdg, 9v66i03qf0gnn9iserl551wyc, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",4156531347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156531349,194,8cox96ikk1k4c24f0y5ef45x,4156531343,130,10,4156531353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156531341,59,"21, 13, 25, 4, 10, 6, 32, 29, 7, 9, 11, 1, 14, 20, 22, 23, 24, 36, 31, 42, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527277839,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-02T09:33:45.110Z,2023-04-02T10:53:48Z,4156531455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156531445,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156531449,130,8,4156531451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156531447,59,"1, 18, 45, 6, 15, 24, 20, 22, 9, 11, 17, 41, 2, 4, 10, 14, 19, 31, 21, 42",4156634107,197,13167,4156531453,194,4jvk1ex8dsjj498vqzqhfmqxh,4156531443,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, 4fbaxgikw7z9sfhuz6vvnfmxh, abgkpku77iidahswqpvce5gtm, 8zj8e6ovo1bt0d67klra3yh3o, aynwkpiteltfei3x5txm84opg, 4lf5375rzyy400rabvwgbcbmx, 5362zl678ibx1md2kk6t4r47o, 74x54r0698ug6gzk9jwd86pxx, b9l12zfckbywukn3ll0vok6lm, 7im2vvrm1xw2y9gds4izmoff8, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, 7afaygi7b8fmxr885zaezaay1, 7eq1j570gbj6tzw9d1btzwnis, 97i465n07uip7fnpw82v554b8, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 8g5ms6uacdkgfcbxt4crlr4ve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527296953,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-02T10:17:01.749Z,2023-04-02T10:17:05Z,4156641183,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527296935,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-04-02T10:17:01.749Z,2023-04-02T10:17:01Z,4156641117,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527296965,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,50,50,2023-04-02T10:17:02.566Z,2023-04-02T10:17:29Z,4156642581,279,S,4156641215,213,2.6,4156641209,141,74.7,4156641207,140,24.8,4156641205,56,Back,4156641211,212,31.3,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297055,4,1,1,0,6,bk5ltsueqmeng29eovd8m2tml,1,25,74.1,2023-04-02T10:17:08.055Z,2023-04-02T10:17:13Z,4156641679,140,66.2,4156641689,213,5.6,4156641691,1,,4156641685,212,55.7,4156641675,56,Center,4156641671,157,,4156641681,141,22.5,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297063,5,50,1,0,11,bk5ltsueqmeng29eovd8m2tml,1,64.8,18,2023-04-02T10:17:13.381Z,2023-04-02T10:17:21Z,4156642101,233,5,4156641709,286,,4156641707,56,Right,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297141,5,7,1,0,11,eh54mfvjtrttgsg1wbjnvxcqz,1,35.2,82,2023-04-02T10:17:13.382Z,2023-04-02T10:17:20Z,4156642039,56,Back,4156642069,233,5,4156642041,285,,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297067,3,49,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,1,40.6,81.2,2023-04-02T10:17:13.785Z,2023-04-02T10:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297089,4,1,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,0,41.2,83,2023-04-02T10:17:14.608Z,2023-04-02T10:17:17Z,4156641815,213,6.2,4156641817,1,,4156641811,141,79.1,4156641805,157,,4156641813,212,25.4,4156641807,56,Left,4156641809,140,65.3,,,,8q7ovzvqctqchirpf083d46ei,D. Gyamfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
