id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist
2491608533,4,1,1,0,13,6lzy9iiqoysvtdsgx719fng9n,1,43.9,12.8,2022-12-15T19:03:19.255Z,2022-12-15T19:03:21Z,3947440973,212,33.9,3947440977,1,,3947440975,213,2.0,3947440967,56,Back,3947440971,141,58.2,3947440969,140,30.6,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608563,5,1,1,0,14,6lzy9iiqoysvtdsgx719fng9n,1,30.5,61.8,2022-12-15T19:03:20.895Z,2022-12-15T19:03:24Z,3947441091,141,39.8,3947441083,56,Back,3947441087,140,29.3,3947441099,213,4.6,3947441095,212,15.0,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608599,6,1,1,0,18,6lzy9iiqoysvtdsgx719fng9n,1,32.7,35.5,2022-12-15T19:03:24.191Z,2022-12-15T19:03:26Z,3947441257,140,31.9,3947441261,212,17.1,3947441255,56,Back,3947441259,141,60.6,3947441265,213,1.6,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608627,7,1,1,0,20,6lzy9iiqoysvtdsgx719fng9n,1,31.9,67.5,2022-12-15T19:03:26.759Z,2022-12-15T19:03:29Z,3947441391,213,1.2,3947441389,212,17.6,3947441385,140,37.7,3947441387,141,91.8,3947441383,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608651,8,1,1,0,23,6lzy9iiqoysvtdsgx719fng9n,1,38.6,83.8,2022-12-15T19:03:29.623Z,2022-12-15T19:03:32Z,3947441531,213,0.1,3947441527,141,86.9,3947441523,56,Left,3947441525,140,66.3,3947441529,212,29.2,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608705,9,1,1,0,26,6lzy9iiqoysvtdsgx719fng9n,1,66.8,84.8,2022-12-15T19:03:32.703Z,2022-12-15T19:03:45Z,3947441749,141,94.2,3947441745,56,Left,3947441747,140,78.4,3947441757,213,0.5,3947441753,212,13.8,,,,,,,,,,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608711,10,61,1,0,30,6lzy9iiqoysvtdsgx719fng9n,0,74.3,90.3,2022-12-15T19:03:36.496Z,2022-12-15T19:17:28Z,3947441779,56,Left,,,,,,,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608691,8,49,1,0,31,2xlnfgrl6r18ftv38unwp7h4s,1,25.2,2.2,2022-12-15T19:03:37.579Z,2022-12-15T19:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608735,9,1,1,0,34,2xlnfgrl6r18ftv38unwp7h4s,1,24.9,2.6,2022-12-15T19:03:40.731Z,2022-12-15T19:03:42Z,3947441899,140,15.6,3947441897,56,Back,3947441901,141,17.0,3947441903,212,13.8,3947441905,213,2.4,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608757,10,1,1,0,36,2xlnfgrl6r18ftv38unwp7h4s,1,15.6,17.6,2022-12-15T19:03:42.779Z,2022-12-15T19:03:45Z,3947442047,141,48.1,3947442043,56,Back,3947442049,212,22.9,3947442045,140,6.4,3947442051,213,2.0,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608771,11,1,1,0,39,2xlnfgrl6r18ftv38unwp7h4s,0,6.4,48.1,2022-12-15T19:03:45.468Z,2022-12-15T19:53:30Z,3947442113,140,31.0,3947442117,212,33.9,3947442115,141,80.4,3947442119,213,0.7,3947442111,56,Back,3947442121,1,,,,,,,,d5v47kueisvcjjz4f69m83sut,J. Drommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608793,11,49,1,0,43,6lzy9iiqoysvtdsgx719fng9n,1,48.9,17.9,2022-12-15T19:03:49.183Z,2022-12-15T19:03:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608809,12,1,1,0,43,6lzy9iiqoysvtdsgx719fng9n,1,48.9,17.9,2022-12-15T19:03:49.417Z,2022-12-15T19:03:51Z,3947442291,212,9.0,3947442293,213,1.6,3947442287,140,48.9,3947442285,56,Back,3947442289,141,31.2,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608813,13,3,1,0,44,6lzy9iiqoysvtdsgx719fng9n,0,60.2,31.8,2022-12-15T19:03:50.317Z,2022-12-15T19:54:03Z,3947442315,56,Center,3947442357,233,12,3947442317,286,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608807,12,7,1,0,44,2xlnfgrl6r18ftv38unwp7h4s,0,39.8,68.2,2022-12-15T19:03:50.318Z,2022-12-15T19:03:52Z,3947442327,233,13,3947442271,56,Back,3947442273,285,,,,,,,,,,,,,,,,,wlltloe6hbe8hin3hix0366s,M. Dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608839,14,1,1,0,46,6lzy9iiqoysvtdsgx719fng9n,1,58.8,24.7,2022-12-15T19:03:52.515Z,2022-12-15T19:54:06Z,3947442437,141,21.8,3947442433,140,75.9,3947442441,213,6.2,3947442439,212,18.1,3947442431,56,Center,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608841,15,1,1,0,47,6lzy9iiqoysvtdsgx719fng9n,0,85,24.8,2022-12-15T19:03:53.355Z,2022-12-15T19:55:15Z,3947570863,212,1.5,3947442447,56,Center,3947570865,213,0.8,3947570873,236,,3947570861,141,26.4,3947570875,233,13,3947570879,286,,3947570859,140,86.0,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608833,13,74,1,0,47,2xlnfgrl6r18ftv38unwp7h4s,1,22.4,77.8,2022-12-15T19:03:53.356Z,2022-12-15T19:53:55Z,3947570923,233,15,3947442415,285,,3947442413,56,Back,,,,,,,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608835,14,49,1,0,48,2xlnfgrl6r18ftv38unwp7h4s,1,21,79.8,2022-12-15T19:03:54.124Z,2022-12-15T19:03:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608843,15,1,1,0,48,2xlnfgrl6r18ftv38unwp7h4s,1,21,79.8,2022-12-15T19:03:54.219Z,2022-12-15T19:03:57Z,3947442475,140,33.4,3947442479,212,18.1,3947442473,56,Back,3947442477,141,98.3,3947442481,213,0.8,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608847,16,3,1,0,50,2xlnfgrl6r18ftv38unwp7h4s,0,42.6,97.6,2022-12-15T19:03:56.988Z,2022-12-15T19:04:00Z,3947442499,286,,3947442497,56,Back,3947442623,233,16,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608865,16,7,1,0,50,6lzy9iiqoysvtdsgx719fng9n,1,57.4,2.4,2022-12-15T19:03:56.989Z,2022-12-15T19:04:05Z,3947442575,56,Right,3947442579,285,,3947442607,233,16,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608861,17,43,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-12-15T19:03:59.051Z,2022-12-15T19:04:01Z,3947442547,56,Back,3947442661,144,61,,,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608891,17,5,1,0,53,6lzy9iiqoysvtdsgx719fng9n,0,57.6,-1.1,2022-12-15T19:03:59.869Z,2022-12-15T19:16:30Z,3947442815,361,,3947442757,56,Right,3947442759,347,,3947478729,233,18,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608873,18,5,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,1,42.4,101.1,2022-12-15T19:03:59.869Z,2022-12-15T19:16:26Z,3947478715,233,17,3947442641,347,,3947442639,56,Back,3947442643,361,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608923,19,1,1,1,1,2xlnfgrl6r18ftv38unwp7h4s,1,35.6,100,2022-12-15T19:04:07.340Z,2022-12-15T19:04:09Z,3947442917,212,7.1,3947442913,140,31.7,3947442915,141,93.0,3947442919,213,4.1,3947442909,107,,3947442911,56,Back,,,,,,,wlltloe6hbe8hin3hix0366s,M. Dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608931,20,1,1,1,3,2xlnfgrl6r18ftv38unwp7h4s,1,34.2,95,2022-12-15T19:04:09.852Z,2022-12-15T19:04:11Z,3947442963,56,Back,3947442967,141,96.8,3947442971,213,3.1,3947442969,212,24.6,3947442965,140,10.8,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608949,21,1,1,1,5,2xlnfgrl6r18ftv38unwp7h4s,1,11.3,94.5,2022-12-15T19:04:11.148Z,2022-12-15T19:04:15Z,3947443115,213,4.4,3947443101,56,Back,3947443107,141,64.7,3947443111,212,21.5,3947443103,140,4.4,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491608977,22,1,1,1,9,2xlnfgrl6r18ftv38unwp7h4s,1,6.6,57.9,2022-12-15T19:04:15.196Z,2022-12-15T19:04:17Z,3947443267,140,5.9,3947443271,212,12.2,3947443265,56,Back,3947443269,141,40.0,3947443273,213,4.7,,,,,,,,,,d5v47kueisvcjjz4f69m83sut,J. Drommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609029,23,1,1,1,11,2xlnfgrl6r18ftv38unwp7h4s,1,6.2,39.1,2022-12-15T19:04:17.324Z,2022-12-15T19:04:22Z,3947443487,212,28.9,3947443483,140,18.6,3947443485,141,1.1,3947443489,213,5.2,3947443481,56,Back,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609033,24,50,1,1,15,2xlnfgrl6r18ftv38unwp7h4s,1,21.8,7.1,2022-12-15T19:04:21.980Z,2022-12-15T19:54:13Z,3947571233,233,18,3947443511,285,,3947443509,56,Back,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609099,18,7,1,1,15,6lzy9iiqoysvtdsgx719fng9n,1,78.2,92.9,2022-12-15T19:04:21.981Z,2022-12-15T19:55:46Z,3947443837,233,24,3947443825,286,,3947443823,56,Left,,,,,,,,,,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609073,25,1,1,1,19,2xlnfgrl6r18ftv38unwp7h4s,0,10.4,1.6,2022-12-15T19:04:25.085Z,2022-12-15T19:04:28Z,3947443691,213,0.2,3947443681,155,,3947443687,141,16.0,3947443693,1,,3947443683,56,Right,3947443689,212,58.9,3947443685,140,65.7,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609101,19,49,1,1,24,6lzy9iiqoysvtdsgx719fng9n,1,35.7,72.4,2022-12-15T19:04:30.962Z,2022-12-15T19:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609127,20,1,1,1,25,6lzy9iiqoysvtdsgx719fng9n,1,35.7,72.4,2022-12-15T19:04:31.153Z,2022-12-15T19:04:34Z,3947443953,56,Back,3947443957,141,53.9,3947443961,213,3.6,3947443955,140,11.8,3947443959,212,28.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609169,21,1,1,1,27,6lzy9iiqoysvtdsgx719fng9n,1,12.7,41.9,2022-12-15T19:04:33.914Z,2022-12-15T19:04:38Z,3947444197,56,Center,3947444195,155,,3947444205,141,22.1,3947444209,212,48.5,3947444201,140,57.1,3947444217,1,,3947444213,213,6.0,,,,3e8tsv4mzm75peokuw38d8jmy,C. Setford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609175,22,61,1,1,31,6lzy9iiqoysvtdsgx719fng9n,0,52.3,21.8,2022-12-15T19:04:37.763Z,2022-12-15T19:17:23Z,3947444233,56,Center,,,,,,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609181,27,1,1,1,32,2xlnfgrl6r18ftv38unwp7h4s,0,48.1,57.5,2022-12-15T19:04:38.829Z,2022-12-15T19:54:33Z,3947571705,156,,3947444257,141,50.3,3947444253,56,Back,3947444255,140,46.0,3947444259,212,5.4,3947444261,213,4.3,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609167,26,49,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,1,45.9,42.5,2022-12-15T19:04:42.686Z,2022-12-15T19:54:39Z,,,,,,,,,,,,,,,,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609209,28,3,1,1,37,2xlnfgrl6r18ftv38unwp7h4s,0,57.7,40.6,2022-12-15T19:04:43.293Z,2022-12-15T19:04:47Z,3947444427,286,,3947444661,233,24,3947444425,56,Center,,,,,,,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609245,24,7,1,1,37,6lzy9iiqoysvtdsgx719fng9n,1,42.3,59.4,2022-12-15T19:04:43.294Z,2022-12-15T19:04:47Z,3947444633,233,28,3947444611,285,,3947444609,56,Back,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609207,23,61,1,1,37,6lzy9iiqoysvtdsgx719fng9n,0,45.7,47.3,2022-12-15T19:04:43.411Z,2022-12-15T19:56:10Z,3947444423,56,Back,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609253,25,49,1,1,40,6lzy9iiqoysvtdsgx719fng9n,1,41.4,64.3,2022-12-15T19:04:46.491Z,2022-12-15T19:04:46Z,,,,,,,,,,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609273,26,1,1,1,41,6lzy9iiqoysvtdsgx719fng9n,1,41,52.4,2022-12-15T19:04:47.081Z,2022-12-15T19:04:49Z,3947444763,213,4.2,3947444759,141,26.4,3947444755,56,Back,3947444761,212,20.8,3947444757,140,30.6,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609303,27,1,1,1,43,6lzy9iiqoysvtdsgx719fng9n,1,29.9,23.1,2022-12-15T19:04:49.626Z,2022-12-15T19:04:52Z,3947444907,56,Back,3947444911,141,45.7,3947444915,213,2.5,3947444913,212,24.4,3947444909,140,11.8,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609337,28,1,1,1,46,6lzy9iiqoysvtdsgx719fng9n,1,12.4,48.5,2022-12-15T19:04:52.386Z,2022-12-15T19:04:57Z,3947445109,140,19.0,3947445113,212,14.4,3947445107,56,Back,3947445111,141,67.0,3947445115,213,1.1,,,,,,,,,,3e8tsv4mzm75peokuw38d8jmy,C. Setford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609401,29,1,1,1,51,6lzy9iiqoysvtdsgx719fng9n,1,21.3,68.7,2022-12-15T19:04:57.202Z,2022-12-15T19:05:03Z,3947445471,212,17.2,3947445469,141,43.6,3947445465,56,Back,3947445467,140,19.3,3947445473,213,4.6,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609455,30,1,1,1,57,6lzy9iiqoysvtdsgx719fng9n,1,22.5,35.2,2022-12-15T19:05:03.802Z,2022-12-15T19:05:08Z,3947445703,141,64.2,3947445707,213,1.3,3947445701,140,27.3,3947445699,56,Back,3947445705,212,20.4,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609473,31,1,1,2,2,6lzy9iiqoysvtdsgx719fng9n,1,36.3,70,2022-12-15T19:05:08.850Z,2022-12-15T19:05:13Z,3947445797,140,57.9,3947445801,141,95.9,3947445805,213,0.7,3947445795,56,Left,3947445803,212,28.7,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491609519,32,1,1,2,6,6lzy9iiqoysvtdsgx719fng9n,0,60.9,94.5,2022-12-15T19:05:12.930Z,2022-12-15T19:05:16Z,3947446035,213,6.3,3947446031,141,93.6,3947446027,56,Left,3947446037,1,,3947446033,212,42.2,3947446029,140,100.0,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
