id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,assist,qualifier/11/value
2461015331,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-17T13:39:21.280Z,2022-09-17T14:39:09Z,3785625503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785625499,59,"1, 13, 21, 31, 15, 4, 8, 20, 11, 10, 28, 3, 6, 14, 16, 17, 18, 19, 22, 23, 30, 39, 2",3786166839,197,16934,3785625501,130,9,3785625507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785625497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785625505,194,dh3ksith5iat573zuhdhv91w5,3785625495,30,"alzgg0nxnnex3nkzr6lgmt1ey, 5e9ek4qs1dnp69oojzpvrltrd, 5ffbqf6o50173uqvaefnce4gk, ebj7cl31vlr8nrltm42ydrdka, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, dh3ksith5iat573zuhdhv91w5, dhxpfe8e618lavr0915m9y2ju, b61yiz3lait78xmlbyzr2vd62, a9233dwa5vm9qv2lncq3kawut, 1mroid71v9bwpx0iaospei9gq, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, 50grkc6r635d7bjqgwrasi8rt, 4z8o35izc3gx6i2bt4mcs1fjd, 49xt4lsf38z9yjlg32652zg4q, bquqyyfz4lj0xrerbhbtj1jze, 8uw9w30592omb8acpnssgdlh, fjistzkvlbsa2v7xsnu0uy95, 5chl0qcvbbkd0yeogurw1fz6x, 9tj2yr6ep9hsignf7cjn7wnl6, b950jt347chmq9whlkgl6fxpm, dcdvet7azx1a59xm2ke7qi2cq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461015395,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-17T13:39:25.359Z,2022-09-17T14:57:58Z,3785625911,59,"1, 18, 24, 7, 15, 5, 20, 8, 10, 11, 42, 2, 3, 4, 6, 19, 21, 22, 23, 28, 31",3785625917,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785625907,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785625915,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3786339811,194,4jvk1ex8dsjj498vqzqhfmqxh,3786150795,197,13167,3785625913,130,4,3785625903,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8zj8e6ovo1bt0d67klra3yh3o, 8mq0q8ebkt20p1pm35z3qma22, abgkpku77iidahswqpvce5gtm, a83amzm380uy1fi3zuyqu82j9, aynwkpiteltfei3x5txm84opg, 46wxtiry28k7j3y6gacgf7x4a, 7afaygi7b8fmxr885zaezaay1, 74x54r0698ug6gzk9jwd86pxx, 8g5ms6uacdkgfcbxt4crlr4ve, 7wa5hbk41axn5lybd2b7v2978, a5j0tndc5032lgmuv1vqd2cix, a2ws6j60xd12ng844vlhgq2cq, alzxtazwzkp6cy4igin4ht2vp, 97i465n07uip7fnpw82v554b8, balcshp8sostjtslygqqixu5l, 4lf5375rzyy400rabvwgbcbmx, 4jx9sjbj9s8q2qeknsqhyozqh, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461105277,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-17T14:32:28.607Z,2022-09-20T14:37:45Z,3786095703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461105299,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-17T14:32:28.607Z,2022-09-17T14:33:05Z,3786095895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461268439,620,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,49.7,49.7,2022-09-17T14:32:28.707Z,2022-09-20T14:37:23Z,3786971333,141,37.5,3786971335,212,12.2,3786971337,213,3.9,3786971329,56,Back,3786976389,279,S,3786971331,140,41.2,,,,,,,aynwkpiteltfei3x5txm84opg,R. Leijten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461107109,8,43,1,0,1,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-17T14:32:30.299Z,2022-09-20T14:37:11Z,3786105523,344,0,3795159999,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462798851,734,1,1,0,2,eh54mfvjtrttgsg1wbjnvxcqz,1,39.4,37.5,2022-09-17T14:32:30.843Z,2022-09-20T14:38:05Z,3795160401,213,2.6,3795160395,140,27.1,3795160399,212,15.2,3795160397,141,49.3,3795160393,56,Back,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462798869,735,1,1,0,5,eh54mfvjtrttgsg1wbjnvxcqz,1,28.7,51,2022-09-17T14:32:34.344Z,2022-09-20T14:38:19Z,3795160511,141,29.4,3795160517,1,,3795160507,56,Center,3795160515,213,6.0,3795160513,212,48.3,3795160503,155,,3795160509,140,72.5,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461105511,3,43,1,0,7,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-17T14:32:44.679Z,2022-09-17T14:33:09Z,3786102041,144,49,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462798871,736,1,1,0,9,eh54mfvjtrttgsg1wbjnvxcqz,0,75.1,28.5,2022-09-17T14:32:38.293Z,2022-09-20T14:38:20Z,3795160529,212,32.9,3795160523,56,Center,3795160531,213,0.9,3795160533,1,,3795160525,140,93.4,3795160527,141,67.7,3795160521,3,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
