id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2517957389,11,1,1,0,25,1wyg1tunyt7go9tnjea1hjqxb,1,11,5.8,2023-03-10T19:48:49.635Z,2023-03-10T19:48:53Z,4086355663,140,37.5,4086355661,56,Back,4086355671,213,0.4,4086355667,141,21.9,4086355659,155,,4086355669,212,29.9,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957395,12,61,1,0,27,1wyg1tunyt7go9tnjea1hjqxb,0,37.5,21.9,2023-03-10T19:48:51.798Z,2023-03-10T20:29:30Z,4086355679,56,Back,,,,,,,,,,,,,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957425,5,1,1,0,29,dac758ef858jbq7pcb3gfwite,0,76.3,78.4,2023-03-10T19:48:53.701Z,2023-03-10T19:49:07Z,4086355827,141,88.6,4086355821,3,,4086355823,56,Left,4086355829,212,13.1,4086355831,213,0.6,4086355825,140,86.9,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957409,13,61,1,0,31,1wyg1tunyt7go9tnjea1hjqxb,0,15.3,9.5,2023-03-10T19:48:55.621Z,2023-03-10T19:48:55Z,4086355741,56,Back,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957551,6,5,1,0,32,dac758ef858jbq7pcb3gfwite,1,81,101.6,2023-03-10T19:48:56.715Z,2023-03-10T21:43:20Z,4086356541,233,14,4086356525,347,,4086356521,56,Left,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957427,14,5,1,0,32,1wyg1tunyt7go9tnjea1hjqxb,0,19,-1.6,2023-03-10T19:48:56.715Z,2023-03-10T19:49:07Z,4086356555,233,6,4086355833,56,Back,4086355835,347,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957597,7,1,1,0,41,dac758ef858jbq7pcb3gfwite,0,81.4,100,2023-03-10T19:49:05.863Z,2023-03-10T19:54:37Z,4086356663,107,,4086356673,213,5.4,4086356667,140,90.3,4086356671,212,14.3,4086356665,56,Left,4086356669,141,85.3,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957569,15,8,1,0,43,1wyg1tunyt7go9tnjea1hjqxb,1,14.5,14.7,2023-03-10T19:49:07.641Z,2023-03-10T19:49:07Z,4086356591,56,Back,,,,,,,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957611,16,49,1,0,44,1wyg1tunyt7go9tnjea1hjqxb,1,9.8,8.8,2023-03-10T19:49:09.146Z,2023-03-10T19:49:09Z,,,,,,,,,,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957623,17,1,1,0,44,1wyg1tunyt7go9tnjea1hjqxb,0,9.8,8.8,2023-03-10T19:49:09.396Z,2023-03-10T19:49:10Z,4086356773,56,Back,4086356775,140,21.4,4086356781,213,0.1,4086356779,212,12.2,4086356777,141,10.3,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957655,8,1,1,0,45,dac758ef858jbq7pcb3gfwite,1,80.7,93.4,2023-03-10T19:49:10.421Z,2023-03-10T19:49:12Z,4086356965,213,5.5,4086356957,56,Left,4086356959,140,88.8,4086356963,212,11.6,4086356961,141,81.7,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957663,9,49,1,0,47,dac758ef858jbq7pcb3gfwite,1,88.8,81.7,2023-03-10T19:49:12.501Z,2023-03-10T20:03:15Z,,,,,,,,,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957675,10,1,1,0,48,dac758ef858jbq7pcb3gfwite,0,88.8,81.7,2023-03-10T19:49:13.253Z,2023-03-10T20:03:13Z,4086357059,213,5.0,4086357047,2,,4086357055,141,48.2,4086357049,155,,4086357057,212,23.9,4086357053,140,95.8,4086357051,56,Center,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957709,18,12,1,0,50,1wyg1tunyt7go9tnjea1hjqxb,1,3.1,52.2,2023-03-10T19:49:15.381Z,2023-03-10T19:49:18Z,4086357257,212,29.8,4086357259,213,1.5,4086357251,56,Back,4086357255,141,96.0,4086357253,140,4.1,,,,,,,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957715,19,49,1,0,54,1wyg1tunyt7go9tnjea1hjqxb,1,4.5,95.6,2023-03-10T19:49:18.683Z,2023-03-10T19:49:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957755,20,1,1,0,55,1wyg1tunyt7go9tnjea1hjqxb,1,4.5,95.6,2023-03-10T19:49:19.605Z,2023-03-10T19:49:21Z,4086357487,212,13.8,4086357489,213,5.3,4086357481,56,Back,4086357485,141,78.8,4086357483,140,11.8,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957769,21,1,1,0,57,1wyg1tunyt7go9tnjea1hjqxb,1,11.8,78.8,2023-03-10T19:49:21.620Z,2023-03-10T19:49:22Z,4086357549,141,76.6,4086357557,213,3.3,4086357553,212,9.3,4086357545,140,3.1,4086357541,56,Back,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957787,22,1,1,0,58,1wyg1tunyt7go9tnjea1hjqxb,0,3.1,76.6,2023-03-10T19:49:22.682Z,2023-03-10T19:49:23Z,4086357621,140,8.5,4086357623,141,100.0,4086357625,212,17.4,4086357627,213,1.2,4086357619,56,Back,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957999,11,5,1,0,58,dac758ef858jbq7pcb3gfwite,1,91.8,-1,2023-03-10T19:49:23.416Z,2023-03-10T21:43:20Z,4086358641,347,,4086358639,56,Right,4086358667,233,23,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517957793,23,5,1,0,58,1wyg1tunyt7go9tnjea1hjqxb,0,8.2,101,2023-03-10T19:49:23.416Z,2023-03-10T19:49:39Z,4086357645,347,,4086357643,56,Back,4086358679,233,11,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958029,12,1,1,1,14,dac758ef858jbq7pcb3gfwite,0,89,0,2023-03-10T19:49:38.916Z,2023-03-10T19:49:41Z,4086358795,212,12.5,4086358789,56,Right,4086358791,140,88.2,4086358793,141,17.4,4086358797,213,1.6,4086358787,107,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958037,24,8,1,1,17,1wyg1tunyt7go9tnjea1hjqxb,1,13,79.4,2023-03-10T19:49:41.774Z,2023-03-10T19:49:41Z,4086358827,56,Back,,,,,,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958085,13,1,1,1,18,dac758ef858jbq7pcb3gfwite,1,86.5,17.2,2023-03-10T19:49:43.045Z,2023-03-10T19:49:48Z,4086359075,140,90.7,4086359079,141,24.4,4086359083,213,0.8,4086359081,212,6.6,4086359071,56,Center,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958089,14,61,1,1,19,dac758ef858jbq7pcb3gfwite,0,90.7,24.4,2023-03-10T19:49:44.340Z,2023-03-10T19:49:50Z,4086359103,56,Center,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958077,25,49,1,1,21,1wyg1tunyt7go9tnjea1hjqxb,1,13.2,58.7,2023-03-10T19:49:45.630Z,2023-03-10T19:49:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958121,26,1,1,1,21,1wyg1tunyt7go9tnjea1hjqxb,0,13.2,58.7,2023-03-10T19:49:46.527Z,2023-03-10T19:49:50Z,4086359229,141,81.5,4086359231,212,54.1,4086359233,213,0.3,4086359225,56,Left,4086359227,140,62.6,4086359223,157,,4086359235,1,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958153,15,49,1,1,28,dac758ef858jbq7pcb3gfwite,1,23,26.4,2023-03-10T19:49:52.757Z,2023-03-10T19:49:52Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958181,16,1,1,1,28,dac758ef858jbq7pcb3gfwite,1,23,26.4,2023-03-10T19:49:53.190Z,2023-03-10T19:49:55Z,4086359531,56,Back,4086359533,140,21.8,4086359537,212,16.9,4086359535,141,51.2,4086359539,213,1.6,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958215,17,1,1,1,30,dac758ef858jbq7pcb3gfwite,0,21.8,51.2,2023-03-10T19:49:55.396Z,2023-03-10T19:51:19Z,4086359725,157,,4086359733,212,66.8,4086359731,141,15.6,4086359737,1,,4086359729,140,81.1,4086359735,213,5.9,4086359727,56,Right,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958203,27,49,1,1,33,1wyg1tunyt7go9tnjea1hjqxb,1,18.7,83.6,2023-03-10T19:49:58.383Z,2023-03-10T19:49:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958217,28,1,1,1,34,1wyg1tunyt7go9tnjea1hjqxb,0,18.7,83.6,2023-03-10T19:49:59.118Z,2023-03-10T19:50:03Z,4086359975,233,18,4086359755,1,,4086359979,286,,4086359743,157,,4086359751,212,5.6,4086359747,140,23.8,4086359973,236,,4086359749,141,85.9,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,4086359745,56,Back,4086359753,213,0.3,,,,,,,,,,,,,,,,,,,,,,
2517958245,18,74,1,1,34,dac758ef858jbq7pcb3gfwite,1,78.1,10.3,2023-03-10T19:49:59.119Z,2023-03-10T21:46:00Z,4086360003,233,28,4086359899,285,,4086359897,56,Right,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958283,19,5,1,1,39,dac758ef858jbq7pcb3gfwite,0,86.2,-1,2023-03-10T19:50:03.952Z,2023-03-10T21:43:20Z,4086360095,56,Right,4086360167,233,29,4086360097,347,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958267,29,5,1,1,39,1wyg1tunyt7go9tnjea1hjqxb,1,13.8,101,2023-03-10T19:50:03.952Z,2023-03-10T19:53:55Z,4086360031,347,,4086360147,233,19,4086360029,56,Back,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958395,30,1,1,1,54,1wyg1tunyt7go9tnjea1hjqxb,1,9.8,100,2023-03-10T19:50:19.088Z,2023-03-10T19:50:20Z,4086360699,212,13.5,4086360695,140,15.8,4086360697,141,84.4,4086360693,56,Back,4086360701,213,5.2,4086360691,107,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958413,31,1,1,1,55,1wyg1tunyt7go9tnjea1hjqxb,1,15.8,84.4,2023-03-10T19:50:20.064Z,2023-03-10T19:50:22Z,4086360795,213,1.9,4086360793,212,6.1,4086360781,56,Back,4086360791,141,92.9,4086360787,140,13.9,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958427,32,1,1,1,57,1wyg1tunyt7go9tnjea1hjqxb,1,15.8,94.5,2023-03-10T19:50:22.270Z,2023-03-10T19:50:23Z,4086360871,213,5.5,4086360867,141,88.3,4086360863,56,Back,4086360869,212,6.1,4086360865,140,20.0,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958437,33,61,1,1,58,1wyg1tunyt7go9tnjea1hjqxb,0,20,88.3,2023-03-10T19:50:23.412Z,2023-03-10T19:50:23Z,4086360911,56,Back,,,,,,,,,,,,,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958445,20,49,1,1,59,dac758ef858jbq7pcb3gfwite,1,79.1,14.6,2023-03-10T19:50:24.421Z,2023-03-10T19:50:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8loz5cz4zynb8plfusi3ewd79,I. Azzaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958473,21,1,1,2,0,dac758ef858jbq7pcb3gfwite,1,79.1,14.6,2023-03-10T19:50:24.932Z,2023-03-10T19:50:27Z,4086361081,141,17.0,4086361083,212,6.2,4086361077,56,Right,4086361085,213,2.9,4086361079,140,73.4,,,,,,,,,,8loz5cz4zynb8plfusi3ewd79,I. Azzaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958485,22,1,1,2,2,dac758ef858jbq7pcb3gfwite,1,73.4,17,2023-03-10T19:50:27.028Z,2023-03-10T19:50:28Z,4086361123,56,Right,4086361127,141,7.7,4086361131,213,5.8,4086361125,140,84.0,4086361129,212,12.8,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958505,23,1,1,2,3,dac758ef858jbq7pcb3gfwite,1,84,7.7,2023-03-10T19:50:28.276Z,2023-03-10T19:50:30Z,4086361243,213,1.1,4086361237,140,89.9,4086361241,212,12.9,4086361239,141,24.3,4086361235,56,Center,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958527,24,3,1,2,5,dac758ef858jbq7pcb3gfwite,1,91.4,28.2,2023-03-10T19:50:30.180Z,2023-03-10T19:50:32Z,4086361327,56,Center,4086361367,233,34,4086361331,286,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958509,34,45,1,2,5,1wyg1tunyt7go9tnjea1hjqxb,0,8.6,71.8,2023-03-10T19:50:30.180Z,2023-03-10T19:50:32Z,4086361253,285,,4086361251,56,Back,4086361371,233,24,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958535,25,1,1,2,7,dac758ef858jbq7pcb3gfwite,0,98.2,34.8,2023-03-10T19:50:32.357Z,2023-03-10T21:45:57Z,4086361395,212,10.3,4086361389,56,Center,4086372617,233,36,4086361391,140,94.2,4086361393,141,48.6,4086361397,213,2.0,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958609,35,12,1,2,8,1wyg1tunyt7go9tnjea1hjqxb,1,8.5,52.8,2023-03-10T19:50:33.178Z,2023-03-10T19:50:40Z,4086361743,141,64.3,4086361745,212,13.6,4086361739,56,Back,4086361741,140,19.1,4086361747,213,0.6,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517958581,26,1,1,2,12,dac758ef858jbq7pcb3gfwite,0,81.9,32.7,2023-03-10T19:50:36.932Z,2023-03-10T19:50:41Z,4086361813,233,36,4086361607,212,0.6,4086361811,236,,4086361601,56,Center,4086361603,140,82.1,4086361817,286,,4086361609,213,1.2,4086361605,141,33.6,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
