id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2443191811,4,1,1,0,11,xcevba75jfkrg4s6tl89zl3y,1,32.6,50.1,2022-08-07T10:15:50.722Z,2022-08-07T10:15:56Z,3690797513,56,Left,3690797517,141,85.9,3690797515,140,76.4,3690797523,213,0.5,3690797525,1,,3690797509,157,,3690797519,212,52.0,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191813,5,49,1,0,17,xcevba75jfkrg4s6tl89zl3y,1,76.4,85.9,2022-08-07T10:15:56.256Z,2022-08-07T10:15:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191837,6,1,1,0,19,xcevba75jfkrg4s6tl89zl3y,1,75.3,83.2,2022-08-07T10:15:58.560Z,2022-08-07T10:16:01Z,3690797621,212,9.0,3690797619,141,91.1,3690797623,213,2.5,3690797615,56,Left,3690797617,140,68.4,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191855,7,1,1,0,22,xcevba75jfkrg4s6tl89zl3y,0,71.3,90.6,2022-08-07T10:16:01.104Z,2022-08-07T10:16:03Z,3690797701,212,21.9,3690797695,56,Center,3690797697,140,89.4,3690797693,155,,3690797699,141,74.7,3690797703,213,5.8,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191899,7,12,1,0,26,2uuh2bir8ktof0uxfo06lb4ox,1,8.2,27.6,2022-08-07T10:16:05.252Z,2022-08-07T10:16:09Z,3690797921,213,4.9,3690797919,212,17.5,3690797913,56,Back,3690797915,140,12.0,3690797917,141,2.6,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191943,8,1,1,0,30,2uuh2bir8ktof0uxfo06lb4ox,1,12,2.6,2022-08-07T10:16:09.250Z,2022-08-07T10:16:13Z,3690798081,212,4.1,3690798075,56,Back,3690798077,140,13.8,3690798073,3,,3690798079,141,8.0,3690798083,213,1.1,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191949,9,61,1,0,31,2uuh2bir8ktof0uxfo06lb4ox,0,14,7.3,2022-08-07T10:16:10.489Z,2022-08-07T11:06:49Z,3690798109,56,Back,,,,,,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191975,8,1,1,0,32,xcevba75jfkrg4s6tl89zl3y,1,77.1,88,2022-08-07T10:16:11.632Z,2022-08-07T10:16:16Z,3690798211,140,73.9,3690798217,212,5.6,3690798215,141,81.5,3690798207,3,,3690798219,213,4.1,3690798209,56,Left,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443191985,9,3,1,0,37,xcevba75jfkrg4s6tl89zl3y,0,88.5,74.5,2022-08-07T10:16:16.593Z,2022-08-07T10:16:17Z,3690798261,56,Center,3690798263,286,,3690798283,211,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192067,10,12,1,0,38,2uuh2bir8ktof0uxfo06lb4ox,1,10.1,41.6,2022-08-07T10:16:17.632Z,2022-08-07T10:16:25Z,3690798635,212,15.4,3690798637,213,5.8,3690798633,141,31.8,3690798629,56,Back,3690798631,140,23.3,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192017,10,1,1,0,39,xcevba75jfkrg4s6tl89zl3y,1,78.8,72.3,2022-08-07T10:16:18.896Z,2022-08-07T10:16:21Z,3690798405,140,77.6,3690798407,141,63.6,3690798403,56,Center,3690798411,213,4.5,3690798409,212,6.0,,,,,,,,,,85rm5s7x9di62hw3l31y5w8o9,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192049,11,1,1,0,42,xcevba75jfkrg4s6tl89zl3y,1,77.7,49.7,2022-08-07T10:16:21.376Z,2022-08-07T10:17:21Z,3690800683,210,13,3690798557,213,5.3,3690798555,212,14.3,3690798553,141,31.8,3690798551,140,84.8,3690798549,56,Center,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192063,12,13,1,0,45,xcevba75jfkrg4s6tl89zl3y,1,84.8,31.8,2022-08-07T10:16:24.257Z,2022-08-07T10:17:22Z,3690800709,103,9.7,3690800713,231,49.1,3690800703,55,11,3690800707,102,62.9,3690800539,72,,3690799097,22,,3690800699,73,,3690799099,63,,5curv1gquatwkxsin86fghvkk,C. Neghli,,3690800701,29,3690800711,230,99.4,3690798615,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2443192069,11,5,1,0,46,2uuh2bir8ktof0uxfo06lb4ox,1,-1,34,2022-08-07T10:16:25.404Z,2022-08-07T11:06:04Z,3690798643,56,Back,3690798645,346,,3690798647,233,13,,,,,,,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192065,13,5,1,0,46,xcevba75jfkrg4s6tl89zl3y,0,101,66,2022-08-07T10:16:25.404Z,2022-08-07T10:16:27Z,3690798657,233,11,3690798625,56,Center,3690798627,346,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192221,12,1,1,1,3,2uuh2bir8ktof0uxfo06lb4ox,0,3.2,43.6,2022-08-07T10:16:42.229Z,2022-08-07T11:07:39Z,3690799433,237,,3690799415,56,Center,3690799417,140,64.6,3690799413,155,,3690799429,1,,3690799411,124,,3690799427,213,0.2,3690799423,212,65.3,cetavjue5femoxid9fmcd0zjd,J. Schendelaar,,3690799419,141,,,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,
2443192209,15,1,1,1,4,xcevba75jfkrg4s6tl89zl3y,0,30.4,48.2,2022-08-07T10:16:43.616Z,2022-08-07T11:07:24Z,3690799369,212,39.3,3690799361,3,,3690799373,1,,3690799371,213,6.0,3690799365,140,66.8,3690799367,141,34.8,3690799363,56,Center,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192225,13,44,1,1,7,2uuh2bir8ktof0uxfo06lb4ox,1,34.8,67,2022-08-07T10:16:46.639Z,2022-08-07T10:16:48Z,3690799443,56,Back,3690799453,233,16,3690799445,285,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192215,16,44,1,1,7,xcevba75jfkrg4s6tl89zl3y,0,65.2,33,2022-08-07T10:16:46.640Z,2022-08-07T10:16:48Z,3690799461,233,13,3690799395,286,,3690799393,56,Center,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192235,14,1,1,1,8,2uuh2bir8ktof0uxfo06lb4ox,1,36.4,68.8,2022-08-07T10:16:47.572Z,2022-08-07T10:16:49Z,3690799499,141,49.4,3690799503,213,5.2,3690799493,3,,3690799501,212,15.0,3690799495,56,Back,3690799497,140,43.2,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192243,15,44,1,1,10,2uuh2bir8ktof0uxfo06lb4ox,1,33.5,58,2022-08-07T10:16:49.026Z,2022-08-07T10:16:50Z,3690799539,233,17,3690799529,285,,3690799527,56,Back,,,,,,,,,,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192239,17,44,1,1,10,xcevba75jfkrg4s6tl89zl3y,0,66.5,42,2022-08-07T10:16:49.027Z,2022-08-07T10:16:50Z,3690799513,286,,3690799511,56,Center,3690799569,233,15,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192273,16,1,1,1,10,2uuh2bir8ktof0uxfo06lb4ox,1,37.3,53,2022-08-07T10:16:49.410Z,2022-08-07T10:16:52Z,3690799661,212,8.6,3690799659,141,40.7,3690799653,3,,3690799655,56,Back,3690799657,140,39.2,3690799663,213,4.9,,,,,,,amb2qvdnwu0meepj6yu65g72t,J. Tutuarima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192279,17,1,1,1,12,2uuh2bir8ktof0uxfo06lb4ox,1,34.6,44,2022-08-07T10:16:51.921Z,2022-08-07T10:16:53Z,3690799697,212,27.5,3690799695,141,3.7,3690799693,140,37.0,3690799699,213,4.8,3690799691,56,Back,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192303,18,1,1,1,14,2uuh2bir8ktof0uxfo06lb4ox,0,37,3.7,2022-08-07T10:16:53.360Z,2022-08-07T10:16:56Z,3690799841,212,47.5,3690799845,1,,3690799835,56,Right,3690799837,140,82.2,3690799843,213,0.1,3690799839,141,7.4,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192299,18,49,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,28.4,88.9,2022-08-07T10:16:56.353Z,2022-08-07T10:16:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192331,19,1,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,28.4,88.9,2022-08-07T10:16:56.850Z,2022-08-07T10:17:01Z,3690799981,1,,3690799973,140,5.3,3690799975,141,57.6,3690799977,212,32.3,3690799971,56,Back,3690799979,213,3.9,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192359,20,1,1,1,21,xcevba75jfkrg4s6tl89zl3y,1,5.3,50,2022-08-07T10:17:00.929Z,2022-08-07T10:17:05Z,3690800125,56,Back,3690800127,140,46.8,3690800123,157,,3690800129,141,7.3,3690800131,212,52.4,3690800133,213,5.7,3690800135,1,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192371,21,44,1,1,26,xcevba75jfkrg4s6tl89zl3y,1,47.4,7.9,2022-08-07T10:17:05.099Z,2022-08-07T10:17:06Z,3690800161,285,,3690800159,56,Back,3690800165,233,19,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192357,19,44,1,1,26,2uuh2bir8ktof0uxfo06lb4ox,0,52.6,92.1,2022-08-07T10:17:05.100Z,2022-08-07T10:17:07Z,3690800117,56,Left,3690800183,233,21,3690800119,286,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192397,22,1,1,1,27,xcevba75jfkrg4s6tl89zl3y,1,46.8,7.3,2022-08-07T10:17:06.417Z,2022-08-07T10:17:09Z,3690800281,56,Right,3690800287,212,17.5,3690800285,141,7.0,3690800283,140,63.5,3690800289,213,6.3,3690800279,3,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192399,23,3,1,1,29,xcevba75jfkrg4s6tl89zl3y,0,66.2,2.1,2022-08-07T10:17:08.938Z,2022-08-07T10:17:10Z,3690800303,56,Right,3690800305,286,,3690800355,233,20,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192401,20,7,1,1,29,2uuh2bir8ktof0uxfo06lb4ox,1,33.8,97.9,2022-08-07T10:17:08.939Z,2022-08-07T10:17:19Z,3690800315,285,,3690800313,56,Back,3690800339,233,23,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192409,21,49,1,1,30,2uuh2bir8ktof0uxfo06lb4ox,1,36.5,98.1,2022-08-07T10:17:09.547Z,2022-08-07T10:17:21Z,,,,,,,,,,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192429,22,4,1,1,32,2uuh2bir8ktof0uxfo06lb4ox,1,32.4,97.5,2022-08-07T10:17:11.818Z,2022-08-07T10:17:13Z,3690800449,265,,3690800483,233,24,3690800487,285,,3690800447,152,,3690800445,56,Back,3690800443,13,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192433,24,4,1,1,32,xcevba75jfkrg4s6tl89zl3y,0,67.6,2.5,2022-08-07T10:17:11.819Z,2022-08-07T10:17:13Z,3690800469,286,,3690800501,233,22,3690800465,152,,3690800467,265,,3690800463,56,Right,3690800461,13,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192529,23,1,1,1,44,2uuh2bir8ktof0uxfo06lb4ox,1,35.1,95.1,2022-08-07T10:17:23.461Z,2022-08-07T10:17:28Z,3690800915,5,,3690800917,152,,3690800923,141,97.5,3690800927,213,0.1,3690800925,212,23.3,3690800921,140,57.2,3690800919,56,Left,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192539,24,3,1,1,47,2uuh2bir8ktof0uxfo06lb4ox,0,55.7,96.8,2022-08-07T10:17:26.639Z,2022-08-07T10:17:29Z,3690801013,233,25,3690800963,56,Left,3690800965,286,,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192525,25,7,1,1,47,xcevba75jfkrg4s6tl89zl3y,1,44.3,3.2,2022-08-07T10:17:26.640Z,2022-08-07T10:17:29Z,3690800901,56,Back,3690800903,285,,3690801005,233,24,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192527,26,49,1,1,48,xcevba75jfkrg4s6tl89zl3y,1,47.2,4,2022-08-07T10:17:27.264Z,2022-08-07T10:17:27Z,,,,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192565,27,1,1,1,48,xcevba75jfkrg4s6tl89zl3y,1,47.2,4,2022-08-07T10:17:27.424Z,2022-08-07T10:17:32Z,3690801105,140,48.6,3690801107,141,21.5,3690801103,56,Back,3690801111,213,1.4,3690801109,212,12.0,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192579,28,1,1,1,52,xcevba75jfkrg4s6tl89zl3y,1,46.5,17.1,2022-08-07T10:17:31.888Z,2022-08-07T10:17:32Z,3690801173,213,4.3,3690801169,141,4.3,3690801167,140,43.2,3690801165,56,Back,3690801171,212,9.4,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192613,29,1,1,1,55,xcevba75jfkrg4s6tl89zl3y,1,43.4,4.3,2022-08-07T10:17:34.544Z,2022-08-07T10:17:36Z,3690801339,56,Back,3690801345,212,16.9,3690801347,213,3.1,3690801343,141,4.6,3690801341,140,27.3,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192629,30,1,1,1,57,xcevba75jfkrg4s6tl89zl3y,1,27.3,4.6,2022-08-07T10:17:36.112Z,2022-08-07T10:17:37Z,3690801435,212,12.3,3690801437,213,2.4,3690801433,141,17.1,3690801431,140,18.8,3690801429,56,Back,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192641,31,1,1,1,58,xcevba75jfkrg4s6tl89zl3y,1,18.8,17.1,2022-08-07T10:17:37.473Z,2022-08-07T10:17:39Z,3690801499,213,2.1,3690801491,56,Back,3690801493,140,5.2,3690801497,212,28.8,3690801495,141,53.9,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192653,32,1,1,2,0,xcevba75jfkrg4s6tl89zl3y,0,5.5,53.9,2022-08-07T10:17:39.361Z,2022-08-07T10:17:40Z,3690801569,213,0.4,3690801561,56,Back,3690801559,157,,3690801571,1,,3690801565,141,81.7,3690801567,212,46.5,3690801563,140,46.0,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192657,25,8,1,2,1,2uuh2bir8ktof0uxfo06lb4ox,1,55.4,7,2022-08-07T10:17:40.773Z,2022-08-07T11:07:13Z,3690801593,56,Right,,,,,,,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443192669,26,5,1,2,2,2uuh2bir8ktof0uxfo06lb4ox,0,68.4,-1.7,2022-08-07T10:17:41.697Z,2022-08-07T11:06:04Z,3690801635,347,,3690801633,56,Right,3690802485,233,33,,,,,,,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
