id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2519878491,6,5,1,0,7,59t7flioj4w4mpwnrwbm0m8ck,1,77.2,101.4,2023-03-13T19:02:31.406Z,2023-03-13T19:15:30Z,4096525081,347,,4096525083,233,5,4096525079,56,Left,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878507,7,1,1,0,12,59t7flioj4w4mpwnrwbm0m8ck,0,81.6,100,2023-03-13T19:02:36.717Z,2023-03-13T19:02:39Z,4096525195,107,,4096525201,141,77.2,4096525197,56,Center,4096525199,140,83.6,4096525205,213,4.8,4096525203,212,16.8,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878511,6,49,1,0,14,6lzy9iiqoysvtdsgx719fng9n,1,24.6,27.4,2023-03-13T19:02:38.358Z,2023-03-13T19:02:38Z,,,,,,,,,,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878515,7,1,1,0,15,6lzy9iiqoysvtdsgx719fng9n,0,24.5,27,2023-03-13T19:02:39.454Z,2023-03-13T19:02:40Z,4096525237,140,32.5,4096525235,56,Back,4096525241,212,8.9,4096525243,213,5.9,4096525239,141,22.7,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878517,8,8,1,0,16,59t7flioj4w4mpwnrwbm0m8ck,1,69.8,73.9,2023-03-13T19:02:40.450Z,2023-03-13T19:02:40Z,4096525249,56,Center,4096525253,15,,,,,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878535,8,1,1,0,18,6lzy9iiqoysvtdsgx719fng9n,0,29.7,25.5,2023-03-13T19:02:42.467Z,2023-03-13T19:02:43Z,4096525347,212,11.8,4096525345,141,22.4,4096525341,56,Back,4096525343,140,40.8,4096525339,3,,4096525349,213,6.1,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878529,9,8,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,1,64.1,72.4,2023-03-13T19:02:43.083Z,2023-03-13T19:02:43Z,4096525329,56,Center,,,,,,,,,,,,,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878539,10,49,1,0,21,59t7flioj4w4mpwnrwbm0m8ck,1,68.7,66.1,2023-03-13T19:02:44.923Z,2023-03-13T19:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878547,11,1,1,0,21,59t7flioj4w4mpwnrwbm0m8ck,1,68.7,66.1,2023-03-13T19:02:45.099Z,2023-03-13T19:02:46Z,4096525399,56,Center,4096525407,213,0.0,4096525405,212,7.9,4096525401,140,76.2,4096525403,141,66.4,,,,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878549,12,1,1,0,22,59t7flioj4w4mpwnrwbm0m8ck,1,76.2,66.4,2023-03-13T19:02:46.075Z,2023-03-13T19:02:47Z,4096525419,141,71.4,4096525417,140,75.2,4096525423,213,1.9,4096525415,56,Center,4096525421,212,3.6,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878553,13,50,1,0,23,59t7flioj4w4mpwnrwbm0m8ck,1,72,72.9,2023-03-13T19:02:46.939Z,2023-03-13T19:02:49Z,4096525515,233,9,4096525443,286,,4096525441,56,Center,,,,,,,,,,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878563,9,7,1,0,23,6lzy9iiqoysvtdsgx719fng9n,1,28,27.1,2023-03-13T19:02:46.940Z,2023-03-13T19:02:49Z,4096525491,56,Back,4096525495,285,,4096525511,233,13,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879547,50,61,1,0,24,6lzy9iiqoysvtdsgx719fng9n,1,20.1,25.8,2023-03-13T19:02:48.379Z,2023-03-13T19:04:59Z,4096530669,56,Back,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878571,10,49,1,0,25,6lzy9iiqoysvtdsgx719fng9n,1,26.9,19.5,2023-03-13T19:02:48.895Z,2023-03-13T19:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878851,17,61,1,0,25,59t7flioj4w4mpwnrwbm0m8ck,1,77,76.7,2023-03-13T19:02:49.163Z,2023-03-13T19:03:31Z,4096527003,56,Center,,,,,,,,,,,,,,,,,,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878577,11,1,1,0,25,6lzy9iiqoysvtdsgx719fng9n,1,26.9,19.5,2023-03-13T19:02:49.307Z,2023-03-13T19:02:50Z,4096525549,213,1.5,4096525545,141,29.1,4096525543,140,27.3,4096525541,56,Back,4096525547,212,6.5,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878597,12,1,1,0,26,6lzy9iiqoysvtdsgx719fng9n,1,27.3,29.1,2023-03-13T19:02:50.240Z,2023-03-13T19:02:52Z,4096525615,56,Back,4096525621,212,18.7,4096525619,141,52.8,4096525617,140,36.4,4096525623,213,1.0,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878619,13,1,1,0,28,6lzy9iiqoysvtdsgx719fng9n,1,37.2,54.9,2023-03-13T19:02:52.147Z,2023-03-13T19:02:54Z,4096525737,56,Left,4096525741,141,84.1,4096525745,213,0.8,4096525743,212,28.1,4096525739,140,56.2,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878661,14,3,1,0,30,6lzy9iiqoysvtdsgx719fng9n,1,64.6,83.5,2023-03-13T19:02:54.500Z,2023-03-13T19:02:59Z,4096525931,56,Left,4096526013,233,14,4096525933,286,,,,,,,,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878645,14,45,1,0,30,59t7flioj4w4mpwnrwbm0m8ck,0,35.4,16.5,2023-03-13T19:02:54.500Z,2023-03-13T19:03:00Z,4096526017,233,14,4096525863,56,Back,4096525865,285,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878671,15,61,1,0,35,6lzy9iiqoysvtdsgx719fng9n,0,76,77.8,2023-03-13T19:02:59.113Z,2023-03-13T19:02:59Z,4096525977,56,Center,,,,,,,,,,,,,,,,,,,,,,f593mnttzie8gicqlig2zvzvu,A. van Axel Dongen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878685,15,49,1,0,36,59t7flioj4w4mpwnrwbm0m8ck,1,22.3,34.6,2023-03-13T19:03:00.091Z,2023-03-13T19:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878701,16,1,1,0,37,59t7flioj4w4mpwnrwbm0m8ck,0,23,35.8,2023-03-13T19:03:00.906Z,2023-03-13T19:03:03Z,4096526127,141,34.9,4096526121,155,,4096526125,140,46.4,4096526123,56,Back,4096526131,213,6.3,4096526129,212,24.6,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878711,16,49,1,0,39,6lzy9iiqoysvtdsgx719fng9n,1,50.8,66.7,2023-03-13T19:03:03.833Z,2023-03-13T19:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878725,17,1,1,0,40,6lzy9iiqoysvtdsgx719fng9n,1,52.3,67.2,2023-03-13T19:03:04.452Z,2023-03-13T19:03:06Z,4096526287,213,4.7,4096526277,56,Center,4096526281,141,32.7,4096526279,140,52.8,4096526283,212,23.5,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878739,18,1,1,0,42,6lzy9iiqoysvtdsgx719fng9n,1,53.4,30.3,2023-03-13T19:03:06.789Z,2023-03-13T19:03:10Z,4096526347,56,Center,4096526349,140,62.5,4096526355,213,0.1,4096526353,212,9.7,4096526351,141,32.4,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878741,19,1,1,0,46,6lzy9iiqoysvtdsgx719fng9n,1,62.5,32.4,2023-03-13T19:03:10.001Z,2023-03-13T19:03:11Z,4096526369,213,4.4,4096526361,56,Right,4096526365,141,19.5,4096526363,140,60.1,4096526367,212,9.1,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878745,20,1,1,0,47,6lzy9iiqoysvtdsgx719fng9n,1,60.1,19.5,2023-03-13T19:03:11.173Z,2023-03-13T19:03:12Z,4096526409,213,4.9,4096526407,212,8.8,4096526401,56,Right,4096526403,140,61.8,4096526405,141,6.8,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878753,21,1,1,0,48,6lzy9iiqoysvtdsgx719fng9n,1,61.8,6.8,2023-03-13T19:03:11.976Z,2023-03-13T19:03:13Z,4096526449,212,7.9,4096526447,141,18.3,4096526451,213,1.7,4096526445,140,61.0,4096526443,56,Right,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878763,22,1,1,0,49,6lzy9iiqoysvtdsgx719fng9n,1,61,18.3,2023-03-13T19:03:12.897Z,2023-03-13T19:03:14Z,4096526489,213,4.2,4096526481,56,Right,4096526485,141,5.8,4096526483,140,56.0,4096526487,212,10.0,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878817,23,1,1,0,50,6lzy9iiqoysvtdsgx719fng9n,1,54.2,6.7,2023-03-13T19:03:14.317Z,2023-03-13T19:03:23Z,4096526833,141,23.6,4096526835,212,21.1,4096526829,56,Back,4096526837,213,2.6,4096526831,140,37.3,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878831,24,1,1,0,59,6lzy9iiqoysvtdsgx719fng9n,1,33.5,31,2023-03-13T19:03:23.230Z,2023-03-13T19:03:25Z,4096526905,212,22.4,4096526903,141,63.3,4096526899,56,Back,4096526907,213,1.8,4096526901,140,29.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878863,25,1,1,1,1,6lzy9iiqoysvtdsgx719fng9n,1,29.1,63.1,2023-03-13T19:03:25.010Z,2023-03-13T19:03:28Z,4096527069,213,1.2,4096527065,141,87.5,4096527063,140,34.7,4096527061,56,Back,4096527067,212,17.6,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878891,26,1,1,1,4,6lzy9iiqoysvtdsgx719fng9n,1,34.8,87.7,2023-03-13T19:03:28.092Z,2023-03-13T19:03:31Z,4096527233,1,,4096527229,212,38.2,4096527227,141,72.6,4096527221,155,,4096527231,213,6.0,4096527225,140,69.8,4096527223,56,Center,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878893,27,61,1,1,7,6lzy9iiqoysvtdsgx719fng9n,0,70,73,2023-03-13T19:03:31.410Z,2023-03-13T19:03:31Z,4096527237,56,Center,,,,,,,,,,,,,,,,,,,,,,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878901,18,49,1,1,8,59t7flioj4w4mpwnrwbm0m8ck,1,15.1,32.7,2023-03-13T19:03:32.619Z,2023-03-13T19:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878915,19,1,1,1,8,59t7flioj4w4mpwnrwbm0m8ck,1,15.1,32.7,2023-03-13T19:03:32.779Z,2023-03-13T19:03:34Z,4096527319,212,8.4,4096527309,56,Back,4096527313,140,8.5,4096527315,141,39.8,4096527323,213,2.5,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878927,20,1,1,1,10,59t7flioj4w4mpwnrwbm0m8ck,1,9.3,40.1,2023-03-13T19:03:34.076Z,2023-03-13T19:03:36Z,4096527389,157,,4096527391,56,Back,4096527399,212,39.5,4096527395,141,37.0,4096527393,140,46.9,4096527405,1,,4096527403,213,6.2,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878945,21,1,1,1,12,59t7flioj4w4mpwnrwbm0m8ck,0,46.9,37,2023-03-13T19:03:36.475Z,2023-03-13T19:03:40Z,4096527483,140,58.9,4096527485,141,18.8,4096527479,3,,4096527489,213,5.5,4096527487,212,17.7,4096527481,56,Right,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878949,28,44,1,1,14,6lzy9iiqoysvtdsgx719fng9n,1,41.8,69.2,2023-03-13T19:03:38.371Z,2023-03-13T19:03:39Z,4096527499,285,,4096527497,56,Back,4096527529,233,22,,,,,,,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878953,22,44,1,1,14,59t7flioj4w4mpwnrwbm0m8ck,0,58.2,30.8,2023-03-13T19:03:38.372Z,2023-03-13T19:03:40Z,4096527507,286,,4096527505,56,Center,4096527583,233,28,,,,,,,,,,,,,,,,rxblyjf8pcsdgdvy24zgnefp,E. Ómarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878961,29,1,1,1,15,6lzy9iiqoysvtdsgx719fng9n,0,38,67.4,2023-03-13T19:03:38.928Z,2023-03-13T19:04:16Z,4096527539,56,Center,4096527545,212,15.8,4096527543,141,66.4,4096527541,140,53.0,4096527547,213,6.2,4096527537,3,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878967,23,44,1,1,15,59t7flioj4w4mpwnrwbm0m8ck,1,46.2,36.7,2023-03-13T19:03:39.770Z,2023-03-13T19:04:14Z,4096527607,233,30,4096527577,285,,4096527575,56,Back,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878969,30,44,1,1,15,6lzy9iiqoysvtdsgx719fng9n,0,53.8,63.3,2023-03-13T19:03:39.771Z,2023-03-13T19:04:12Z,4096527613,233,23,4096527587,56,Center,4096527589,286,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879003,24,1,1,1,16,59t7flioj4w4mpwnrwbm0m8ck,1,46.1,34.6,2023-03-13T19:03:39.979Z,2023-03-13T19:03:45Z,4096527815,140,44.8,4096527813,56,Back,4096527821,213,4.6,4096527817,141,20.0,4096527811,3,,4096527819,212,10.0,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879011,25,1,1,1,21,59t7flioj4w4mpwnrwbm0m8ck,0,77.6,11.6,2023-03-13T19:03:44.922Z,2023-03-13T19:03:47Z,4096527875,212,23.9,4096527873,141,44.6,4096527869,56,Center,4096527867,155,,4096527871,140,85.3,4096527877,213,1.2,4096527865,2,,,,,cjff8fu812lennnunqljgddnu,M. Garbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879047,31,12,1,1,22,6lzy9iiqoysvtdsgx719fng9n,1,16.3,48.4,2023-03-13T19:03:46.593Z,2023-03-13T19:04:06Z,4096528061,212,31.0,4096528611,15,,4096528059,141,90.0,4096528057,140,28.4,4096528063,213,1.1,4096528055,56,Back,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879061,32,1,1,1,26,6lzy9iiqoysvtdsgx719fng9n,1,28.3,90.2,2023-03-13T19:03:50.681Z,2023-03-13T19:03:52Z,4096528137,3,,4096528147,213,3.6,4096528145,212,7.6,4096528141,140,21.8,4096528143,141,85.4,4096528139,56,Back,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879063,33,49,1,1,28,6lzy9iiqoysvtdsgx719fng9n,1,21.8,85.4,2023-03-13T19:03:52.041Z,2023-03-13T19:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879085,34,1,1,1,28,6lzy9iiqoysvtdsgx719fng9n,0,21.8,85.4,2023-03-13T19:03:52.716Z,2023-03-13T19:03:54Z,4096528231,56,Back,4096528237,212,37.3,4096528239,213,5.4,4096528235,141,43.0,4096528233,140,44.4,4096528241,1,,4096528229,155,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
