id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist
2541035595,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-29T18:07:24.181Z,2023-04-29T18:59:37Z,4236623019,130,10,4236623023,194,8cox96ikk1k4c24f0y5ef45x,4236623015,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4236868825,197,1504,4236623013,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, 1g092dgjsahqacxxzf5f20wh6, ewnmiv6ew1d5cnuul715x4dzp, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 7dw3mexdcnel375y16vfl0g2y, 684nd3xjli51z43pbla0mwa21, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 9najgqcaamqj0qtiicuq9hey, 1l34qvjvar8qec3kbrg4rew2d, 88csh50wwpanzfdvu7ia3x1ih, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, eqkwzp959s8q71lwaoygv9eui, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg, 9v66i03qf0gnn9iserl551wyc, f4rb3nes422yxsznjzwx0kwlw",4236623021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4236623025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4236623017,59,"1, 13, 44, 25, 10, 6, 32, 29, 7, 9, 16, 8, 11, 14, 18, 20, 22, 23, 24, 27, 36, 41, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541036417,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-04-29T18:08:06.646Z,2023-04-29T19:26:31Z,4236627591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4236627587,59,"1, 22, 28, 14, 3, 20, 23, 6, 17, 11, 33, 10, 16, 24, 25, 27, 29, 30, 32, 34, 35, 36, 37",4236627595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4236627583,30,"cf70r39m2wgbijtw0co5t6yfp, abgzge9xy445z8rdwa2mcapqt, 3yq9brnhlfinrzrfbzcv99nmd, 5curv1gquatwkxsin86fghvkk, 92mkw4rtoho0gkf3wr19c9iad, 969cpy2geokwer9gjapk7zj3e, 7b4jmfu1ejoeci2zmvwuejnys, 7flz5rsy2e31gbd8udiqg14gl, 3h7rkufywz6c2aye1l5b0ihp0, 1j33nixshgkkdwjjnuafknahh, ds0hd4ezvb5rw6l95rhbxtq1g, 440ry78r7c0ntspgph192c0r9, 1chxk7d4i11x2f16igblexgyc, cglskkkycbja9rjybhui9hdrd, 117h1l06g6f9osjp3pbb4tvro, 8eribncmewk65x40tn7pvqymt, 56i6rp74me1bdnqz1hzilzyfo, dphyw1e1tt610xaviusz662vo, g16sstb2lz1ru2hsba2ml6ju, vp0ugvtvnm7d72lyd3gsixhw, cipmd3k2nfv0ddic0l8go14gl, 6ekdeo3kocwds8ctbjoa4dhjo, ck7e2h6thujvs1j9663xsy6ms",4236627593,194,abgzge9xy445z8rdwa2mcapqt,4236973065,197,18983,4236627585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4236627589,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081437,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-29T19:01:46.664Z,2023-04-29T19:01:46Z,4236874901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081449,3,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-04-29T19:01:46.664Z,2023-04-29T19:01:49Z,4236874949,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081455,4,1,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,49.9,49.3,2023-04-29T19:01:46.883Z,2023-04-29T21:08:36Z,4236874959,141,48.9,4236874961,212,10.8,4236874963,213,3.2,4236874955,56,Back,4236874957,140,39.6,4236874965,279,S,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081511,5,1,1,0,4,xcevba75jfkrg4s6tl89zl3y,0,30.2,50,2023-04-29T19:01:50.738Z,2023-04-29T19:01:54Z,4236875195,56,Center,4236875211,1,,4236875199,141,27.5,4236875197,140,73.6,4236875203,212,48.1,4236875207,213,6.0,4236875193,155,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081529,3,1,1,0,6,bk5ltsueqmeng29eovd8m2tml,0,16.3,77.1,2023-04-29T19:01:53.231Z,2023-04-29T19:01:56Z,4236875305,212,20.3,4236875299,56,Back,4236875307,213,6.2,4236875297,3,,4236875301,140,35.5,4236875303,141,73.2,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081539,6,44,1,0,10,xcevba75jfkrg4s6tl89zl3y,1,66.4,33,2023-04-29T19:01:56.818Z,2023-04-29T19:01:58Z,4236875335,56,Center,4236875337,286,,4236875409,233,4,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081543,4,44,1,0,10,bk5ltsueqmeng29eovd8m2tml,0,33.6,67,2023-04-29T19:01:56.819Z,2023-04-29T19:01:58Z,4236875359,285,,4236875429,233,6,4236875357,56,Back,,,,,,,,,,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541081545,7,1,1,0,10,xcevba75jfkrg4s6tl89zl3y,0,67.3,34.9,2023-04-29T19:01:56.898Z,2023-04-29T19:01:57Z,4236875381,213,0.1,4236875373,56,Center,4236875379,212,7.1,4236875371,3,,4236875377,141,36.4,4236875375,140,74.0,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
