id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/13/value,qualifier/16/value
2476924943,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-10-24T17:12:11.089Z,2022-10-24T17:59:47Z,3870142905,130,18,3870142901,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3870142899,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, 7gwm8sjtl2vyfeh6mio8ve9ec, bspl2le99ugt2ug4tcqsvp1w5, eds7hz8z52qf06c3oug7nivv9, a339o11ut8s1o9odm6ybc4pka, by85t8ssyumcjcks1jx3v96vo, 3a89nlkh1p3l3qi6o70uzp5ud, 2esbyi3i7rtsdkxe6a917rsnp, b77p0um20y057708bx6on4d4a, a4dg6hmhim8bhpl5d7me85al1, asn8og4yn5gj4it0qe6vulhat, idvh0ac1f8wv39640pyl4esp, 5mqcwgg1cjj38k4adpnbkbvv8, amb2qvdnwu0meepj6yu65g72t, 8dez06qvnnwh13201ki10rtka, 2f3j5qchxzh11u4bi2mb8dslw, 73wkaux439sdodxdjhn1152sq, e6jkldz6za7ln3jqxaw50i2qy, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",3870142907,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3870142903,59,"1, 3, 11, 5, 33, 2, 4, 6, 20, 7, 9, 8, 10, 14, 15, 17, 18, 19, 22, 24, 25, 40, 45",3870142911,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3870142909,194,bspl2le99ugt2ug4tcqsvp1w5,3870251719,197,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476929453,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-10-24T17:21:26.960Z,2022-10-24T18:05:33Z,3870168507,30,"c1krps0yssh477m8umrruiqjt, 84isfq4ix06ebaf7a7jcvd9wq, 6lyedmu2vuf7jig3jmhz9b4ve, 55nra47i364xh4jpkmo93rzai, c6i4usq34m3389rtbqptahrai, 9wo8twcbs1jnqzdy0c6y8adey, ed5sclhs7op7a2mdvetub4dwq, 1s6yn52hlqtmmz4lerscf457u, dodkgckgbecal0vivr1jf0hzo, c3akpx5mnexpkslo0sqqezsru, 5nhideyjwp2347ryi1n9wfq50, ah3d8xugrx3pqaqxcmg06iyok, 8r3k1iuul274c0ha0vy90jys, 6h42yb9i7kxszd3udw7ccxus4, enyk37znns1ie2djrh4y3uck4, deb7ysp5fwiouttlarstuxgyc, ealh7n21gctxxw5ol3l3yxzze, 4xw53nccs5e36es4045pnuvis, 4lsj3yc6adimhltkab6tzfj84, 1kuswan9lk455u02x1ff389re, cvobl9pqqtj7hrgtu28grvdre",3870251047,197,2842,3870168519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3870168509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3870168513,130,4,3870168517,194,ed5sclhs7op7a2mdvetub4dwq,3870168511,59,"1, 2, 5, 6, 3, 14, 8, 7, 9, 10, 11, 23, 18, 21, 17, 16, 15, 31, 19, 24, 12",3870168515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943815,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-10-24T18:01:36.722Z,2022-10-24T18:01:36Z,3870252715,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943823,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-10-24T18:01:36.722Z,2022-10-24T18:01:38Z,3870252743,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943837,3,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,50.1,50.1,2022-10-24T18:01:36.822Z,2022-10-24T18:01:40Z,3870252819,279,S,3870252809,56,Back,3870252813,141,49.9,3870252817,213,3.2,3870252815,212,13.2,3870252811,140,37.5,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943849,4,1,1,0,4,ch82doz9w9t1sw9ae3a4ffh0j,0,37.2,49.6,2022-10-24T18:01:40.864Z,2022-10-24T18:18:42Z,3870252881,140,74.9,3870252885,212,50.5,3870252883,141,95.6,3870252887,213,0.7,3870252879,56,Left,3870252889,1,,3870252877,155,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943865,3,44,1,0,7,2uuh2bir8ktof0uxfo06lb4ox,1,23.6,6.8,2022-10-24T18:01:43.791Z,2022-10-24T18:01:46Z,3870252967,285,,3870252973,233,5,3870252965,56,Back,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943853,5,44,1,0,7,ch82doz9w9t1sw9ae3a4ffh0j,0,76.4,93.2,2022-10-24T18:01:43.792Z,2022-10-24T18:01:46Z,3870252905,286,,3870252903,56,Left,3870252977,233,3,,,,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943867,4,1,1,0,7,2uuh2bir8ktof0uxfo06lb4ox,0,22,9.1,2022-10-24T18:01:44.637Z,2022-10-24T18:03:23Z,3870252991,213,5.1,3870252983,56,Back,3870252987,141,0.0,3870252989,212,7.8,3870252985,140,24.8,3870252981,3,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943869,5,5,1,0,8,2uuh2bir8ktof0uxfo06lb4ox,0,27,-1.4,2022-10-24T18:01:44.960Z,2022-10-24T18:12:00Z,3870253081,233,6,3870252997,56,Back,3870252999,347,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
