id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,assist
2465109591,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-30T17:15:15.292Z,2022-09-30T18:03:17Z,3807326493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3807326497,130,4,3807326491,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8zj8e6ovo1bt0d67klra3yh3o, 8mq0q8ebkt20p1pm35z3qma22, a5j0tndc5032lgmuv1vqd2cix, a2ws6j60xd12ng844vlhgq2cq, aynwkpiteltfei3x5txm84opg, 46wxtiry28k7j3y6gacgf7x4a, 7afaygi7b8fmxr885zaezaay1, 74x54r0698ug6gzk9jwd86pxx, 8g5ms6uacdkgfcbxt4crlr4ve, 7wa5hbk41axn5lybd2b7v2978, alzxtazwzkp6cy4igin4ht2vp, 97i465n07uip7fnpw82v554b8, balcshp8sostjtslygqqixu5l, 4lf5375rzyy400rabvwgbcbmx, 4jx9sjbj9s8q2qeknsqhyozqh, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0",3807326495,59,"1, 18, 24, 7, 3, 4, 20, 8, 10, 11, 42, 2, 6, 19, 21, 22, 23, 28, 31",3807326499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3807326503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807326501,194,4jvk1ex8dsjj498vqzqhfmqxh,3807395377,197,13167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465111391,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-30T17:21:46.218Z,2022-09-30T18:02:43Z,3807335457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807335455,30,"dmsmbn9a1qucwf100o3v77nbp, 1o51op6w576yo6t585wkwistm, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, 4dk7h575fifmw2lhslevhmhux, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, azt0ll196snbxy38eqw7mtln9, f2snk84xy67ergwrwoblgt2ad, 6p6sdikmka45csxfw0i0q0l3p, akfbttkeqfd8pzhe93ra674kp, bmbzc4jvazdiuddsbnceyauei, armxucjqaulvwfxyufovg3je1, 5r73kuy4vdv1epvmzrhb6nskq, 1rm3t48auz1wqya7tanmjyjje, 2sxmpaw4khmgyym320oiwu3u, awokzor2tv5ro47ea34at1gx5, e5c8wtame01unosnz4zchwljo, 2uw0batubkzwe3gcexxwa22cq, 49zitlyt01houmqy6hk04x36y",3807335459,59,"1, 2, 12, 18, 5, 21, 11, 15, 33, 17, 29, 4, 8, 19, 22, 24, 27, 28, 34, 36, 39",3807335467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807335463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807335465,194,ip62fljz9ng6sil4krcq8dm1,3807335461,130,8,3807393493,197,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122479,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-09-30T18:01:54.127Z,2022-09-30T18:01:56Z,3807391227,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122475,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-30T18:01:54.127Z,2022-09-30T18:01:54Z,3807391213,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122503,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50,50,2022-09-30T18:01:54.227Z,2022-09-30T18:01:57Z,3807391333,279,S,3807391325,140,34.0,3807391329,212,18.4,3807391323,56,Back,3807391331,213,2.7,3807391327,141,61.1,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122511,4,1,1,0,2,dac758ef858jbq7pcb3gfwite,1,34,61.1,2022-09-30T18:01:56.748Z,2022-09-30T18:01:59Z,3807391377,212,13.5,3807391373,140,31.6,3807391379,213,4.5,3807391371,56,Back,3807391375,141,41.6,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122543,5,1,1,0,4,dac758ef858jbq7pcb3gfwite,1,31.6,41.5,2022-09-30T18:01:58.949Z,2022-09-30T18:02:02Z,3807391553,141,75.1,3807391557,213,1.8,3807391551,140,26.0,3807391555,212,23.6,3807391549,56,Back,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122569,6,1,1,0,7,dac758ef858jbq7pcb3gfwite,1,26.4,75.3,2022-09-30T18:02:02.100Z,2022-09-30T18:02:05Z,3807391685,213,6.0,3807391681,141,60.9,3807391687,1,,3807391683,212,32.3,3807391677,56,Center,3807391675,155,,3807391679,140,55.7,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122577,7,61,1,0,11,dac758ef858jbq7pcb3gfwite,0,49.2,62.1,2022-09-30T18:02:05.181Z,2022-09-30T18:02:05Z,3807391711,56,Back,,,,,,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122581,3,49,1,0,11,eh54mfvjtrttgsg1wbjnvxcqz,1,58.1,48.1,2022-09-30T18:02:06.007Z,2022-09-30T18:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
