id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,assist
2526030995,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-31T16:54:29.736Z,2023-03-31T18:01:08Z,4149913857,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4150040957,197,497,4149913855,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, b77p0um20y057708bx6on4d4a, 1rd0zzpp3dn0y7qtxwc57g7h1, 2esbyi3i7rtsdkxe6a917rsnp, eds7hz8z52qf06c3oug7nivv9, a339o11ut8s1o9odm6ybc4pka, 9ktfzp9jbzxod3116b4xql6ju, 3a89nlkh1p3l3qi6o70uzp5ud, asn8og4yn5gj4it0qe6vulhat, idvh0ac1f8wv39640pyl4esp, cnqxbvy77blk2ulx06t65it49, 2f3j5qchxzh11u4bi2mb8dslw, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",4149913861,130,12,4149913863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149913865,194,bspl2le99ugt2ug4tcqsvp1w5,4149913867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149913859,59,"1, 3, 11, 5, 36, 2, 8, 30, 9, 4, 6, 16, 7, 14, 15, 17, 22, 23, 24, 31, 33, 40, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526031419,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-31T16:55:54.572Z,2023-03-31T18:07:06Z,4149916017,59,"1, 2, 5, 6, 3, 14, 8, 7, 10, 11, 9, 21, 15, 20, 19, 31, 17, 16, 12, 18",4149916015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149916025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149916021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149916019,130,4,4150038039,197,16352,4149916023,194,ed5sclhs7op7a2mdvetub4dwq,4149916013,30,"deb7ysp5fwiouttlarstuxgyc, 81lcssd0e5g5rerdpyjlrkkyc, asvxbmdd5j5tlz2fo1jpcrrx0, 5q6qsh7qw0f9y754i3ylqfl04, ah3d8xugrx3pqaqxcmg06iyok, 2tu58roj0u0vpaqcaz266a415, ed5sclhs7op7a2mdvetub4dwq, c3akpx5mnexpkslo0sqqezsru, dodkgckgbecal0vivr1jf0hzo, 5nhideyjwp2347ryi1n9wfq50, a6vduk9b8pcf250he49x1vitw, 2n5747kdxok0ifg5o37336plg, ealh7n21gctxxw5ol3l3yxzze, 84isfq4ix06ebaf7a7jcvd9wq, enyk37znns1ie2djrh4y3uck4, d2jjigs2ovi8jbogk8klnoqac, 8r3k1iuul274c0ha0vy90jys, et56bifus2obkmtcwzhqpzxn8, cvobl9pqqtj7hrgtu28grvdre, btrg844mxkl6kbn89s7aecj8q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056987,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-31T18:02:07.114Z,2023-03-31T18:02:08Z,4150043671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056977,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-31T18:02:07.114Z,2023-03-31T18:02:07Z,4150043613,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057005,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50.2,50,2023-03-31T18:02:07.214Z,2023-03-31T18:02:10Z,4150043779,140,39.1,4150043785,213,2.7,4150043787,279,S,4150043783,212,12.7,4150043781,141,57.3,4150043777,56,Back,,,,,,,2esbyi3i7rtsdkxe6a917rsnp,L. Thy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057091,4,1,1,0,3,2uuh2bir8ktof0uxfo06lb4ox,1,37.5,56.7,2023-03-31T18:02:10.472Z,2023-03-31T18:02:15Z,4150044205,212,40.1,4150044207,213,5.8,4150044197,155,,4150044201,140,71.4,4150044203,141,29.5,4150044199,56,Center,4150044209,1,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057101,5,1,1,0,6,2uuh2bir8ktof0uxfo06lb4ox,0,71.4,29.5,2023-03-31T18:02:13.334Z,2023-03-31T19:06:57Z,4150044265,1,,4150044259,141,48.8,4150044257,140,71.5,4150044255,56,Center,4150044253,157,,4150044261,212,13.1,4150044263,213,1.6,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057113,3,1,1,0,7,ch82doz9w9t1sw9ae3a4ffh0j,0,31.3,58.2,2023-03-31T18:02:14.216Z,2023-03-31T18:02:17Z,4150044317,157,,4150044325,212,21.6,4150044327,213,5.1,4150044321,140,39.3,4150044319,56,Back,4150044323,141,28.9,4150044329,1,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057155,6,1,1,0,12,2uuh2bir8ktof0uxfo06lb4ox,1,67.9,65.7,2023-03-31T18:02:19.160Z,2023-03-31T18:02:20Z,4150044565,141,88.1,4150044567,212,31.4,4150044569,213,2.6,4150044563,140,41.7,4150044561,56,Back,,,,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057191,7,1,1,0,13,2uuh2bir8ktof0uxfo06lb4ox,1,41.7,88.1,2023-03-31T18:02:20.632Z,2023-03-31T18:02:23Z,4150044731,141,61.4,4150044733,212,34.9,4150044729,140,13.3,4150044737,1,,4150044735,213,3.7,4150044727,56,Back,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
