id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/16/value
2460614383,142,5,1,13,7,1fttb31hnskynpku8qd09yhm8,0,44.4,-1.1,2022-09-16T18:17:12.319Z,2022-09-16T18:17:20Z,3783540813,233,95,3783540071,56,Back,3783540073,347,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614603,96,1,1,13,18,xcevba75jfkrg4s6tl89zl3y,1,63.4,100,2022-09-16T18:17:23.665Z,2022-09-16T18:17:27Z,3783541349,212,40.5,3783541345,140,26.5,3783541351,213,3.4,3783541341,107,,3783541347,141,83.7,3783541353,1,,3783541343,56,Back,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614667,97,1,1,13,22,xcevba75jfkrg4s6tl89zl3y,1,25.6,81.2,2022-09-16T18:17:27.441Z,2022-09-16T18:17:30Z,3783541687,140,25.5,3783541689,141,41.2,3783541691,212,27.2,3783541693,213,4.7,3783541685,56,Back,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614703,98,1,1,13,25,xcevba75jfkrg4s6tl89zl3y,1,25.1,40.9,2022-09-16T18:17:30.690Z,2022-09-16T18:17:33Z,3783541873,213,5.3,3783541869,141,20.0,3783541865,56,Back,3783541871,212,17.4,3783541867,140,34.6,,,,,,,,,,92mkw4rtoho0gkf3wr19c9iad,J. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614741,99,1,1,13,27,xcevba75jfkrg4s6tl89zl3y,1,34.6,20.9,2022-09-16T18:17:32.946Z,2022-09-16T18:17:35Z,3783542075,140,39.4,3783542079,212,26.7,3783542081,213,1.4,3783542073,56,Back,3783542077,141,59.4,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614879,100,1,1,13,29,xcevba75jfkrg4s6tl89zl3y,1,39.3,59.3,2022-09-16T18:17:35.025Z,2022-09-16T18:17:41Z,3783542849,213,2.2,3783542847,212,16.1,3783542841,56,Back,3783542845,141,79.1,3783542843,140,30.9,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614921,101,1,1,13,36,xcevba75jfkrg4s6tl89zl3y,1,30.4,78.8,2022-09-16T18:17:41.714Z,2022-09-16T18:17:43Z,3783543067,56,Back,3783543073,212,14.9,3783543075,213,0.8,3783543069,140,40.1,3783543071,141,94.8,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460614939,102,1,1,13,38,xcevba75jfkrg4s6tl89zl3y,1,40.1,94.8,2022-09-16T18:17:43.698Z,2022-09-16T18:17:44Z,3783543175,213,3.8,3783543167,56,Back,3783543173,212,16.6,3783543169,140,27.8,3783543171,141,79.4,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460615095,103,1,1,13,39,xcevba75jfkrg4s6tl89zl3y,1,27.8,79.4,2022-09-16T18:17:44.722Z,2022-09-16T18:17:52Z,3783544027,56,Back,3783544035,141,22.3,3783544039,212,38.8,3783544041,213,4.7,3783544031,140,28.2,3783544043,1,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460615151,104,1,1,13,47,xcevba75jfkrg4s6tl89zl3y,1,39.5,33.1,2022-09-16T18:17:52.675Z,2022-09-16T18:17:57Z,3783544351,155,,3783544357,141,93.0,3783544353,56,Left,3783544359,212,53.6,3783544363,1,,3783544355,140,72.7,3783544361,213,0.9,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460615227,105,1,1,13,50,xcevba75jfkrg4s6tl89zl3y,1,75.7,95.1,2022-09-16T18:17:55.883Z,2022-09-16T18:19:25Z,3783544787,213,5.3,3783544781,140,94.0,3783544779,56,Center,3783544775,2,,3783544777,155,,3783544789,1,,3783544785,212,35.6,3783550233,22,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,3783550229,154,,,3783544783,141,3783550225,210,16,,,,,,1,51.0,,,,,,,,,,,,,,,,
2460616453,108,44,1,13,51,xcevba75jfkrg4s6tl89zl3y,1,92.4,49.6,2022-09-16T18:17:56.395Z,2022-09-16T18:19:14Z,3783551867,233,143,3783551843,286,,3783551841,56,Center,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460615859,143,44,1,13,51,1fttb31hnskynpku8qd09yhm8,0,7.6,50.4,2022-09-16T18:17:56.396Z,2022-09-16T18:19:15Z,3783551879,233,108,3783548379,56,Back,3783548381,285,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460615233,106,16,1,13,53,xcevba75jfkrg4s6tl89zl3y,1,90.9,50.5,2022-09-16T18:17:58.403Z,2022-09-16T18:19:26Z,3783550295,154,,3783547191,375,13:52.755,3783550301,102,54.0,3783550307,230,99.3,3783550305,214,,3783547183,328,,3783550297,55,105,3783550291,76,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,3783544811,22,,,3783547177,15,3783550303,103,19.6,3783547185,374,2022-09-16 19:17:57.829,3783550293,29,,,3783550289,17,3783544815,56,Center,3783550311,231,50,,,,,,,,
2460616161,144,1,1,14,49,1fttb31hnskynpku8qd09yhm8,1,49.9,50.4,2022-09-16T18:18:54.876Z,2022-09-16T18:18:55Z,3783550129,279,G,3783550125,212,12.9,3783550121,140,41.0,3783550127,213,2.4,3783550119,56,Back,3783550123,141,63.4,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616205,145,1,1,14,50,1fttb31hnskynpku8qd09yhm8,1,41,63.4,2022-09-16T18:18:55.531Z,2022-09-16T18:18:58Z,3783550421,212,8.9,3783550419,141,55.8,3783550423,213,3.8,3783550415,56,Back,3783550417,140,34.1,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616209,146,1,1,14,51,1fttb31hnskynpku8qd09yhm8,1,34.7,56.9,2022-09-16T18:18:57.012Z,2022-09-16T18:18:58Z,3783550457,212,11.8,3783550451,56,Back,3783550453,140,44.4,3783550459,213,0.5,3783550455,141,65.7,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616281,147,1,1,14,53,1fttb31hnskynpku8qd09yhm8,1,44.4,65.7,2022-09-16T18:18:58.276Z,2022-09-16T18:19:03Z,3783550833,213,4.2,3783550829,141,29.3,3783550831,212,27.9,3783550825,56,Back,3783550827,140,32.2,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616359,148,1,1,14,58,1fttb31hnskynpku8qd09yhm8,1,36.1,27.6,2022-09-16T18:19:03.244Z,2022-09-16T18:19:08Z,3783551277,140,54.0,3783551275,56,Right,3783551283,213,5.6,3783551279,141,5.1,3783551281,212,24.2,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616371,149,61,1,15,2,1fttb31hnskynpku8qd09yhm8,0,52.3,12.5,2022-09-16T18:19:08.068Z,2022-09-16T18:19:11Z,3783551345,56,Right,,,,,,,,,,,,,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616401,107,5,1,15,3,xcevba75jfkrg4s6tl89zl3y,1,43.2,101.5,2022-09-16T18:19:09.003Z,2022-09-16T18:35:36Z,3783551505,56,Back,3783551507,347,,3783551521,233,150,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616375,150,5,1,15,3,1fttb31hnskynpku8qd09yhm8,0,56.8,-1.5,2022-09-16T18:19:09.003Z,2022-09-16T18:19:11Z,3783551571,233,107,3783551369,347,,3783551367,56,Right,,,,,,,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616721,109,1,1,15,23,xcevba75jfkrg4s6tl89zl3y,1,49.4,100,2022-09-16T18:19:28.629Z,2022-09-16T18:19:31Z,3783553435,140,69.4,3783553439,212,22.5,3783553433,56,Left,3783553441,213,5.9,3783553443,1,,3783553437,141,89.7,3783553431,107,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616803,110,1,1,15,26,xcevba75jfkrg4s6tl89zl3y,1,69.4,89.7,2022-09-16T18:19:31.797Z,2022-09-16T18:19:36Z,3783553901,1,,3783553887,140,54.1,3783553893,212,37.4,3783553885,56,Center,3783553897,213,4.3,3783553889,141,40.1,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616887,111,1,1,15,31,xcevba75jfkrg4s6tl89zl3y,1,55.1,35.6,2022-09-16T18:19:36.597Z,2022-09-16T18:19:41Z,3783554359,140,72.1,3783554363,212,26.2,3783554361,141,7.4,3783554365,213,5.5,3783554357,56,Right,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616889,112,50,1,15,34,xcevba75jfkrg4s6tl89zl3y,1,83.2,26.2,2022-09-16T18:19:40.020Z,2022-09-16T18:19:42Z,3783554373,286,,3783554371,56,Center,3783554421,233,151,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616861,151,7,1,15,34,1fttb31hnskynpku8qd09yhm8,0,16.8,73.8,2022-09-16T18:19:40.021Z,2022-09-16T18:19:42Z,3783554211,285,,3783554207,56,Back,3783554395,233,112,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616893,113,61,1,15,37,xcevba75jfkrg4s6tl89zl3y,1,83.4,28.7,2022-09-16T18:19:42.219Z,2022-09-16T18:19:42Z,3783554389,56,Center,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616899,152,61,1,15,37,1fttb31hnskynpku8qd09yhm8,1,11.8,71.1,2022-09-16T18:19:42.472Z,2022-09-16T18:19:43Z,3783554441,56,Back,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460616913,153,49,1,15,38,1fttb31hnskynpku8qd09yhm8,1,16.5,75.9,2022-09-16T18:19:43.406Z,2022-09-16T18:19:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617085,154,1,1,15,39,1fttb31hnskynpku8qd09yhm8,1,21.3,75.5,2022-09-16T18:19:44.501Z,2022-09-16T18:19:55Z,3783555545,141,25.2,3783555543,140,26.6,3783555541,56,Back,3783555547,212,34.7,3783555551,1,,3783555549,213,4.9,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617099,155,1,1,15,50,1fttb31hnskynpku8qd09yhm8,1,30.9,17.9,2022-09-16T18:19:55.789Z,2022-09-16T18:19:57Z,3783555657,140,26.5,3783555655,56,Back,3783555661,212,12.1,3783555663,213,2.0,3783555659,141,34.3,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617143,156,1,1,15,51,1fttb31hnskynpku8qd09yhm8,1,26.5,34.3,2022-09-16T18:19:56.892Z,2022-09-16T18:19:59Z,3783555925,56,Back,3783555931,212,36.0,3783555933,213,1.4,3783555929,141,86.3,3783555927,140,33.1,3783555935,1,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617181,157,1,1,15,54,1fttb31hnskynpku8qd09yhm8,1,31.9,85.6,2022-09-16T18:19:59.813Z,2022-09-16T18:20:02Z,3783556159,213,4.7,3783556155,141,68.1,3783556157,212,11.9,3783556151,56,Back,3783556153,140,32.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617247,158,1,1,15,57,1fttb31hnskynpku8qd09yhm8,1,30.9,60.6,2022-09-16T18:20:02.309Z,2022-09-16T18:20:07Z,3783556593,56,Back,3783556601,213,5.1,3783556597,141,5.5,3783556603,1,,3783556595,140,45.2,3783556599,212,40.4,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617253,159,1,1,16,2,1fttb31hnskynpku8qd09yhm8,0,56,8.8,2022-09-16T18:20:07.749Z,2022-09-16T18:20:09Z,3783556641,141,24.7,3783556637,56,Center,3783556645,213,0.8,3783556643,212,15.2,3783556639,140,66.2,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617265,114,8,1,16,4,xcevba75jfkrg4s6tl89zl3y,1,28.9,75,2022-09-16T18:20:09.815Z,2022-09-16T18:20:25Z,3783556703,56,Back,,,,,,,,,,,,,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617317,160,1,1,16,5,1fttb31hnskynpku8qd09yhm8,0,65.3,20.4,2022-09-16T18:20:10.557Z,2022-09-16T18:20:14Z,3783557037,212,21.8,3783557031,56,Center,3783557033,140,72.0,3783557035,141,50.7,3783557041,213,1.2,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617331,115,49,1,16,8,xcevba75jfkrg4s6tl89zl3y,1,28.1,43.6,2022-09-16T18:20:13.655Z,2022-09-16T18:20:13Z,,,,,,,,,,,,,,,,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617379,116,1,1,16,8,xcevba75jfkrg4s6tl89zl3y,1,28.1,43.6,2022-09-16T18:20:13.895Z,2022-09-16T18:20:16Z,3783557425,212,25.3,3783557421,140,4.1,3783557427,213,3.2,3783557419,56,Back,3783557423,141,40.1,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617451,117,1,1,16,11,xcevba75jfkrg4s6tl89zl3y,1,4.1,40.1,2022-09-16T18:20:16.854Z,2022-09-16T18:20:20Z,3783557879,141,77.0,3783557881,212,25.9,3783557883,213,1.3,3783557875,56,Back,3783557877,140,10.4,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617493,118,1,1,16,15,xcevba75jfkrg4s6tl89zl3y,1,10.4,77,2022-09-16T18:20:20.870Z,2022-09-16T18:20:24Z,3783558155,213,0.9,3783558149,140,18.6,3783558153,212,14.5,3783558147,56,Back,3783558151,141,94.1,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617567,119,1,1,16,22,xcevba75jfkrg4s6tl89zl3y,1,33.6,91.4,2022-09-16T18:20:27.751Z,2022-09-16T18:20:30Z,3783558631,213,3.9,3783558623,56,Back,3783558625,140,25.2,3783558629,212,12.5,3783558627,141,78.3,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617585,120,1,1,16,25,xcevba75jfkrg4s6tl89zl3y,1,26.1,78.5,2022-09-16T18:20:30.790Z,2022-09-16T18:20:33Z,3783558753,140,21.9,3783558751,56,Back,3783558757,212,27.2,3783558755,141,39.1,3783558759,213,4.5,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617631,121,1,1,16,27,xcevba75jfkrg4s6tl89zl3y,1,21.9,39.1,2022-09-16T18:20:33.014Z,2022-09-16T18:20:36Z,3783559083,140,33.7,3783559085,141,13.1,3783559081,56,Back,3783559087,212,21.6,3783559089,213,5.3,,,,,,,,,,92mkw4rtoho0gkf3wr19c9iad,J. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617689,122,1,1,16,31,xcevba75jfkrg4s6tl89zl3y,1,33,12.4,2022-09-16T18:20:36.295Z,2022-09-16T18:20:41Z,3783559535,212,49.9,3783559527,155,,3783559539,1,,3783559529,56,Right,3783559533,141,7.3,3783559537,213,6.2,3783559531,140,80.4,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617711,123,1,1,16,36,xcevba75jfkrg4s6tl89zl3y,1,79.4,5.5,2022-09-16T18:20:41.799Z,2022-09-16T18:20:43Z,3783559675,213,2.8,3783559667,56,Right,3783559673,212,14.6,3783559669,140,66.3,3783559671,141,12.7,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617769,124,1,1,16,38,xcevba75jfkrg4s6tl89zl3y,0,66.3,12.7,2022-09-16T18:20:43.079Z,2022-09-16T18:20:46Z,3783559983,213,0.7,3783559975,56,Center,3783559979,141,34.3,3783559981,212,22.6,3783559977,140,82.7,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617719,161,49,1,16,38,1fttb31hnskynpku8qd09yhm8,1,19.2,78.7,2022-09-16T18:20:43.590Z,2022-09-16T18:20:43Z,,,,,,,,,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617759,162,1,1,16,38,1fttb31hnskynpku8qd09yhm8,1,19.3,78,2022-09-16T18:20:43.942Z,2022-09-16T18:20:45Z,3783559949,141,69.9,3783559945,56,Back,3783559951,212,6.4,3783559947,140,22.4,3783559953,213,5.2,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617789,163,1,1,16,40,1fttb31hnskynpku8qd09yhm8,1,22.4,69.2,2022-09-16T18:20:45.486Z,2022-09-16T18:20:47Z,3783560073,56,Back,3783560077,141,31.0,3783560075,140,25.0,3783560081,213,4.8,3783560079,212,26.1,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617811,164,1,1,16,42,1fttb31hnskynpku8qd09yhm8,0,25,31,2022-09-16T18:20:47.694Z,2022-09-16T18:20:49Z,3783560213,141,29.1,3783560215,212,11.3,3783560217,213,6.2,3783560209,56,Back,3783560211,140,35.7,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617837,125,61,1,16,44,xcevba75jfkrg4s6tl89zl3y,1,72.3,59,2022-09-16T18:20:49.656Z,2022-09-16T18:20:49Z,3783560379,56,Center,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617863,126,49,1,16,45,xcevba75jfkrg4s6tl89zl3y,1,65.7,45.7,2022-09-16T18:20:50.952Z,2022-09-16T18:20:51Z,,,,,,,,,,,,,,,,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617897,127,1,1,16,46,xcevba75jfkrg4s6tl89zl3y,1,67.5,50.7,2022-09-16T18:20:51.607Z,2022-09-16T18:20:52Z,3783560685,140,74.5,3783560683,56,Center,3783560691,213,0.6,3783560689,212,8.8,3783560687,141,57.8,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617907,128,1,1,16,47,xcevba75jfkrg4s6tl89zl3y,1,74.5,57.8,2022-09-16T18:20:52.679Z,2022-09-16T18:20:53Z,3783560735,212,9.8,3783560727,140,65.4,3783560731,141,54.6,3783560739,213,3.4,3783560725,56,Center,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460617935,129,1,1,16,48,xcevba75jfkrg4s6tl89zl3y,1,67.4,54.3,2022-09-16T18:20:53.751Z,2022-09-16T18:20:55Z,3783560859,56,Center,3783560865,212,10.6,3783560863,141,67.2,3783560861,140,61.8,3783560867,213,2.2,,,,,,,,,,96j7klvrblmkwsprx0wk81b10,H. Bouihrouchane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618003,130,1,1,16,50,xcevba75jfkrg4s6tl89zl3y,1,63,69.6,2022-09-16T18:20:55.719Z,2022-09-16T18:21:00Z,3783561265,141,93.2,3783561263,140,76.1,3783561261,56,Left,3783561267,212,21.1,3783561269,213,0.9,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618007,131,61,1,16,55,xcevba75jfkrg4s6tl89zl3y,0,77.3,93.9,2022-09-16T18:21:00.664Z,2022-09-16T18:21:01Z,3783561279,56,Left,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618013,132,43,1,16,56,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-09-16T18:21:01.096Z,2022-09-16T18:21:06Z,3783561823,144,42,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618043,165,4,1,16,56,1fttb31hnskynpku8qd09yhm8,1,21.6,6.9,2022-09-16T18:21:01.367Z,2022-09-16T18:21:05Z,3783561445,152,,3783561699,233,133,3783561443,56,Back,3783561441,10,,3783561447,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618075,133,4,1,16,56,xcevba75jfkrg4s6tl89zl3y,0,78.4,93.1,2022-09-16T18:21:01.368Z,2022-09-16T18:21:05Z,3783561659,56,Left,3783561663,286,,3783561731,233,165,3783561661,152,,3783561657,10,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618093,166,1,1,17,0,1fttb31hnskynpku8qd09yhm8,1,31.8,16.8,2022-09-16T18:21:05.078Z,2022-09-16T18:21:06Z,3783561753,56,Back,3783561757,141,27.3,3783561751,152,,3783561761,213,2.2,3783561755,140,27.1,3783561749,5,,3783561759,212,8.7,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618111,167,1,1,17,0,1fttb31hnskynpku8qd09yhm8,1,27.1,27.3,2022-09-16T18:21:05.894Z,2022-09-16T18:21:07Z,3783561875,141,14.4,3783561879,213,5.3,3783561873,140,32.8,3783561871,56,Back,3783561877,212,10.6,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618203,168,1,1,17,2,1fttb31hnskynpku8qd09yhm8,1,32.7,15.1,2022-09-16T18:21:07.302Z,2022-09-16T18:21:14Z,3783562399,212,10.3,3783562401,213,5.8,3783562395,140,41.2,3783562391,56,Back,3783562397,141,7.5,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618213,169,1,1,17,8,1fttb31hnskynpku8qd09yhm8,1,41,7.3,2022-09-16T18:21:14.055Z,2022-09-16T18:21:14Z,3783562467,140,27.9,3783562469,141,29.5,3783562475,213,2.3,3783562473,212,20.4,3783562465,56,Back,,,,,,,,,,a59aos4xq3vklv2joqa09axre,N. Grootfaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618273,170,1,1,17,9,1fttb31hnskynpku8qd09yhm8,1,27.9,29.5,2022-09-16T18:21:14.735Z,2022-09-16T18:21:18Z,3783562861,212,14.1,3783562855,56,Back,3783562863,213,0.7,3783562859,141,43.5,3783562857,140,37.8,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460618311,171,1,1,17,13,1fttb31hnskynpku8qd09yhm8,1,36.5,44.8,2022-09-16T18:21:18.830Z,2022-09-16T18:21:22Z,3783563083,56,Back,3783563085,140,47.9,3783563087,141,83.7,3783563091,213,1.1,3783563089,212,29.0,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
