id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2465110957,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-30T17:19:43.569Z,2022-09-30T17:58:28Z,3807332999,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, 46oot98163lb6atyes4j0mup5, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, a49duk4f5m5zmyvwht0ikal05, m10ml783dkbr4i0fpb06cm3t, c78t1bgro2lh7gvw8rwi6p239, 7o8auo4uu5mzh7f4a44ucdf8q, 2pva2d9if0phol0efqnur68a2, 5t2yht2zjn4g7otqpaer3ia22, ag4gnhbvomc0q9ohvkyroftas, 4j7mtyvi7jg9e4ontiyt9vwbu, 9tmi00hx820vuwghg30jhzidx, e7vke1zwf6w6xvxtsi2b8f9m2, blu3rrhzier5ivp5p9u78448a, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, dh8jo5uq1oq0qv7gpu5rrbwx6, ajt9gf8zqsc3m6z4kof5m99ii, da3d2iu2j4yb7q1ag063mu44q, 9fb368ot1vtjx63e4l4y0ss9g",3807333011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807333005,130,13,3807333003,59,"1, 16, 5, 24, 4, 3, 12, 21, 9, 19, 10, 11, 2, 7, 8, 14, 17, 18, 20, 23, 25, 27, 28",3807333009,194,c78t1bgro2lh7gvw8rwi6p239,3807387179,197,4034,3807333007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807333001,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465111865,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-30T17:23:48.047Z,2022-09-30T18:00:29Z,3807338063,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807338069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807338061,30,"790v7fu7f2s40e160mlrb6dt6, cvobl9pqqtj7hrgtu28grvdre, asvxbmdd5j5tlz2fo1jpcrrx0, 1kuswan9lk455u02x1ff389re, c6i4usq34m3389rtbqptahrai, 721sqdm51rybsfytf68tagq38, ed5sclhs7op7a2mdvetub4dwq, df5rxx2r305pdtf28967fuxyi, dodkgckgbecal0vivr1jf0hzo, c3akpx5mnexpkslo0sqqezsru, 5nhideyjwp2347ryi1n9wfq50, cnajg4djcd0enb5rsrluwzms4, 8r3k1iuul274c0ha0vy90jys, 2n5747kdxok0ifg5o37336plg, 6h42yb9i7kxszd3udw7ccxus4, c2d9oidweb7cj1g39jwuugro4, deb7ysp5fwiouttlarstuxgyc, 4lsj3yc6adimhltkab6tzfj84, 5q6qsh7qw0f9y754i3ylqfl04, 55nra47i364xh4jpkmo93rzai, et56bifus2obkmtcwzhqpzxn8",3807338067,130,13,3807339247,194,ed5sclhs7op7a2mdvetub4dwq,3807338071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807389287,197,16352,3807338065,59,"1, 2, 11, 5, 14, 3, 6, 8, 9, 10, 7, 23, 17, 20, 21, 22, 16, 19, 18, 24, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122491,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-30T18:01:56.167Z,2022-09-30T18:01:56Z,3807391267,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122499,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-30T18:01:56.167Z,2022-09-30T18:01:59Z,3807391309,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122519,3,1,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,50.1,49.8,2022-09-30T18:01:56.267Z,2022-09-30T18:01:59Z,3807391425,212,14.3,3807391427,213,3.8,3807391421,140,39.2,3807391429,279,S,3807391419,56,Back,3807391423,141,37.2,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122533,4,1,1,0,2,zjawy6qdzk3y69v5pa3zl2cb,1,39.1,36.9,2022-09-30T18:01:58.300Z,2022-09-30T18:02:00Z,3807391501,212,20.7,3807391499,141,66.7,3807391503,213,1.8,3807391497,140,35.0,3807391495,56,Back,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122643,5,1,1,0,4,zjawy6qdzk3y69v5pa3zl2cb,1,33.8,69.4,2022-09-30T18:02:00.844Z,2022-09-30T18:02:12Z,3807391985,56,Left,3807391987,140,51.5,3807391993,212,20.4,3807391997,213,0.4,3807391991,141,81.6,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122647,6,4,1,0,14,zjawy6qdzk3y69v5pa3zl2cb,1,61.6,82.6,2022-09-30T18:02:10.620Z,2022-09-30T18:02:12Z,3807392017,286,,3807392011,295,,3807392019,233,3,3807392013,56,Left,3807392015,152,,3807392009,13,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122641,3,4,1,0,14,ch82doz9w9t1sw9ae3a4ffh0j,0,38.4,17.4,2022-09-30T18:02:10.621Z,2022-09-30T18:02:12Z,3807391975,13,,3807391977,295,,3807391979,56,Back,3807391981,152,,3807391983,285,,3807392025,233,6,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465122727,7,1,1,0,23,zjawy6qdzk3y69v5pa3zl2cb,1,58.1,80.5,2022-09-30T18:02:19.996Z,2022-09-30T18:03:02Z,3807394479,189,,3807392397,56,Left,3807392399,140,53.5,3807392401,141,80.7,3807392393,5,,3807392403,212,4.8,3807392395,152,,3807392405,213,3.1,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
