id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2524784201,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-03-26T11:47:57.095Z,2023-03-26T13:30:00Z,4124684595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124684603,194,2psxvq4l1g9fzgt00cfks96fp,4124684597,59,"1, 2, 30, 22, 28, 3, 27, 9, 19, 10, 11, 5, 6, 7, 14, 15, 18, 20, 21, 23, 33",4124753013,197,2844,4124684599,130,4,4124684593,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 1icurh5jrnw1e6jdgqxjnhdnu, egmubn4rsudpbk05qfv2qlvit, 94h1esmbnvlcvdeq9ohs11boq, zihddqvp0sjni8stcio8bgmh, 9s22h996z2zpktwsx96cnz40k, 8im7pgnph2au11blma5pewe09, 45rrtsz9hmxxqasj8jgi3g0oa, 42lgdybjew0zrd18mmwwcpbhm, 6qjbfua7nynaxrs5t8tygedp1, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 3mcj3wypzq3lno1ehc0vif1sl, 8hjakiipmhtwr07v6h0d414gl, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, 1xblfsj8ec5jp17vnhibrk2jt",4124684601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124684605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524786613,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-26T11:57:22.051Z,2023-03-26T14:45:34Z,4124696505,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, 7e78647fbcn7noga5qlz46xux, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, 6gzpefxqcz2v4z95bnecilfpx, ab8p14hbfeph28j3ig36nzob9, pd5ksvrqxmxsuvfeenz0fqzu, 70qjuubp69zw3d3p0hvunmi8l, awxjnhn762q09xe59hozfjsa1, 20ib1q65ul2h570xl6jpcx1jo, 1ufzkfjcl53jun67ctdkxv3tg, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, 7kntrrc80dcadt8umvqf6qfe2, dsgea9ruo8blm2ppu19y1vod0, cktdin60q1omaa4gmjp08o76y, 37gw14qso08iq31lr2gerhb84, 6smqledi9xrrhifu9yi87kf6x, 7plnzzirl3q10vucy37p7b6ui, 2ppvf1ywd1mxum1lgnn2pubdg",4124753599,197,1696,4124696515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124696511,130,10,4124696507,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124696509,59,"1, 12, 16, 14, 21, 6, 10, 15, 22, 9, 27, 26, 25, 4, 5, 7, 8, 11, 13, 17, 19, 24",4124696513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124753597,194,8zsx2ykxkcusmsvbj8bsjk445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798767,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-26T12:32:03.107Z,2023-03-26T12:32:04Z,4124757239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798759,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-03-26T12:32:03.107Z,2023-03-26T12:32:03Z,4124757225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798809,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50.1,50.1,2023-03-26T12:32:03.207Z,2023-03-26T14:31:53Z,4124757453,141,51.3,4124757459,279,S,4124757457,213,3.1,4124757449,56,Back,4124757451,140,29.2,4124757455,212,22.0,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798839,4,1,1,0,7,b94pf87be9ojdgnrs5mst80un,1,33,45.1,2023-03-26T12:32:10.352Z,2023-03-26T12:32:13Z,4124757589,141,73.0,4124757585,56,Back,4124757593,213,1.6,4124757591,212,19.0,4124757587,140,32.8,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798855,5,1,1,0,10,b94pf87be9ojdgnrs5mst80un,1,32.8,73,2023-03-26T12:32:13.280Z,2023-03-26T12:32:16Z,4124757659,141,35.8,4124757655,56,Back,4124757663,213,4.6,4124757661,212,25.4,4124757657,140,30.3,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798893,6,1,1,0,13,b94pf87be9ojdgnrs5mst80un,1,30.3,35.8,2023-03-26T12:32:16.111Z,2023-03-26T12:32:20Z,4124757823,213,5.1,4124757819,141,8.9,4124757815,56,Back,4124757817,140,37.3,4124757821,212,19.7,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798909,7,1,1,0,17,b94pf87be9ojdgnrs5mst80un,1,46.3,9.4,2023-03-26T12:32:20.544Z,2023-03-26T12:32:21Z,4124757907,212,19.2,4124757905,141,21.5,4124757901,56,Center,4124757903,140,62.8,4124757909,213,0.4,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798935,3,49,1,0,17,z9phg19papi9f5fd6qxzr836,1,11.5,83.7,2023-03-26T12:32:20.992Z,2023-03-26T13:20:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
