id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2471644279,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-14T17:22:07.097Z,2022-10-14T18:15:01Z,3842241183,59,"1, 2, 17, 30, 20, 3, 8, 29, 9, 10, 22, 28, 4, 5, 6, 7, 14, 15, 21, 23, 27, 33",3842241185,130,19,3842241181,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842241179,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, 1icurh5jrnw1e6jdgqxjnhdnu, 8hjakiipmhtwr07v6h0d414gl, zihddqvp0sjni8stcio8bgmh, 48wvdjjo0z1j2bac42n9t5jv9, 11ngumxajbizagbzpm5kompxx, 8im7pgnph2au11blma5pewe09, 42lgdybjew0zrd18mmwwcpbhm, egmubn4rsudpbk05qfv2qlvit, 74c5xmju2kvausnr3h9kjijh0, 2rlckdzkm4d6dsqwutkvhm95h, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, eaaxvzqox27ea3u2j9d6gcd90, 1xblfsj8ec5jp17vnhibrk2jt",3842318703,197,2844,3842241189,194,2psxvq4l1g9fzgt00cfks96fp,3842241187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842241191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471644585,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-14T17:23:18.159Z,2022-10-14T18:07:20Z,3842243005,130,8,3842243003,59,"1, 13, 25, 8, 3, 4, 37, 32, 18, 23, 19, 7, 9, 11, 14, 16, 21, 22, 36, 41, 42, 44",3842243001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842243007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842243009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842242999,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 1l34qvjvar8qec3kbrg4rew2d, 9hz7j1p4f0d2hxyz2bdkbyk0l, 7isjog4r71ahzypnhq3ki9xp1, 57kp9bepwqf9u7fuu8fgvi9rd, 7dw3mexdcnel375y16vfl0g2y, 35uvcvkv4nd0jbsov3xosjsut, 47autoxmcbr5z7o6d8998esph, b9apqidquztaojf6e3my6v7bp, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 88csh50wwpanzfdvu7ia3x1ih, amasl6wz90pv9kkbx3kihj7bp, 9najgqcaamqj0qtiicuq9hey, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 39f4hnokkp81ucrkx5bo5sjdg, 9v66i03qf0gnn9iserl551wyc, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",3842324553,194,1l34qvjvar8qec3kbrg4rew2d,3842324555,197,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659229,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-14T18:02:57.303Z,2022-10-14T18:02:57Z,3842324905,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659241,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-14T18:02:57.303Z,2022-10-14T18:02:58Z,3842324945,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659273,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50.1,50.2,2022-10-14T18:02:57.403Z,2022-10-14T18:03:00Z,3842325127,279,S,3842325119,140,32.8,3842325117,56,Back,3842325123,212,18.2,3842325125,213,3.2,3842325121,141,49.1,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471689775,296,40,1,0,1,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-14T18:02:58.877Z,2022-10-14T18:40:16Z,3842493613,130,19,3842493615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842493611,59,"1, 2, 17, 20, 3, 30, 8, 29, 9, 10, 22, 28, 4, 5, 6, 7, 14, 15, 21, 23, 27, 33",3842493619,194,2psxvq4l1g9fzgt00cfks96fp,3842493607,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, 8hjakiipmhtwr07v6h0d414gl, zihddqvp0sjni8stcio8bgmh, 1icurh5jrnw1e6jdgqxjnhdnu, 48wvdjjo0z1j2bac42n9t5jv9, 11ngumxajbizagbzpm5kompxx, 8im7pgnph2au11blma5pewe09, 42lgdybjew0zrd18mmwwcpbhm, egmubn4rsudpbk05qfv2qlvit, 74c5xmju2kvausnr3h9kjijh0, 2rlckdzkm4d6dsqwutkvhm95h, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, eaaxvzqox27ea3u2j9d6gcd90, 1xblfsj8ec5jp17vnhibrk2jt",3842493609,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659337,4,1,1,0,3,b94pf87be9ojdgnrs5mst80un,0,31.3,48.8,2022-10-14T18:03:00.835Z,2022-10-14T18:58:52Z,3842325473,213,0.7,3842325475,1,,3842325463,155,,3842325471,212,47.4,3842325469,141,94.2,3842325467,140,65.5,3842325465,56,Left,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659369,3,44,1,0,7,bk5ltsueqmeng29eovd8m2tml,1,37.8,7.3,2022-10-14T18:03:04.840Z,2022-10-14T18:03:06Z,3842325665,233,5,3842325647,285,,3842325645,56,Back,,,,,,,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659347,5,44,1,0,7,b94pf87be9ojdgnrs5mst80un,0,62.2,92.7,2022-10-14T18:03:04.841Z,2022-10-14T18:03:06Z,3842325527,56,Left,3842325693,233,3,3842325531,286,,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659381,4,1,1,0,7,bk5ltsueqmeng29eovd8m2tml,0,41.1,8.8,2022-10-14T18:03:05.232Z,2022-10-14T18:10:57Z,3842325729,213,4.2,3842325727,212,7.7,3842325719,3,,3842325723,140,37.5,3842325725,141,0.0,3842325721,56,Back,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
