id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2485845605,9,1,1,0,32,eh54mfvjtrttgsg1wbjnvxcqz,1,34.6,52.1,2022-11-14T19:02:14.022Z,2022-11-14T19:02:17Z,3917045365,56,Back,3917045367,140,32.7,3917045371,212,28.7,3917045369,141,10.0,3917045373,213,4.6,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845617,10,1,1,0,36,eh54mfvjtrttgsg1wbjnvxcqz,1,31.1,12.4,2022-11-14T19:02:17.494Z,2022-11-14T19:02:23Z,3917045449,141,39.1,3917045451,212,29.5,3917045445,56,Back,3917045447,140,8.9,3917045453,213,2.5,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845633,11,1,1,0,41,eh54mfvjtrttgsg1wbjnvxcqz,0,9.1,41.3,2022-11-14T19:02:23.062Z,2022-11-14T19:02:29Z,3917045529,141,32.2,3917045535,1,,3917045533,213,6.2,3917045531,212,63.6,3917045527,140,69.4,3917045525,56,Center,3917045523,157,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845651,5,1,1,0,48,6lzy9iiqoysvtdsgx719fng9n,1,26.1,67.7,2022-11-14T19:02:30.124Z,2022-11-14T19:02:35Z,3917045629,3,,3917045635,141,27.3,3917045633,140,24.2,3917045637,212,27.5,3917045639,213,4.6,3917045631,56,Back,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845655,6,49,1,0,55,6lzy9iiqoysvtdsgx719fng9n,1,23.9,25.8,2022-11-14T19:02:36.955Z,2022-11-14T19:02:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845667,7,1,1,0,56,6lzy9iiqoysvtdsgx719fng9n,1,23.9,25.8,2022-11-14T19:02:37.356Z,2022-11-14T19:02:38Z,3917045701,213,2.5,3917045693,56,Back,3917045695,140,3.9,3917045697,141,48.2,3917045699,212,25.9,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845681,8,1,1,0,58,6lzy9iiqoysvtdsgx719fng9n,0,3,52,2022-11-14T19:02:39.595Z,2022-11-14T19:02:42Z,3917045783,141,30.7,3917045785,212,65.8,3917045787,213,6.1,3917045777,155,,3917045779,56,Center,3917045789,1,,3917045781,140,64.1,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845689,12,49,1,1,3,eh54mfvjtrttgsg1wbjnvxcqz,1,35.5,76.1,2022-11-14T19:02:44.213Z,2022-11-14T19:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7eq1j570gbj6tzw9d1btzwnis,N. de Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845697,13,1,1,1,3,eh54mfvjtrttgsg1wbjnvxcqz,1,35.5,76.1,2022-11-14T19:02:44.565Z,2022-11-14T19:02:47Z,3917045897,140,11.9,3917045895,56,Back,3917045903,213,3.7,3917045901,212,30.1,3917045899,141,51.0,,,,,,,,,,7eq1j570gbj6tzw9d1btzwnis,N. de Groot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845709,14,1,1,1,5,eh54mfvjtrttgsg1wbjnvxcqz,0,11.9,51,2022-11-14T19:02:47.125Z,2022-11-14T19:02:55Z,3917045983,56,Center,3917045985,140,54.7,3917045991,213,0,3917045987,141,51.0,3917045989,212,44.9,3917045993,1,,3917045981,157,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845715,9,44,1,1,11,6lzy9iiqoysvtdsgx719fng9n,1,44.6,49.1,2022-11-14T19:02:52.948Z,2022-11-14T19:02:54Z,3917046037,233,15,3917046035,285,,3917046033,56,Back,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845713,15,44,1,1,11,eh54mfvjtrttgsg1wbjnvxcqz,0,55.4,50.9,2022-11-14T19:02:52.949Z,2022-11-14T19:02:55Z,3917046081,233,9,3917046021,286,,3917046019,56,Center,,,,,,,,,,,,,,,,5362zl678ibx1md2kk6t4r47o,N. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845719,10,1,1,1,14,6lzy9iiqoysvtdsgx719fng9n,1,40.7,49.5,2022-11-14T19:02:55.466Z,2022-11-14T19:52:52Z,3917046055,3,,3917046057,56,Back,3917046061,141,50.3,3917046059,140,45.7,3917046063,212,5.3,3917046065,213,0.1,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845723,11,49,1,1,17,6lzy9iiqoysvtdsgx719fng9n,1,48.4,42.1,2022-11-14T19:02:58.842Z,2022-11-14T19:52:49Z,,,,,,,,,,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845727,12,1,1,1,17,6lzy9iiqoysvtdsgx719fng9n,1,48.4,42.1,2022-11-14T19:02:59.034Z,2022-11-14T19:50:20Z,3917046125,212,32.3,3917046123,141,22.5,3917046131,213,3.6,3917046119,56,Back,3917046135,1,,3917046121,140,20.4,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845757,13,1,1,1,19,6lzy9iiqoysvtdsgx719fng9n,1,20.4,22.5,2022-11-14T19:03:00.810Z,2022-11-14T19:03:02Z,3917046289,141,51.1,3917046293,213,2.2,3917046285,56,Back,3917046291,212,25.0,3917046287,140,5.5,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845769,14,1,1,1,23,6lzy9iiqoysvtdsgx719fng9n,0,7.6,52,2022-11-14T19:03:04.427Z,2022-11-14T19:03:08Z,3917046371,212,48.0,3917046365,56,Center,3917046363,155,,3917046367,140,52.6,3917046373,213,0.2,3917046375,1,,3917046369,141,64.7,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845771,16,44,1,1,25,eh54mfvjtrttgsg1wbjnvxcqz,1,54.2,39.6,2022-11-14T19:03:06.230Z,2022-11-14T19:15:31Z,3917063765,286,,3917046401,233,16,3917046379,56,Center,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845781,16,44,1,1,25,6lzy9iiqoysvtdsgx719fng9n,0,45.8,60.4,2022-11-14T19:03:06.231Z,2022-11-14T19:15:31Z,3917046433,285,,3917046459,233,16,3917046431,56,Back,,,,,,,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845779,17,1,1,1,25,eh54mfvjtrttgsg1wbjnvxcqz,1,46.2,45.6,2022-11-14T19:03:06.598Z,2022-11-14T19:53:04Z,3917046419,213,6.2,3917046411,56,Center,3917046415,141,44.5,3917046413,140,56.6,3917046417,212,10.9,3917046409,3,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845785,18,44,1,1,26,eh54mfvjtrttgsg1wbjnvxcqz,1,54.5,38.4,2022-11-14T19:03:08.037Z,2022-11-14T19:53:02Z,3917046449,56,Center,3917046451,286,,3917046453,233,15,,,,,,,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845775,15,44,1,1,26,6lzy9iiqoysvtdsgx719fng9n,0,45.5,61.6,2022-11-14T19:03:08.038Z,2022-11-14T19:15:32Z,3917046385,56,Back,3917046423,233,18,3917063809,285,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845791,19,1,1,1,27,eh54mfvjtrttgsg1wbjnvxcqz,0,57.8,48.1,2022-11-14T19:03:08.358Z,2022-11-14T19:57:04Z,3917046493,212,13.8,3917046489,140,70.2,3917046495,213,5.9,3917046485,3,,3917046491,141,41.2,3917046487,56,Center,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845809,17,1,1,1,33,6lzy9iiqoysvtdsgx719fng9n,1,24.3,68,2022-11-14T19:03:14.490Z,2022-11-14T19:03:16Z,3917046587,56,Back,3917046591,141,45.2,3917046589,140,19.7,3917046595,213,4.4,3917046593,212,16.2,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845825,18,1,1,1,36,6lzy9iiqoysvtdsgx719fng9n,1,20,41.7,2022-11-14T19:03:17.595Z,2022-11-14T19:03:20Z,3917046691,141,10.7,3917046687,56,Back,3917046695,213,5.0,3917046689,140,24.9,3917046693,212,21.7,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845833,19,1,1,1,40,6lzy9iiqoysvtdsgx719fng9n,1,27.4,14.6,2022-11-14T19:03:21.531Z,2022-11-14T19:03:23Z,3917046751,141,34.6,3917046755,213,2.1,3917046753,212,16.2,3917046747,56,Back,3917046749,140,19.0,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845843,20,1,1,1,43,6lzy9iiqoysvtdsgx719fng9n,1,19,35.5,2022-11-14T19:03:24.650Z,2022-11-14T19:03:25Z,3917046807,140,20.6,3917046805,56,Back,3917046811,212,24.0,3917046813,213,1.5,3917046809,141,70.7,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845869,21,1,1,1,46,6lzy9iiqoysvtdsgx719fng9n,1,20,71.2,2022-11-14T19:03:27.211Z,2022-11-14T19:03:32Z,3917046961,141,50.9,3917046963,212,21.6,3917046965,213,3.8,3917046959,140,4.2,3917046957,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845881,22,1,1,1,52,6lzy9iiqoysvtdsgx719fng9n,1,7,51.4,2022-11-14T19:03:33.595Z,2022-11-14T19:03:36Z,3917047041,213,6.1,3917047033,56,Center,3917047035,140,63.2,3917047037,141,34.1,3917047043,1,,3917047039,212,60.2,3917047031,155,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845883,23,61,1,1,55,6lzy9iiqoysvtdsgx719fng9n,1,63.2,34.1,2022-11-14T19:03:36.931Z,2022-11-14T19:53:08Z,3917047047,56,Center,,,,,,,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845889,20,49,1,1,56,eh54mfvjtrttgsg1wbjnvxcqz,1,25.8,52.5,2022-11-14T19:03:37.669Z,2022-11-14T19:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845895,21,1,1,1,56,eh54mfvjtrttgsg1wbjnvxcqz,1,25.8,52.5,2022-11-14T19:03:37.957Z,2022-11-14T19:03:43Z,3917047127,213,3.0,3917047119,56,Back,3917047125,212,21.6,3917047123,141,57.0,3917047121,140,5.4,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845903,22,1,1,2,2,eh54mfvjtrttgsg1wbjnvxcqz,1,5.6,65.4,2022-11-14T19:03:43.334Z,2022-11-14T19:03:46Z,3917047169,56,Back,3917047175,212,43.1,3917047173,141,46.7,3917047177,213,6.0,3917047167,157,,3917047179,1,,3917047171,140,44.8,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845907,23,1,1,2,5,eh54mfvjtrttgsg1wbjnvxcqz,1,44.8,46.7,2022-11-14T19:03:46.501Z,2022-11-14T19:03:47Z,3917047197,140,37.9,3917047195,56,Back,3917047201,212,9.8,3917047209,156,,3917047203,213,3.9,3917047199,141,37.1,,,,,,,5362zl678ibx1md2kk6t4r47o,N. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845919,24,1,1,2,7,eh54mfvjtrttgsg1wbjnvxcqz,1,37.9,37.1,2022-11-14T19:03:48.293Z,2022-11-14T19:03:50Z,3917047277,141,43.0,3917047273,56,Back,3917047275,140,44.4,3917047281,213,0.5,3917047279,212,7.9,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845921,25,1,1,2,8,eh54mfvjtrttgsg1wbjnvxcqz,0,44.4,43,2022-11-14T19:03:50.106Z,2022-11-14T19:03:54Z,3917047301,286,,3917047291,212,1.8,3917047287,140,46.1,3917047285,56,Back,3917047297,233,24,3917047293,213,6.2,3917047295,236,,3917047289,141,42.7,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845915,24,74,1,2,8,6lzy9iiqoysvtdsgx719fng9n,1,53,62.5,2022-11-14T19:03:50.107Z,2022-11-14T19:15:29Z,3917047303,233,25,3917047253,56,Center,3917047255,285,,,,,,,,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845925,25,49,1,2,12,6lzy9iiqoysvtdsgx719fng9n,1,46.7,76,2022-11-14T19:03:53.194Z,2022-11-14T19:03:51Z,,,,,,,,,,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845935,26,50,1,2,13,6lzy9iiqoysvtdsgx719fng9n,1,43.2,79.2,2022-11-14T19:03:54.852Z,2022-11-14T19:03:58Z,3917047363,56,Back,3917047365,286,,3917047429,233,26,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845945,26,7,1,2,13,eh54mfvjtrttgsg1wbjnvxcqz,1,56.8,20.8,2022-11-14T19:03:54.853Z,2022-11-14T19:03:57Z,3917047421,56,Right,3917047423,285,,3917047425,233,26,,,,,,,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845947,27,49,1,2,15,eh54mfvjtrttgsg1wbjnvxcqz,1,60,18.4,2022-11-14T19:03:56.997Z,2022-11-14T19:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845949,28,3,1,2,16,eh54mfvjtrttgsg1wbjnvxcqz,0,65.4,19.8,2022-11-14T19:03:57.397Z,2022-11-14T19:03:59Z,3917047435,286,,3917047433,56,Right,3917047495,233,27,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845953,27,7,1,2,16,6lzy9iiqoysvtdsgx719fng9n,0,34.6,80.2,2022-11-14T19:03:57.398Z,2022-11-14T19:03:59Z,3917047453,56,Back,3917047455,285,,3917047469,233,28,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845965,29,1,1,2,21,eh54mfvjtrttgsg1wbjnvxcqz,0,81.7,11.6,2022-11-14T19:04:02.950Z,2022-11-14T19:04:05Z,3917047533,213,1.3,3917047529,141,41.6,3917047521,2,,3917047523,155,,3917047525,56,Center,3917047527,140,87.2,3917047531,212,21.2,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845967,28,12,1,2,24,6lzy9iiqoysvtdsgx719fng9n,1,10.2,59.7,2022-11-14T19:04:05.938Z,2022-11-14T19:51:23Z,3917047541,141,100.0,3917047537,56,Back,3917047551,167,,3917047543,212,28.6,3917047569,15,,3917047545,213,1.4,3917047539,140,14.8,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485845969,29,5,1,2,25,6lzy9iiqoysvtdsgx719fng9n,0,13.2,100.9,2022-11-14T19:04:06.406Z,2022-11-14T19:51:16Z,3917047671,233,30,3917047549,347,,3917047547,56,Back,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
