id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2451077781,3,1,1,0,18,1wyg1tunyt7go9tnjea1hjqxb,0,63.5,52.7,2022-08-26T18:02:16.421Z,2022-08-26T18:02:19Z,3732716285,3,,3732716287,56,Center,3732716293,212,12.7,3732716295,213,3.3,3732716289,140,51.6,3732716291,141,49.6,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077815,9,1,1,0,21,dvmw7d6jb38qvv7e6ziwu0vyr,1,44.8,39.9,2022-08-26T18:02:18.499Z,2022-08-26T18:02:20Z,3732716479,212,15.6,3732716477,141,52.1,3732716481,213,0.6,3732716475,140,57.4,3732716473,56,Center,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077823,10,1,1,0,23,dvmw7d6jb38qvv7e6ziwu0vyr,0,57.2,51.7,2022-08-26T18:02:20.708Z,2022-08-26T18:02:21Z,3732716521,140,82.1,3732716517,155,,3732716525,212,26.2,3732716527,213,6.2,3732716519,56,Center,3732716523,141,49.1,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077881,4,1,1,0,24,1wyg1tunyt7go9tnjea1hjqxb,1,24,44.2,2022-08-26T18:02:21.837Z,2022-08-26T18:02:24Z,3732716793,141,23.4,3732716795,212,14.2,3732716797,213,4.6,3732716787,3,,3732716789,56,Back,3732716791,140,23.0,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077889,5,49,1,0,26,1wyg1tunyt7go9tnjea1hjqxb,1,23.2,22.2,2022-08-26T18:02:23.658Z,2022-08-26T18:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077951,6,1,1,0,27,1wyg1tunyt7go9tnjea1hjqxb,0,25,16.1,2022-08-26T18:02:24.445Z,2022-08-26T18:02:29Z,3732717199,213,6.0,3732717191,56,Right,3732717189,157,,3732717195,141,0.0,3732717197,212,46.9,3732717193,140,68.3,3732717201,1,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077955,7,5,1,0,31,1wyg1tunyt7go9tnjea1hjqxb,0,67.6,-1.5,2022-08-26T18:02:28.658Z,2022-08-26T18:02:39Z,3732717217,56,Right,3732717219,347,,3732718051,233,11,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078107,11,5,1,0,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.4,101.5,2022-08-26T18:02:28.658Z,2022-08-26T18:11:00Z,3732717983,56,Back,3732717985,347,,3732717999,233,7,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078137,12,1,1,0,41,dvmw7d6jb38qvv7e6ziwu0vyr,0,32.7,100,2022-08-26T18:02:38.867Z,2022-08-26T18:02:40Z,3732718131,140,34.2,3732718137,213,4.8,3732718135,212,12.9,3732718127,107,,3732718133,141,83.1,3732718129,56,Back,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078147,8,8,1,0,43,1wyg1tunyt7go9tnjea1hjqxb,1,42.2,13.7,2022-08-26T18:02:40.509Z,2022-08-26T18:02:40Z,3732718157,56,Back,,,,,,,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078215,9,1,1,0,44,1wyg1tunyt7go9tnjea1hjqxb,1,42.3,12.8,2022-08-26T18:02:41.497Z,2022-08-26T18:02:44Z,3732718435,56,Back,3732718443,213,2.8,3732718437,140,30.5,3732718439,141,18.5,3732718441,212,13.0,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078247,10,1,1,0,47,1wyg1tunyt7go9tnjea1hjqxb,1,30.5,18.5,2022-08-26T18:02:44.622Z,2022-08-26T18:02:46Z,3732718593,213,1.7,3732718585,56,Back,3732718587,140,28.9,3732718589,141,42.5,3732718591,212,16.4,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078295,11,1,1,0,48,1wyg1tunyt7go9tnjea1hjqxb,1,28.9,42.5,2022-08-26T18:02:45.972Z,2022-08-26T18:02:49Z,3732718827,56,Back,3732718833,141,20.6,3732718831,140,27.0,3732718839,213,4.6,3732718835,212,15.0,,,,,,,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078369,12,1,1,0,51,1wyg1tunyt7go9tnjea1hjqxb,0,27.7,20.3,2022-08-26T18:02:49.066Z,2022-08-26T18:02:53Z,3732719223,213,6.2,3732719213,155,,3732719219,141,14.0,3732719225,1,,3732719221,212,46.4,3732719217,140,71.7,3732719215,56,Right,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078407,13,1,1,0,55,dvmw7d6jb38qvv7e6ziwu0vyr,0,26.1,83.5,2022-08-26T18:02:52.756Z,2022-08-26T18:02:53Z,3732719421,3,,3732719427,140,57.0,3732719425,56,Left,3732719437,213,0.0,3732719435,212,32.5,3732719439,1,,3732719431,141,85.2,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078531,13,1,1,0,56,1wyg1tunyt7go9tnjea1hjqxb,1,38.2,14.3,2022-08-26T18:02:54.384Z,2022-08-26T18:02:59Z,3732719889,56,Right,3732719891,140,60.6,3732719895,141,13.1,3732719897,212,23.5,3732719901,213,6.2,3732719887,3,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078585,14,1,1,1,2,1wyg1tunyt7go9tnjea1hjqxb,1,60.6,13.1,2022-08-26T18:02:59.451Z,2022-08-26T18:03:02Z,3732720181,213,5.6,3732720173,140,65.4,3732720167,168,,3732720169,56,Right,3732720177,141,7.1,3732720163,3,,3732720179,212,6.5,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078591,15,50,1,1,4,1wyg1tunyt7go9tnjea1hjqxb,1,67.1,8.5,2022-08-26T18:03:02.175Z,2022-08-26T18:03:05Z,3732720201,56,Right,3732720203,286,,3732720433,233,14,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078619,14,7,1,1,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.9,91.5,2022-08-26T18:03:02.176Z,2022-08-26T18:03:05Z,3732720371,285,,3732720369,56,Back,3732720403,233,15,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078623,15,49,1,1,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,16.1,90,2022-08-26T18:03:04.388Z,2022-08-26T18:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078665,16,50,1,1,9,dvmw7d6jb38qvv7e6ziwu0vyr,1,2.6,95.6,2022-08-26T18:03:06.549Z,2022-08-26T18:03:09Z,3732720607,285,,3732720605,56,Back,3732720833,233,16,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078693,16,7,1,1,9,1wyg1tunyt7go9tnjea1hjqxb,1,97.4,4.4,2022-08-26T18:03:06.550Z,2022-08-26T18:03:08Z,3732720737,56,Right,3732720735,167,,3732720787,233,16,3732720739,286,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078687,17,5,1,1,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,-1,93.3,2022-08-26T18:03:07.676Z,2022-08-26T18:11:01Z,3732720811,233,17,3732720707,56,Back,3732720709,346,,,,,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078695,17,5,1,1,10,1wyg1tunyt7go9tnjea1hjqxb,0,101,6.7,2022-08-26T18:03:07.676Z,2022-08-26T18:03:09Z,3732720745,346,,3732720743,56,Right,3732720843,233,17,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078841,18,1,1,1,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,5.2,50,2022-08-26T18:03:16.326Z,2022-08-26T18:03:19Z,3732721619,212,19.6,3732721611,124,,3732721617,141,21.7,3732721615,140,8.8,3732721623,213,4.9,3732721631,237,,3732721613,56,Back,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078889,19,1,1,1,21,dvmw7d6jb38qvv7e6ziwu0vyr,1,9.2,23.1,2022-08-26T18:03:19.125Z,2022-08-26T18:03:22Z,3732721903,140,11.9,3732721901,56,Back,3732721911,1,,3732721909,213,1.5,3732721907,212,35.3,3732721905,141,74.9,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078927,20,1,1,1,25,dvmw7d6jb38qvv7e6ziwu0vyr,0,12.8,82.3,2022-08-26T18:03:22.836Z,2022-08-26T18:03:25Z,3732722075,213,6.3,3732722077,1,,3732722071,141,82.2,3732722067,56,Left,3732722065,157,,3732722073,212,41.9,3732722069,140,52.7,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078981,18,1,1,1,29,1wyg1tunyt7go9tnjea1hjqxb,0,54.5,15,2022-08-26T18:03:26.499Z,2022-08-26T18:03:28Z,3732722369,3,,3732722371,56,Right,3732722379,213,5.6,3732722377,212,17.7,3732722375,141,0.0,3732722373,140,67.7,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078983,19,5,1,1,30,1wyg1tunyt7go9tnjea1hjqxb,0,69.4,-1.2,2022-08-26T18:03:27.740Z,2022-08-26T18:03:37Z,3732722385,56,Right,3732722387,347,,3732723101,233,21,,,,,,,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079119,21,5,1,1,30,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.6,101.2,2022-08-26T18:03:27.740Z,2022-08-26T18:11:01Z,3732723093,233,19,3732723085,56,Back,3732723087,347,,,,,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079135,22,1,1,1,39,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.3,100,2022-08-26T18:03:36.469Z,2022-08-26T18:03:38Z,3732723187,212,13.6,3732723185,141,94.8,3732723191,213,3.5,3732723173,107,,3732723181,140,21.1,3732723177,56,Back,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079191,23,1,1,1,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,25.2,97.6,2022-08-26T18:03:38.725Z,2022-08-26T18:03:42Z,3732723441,141,94.5,3732723445,213,6.2,3732723439,140,41.1,3732723443,212,16.8,3732723437,56,Back,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079203,24,1,1,1,44,dvmw7d6jb38qvv7e6ziwu0vyr,1,34,95.2,2022-08-26T18:03:42.245Z,2022-08-26T18:03:43Z,3732723511,56,Back,3732723525,212,5.0,3732723519,141,96.1,3732723515,140,29.3,3732723529,213,3.0,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079219,25,1,1,1,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,29.3,96.3,2022-08-26T18:03:43.013Z,2022-08-26T18:03:44Z,3732723665,233,20,3732723569,56,Back,3732723669,286,,3732723573,141,96.4,3732723663,236,,3732723571,140,32.3,3732723575,212,3.2,3732723577,213,0.0,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079227,20,74,1,1,45,1wyg1tunyt7go9tnjea1hjqxb,1,59.5,3.1,2022-08-26T18:03:43.014Z,2022-08-26T18:15:21Z,3732723597,285,,3732723595,56,Right,3732723701,233,25,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079251,21,5,1,1,46,1wyg1tunyt7go9tnjea1hjqxb,0,68.6,-1.4,2022-08-26T18:03:44.421Z,2022-08-26T18:11:01Z,3732723719,347,,3732724077,233,26,3732723717,56,Right,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079313,26,5,1,1,46,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.4,101.4,2022-08-26T18:03:44.421Z,2022-08-26T18:03:50Z,3732724031,56,Back,3732724033,347,,3732724053,233,21,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079369,27,1,1,1,54,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.7,100,2022-08-26T18:03:51.909Z,2022-08-26T18:03:53Z,3732724311,107,,3732724319,212,11.0,3732724321,213,5.3,3732724313,56,Back,3732724317,141,87.6,3732724315,140,36.4,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079373,28,1,1,1,55,dvmw7d6jb38qvv7e6ziwu0vyr,0,36,87.7,2022-08-26T18:03:53.237Z,2022-08-26T18:03:53Z,3732724351,212,2.6,3732724349,141,90.6,3732724353,213,0.9,3732724345,56,Back,3732724347,140,37.6,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079393,22,61,1,1,57,1wyg1tunyt7go9tnjea1hjqxb,1,57.5,12.6,2022-08-26T18:03:54.738Z,2022-08-26T18:03:55Z,3732724451,56,Right,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079403,23,49,1,1,58,1wyg1tunyt7go9tnjea1hjqxb,1,58.2,11.1,2022-08-26T18:03:55.456Z,2022-08-26T18:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079443,24,1,1,1,58,1wyg1tunyt7go9tnjea1hjqxb,0,58.2,11.1,2022-08-26T18:03:55.826Z,2022-08-26T18:03:59Z,3732724679,140,72.6,3732724685,213,6.2,3732724683,212,15.2,3732724681,141,8.2,3732724677,56,Right,3732724675,155,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079439,29,49,1,2,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.6,93.1,2022-08-26T18:03:58.213Z,2022-08-26T18:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079455,30,1,1,2,1,dvmw7d6jb38qvv7e6ziwu0vyr,0,28.6,93.1,2022-08-26T18:03:59.030Z,2022-08-26T18:03:59Z,3732724763,56,Back,3732724771,213,6.2,3732724767,141,92.1,3732724765,140,42.0,3732724769,212,14.1,3732724761,155,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079477,25,1,1,2,2,1wyg1tunyt7go9tnjea1hjqxb,0,58.4,5,2022-08-26T18:03:59.800Z,2022-08-26T18:04:01Z,3732724883,213,0.4,3732724879,141,16.4,3732724881,212,17.8,3732724875,56,Right,3732724877,140,73.7,3732724873,155,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079527,31,1,1,2,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.7,75.5,2022-08-26T18:04:01.685Z,2022-08-26T18:04:03Z,3732725141,140,41.8,3732725145,212,16.2,3732725147,213,0.2,3732725139,56,Back,3732725137,3,,3732725143,141,80.2,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079545,32,1,1,2,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,38.5,79.5,2022-08-26T18:04:03.686Z,2022-08-26T18:04:05Z,3732725225,141,72.2,3732725227,212,11.5,3732725223,140,28.6,3732725221,56,Back,3732725229,213,3.6,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079671,33,1,1,2,7,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.9,72.1,2022-08-26T18:04:04.997Z,2022-08-26T18:04:12Z,3732725867,140,32.5,3732725865,56,Back,3732725873,213,4.9,3732725871,212,26.7,3732725869,141,33.3,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079701,34,1,1,2,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,75.2,7.3,2022-08-26T18:04:12.470Z,2022-08-26T18:04:14Z,3732725987,213,0.8,3732725985,212,7.6,3732725983,141,15.0,3732725979,56,Right,3732725981,140,80.4,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
