id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId
2533125141,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-14T17:09:17.792Z,2023-04-14T17:57:52Z,4187629571,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187629579,194,5fcaaack3wbn6nfdx1qoqoafp,4187629569,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 1olyaqfnnl0sb4vsfxyi7j2z9, d5g7rl9a83vu3cyyzvu5yveqy, 5gunbyh0bjzutryox97ihxot1, 5fcaaack3wbn6nfdx1qoqoafp, cjff8fu812lennnunqljgddnu, 4nkd85hpwiiqtieuslhcrc2ga, rxblyjf8pcsdgdvy24zgnefp, 2an4s7uuqa9a6sl7vutznc7o5, c066582sb3qfs7c0472rw371m, 1falkoydwxoiazskcoalwll62, 4j9ug0ng9dhx6xwhdwx6fafx0, 6nd0ifv6ljza9nauxcpejqzft, 36u3tovqdi3885wk3139wczfu, 41es2x265ddlzqjqa6wb9vey2, 3xza88l7s8dlki9kleqwz2puy, emaf4mjxn2255qlcn1pcxn36x, 9urh0cy0a8ni61fuxmiqosnis, 4mhahoh3a6rir882ug9hdb5nu, f48jetdaq8dttcdo11mugaxnt, 8gkh6rsfo2tsrsiirv05bm1yi, cgsirikez39wlx8lhu1uo00yd",4187629575,130,10,4187629581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187629577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187742419,197,490,4187629573,59,"1, 2, 31, 3, 16, 15, 26, 32, 20, 9, 28, 5, 8, 10, 12, 14, 18, 19, 23, 24, 27, 36, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533126669,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-14T17:12:34.624Z,2023-04-25T11:41:49Z,4187767871,197,18815,4187637469,59,"21, 13, 25, 4, 10, 6, 32, 29, 7, 9, 16, 1, 8, 11, 14, 18, 20, 22, 23, 24, 27, 36, 42, 44",4187637471,130,10,4187637467,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187637473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187637477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187637465,30,"ckx9rplhgmncmcxs0a1z7n6qd, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 7dw3mexdcnel375y16vfl0g2y, 684nd3xjli51z43pbla0mwa21, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 9najgqcaamqj0qtiicuq9hey, etvamcwttnlg4sfxfulgzm7yt, 1l34qvjvar8qec3kbrg4rew2d, 88csh50wwpanzfdvu7ia3x1ih, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, eqkwzp959s8q71lwaoygv9eui, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",4187637475,194,8cox96ikk1k4c24f0y5ef45x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152777,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-14T18:07:38.480Z,2023-04-14T18:07:41Z,4187774217,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152769,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-04-14T18:07:38.480Z,2023-04-14T18:07:38Z,4187774141,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152811,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,49.8,50,2023-04-14T18:07:38.580Z,2023-04-14T18:07:42Z,4187774371,56,Back,4187774379,213,2.8,4187774383,279,S,4187774373,140,29.1,4187774377,212,22.9,4187774375,141,60.4,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152847,4,1,1,0,4,bk5ltsueqmeng29eovd8m2tml,0,35.8,63.2,2023-04-14T18:07:42.505Z,2023-04-14T18:07:46Z,4187774611,212,46.3,4187774605,56,Center,4187774613,213,5.7,4187774615,1,,4187774603,155,,4187774609,141,24.0,4187774607,140,71.8,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152851,3,1,1,0,7,59t7flioj4w4mpwnrwbm0m8ck,0,27,87.8,2023-04-14T18:07:45.961Z,2023-04-14T18:07:47Z,4187774627,3,,4187774629,56,Back,4187774633,141,75.3,4187774637,213,5.7,4187774631,140,38.7,4187774635,212,14.9,,,,,,,1olyaqfnnl0sb4vsfxyi7j2z9,V. Wernersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152885,5,1,1,0,9,bk5ltsueqmeng29eovd8m2tml,1,68.2,48.3,2023-04-14T18:07:47.752Z,2023-04-14T18:16:49Z,4187774743,3,,4187774747,140,69.5,4187774745,56,Center,4187774753,213,4.9,4187774749,141,35.1,4187774751,212,9.1,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152911,6,1,1,0,10,bk5ltsueqmeng29eovd8m2tml,0,66,33,2023-04-14T18:07:48.576Z,2023-04-14T18:08:04Z,4187774881,56,Right,4187774889,213,4.9,4187774883,140,68.2,4187774887,212,12.1,4187774879,3,,4187774885,141,15.6,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533152883,4,49,1,0,10,59t7flioj4w4mpwnrwbm0m8ck,1,28.6,88.5,2023-04-14T18:07:49.192Z,2023-04-14T18:07:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1olyaqfnnl0sb4vsfxyi7j2z9,V. Wernersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
