id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2486536123,6,61,1,0,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,57.5,96.3,2022-11-18T17:46:48.125Z,2022-11-18T17:46:47Z,3920590733,56,Left,,,,,,,,,,,,,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536131,7,1,1,0,30,dvmw7d6jb38qvv7e6ziwu0vyr,0,74.9,96,2022-11-18T17:46:50.770Z,2022-11-18T17:46:52Z,3920590781,141,79.0,3920590777,56,Left,3920590783,212,29.6,3920590785,213,5.9,3920590779,140,100.0,,,,,,,,,,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536137,8,5,1,0,33,zjawy6qdzk3y69v5pa3zl2cb,1,-0.8,20.2,2022-11-18T17:46:53.403Z,2022-11-18T17:49:16Z,3920590807,233,8,3920590805,346,,3920590803,56,Back,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536135,8,5,1,0,33,dvmw7d6jb38qvv7e6ziwu0vyr,0,100.8,79.8,2022-11-18T17:46:53.403Z,2022-11-18T17:46:54Z,3920590813,233,8,3920590801,346,,3920590799,56,Left,,,,,,,,,,,,,,,,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536163,9,1,1,1,1,zjawy6qdzk3y69v5pa3zl2cb,1,3.6,51.2,2022-11-18T17:47:20.992Z,2022-11-18T17:47:23Z,3920590939,141,73.2,3920590935,56,Back,3920590941,212,16.4,3920590937,140,10.0,3920590933,124,,3920590943,213,1.1,3920590947,237,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536171,10,1,1,1,3,zjawy6qdzk3y69v5pa3zl2cb,1,10.1,70.7,2022-11-18T17:47:23.016Z,2022-11-18T17:47:27Z,3920590979,141,30.2,3920590983,213,4.7,3920590981,212,27.6,3920590975,56,Back,3920590977,140,9.3,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536175,11,1,1,1,7,zjawy6qdzk3y69v5pa3zl2cb,1,15.4,25.1,2022-11-18T17:47:27.232Z,2022-11-18T17:47:30Z,3920591001,213,5.1,3920590993,56,Back,3920590997,141,5.3,3920590995,140,20.5,3920590999,212,14.5,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536179,12,1,1,1,9,zjawy6qdzk3y69v5pa3zl2cb,0,20.5,5.3,2022-11-18T17:47:29.873Z,2022-11-18T17:47:33Z,3920591021,56,Right,3920591031,1,,3920591029,213,0.1,3920591019,155,,3920591023,140,56.3,3920591027,212,37.9,3920591025,141,11.9,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536189,9,1,1,1,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,45.9,93.9,2022-11-18T17:47:35.346Z,2022-11-18T17:47:38Z,3920591063,140,55.0,3920591067,212,9.9,3920591065,141,97.8,3920591061,56,Left,3920591059,3,,3920591069,213,0.3,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536191,10,3,1,1,18,dvmw7d6jb38qvv7e6ziwu0vyr,0,58.2,94.6,2022-11-18T17:47:38.319Z,2022-11-18T17:47:42Z,3920591101,233,13,3920591073,56,Left,3920591075,286,,,,,,,,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536193,13,7,1,1,18,zjawy6qdzk3y69v5pa3zl2cb,1,41.8,5.4,2022-11-18T17:47:38.320Z,2022-11-18T17:47:41Z,3920591077,56,Back,3920591097,233,10,3920591079,285,,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536197,14,1,1,1,21,zjawy6qdzk3y69v5pa3zl2cb,0,31.2,20.3,2022-11-18T17:47:41.056Z,2022-11-18T18:43:43Z,3920591095,1,,3920591083,157,,3920591087,140,33.2,3920591093,213,6.3,3920591089,141,20.2,3920591091,212,2.1,3920591085,56,Back,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536195,11,61,1,1,22,dvmw7d6jb38qvv7e6ziwu0vyr,1,60.3,80.8,2022-11-18T17:47:42.001Z,2022-11-18T17:47:41Z,3920591081,56,Left,,,,,,,,,,,,,,,,,,,,,,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536203,12,49,1,1,24,dvmw7d6jb38qvv7e6ziwu0vyr,1,56.5,44.3,2022-11-18T17:47:44.481Z,2022-11-18T17:47:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536209,13,1,1,1,24,dvmw7d6jb38qvv7e6ziwu0vyr,1,56.5,44.3,2022-11-18T17:47:44.658Z,2022-11-18T17:47:48Z,3920591153,213,4.7,3920591145,56,Right,3920591151,212,23.1,3920591149,141,10.3,3920591147,140,56.8,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536215,14,1,1,1,29,dvmw7d6jb38qvv7e6ziwu0vyr,0,81.9,12.6,2022-11-18T17:47:49.233Z,2022-11-18T17:48:16Z,3920591181,140,95.3,3920591175,2,,3920591179,56,Center,3920591187,213,1.0,3920591183,141,48.2,3920591177,155,,3920591185,212,28.0,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536217,15,13,1,1,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,94.6,51.8,2022-11-18T17:47:52.057Z,2022-11-18T17:49:19Z,3920591255,74,,3920591265,102,45.9,3920591269,214,,3920591231,15,,3920591273,231,51.3,3920591197,56,Center,3920591193,22,,3920591271,230,99.0,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,3920591369,458,3920591195,16,3920591235,328,3920591267,103,69.4,,,,,,,,,,,,,,,,,,,,
2486536213,15,5,1,1,33,zjawy6qdzk3y69v5pa3zl2cb,1,-1.1,48.7,2022-11-18T17:47:53.496Z,2022-11-18T17:49:16Z,3920591171,346,,3920591169,56,Back,3920591223,233,16,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536219,16,5,1,1,33,dvmw7d6jb38qvv7e6ziwu0vyr,0,101.1,51.3,2022-11-18T17:47:53.496Z,2022-11-18T17:49:17Z,3920591209,346,,3920591227,233,15,3920591207,56,Center,,,,,,,,,,,,,,,,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536247,16,1,1,2,5,zjawy6qdzk3y69v5pa3zl2cb,1,4.6,49.6,2022-11-18T17:48:25.441Z,2022-11-18T17:48:28Z,3920591429,56,Back,3920591435,212,15.1,3920591441,237,,3920591431,140,14.5,3920591437,213,0.8,3920591433,141,65.7,3920591427,124,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536251,17,1,1,2,8,zjawy6qdzk3y69v5pa3zl2cb,1,14.4,55.1,2022-11-18T17:48:28.183Z,2022-11-18T17:48:30Z,3920591455,56,Back,3920591459,141,23.5,3920591463,213,4.7,3920591457,140,14.3,3920591461,212,21.5,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536255,18,1,1,2,10,zjawy6qdzk3y69v5pa3zl2cb,1,15.6,19.3,2022-11-18T17:48:30.792Z,2022-11-18T17:48:34Z,3920591469,56,Back,3920591471,140,28.6,3920591477,213,6.0,3920591473,141,14.3,3920591475,212,14.1,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536261,19,1,1,2,14,zjawy6qdzk3y69v5pa3zl2cb,1,17.7,8.3,2022-11-18T17:48:34.208Z,2022-11-18T17:48:37Z,3920591499,141,3.7,3920591503,213,5.9,3920591495,56,Back,3920591501,212,8.9,3920591497,140,25.6,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536263,20,1,1,2,17,zjawy6qdzk3y69v5pa3zl2cb,1,24.9,4.6,2022-11-18T17:48:37.456Z,2022-11-18T17:48:38Z,3920591509,140,10.9,3920591515,213,2.7,3920591511,141,14.0,3920591507,56,Back,3920591513,212,16.0,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536265,21,1,1,2,18,zjawy6qdzk3y69v5pa3zl2cb,1,10.9,14,2022-11-18T17:48:38.752Z,2022-11-18T17:48:43Z,3920591543,213,1.5,3920591537,140,16.7,3920591533,196,,3920591531,155,,3920591541,212,51.6,3920591545,1,,3920591535,56,Back,3920591539,141,89.4,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536267,22,1,1,2,23,zjawy6qdzk3y69v5pa3zl2cb,1,16.7,89.3,2022-11-18T17:48:43.695Z,2022-11-18T17:48:54Z,3920591561,213,6.2,3920591559,212,21.0,3920591553,56,Back,3920591557,141,86.1,3920591555,140,36.6,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536269,23,61,1,2,34,zjawy6qdzk3y69v5pa3zl2cb,0,56.5,71.6,2022-11-18T17:48:54.103Z,2022-11-18T17:48:54Z,3920591565,56,Center,,,,,,,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536271,17,49,1,2,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.6,40.1,2022-11-18T17:48:55.073Z,2022-11-18T17:48:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536277,18,3,1,2,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.5,36.7,2022-11-18T17:48:55.476Z,2022-11-18T17:49:00Z,3920591571,56,Back,3920591573,286,,3920591577,233,24,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536273,24,45,1,2,35,zjawy6qdzk3y69v5pa3zl2cb,0,53.5,63.3,2022-11-18T17:48:55.476Z,2022-11-18T17:49:00Z,3920591569,285,,3920591567,56,Center,3920591581,233,18,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536279,19,61,1,2,40,dvmw7d6jb38qvv7e6ziwu0vyr,0,51.2,44.6,2022-11-18T17:49:00.145Z,2022-11-18T17:48:59Z,3920591575,56,Center,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536283,25,1,1,2,40,zjawy6qdzk3y69v5pa3zl2cb,0,43.9,63,2022-11-18T17:49:00.367Z,2022-11-18T17:49:02Z,3920591597,213,6.0,3920591593,141,62.4,3920591589,56,Back,3920591601,233,20,3920591591,140,45.1,3920591595,212,1.3,3920591605,286,,3920591599,236,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536281,20,74,1,2,40,dvmw7d6jb38qvv7e6ziwu0vyr,1,50.9,44.3,2022-11-18T17:49:00.368Z,2022-11-18T17:49:02Z,3920591609,233,25,3920591587,285,,3920591585,56,Center,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536285,26,1,1,2,42,zjawy6qdzk3y69v5pa3zl2cb,0,64,61.8,2022-11-18T17:49:02.471Z,2022-11-18T17:49:04Z,3920591617,212,7.6,3920591615,141,55.8,3920591613,140,70.1,3920591619,213,5.7,3920591611,56,Center,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536287,21,1,1,2,45,dvmw7d6jb38qvv7e6ziwu0vyr,1,22.5,40.4,2022-11-18T17:49:05.810Z,2022-11-18T17:49:06Z,3920591643,213,4.8,3920591637,140,23.6,3920591641,212,16.2,3920591635,56,Back,3920591639,141,16.7,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536289,22,1,1,2,46,dvmw7d6jb38qvv7e6ziwu0vyr,0,22.8,15.8,2022-11-18T17:49:06.737Z,2022-11-18T17:49:10Z,3920591659,1,,3920591655,212,47.7,3920591647,157,,3920591649,56,Right,3920591651,140,68.2,3920591653,141,12.6,3920591657,213,6.2,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536291,27,49,1,2,52,zjawy6qdzk3y69v5pa3zl2cb,1,34.5,79.5,2022-11-18T17:49:12.255Z,2022-11-18T17:49:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536293,28,1,1,2,56,zjawy6qdzk3y69v5pa3zl2cb,1,35.4,69,2022-11-18T17:49:16.519Z,2022-11-18T17:49:18Z,3920591675,56,Back,3920591681,212,18.4,3920591683,213,4.1,3920591679,141,46.6,3920591677,140,25.6,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536295,29,1,1,2,58,zjawy6qdzk3y69v5pa3zl2cb,1,26.6,49.1,2022-11-18T17:49:18.430Z,2022-11-18T17:49:23Z,3920591699,213,1.5,3920591691,56,Back,3920591695,141,89.3,3920591697,212,27.4,3920591693,140,28.7,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536297,30,1,1,3,3,zjawy6qdzk3y69v5pa3zl2cb,1,28.7,89.1,2022-11-18T17:49:23.159Z,2022-11-18T17:49:32Z,3920591709,140,22.9,3920591715,213,4.3,3920591711,141,69.6,3920591707,56,Back,3920591713,212,14.6,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536303,31,1,1,3,12,zjawy6qdzk3y69v5pa3zl2cb,1,23.4,68.1,2022-11-18T17:49:32.215Z,2022-11-18T17:49:40Z,3920591749,140,24.8,3920591751,141,25.6,3920591753,212,28.9,3920591755,213,4.8,3920591747,56,Back,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536305,32,1,1,3,20,zjawy6qdzk3y69v5pa3zl2cb,1,28.1,24.4,2022-11-18T17:49:40.207Z,2022-11-18T17:49:41Z,3920591767,213,4.4,3920591765,212,9.6,3920591763,141,10.9,3920591761,140,25.4,3920591759,56,Back,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536307,33,1,1,3,21,zjawy6qdzk3y69v5pa3zl2cb,1,25.4,10.7,2022-11-18T17:49:40.927Z,2022-11-18T17:49:45Z,3920591771,56,Back,3920591779,213,1.8,3920591777,212,16.1,3920591775,141,33.5,3920591773,140,21.4,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536309,34,1,1,3,25,zjawy6qdzk3y69v5pa3zl2cb,1,21.5,32.9,2022-11-18T17:49:44.991Z,2022-11-18T17:49:46Z,3920591791,213,1.5,3920591783,56,Back,3920591787,141,65.0,3920591785,140,22.2,3920591789,212,21.8,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536311,35,1,1,3,26,zjawy6qdzk3y69v5pa3zl2cb,1,21.5,66,2022-11-18T17:49:46.399Z,2022-11-18T17:49:49Z,3920591799,140,40.5,3920591805,213,6.2,3920591801,141,64.5,3920591797,56,Back,3920591803,212,20.0,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486536315,36,1,1,3,27,zjawy6qdzk3y69v5pa3zl2cb,1,40.5,64.5,2022-11-18T17:49:47.448Z,2022-11-18T17:49:57Z,3920591825,212,17.3,3920591817,168,,3920591823,141,71.3,3920591827,213,0.3,3920591819,56,Center,3920591821,140,56.4,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
