id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2471659115,6,1,1,0,22,2uuh2bir8ktof0uxfo06lb4ox,1,21.5,26.8,2022-10-14T18:02:45.527Z,2022-10-14T18:02:46Z,3842324401,56,Back,3842324403,140,11.9,3842324405,141,16.1,3842324409,213,3.8,3842324407,212,12.4,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659123,7,1,1,0,23,2uuh2bir8ktof0uxfo06lb4ox,0,11.9,16.1,2022-10-14T18:02:46.536Z,2022-10-14T18:02:49Z,3842324439,56,Back,3842324437,157,,3842324441,140,43.7,3842324449,213,0.1,3842324445,212,33.7,3842324453,1,,3842324443,141,22.7,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659507,14,61,1,0,24,2uuh2bir8ktof0uxfo06lb4ox,1,39.7,17.2,2022-10-14T18:02:47.290Z,2022-10-14T18:03:24Z,3842326425,56,Back,,,,,,,,,,,,,,,,,,,,,,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659155,6,61,1,0,27,dac758ef858jbq7pcb3gfwite,0,74,78.8,2022-10-14T18:02:50.880Z,2022-10-14T18:02:50Z,3842324625,56,Center,,,,,,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659167,8,8,1,0,28,2uuh2bir8ktof0uxfo06lb4ox,1,31.4,20,2022-10-14T18:02:51.511Z,2022-10-14T18:02:51Z,3842324649,56,Back,,,,,,,,,,,,,,,,,,,,,,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659211,7,61,1,0,29,dac758ef858jbq7pcb3gfwite,1,68.8,96.5,2022-10-14T18:02:52.159Z,2022-10-14T20:20:34Z,3842324811,56,Left,,,,,,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659231,8,5,1,0,30,dac758ef858jbq7pcb3gfwite,0,69.4,101.2,2022-10-14T18:02:53.991Z,2022-10-14T18:15:02Z,3842325649,233,9,3842324907,56,Left,3842324909,347,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659361,9,5,1,0,30,2uuh2bir8ktof0uxfo06lb4ox,1,30.6,-1.2,2022-10-14T18:02:53.991Z,2022-10-14T18:03:06Z,3842325623,56,Back,3842325625,347,,3842325631,233,8,,,,,,,,,,,,,,,,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659393,10,1,1,0,42,2uuh2bir8ktof0uxfo06lb4ox,1,28,0,2022-10-14T18:03:05.831Z,2022-10-14T18:03:08Z,3842325791,140,34.4,3842325787,107,,3842325789,56,Back,3842325795,212,12.4,3842325793,141,14.0,3842325797,213,1.0,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659405,11,1,1,0,45,2uuh2bir8ktof0uxfo06lb4ox,1,33.3,14,2022-10-14T18:03:08.519Z,2022-10-14T18:03:11Z,3842325879,141,18.8,3842325881,212,21.5,3842325877,140,53.5,3842325871,56,Right,3842325883,213,0.2,,,,,,,,,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659429,12,43,1,0,48,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-10-14T18:03:11.207Z,2022-10-14T18:03:17Z,3842326015,213,5.5,3842326013,212,7.7,3842326011,141,4.9,3842326009,140,58.5,3842326007,56,Right,3842326085,144,1,,,,,,,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659431,13,4,1,0,51,2uuh2bir8ktof0uxfo06lb4ox,1,57.6,14.4,2022-10-14T18:03:14.232Z,2022-10-14T18:03:16Z,3842326025,152,,3842326023,56,Right,3842326027,265,,3842326029,286,,3842326021,13,,3842326057,233,9,,,,,,,3a89nlkh1p3l3qi6o70uzp5ud,G. Kastaneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659433,9,4,1,0,51,dac758ef858jbq7pcb3gfwite,0,42.4,85.6,2022-10-14T18:03:14.233Z,2022-10-14T18:03:16Z,3842326061,233,13,3842326035,13,,3842326041,265,,3842326043,285,,3842326037,56,Back,3842326039,152,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659571,15,1,1,1,4,2uuh2bir8ktof0uxfo06lb4ox,0,62.9,11.5,2022-10-14T18:03:27.176Z,2022-10-14T18:54:10Z,3842326777,152,,3842326779,56,Center,3842326781,140,94.9,3842326773,5,,3842326775,155,,3842326785,212,38.4,3842326783,141,38.8,3842326787,213,0.5,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,3842326789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659559,10,52,1,1,4,dac758ef858jbq7pcb3gfwite,1,11.9,68.4,2022-10-14T18:03:27.312Z,2022-10-14T18:03:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659733,11,80,1,1,17,dac758ef858jbq7pcb3gfwite,0,10.8,55.4,2022-10-14T18:03:41.104Z,2022-10-14T18:03:41Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659761,12,1,1,1,19,dac758ef858jbq7pcb3gfwite,0,10.8,55.4,2022-10-14T18:03:42.784Z,2022-10-14T18:03:44Z,3842327781,1,,3842327779,213,6.1,3842327777,212,47.4,3842327769,198,,3842327773,140,55.3,3842327767,157,,3842327775,141,43.9,3842327771,56,Center,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659769,16,44,1,1,21,2uuh2bir8ktof0uxfo06lb4ox,1,39.8,52.9,2022-10-14T18:03:44.344Z,2022-10-14T18:03:46Z,3842327825,56,Back,3842327893,233,13,3842327827,285,,,,,,,,,,,,,,,,,7gwm8sjtl2vyfeh6mio8ve9ec,R. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659783,13,44,1,1,21,dac758ef858jbq7pcb3gfwite,0,60.2,47.1,2022-10-14T18:03:44.345Z,2022-10-14T18:03:46Z,3842327885,56,Center,3842327941,233,16,3842327887,286,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659795,17,1,1,1,21,2uuh2bir8ktof0uxfo06lb4ox,1,34.8,49.7,2022-10-14T18:03:44.551Z,2022-10-14T18:03:46Z,3842327957,56,Center,3842327959,140,57.2,3842327963,212,24.3,3842327955,3,,3842327965,213,0.2,3842327961,141,58.5,,,,,,,7gwm8sjtl2vyfeh6mio8ve9ec,R. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659801,18,1,1,1,23,2uuh2bir8ktof0uxfo06lb4ox,0,57.9,58.5,2022-10-14T18:03:46.536Z,2022-10-14T18:03:47Z,3842327991,140,41.2,3842327993,141,62.6,3842327995,212,17.8,3842327989,56,Back,3842327997,213,3.0,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659825,14,1,1,1,25,dac758ef858jbq7pcb3gfwite,0,56.3,29.4,2022-10-14T18:03:48.288Z,2022-10-14T18:03:49Z,3842328119,140,39.5,3842328117,56,Back,3842328123,212,17.9,3842328125,213,3.3,3842328121,141,24.7,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659819,19,49,1,1,25,2uuh2bir8ktof0uxfo06lb4ox,1,55.8,72.6,2022-10-14T18:03:48.615Z,2022-10-14T18:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659839,20,3,1,1,27,2uuh2bir8ktof0uxfo06lb4ox,0,59,70.6,2022-10-14T18:03:50.263Z,2022-10-14T18:03:55Z,3842328199,286,,3842328197,56,Center,3842328461,233,15,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659875,15,7,1,1,27,dac758ef858jbq7pcb3gfwite,1,41,29.4,2022-10-14T18:03:50.264Z,2022-10-14T18:03:54Z,3842328439,285,,3842328437,56,Back,3842328445,233,20,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659891,17,49,1,1,30,dac758ef858jbq7pcb3gfwite,1,33,6.8,2022-10-14T18:03:54.040Z,2022-10-14T18:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659887,16,1,1,1,31,dac758ef858jbq7pcb3gfwite,0,5.4,41,2022-10-14T18:03:54.432Z,2022-10-14T18:52:08Z,3842328487,140,33.6,3842328489,141,5.8,3842328483,157,,3842328485,56,Back,3842328491,212,38.1,3842328493,213,5.6,3842328495,1,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659913,21,49,1,1,33,2uuh2bir8ktof0uxfo06lb4ox,1,55.1,96.6,2022-10-14T18:03:57.126Z,2022-10-14T18:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659943,22,1,1,1,34,2uuh2bir8ktof0uxfo06lb4ox,1,55.1,96.6,2022-10-14T18:03:57.799Z,2022-10-14T18:03:59Z,3842328769,213,3.3,3842328767,212,14.2,3842328761,56,Back,3842328765,141,93.2,3842328763,140,41.8,,,,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659969,23,1,1,1,36,2uuh2bir8ktof0uxfo06lb4ox,1,40.6,92.9,2022-10-14T18:03:59.623Z,2022-10-14T18:04:02Z,3842328909,212,14.5,3842328907,141,82.4,3842328911,213,5.8,3842328905,140,52.6,3842328903,56,Left,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659993,24,1,1,1,39,2uuh2bir8ktof0uxfo06lb4ox,0,54,84.3,2022-10-14T18:04:02.376Z,2022-10-14T18:04:04Z,3842329057,140,81.3,3842329059,141,64.4,3842329053,155,,3842329055,56,Center,3842329061,212,31.7,3842329063,213,5.8,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660037,18,1,1,1,43,dac758ef858jbq7pcb3gfwite,1,21.7,46.9,2022-10-14T18:04:06.896Z,2022-10-14T18:04:08Z,3842329349,213,2.7,3842329347,212,12.1,3842329345,141,54.3,3842329343,140,11.2,3842329339,3,,3842329341,56,Back,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660043,19,52,1,1,45,dac758ef858jbq7pcb3gfwite,1,11.2,54.3,2022-10-14T18:04:08.528Z,2022-10-14T18:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660121,20,1,1,1,48,dac758ef858jbq7pcb3gfwite,0,12,53.7,2022-10-14T18:04:11.151Z,2022-10-14T18:04:15Z,3842329787,140,70.4,3842329789,141,70.3,3842329785,56,Center,3842329783,199,,3842329791,212,62.4,3842329795,1,,3842329793,213,0.2,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660123,25,4,1,1,52,2uuh2bir8ktof0uxfo06lb4ox,1,30.8,24.2,2022-10-14T18:04:15.303Z,2022-10-14T18:04:18Z,3842329957,233,21,3842329799,56,Back,3842329801,152,,3842329803,265,,3842329805,285,,3842329797,13,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660149,21,4,1,1,52,dac758ef858jbq7pcb3gfwite,0,69.2,75.8,2022-10-14T18:04:15.304Z,2022-10-14T18:04:18Z,3842329925,13,,3842329967,233,25,3842329927,56,Center,3842329933,286,,3842329929,152,,3842329931,265,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660321,26,1,1,2,4,2uuh2bir8ktof0uxfo06lb4ox,1,33.4,18.4,2022-10-14T18:04:27.159Z,2022-10-14T18:04:32Z,3842331013,140,24.5,3842331015,141,44.3,3842331017,212,19.9,3842331019,213,2.1,3842331011,56,Back,3842331007,5,,3842331009,152,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660345,27,1,1,2,9,2uuh2bir8ktof0uxfo06lb4ox,1,26.6,44.9,2022-10-14T18:04:32.823Z,2022-10-14T18:04:34Z,3842331165,212,16.1,3842331163,141,21.2,3842331161,140,26.1,3842331167,213,4.7,3842331159,56,Back,,,,,,,,,,7gwm8sjtl2vyfeh6mio8ve9ec,R. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660371,28,1,1,2,11,2uuh2bir8ktof0uxfo06lb4ox,1,25.7,20.9,2022-10-14T18:04:34.807Z,2022-10-14T18:04:37Z,3842331311,140,34.2,3842331313,141,4.9,3842331315,212,14.1,3842331309,56,Back,3842331317,213,5.4,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660411,29,1,1,2,14,2uuh2bir8ktof0uxfo06lb4ox,0,34.3,4.9,2022-10-14T18:04:37.159Z,2022-10-14T18:04:41Z,3842331563,141,35.5,3842331565,212,45.5,3842331561,140,72.8,3842331567,213,0.5,3842331557,155,,3842331569,1,,3842331559,56,Center,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660453,22,1,1,2,19,dac758ef858jbq7pcb3gfwite,1,22.6,64.9,2022-10-14T18:04:42.366Z,2022-10-14T18:04:44Z,3842331783,213,3.1,3842331775,56,Back,3842331779,141,64.8,3842331781,212,19.3,3842331777,140,4.2,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660455,23,49,1,2,20,dac758ef858jbq7pcb3gfwite,1,4.2,64.8,2022-10-14T18:04:43.983Z,2022-10-14T18:04:44Z,,,,,,,,,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660469,24,1,1,2,21,dac758ef858jbq7pcb3gfwite,0,4.2,64.8,2022-10-14T18:04:44.191Z,2022-10-14T18:04:45Z,3842331861,213,1.0,3842331863,1,,3842331853,140,18.2,3842331843,157,,3842331859,212,29.3,3842331847,56,Back,3842331857,141,100.0,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660471,25,5,1,2,21,dac758ef858jbq7pcb3gfwite,0,23.2,101.5,2022-10-14T18:04:45.025Z,2022-10-14T18:04:52Z,3842332457,233,30,3842331869,56,Back,3842331871,347,,,,,,,,,,,,,,,,,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660567,30,5,1,2,21,2uuh2bir8ktof0uxfo06lb4ox,1,76.8,-1.5,2022-10-14T18:04:45.025Z,2022-10-14T18:15:02Z,3842332365,56,Right,3842332437,233,25,3842332367,347,,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660665,31,1,1,2,34,2uuh2bir8ktof0uxfo06lb4ox,0,72.4,0,2022-10-14T18:04:57.463Z,2022-10-14T18:04:59Z,3842332943,213,1.2,3842332941,212,15.4,3842332933,56,Right,3842332929,107,,3842332937,140,77.5,3842332939,141,19.9,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660725,32,1,1,2,38,2uuh2bir8ktof0uxfo06lb4ox,1,88.4,7.1,2022-10-14T18:05:02.135Z,2022-10-14T18:05:03Z,3842333261,213,3.3,3842333253,56,Right,3842333255,140,81.9,3842333259,212,6.9,3842333257,141,5.9,,,,,,,,,,2esbyi3i7rtsdkxe6a917rsnp,L. Thy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471660775,33,1,1,2,39,2uuh2bir8ktof0uxfo06lb4ox,1,81.9,5.9,2022-10-14T18:05:02.303Z,2022-10-14T18:53:48Z,3842333507,212,8.7,3842333509,213,0.7,3842333503,140,88.5,3842333505,141,13.7,3842333501,56,Right,,,,,,,,,,bspl2le99ugt2ug4tcqsvp1w5,B. van Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
