id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,keyPass,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2508714499,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-02-17T17:54:28.033Z,2023-02-17T19:03:43Z,4037512449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037512453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037512451,194,8z4wdv767cv7ddqgrkz5txsrt,4037512447,130,8,4037512445,59,"39, 5, 4, 17, 2, 25, 7, 14, 9, 35, 26, 6, 8, 10, 11, 21, 23, 24, 28, 30, 33, 34, 45",4037630685,197,451,4037512441,30,"a8fr8gzw2n7gyl4kb58xjtknp, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, b4a2wu8fdbrh5sirpv34hoewa, 5dxleurgfe6483pe7qvyc00es, 9oajgqqc9gkgbcz090it0tlhw, 4nz928h6p0nl8p161dxg55pn8, 7a1f6wedz8jtcvn58d5pomm8k, b1yxo0olp9c2ufh1l1qxsef9x, eybrr6zz7x6d1ftc7u4vphn85, 12y6tmd1yr04c0ed2klslpwb9, 9knokmhy9zckjq0gv7txx9zsa, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7fhe8ij85yc4gz6v3zuq62l05, axhjtqfa2xxud2tdle8zfxrkl, dineetneurorxpx1yv0v8tega, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",4037512443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508714977,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-02-17T17:56:03.503Z,2023-02-17T19:00:42Z,4037514971,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037514973,59,"1, 3, 11, 15, 36, 2, 6, 4, 9, 8, 20, 16, 5, 7, 10, 14, 22, 23, 24, 31, 33, 40, 45",4037514969,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, 29s8wk0a2m66rebsfx1jfuuh, idvh0ac1f8wv39640pyl4esp, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, a339o11ut8s1o9odm6ybc4pka, eds7hz8z52qf06c3oug7nivv9, 2esbyi3i7rtsdkxe6a917rsnp, b77p0um20y057708bx6on4d4a, by85t8ssyumcjcks1jx3v96vo, 9ktfzp9jbzxod3116b4xql6ju, dse1rndtog4qn2mwv966vp6mt, 3a89nlkh1p3l3qi6o70uzp5ud, a4dg6hmhim8bhpl5d7me85al1, asn8og4yn5gj4it0qe6vulhat, 2f3j5qchxzh11u4bi2mb8dslw, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx, 6ferzqtsot04cucvdh1cjex62",4037514979,194,bspl2le99ugt2ug4tcqsvp1w5,4037514981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037514977,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037630379,197,497,4037514975,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737349,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-02-17T19:00:26.838Z,2023-02-17T19:00:27Z,4037632617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737353,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-02-17T19:00:26.838Z,2023-02-17T19:00:27Z,4037632639,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737363,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,49.9,50.1,2023-02-17T19:00:26.938Z,2023-02-17T19:48:08Z,4037632697,141,66.9,4037632703,279,S,4037632699,212,26.1,4037632701,213,2.7,4037632695,140,27.5,4037632693,56,Back,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737381,4,1,1,0,4,2uuh2bir8ktof0uxfo06lb4ox,0,30.1,63.3,2023-02-17T19:00:31.347Z,2023-02-17T19:48:39Z,4037632785,1,,4037632781,212,68.2,4037632779,141,0.0,4037788671,157,,4037632783,213,5.6,4037632777,140,79.6,4037632775,56,Right,,,,idvh0ac1f8wv39640pyl4esp,S. Kersten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737453,3,5,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,1,22.1,101.4,2023-02-17T19:00:34.758Z,2023-02-17T19:00:46Z,4037633075,56,Back,4037633095,233,5,4037633077,347,,,,,,,,,,,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737387,5,5,1,0,7,2uuh2bir8ktof0uxfo06lb4ox,0,77.9,-1.4,2023-02-17T19:00:34.758Z,2023-02-17T19:09:37Z,4037632799,347,,4037632797,56,Right,4037633105,233,3,,,,,,,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737473,4,1,1,0,19,e8hiwrw6ocxm5iht6sp7jiv19,1,23.1,100,2023-02-17T19:00:46.549Z,2023-02-17T19:00:49Z,4037633153,107,,4037633163,213,3.6,4037633161,212,19.3,4037633155,56,Back,4037633157,140,6.9,4037633159,141,87.7,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737507,5,1,1,0,22,e8hiwrw6ocxm5iht6sp7jiv19,1,9.6,88.1,2023-02-17T19:00:48.933Z,2023-02-17T19:00:52Z,4037633287,141,64.3,4037633289,212,48.7,4037633285,140,53.3,4037633291,213,5.9,4037633293,1,,4037633283,56,Center,4037633281,155,,,,,9oajgqqc9gkgbcz090it0tlhw,F. van Breemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
