id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,assist,qualifier/15/value
2507523369,2,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-02-13T18:11:24.513Z,2023-02-13T18:59:23Z,4031199643,194,7d9x6ojih9obktxl3fnrjskk4,4031205223,197,4032,4031155803,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4031155801,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, gmu8p51rp6bjzs0bss5jupzo, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 2qauglcsvubya2tlxn44fx46i, d2cynimupgko6ekp78iv3kxlg, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, 3usiruyhxf6p9lkiz5qeytze2, e4k6t8tld877pq2s0e1vo5p4a, eke044f5xni8gdztggk6x4a1h, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa, bk7742h8fac9g6e6wh7nnugkq",4031155809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031155811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031155805,59,"12, 6, 5, 11, 2, 4, 7, 8, 10, 16, 14, 27, 40, 1, 3, 9, 17, 21, 22, 24, 30, 31, 32",4031155807,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507525537,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-13T18:21:47.201Z,2023-02-13T19:08:46Z,4031170613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031205487,197,487,4031170597,30,"dmsmbn9a1qucwf100o3v77nbp, armxucjqaulvwfxyufovg3je1, 5r73kuy4vdv1epvmzrhb6nskq, f2snk84xy67ergwrwoblgt2ad, afdwdm1rkz1ir3c0tukfh3jhm, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, dqey55v1t24jngquk81aii8lw, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, akfbttkeqfd8pzhe93ra674kp, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, arrbpgnwbguhyumc8c1u4jsut, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, e5c8wtame01unosnz4zchwljo, 49zitlyt01houmqy6hk04x36y",4031170609,130,8,4031170605,59,"1, 19, 22, 17, 6, 21, 11, 15, 9, 10, 29, 2, 4, 7, 8, 18, 23, 26, 28, 34, 39",4031170619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031170601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4031170617,194,ip62fljz9ng6sil4krcq8dm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531595,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-13T19:03:18.626Z,2023-02-13T19:03:18Z,4031209091,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531601,3,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-02-13T19:03:18.626Z,2023-02-13T19:03:20Z,4031209095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531613,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.1,50,2023-02-13T19:03:18.726Z,2023-02-13T19:58:39Z,4031209157,212,29.3,4031209161,279,S,4031209159,213,3.1,4031209155,141,51.0,4031209151,56,Back,4031209153,140,22.2,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531637,4,1,1,0,4,dac758ef858jbq7pcb3gfwite,1,22.2,51,2023-02-13T19:03:22.733Z,2023-02-13T19:58:56Z,4031209259,213,5.9,4031209255,141,22.2,4031209261,1,,4031209257,212,57.6,4031209251,56,Center,4031209253,140,73.8,4031209249,155,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531645,5,44,1,0,7,dac758ef858jbq7pcb3gfwite,1,74.6,21.8,2023-02-13T19:03:26.518Z,2023-02-13T19:59:05Z,4031209277,56,Center,4031209293,233,4,4031209279,286,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531631,4,44,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,25.4,78.2,2023-02-13T19:03:26.519Z,2023-02-13T19:03:28Z,4031209301,233,5,4031209223,285,,4031209221,56,Back,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531651,6,1,1,0,9,dac758ef858jbq7pcb3gfwite,0,73.8,22.2,2023-02-13T19:03:27.965Z,2023-02-13T19:59:10Z,4031209315,213,1.3,4031209313,212,15.0,4031209307,56,Center,4031209305,3,,4031209309,140,77.6,4031209311,141,43.4,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531665,5,1,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,1,24.7,62.3,2023-02-13T19:03:28.191Z,2023-02-13T19:03:31Z,4031209401,212,28.2,4031209395,56,Center,4031209399,141,59.3,4031209397,140,51.5,4031209393,157,,4031209403,213,6.2,4031209405,1,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,
