id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2508737643,8,1,1,0,18,b94pf87be9ojdgnrs5mst80un,1,28,28.4,2023-02-17T19:01:06.808Z,2023-02-17T19:01:09Z,4037633817,212,22.1,4037633813,140,11.4,4037633815,141,48.4,4037633811,56,Back,4037633819,213,2.5,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737677,9,1,1,0,21,b94pf87be9ojdgnrs5mst80un,1,9.8,47.5,2023-02-17T19:01:09.593Z,2023-02-17T19:01:14Z,4037633985,141,6.5,4037633989,213,5.1,4037633983,140,21.8,4037633987,212,30.6,4037633981,56,Back,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737701,10,1,1,0,25,b94pf87be9ojdgnrs5mst80un,0,22.6,6.8,2023-02-17T19:01:14.313Z,2023-02-17T19:01:17Z,4037634079,213,0.3,4037634071,56,Center,4037634069,155,,4037634075,141,28.7,4037634073,140,67.7,4037634077,212,49.6,4037634081,1,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737709,4,1,1,0,29,1fttb31hnskynpku8qd09yhm8,1,34.1,69.9,2023-02-17T19:01:17.393Z,2023-02-17T19:01:18Z,4037634127,213,4.6,4037634117,3,,4037634123,141,60.6,4037634125,212,6.4,4037634121,140,33.3,4037634119,56,Back,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737711,5,49,1,0,30,1fttb31hnskynpku8qd09yhm8,1,32.8,55.4,2023-02-17T19:01:18.814Z,2023-02-17T19:01:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737733,6,1,1,0,30,1fttb31hnskynpku8qd09yhm8,0,32.8,55.4,2023-02-17T19:01:18.970Z,2023-02-17T19:01:22Z,4037634221,212,37.7,4037634219,141,69.5,4037634223,213,0.3,4037634217,140,67.5,4037634213,157,,4037634215,56,Center,4037634225,1,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737735,11,49,1,0,33,b94pf87be9ojdgnrs5mst80un,1,36,21.4,2023-02-17T19:01:21.944Z,2023-02-17T19:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737767,12,50,1,0,35,b94pf87be9ojdgnrs5mst80un,1,29.8,18.1,2023-02-17T19:01:24.008Z,2023-02-17T19:01:27Z,4037634365,56,Back,4037634599,285,,4037634595,233,7,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737803,7,7,1,0,35,1fttb31hnskynpku8qd09yhm8,1,70.2,81.9,2023-02-17T19:01:24.009Z,2023-02-17T19:01:27Z,4037634551,167,,4037634553,56,Left,4037634555,286,,4037634565,233,12,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737809,8,5,1,0,38,1fttb31hnskynpku8qd09yhm8,0,76.6,101.5,2023-02-17T19:01:26.458Z,2023-02-17T19:21:19Z,4037634953,233,13,4037634561,56,Left,4037634563,347,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737897,13,5,1,0,38,b94pf87be9ojdgnrs5mst80un,1,23.4,-1.5,2023-02-17T19:01:26.458Z,2023-02-17T19:01:35Z,4037634943,233,8,4037634937,56,Back,4037634939,347,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737915,14,1,1,0,45,b94pf87be9ojdgnrs5mst80un,1,28.5,0,2023-02-17T19:01:34.297Z,2023-02-17T19:01:37Z,4037635027,56,Back,4037635035,141,8.2,4037635039,212,16.5,4037635029,140,42.9,4037635025,107,,4037635043,213,0.4,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737931,15,1,1,0,49,b94pf87be9ojdgnrs5mst80un,0,42.9,8.2,2023-02-17T19:01:37.337Z,2023-02-17T19:02:09Z,4037635107,212,4.9,4037635103,140,45.6,4037635105,141,14.0,4037635097,3,,4037635099,168,,4037635101,56,Back,4037635109,213,0.9,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737963,9,1,1,0,50,1fttb31hnskynpku8qd09yhm8,1,58.3,86.7,2023-02-17T19:01:38.850Z,2023-02-17T19:02:57Z,4037635293,213,5.8,4037635283,3,,4037635291,212,6.4,4037635287,140,63.6,4037635285,56,Left,4037635289,141,82.1,,,,,,,4lnhhxtl72v8wlss3xgrrbr2t,J. Smeets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738565,29,61,1,0,51,1fttb31hnskynpku8qd09yhm8,0,56.7,74.2,2023-02-17T19:01:39.764Z,2023-02-17T20:55:49Z,4037658523,56,Center,,,,,,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738301,20,1,1,0,51,b94pf87be9ojdgnrs5mst80un,0,39.8,12.5,2023-02-17T19:01:40.024Z,2023-02-17T19:08:44Z,4037636935,213,0.6,4037636927,56,Back,4037636931,141,19.0,4037636933,212,7.8,4037636929,140,45.9,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737969,10,1,1,0,53,1fttb31hnskynpku8qd09yhm8,0,61.7,81.9,2023-02-17T19:01:42.093Z,2023-02-17T19:01:42Z,4037635307,212,6.4,4037635301,56,Left,4037635303,140,56.8,4037635305,141,87.5,4037635309,213,2.5,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737987,11,1,1,0,55,1fttb31hnskynpku8qd09yhm8,0,51,77.3,2023-02-17T19:01:43.796Z,2023-02-17T19:03:05Z,4037635413,141,91.6,4037635407,56,Left,4037635417,212,18.4,4037635403,155,,4037635409,140,65.9,4037635419,213,0.6,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737993,16,1,1,0,56,b94pf87be9ojdgnrs5mst80un,0,33.4,8.6,2023-02-17T19:01:44.569Z,2023-02-17T19:01:45Z,4037635451,140,45.6,4037635443,3,,4037635455,212,15.3,4037635447,56,Back,4037635457,213,0.6,4037635453,141,20.8,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737999,12,1,1,0,57,1fttb31hnskynpku8qd09yhm8,0,55.3,69.7,2023-02-17T19:01:45.812Z,2023-02-17T19:01:47Z,4037635495,141,77.7,4037635489,3,,4037635493,140,68.6,4037635497,212,15.0,4037635499,213,0.4,4037635491,56,Center,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738021,17,1,1,0,59,b94pf87be9ojdgnrs5mst80un,0,36.9,14.9,2023-02-17T19:01:47.833Z,2023-02-17T19:01:50Z,4037635609,56,Back,4037635611,140,43.0,4037635615,212,8.9,4037635607,3,,4037635613,141,23.9,4037635617,213,0.8,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738019,13,44,1,1,0,1fttb31hnskynpku8qd09yhm8,1,58.8,72.7,2023-02-17T19:01:48.967Z,2023-02-17T19:01:50Z,4037635605,286,,4037635665,233,18,4037635603,56,Center,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738025,18,44,1,1,0,b94pf87be9ojdgnrs5mst80un,0,41.2,27.3,2023-02-17T19:01:48.968Z,2023-02-17T19:01:51Z,4037635727,233,13,4037635633,56,Back,4037635635,285,,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738037,14,1,1,1,0,1fttb31hnskynpku8qd09yhm8,1,59.9,71.1,2023-02-17T19:01:49.295Z,2023-02-17T19:01:50Z,4037635673,140,69.0,4037635677,212,9.7,4037635669,3,,4037635675,141,68.3,4037635671,56,Center,4037635679,213,6.1,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738049,15,49,1,1,1,1fttb31hnskynpku8qd09yhm8,1,69,68.3,2023-02-17T19:01:50.310Z,2023-02-17T19:01:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738075,16,4,1,1,4,1fttb31hnskynpku8qd09yhm8,1,65.4,72.8,2023-02-17T19:01:52.436Z,2023-02-17T19:01:58Z,4037635863,265,,4037635857,13,,4037635861,152,,4037635859,56,Center,4037636191,233,19,4037635865,286,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738149,19,4,1,1,4,b94pf87be9ojdgnrs5mst80un,0,34.6,27.2,2023-02-17T19:01:52.437Z,2023-02-17T19:01:58Z,4037636175,13,,4037636195,233,16,4037636177,56,Back,4037636181,265,,4037636179,152,,4037636183,285,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738175,17,1,1,1,9,1fttb31hnskynpku8qd09yhm8,1,64.3,69.1,2023-02-17T19:01:57.612Z,2023-02-17T19:02:01Z,4037636329,212,15.9,4037636321,140,56.5,4037636335,213,4.2,4037636311,5,,4037636325,141,49.0,4037636313,152,,4037636317,56,Center,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738197,18,1,1,1,12,1fttb31hnskynpku8qd09yhm8,1,56.5,49,2023-02-17T19:02:00.908Z,2023-02-17T19:02:03Z,4037636429,56,Right,4037636433,141,12.7,4037636437,213,4.7,4037636435,212,24.7,4037636431,140,57.1,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738227,19,1,1,1,15,1fttb31hnskynpku8qd09yhm8,1,52.8,10,2023-02-17T19:02:03.471Z,2023-02-17T19:02:07Z,4037636573,212,16.3,4037636569,140,39.0,4037636575,213,2.7,4037636567,56,Back,4037636571,141,21.1,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738267,20,1,1,1,19,1fttb31hnskynpku8qd09yhm8,1,38,29.3,2023-02-17T19:02:07.548Z,2023-02-17T19:02:12Z,4037636729,212,25.3,4037636731,213,1.7,4037636725,140,35.7,4037636723,56,Back,4037636727,141,66.3,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738295,21,1,1,1,23,1fttb31hnskynpku8qd09yhm8,1,35.3,65.7,2023-02-17T19:02:11.954Z,2023-02-17T19:02:14Z,4037636881,212,15.3,4037636877,140,35.4,4037636883,213,4.7,4037636875,56,Back,4037636879,141,43.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738313,22,1,1,1,25,1fttb31hnskynpku8qd09yhm8,1,36.5,40.6,2023-02-17T19:02:14.235Z,2023-02-17T19:02:16Z,4037636981,56,Center,4037636987,212,31.4,4037636983,140,66.3,4037636985,141,44.0,4037636989,213,0.1,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738339,23,1,1,1,28,1fttb31hnskynpku8qd09yhm8,0,67.9,36.9,2023-02-17T19:02:16.688Z,2023-02-17T19:02:20Z,4037637123,155,,4037637127,140,72.7,4037637131,212,15.4,4037637125,56,Right,4037637129,141,15.5,4037637133,213,5.0,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738327,21,49,1,1,30,b94pf87be9ojdgnrs5mst80un,1,29.8,90.2,2023-02-17T19:02:18.616Z,2023-02-17T19:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738367,22,50,1,1,33,b94pf87be9ojdgnrs5mst80un,1,23.9,89,2023-02-17T19:02:21.401Z,2023-02-17T19:02:25Z,4037637247,56,Back,4037637391,233,24,4037637249,285,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738385,24,7,1,1,33,1fttb31hnskynpku8qd09yhm8,1,76.1,11,2023-02-17T19:02:21.402Z,2023-02-17T19:02:24Z,4037637335,56,Right,4037637337,286,,4037637359,233,22,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738403,26,3,1,1,35,1fttb31hnskynpku8qd09yhm8,0,78.9,18.4,2023-02-17T19:02:23.656Z,2023-02-17T19:02:25Z,4037637439,233,23,4037637393,56,Right,4037637395,286,,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738389,23,7,1,1,35,b94pf87be9ojdgnrs5mst80un,1,21.1,81.6,2023-02-17T19:02:23.657Z,2023-02-17T19:02:25Z,4037637345,285,,4037637431,233,26,4037637343,56,Back,,,,,,,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738387,25,49,1,1,35,1fttb31hnskynpku8qd09yhm8,1,77.3,15.3,2023-02-17T19:02:23.869Z,2023-02-17T19:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738397,24,49,1,1,36,b94pf87be9ojdgnrs5mst80un,1,19.1,79.8,2023-02-17T19:02:24.361Z,2023-02-17T19:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738417,25,1,1,1,36,b94pf87be9ojdgnrs5mst80un,1,19.1,79.8,2023-02-17T19:02:24.585Z,2023-02-17T19:02:26Z,4037637457,140,4.0,4037637463,213,4.0,4037637461,212,24.5,4037637455,56,Back,4037637459,141,52.4,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738443,26,1,1,1,38,b94pf87be9ojdgnrs5mst80un,1,3.1,54.3,2023-02-17T19:02:26.473Z,2023-02-17T19:02:30Z,4037637549,157,,4037637551,56,Back,4037637559,213,0.9,4037637553,140,19.9,4037637561,1,,4037637557,212,29.7,4037637555,141,89.4,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738465,27,1,1,1,42,b94pf87be9ojdgnrs5mst80un,0,21.8,87.6,2023-02-17T19:02:30.601Z,2023-02-17T19:02:33Z,4037637665,213,5.1,4037637659,140,45.6,4037637667,1,,4037637663,212,60.4,4037637655,157,,4037637661,141,6.8,4037637657,56,Back,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738477,27,49,1,1,45,1fttb31hnskynpku8qd09yhm8,1,58.8,95,2023-02-17T19:02:34.106Z,2023-02-17T19:02:34Z,,,,,,,,,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738489,28,1,1,1,45,1fttb31hnskynpku8qd09yhm8,0,58.8,95,2023-02-17T19:02:34.215Z,2023-02-17T19:02:35Z,4037637799,141,94.6,4037637795,140,80.2,4037637807,213,6.3,4037637789,56,Left,4037637805,212,22.5,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738509,28,49,1,1,48,b94pf87be9ojdgnrs5mst80un,1,27.1,6.1,2023-02-17T19:02:36.616Z,2023-02-17T19:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738601,29,1,1,1,50,b94pf87be9ojdgnrs5mst80un,1,22.7,3.5,2023-02-17T19:02:39.176Z,2023-02-17T19:02:45Z,4037638339,212,16.7,4037638331,56,Back,4037638337,141,24.4,4037638343,213,2.1,4037638333,140,14.3,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738629,30,1,1,1,56,b94pf87be9ojdgnrs5mst80un,1,24.1,25.4,2023-02-17T19:02:45.033Z,2023-02-17T19:02:48Z,4037638509,141,25.7,4037638505,56,Back,4037638511,212,13.4,4037638507,140,36.9,4037638513,213,0.0,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738675,31,1,1,2,0,b94pf87be9ojdgnrs5mst80un,1,32.6,27.1,2023-02-17T19:02:48.473Z,2023-02-17T19:02:55Z,4037638771,141,63.2,4037638767,56,Back,4037638773,212,26.3,4037638775,213,1.9,4037638769,140,23.5,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
