id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2465109999,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-30T17:16:28.102Z,2022-09-30T19:12:16Z,3807328341,59,"1, 15, 12, 18, 4, 3, 13, 8, 39, 31, 11, 6, 9, 14, 16, 17, 19, 20, 21, 22, 23, 28, 2",3807328343,130,8,3807328339,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807388695,197,16795,3807328347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807389729,194,dh3ksith5iat573zuhdhv91w5,3807328337,30,"alzgg0nxnnex3nkzr6lgmt1ey, 7cetznpb0tnu6kdz7bvm8gyxh, 4zow18ykkg1gvw40r7jsrzkl, bquqyyfz4lj0xrerbhbtj1jze, 1jn9jog8ou8uxnmypneksizxm, cexuwvet4xiruf1jitkjjp7qi, 5e9ek4qs1dnp69oojzpvrltrd, dh3ksith5iat573zuhdhv91w5, b950jt347chmq9whlkgl6fxpm, ebj7cl31vlr8nrltm42ydrdka, b61yiz3lait78xmlbyzr2vd62, au91rqig6uyyi1zdmlxydk38q, 5c5quyl7qxptstbge87w2eqqx, 50grkc6r635d7bjqgwrasi8rt, 4z8o35izc3gx6i2bt4mcs1fjd, 49xt4lsf38z9yjlg32652zg4q, 8uw9w30592omb8acpnssgdlh, dhxpfe8e618lavr0915m9y2ju, 5ffbqf6o50173uqvaefnce4gk, fjistzkvlbsa2v7xsnu0uy95, 5chl0qcvbbkd0yeogurw1fz6x, 1mroid71v9bwpx0iaospei9gq, dcdvet7azx1a59xm2ke7qi2cq",3807328345,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110907,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-30T17:19:32.115Z,2022-09-30T19:04:16Z,3807332691,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 11ngumxajbizagbzpm5kompxx, 5517jd2zp30rsts1hwz6p71uc, 8hjakiipmhtwr07v6h0d414gl, zihddqvp0sjni8stcio8bgmh, egmubn4rsudpbk05qfv2qlvit, 42lgdybjew0zrd18mmwwcpbhm, 8im7pgnph2au11blma5pewe09, 6qjbfua7nynaxrs5t8tygedp1, 63ox7kqo9rl36cvk4joqh9soa, 2rlckdzkm4d6dsqwutkvhm95h, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 48wvdjjo0z1j2bac42n9t5jv9, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, eaaxvzqox27ea3u2j9d6gcd90, 1icurh5jrnw1e6jdgqxjnhdnu, 1xblfsj8ec5jp17vnhibrk2jt",3807332693,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3807332703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807332701,194,2psxvq4l1g9fzgt00cfks96fp,3807332699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3807332697,130,13,3807388527,197,2844,3807332695,59,"1, 2, 29, 17, 20, 3, 22, 10, 9, 11, 25, 4, 5, 6, 8, 14, 15, 19, 21, 23, 27, 30, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123227,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-09-30T18:03:08.998Z,2022-09-30T18:03:11Z,3807394961,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123195,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-30T18:03:08.998Z,2022-09-30T18:03:09Z,3807394795,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123247,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,49.9,49.8,2022-09-30T18:03:09.098Z,2022-09-30T18:03:13Z,3807395059,140,27.8,3807395065,213,3.2,3807395067,279,S,3807395063,212,23.2,3807395061,141,47.7,3807395057,56,Back,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123297,4,1,1,0,3,b94pf87be9ojdgnrs5mst80un,0,27.4,49.3,2022-09-30T18:03:12.889Z,2022-09-30T18:03:17Z,3807395301,141,96.3,3807395303,212,43.6,3807395295,155,,3807395299,140,55.6,3807395307,1,,3807395305,213,0.8,3807395297,56,Left,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123337,3,44,1,0,7,dnzj0iv5qtaemm9kthh9pos8q,1,37.4,7.4,2022-09-30T18:03:16.503Z,2022-09-30T18:05:12Z,3807395511,233,5,3807395487,285,,3807395485,56,Back,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123301,5,44,1,0,7,b94pf87be9ojdgnrs5mst80un,0,62.6,92.6,2022-09-30T18:03:16.504Z,2022-09-30T18:03:19Z,3807395327,56,Left,3807395329,286,,3807395529,233,3,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123339,4,61,1,0,8,dnzj0iv5qtaemm9kthh9pos8q,1,30.4,11,2022-09-30T18:03:17.036Z,2022-09-30T18:05:15Z,3807395489,56,Back,,,,,,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123365,6,1,1,0,9,b94pf87be9ojdgnrs5mst80un,1,54.1,96.7,2022-09-30T18:03:18.536Z,2022-09-30T18:03:20Z,3807395619,56,Back,3807395621,140,44.6,3807395623,141,98.4,3807395627,213,3.0,3807395625,212,10.0,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123433,7,1,1,0,11,b94pf87be9ojdgnrs5mst80un,1,44.5,97.9,2022-09-30T18:03:20.888Z,2022-09-30T18:03:26Z,3807396001,56,Back,3807396003,140,30.3,3807396007,212,17.4,3807396009,213,3.7,3807396005,141,84.7,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123475,8,1,1,0,17,b94pf87be9ojdgnrs5mst80un,1,28.5,84.8,2022-09-30T18:03:26.488Z,2022-09-30T18:03:29Z,3807396185,212,13.5,3807396187,213,0.7,3807396183,141,97.0,3807396181,140,38.7,3807396179,56,Back,,,,,,,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123521,9,1,1,0,20,b94pf87be9ojdgnrs5mst80un,1,32.6,96,2022-09-30T18:03:29.032Z,2022-09-30T18:03:35Z,3807396501,1,,3807396491,140,7.2,3807396493,141,67.2,3807396497,213,3.8,3807396495,212,33.1,3807396489,56,Back,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123587,10,1,1,0,25,b94pf87be9ojdgnrs5mst80un,1,8.6,62.9,2022-09-30T18:03:34.936Z,2022-09-30T18:03:39Z,3807396829,213,0.8,3807396823,140,16.7,3807396821,56,Back,3807396825,141,76.7,3807396827,212,12.7,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123631,11,1,1,0,30,b94pf87be9ojdgnrs5mst80un,0,19.7,83.6,2022-09-30T18:03:39.433Z,2022-09-30T18:03:43Z,3807397077,141,88.8,3807397075,140,62.6,3807397079,212,45.2,3807397067,155,,3807397071,56,Left,3807397083,1,,3807397081,213,0.1,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123657,5,1,1,0,34,dnzj0iv5qtaemm9kthh9pos8q,1,32.2,16.5,2022-09-30T18:03:43.659Z,2022-09-30T18:05:18Z,3807397165,140,41.3,3807397167,141,19.4,3807397171,213,0.2,3807397169,212,9.8,3807397163,56,Back,3807397161,3,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465123677,6,44,1,0,36,dnzj0iv5qtaemm9kthh9pos8q,1,42.2,21.8,2022-09-30T18:03:45.434Z,2022-09-30T18:03:46Z,3807397235,233,12,3807397233,285,,3807397231,56,Back,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
