id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist
2500091745,70,1,1,7,51,cv5ftekuejf0ryxvd5h2my47r,1,29.5,59.4,2023-01-23T19:07:59.578Z,2023-01-23T19:08:01Z,3992254723,56,Back,3992254725,140,31.3,3992254731,213,1.4,3992254729,212,14.1,3992254727,141,80.0,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091757,71,1,1,7,53,cv5ftekuejf0ryxvd5h2my47r,1,32.5,79.6,2023-01-23T19:08:01.866Z,2023-01-23T19:08:03Z,3992254799,140,28.7,3992254797,56,Back,3992254807,213,4.5,3992254805,212,16.7,3992254803,141,55.8,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091775,72,1,1,7,55,cv5ftekuejf0ryxvd5h2my47r,1,28.5,55.7,2023-01-23T19:08:03.483Z,2023-01-23T19:08:08Z,3992254927,141,8.6,3992254925,140,40.6,3992254921,56,Back,3992254929,212,34.5,3992254933,1,,3992254931,213,5.1,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091783,73,1,1,8,0,cv5ftekuejf0ryxvd5h2my47r,0,43.8,8.5,2023-01-23T19:08:08.713Z,2023-01-23T19:08:10Z,3992254989,212,23.0,3992254987,141,3.4,3992254985,140,65.5,3992254983,56,Right,3992254991,213,6.1,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091785,93,49,1,8,2,2xlnfgrl6r18ftv38unwp7h4s,1,40,95.4,2023-01-23T19:08:10.146Z,2023-01-23T19:08:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091819,94,1,1,8,8,2xlnfgrl6r18ftv38unwp7h4s,1,65.2,71,2023-01-23T19:08:16.290Z,2023-01-23T19:08:19Z,3992255169,213,5.4,3992255159,155,,3992255167,212,33.8,3992255165,141,34.0,3992255163,140,86.7,3992255171,1,,3992255161,56,Center,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091823,95,61,1,8,11,2xlnfgrl6r18ftv38unwp7h4s,0,88.9,33.2,2023-01-23T19:08:19.187Z,2023-01-23T19:08:19Z,3992255193,56,Center,,,,,,,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091843,74,12,1,8,12,cv5ftekuejf0ryxvd5h2my47r,1,12,63.7,2023-01-23T19:08:20.842Z,2023-01-23T19:08:23Z,3992255271,213,2.1,3992255263,56,Back,3992255265,140,0.0,3992255267,141,98.3,3992255269,212,27.1,3992255283,167,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091845,75,5,1,8,14,cv5ftekuejf0ryxvd5h2my47r,0,4.3,101,2023-01-23T19:08:22.436Z,2023-01-23T19:52:10Z,3992255279,56,Back,3992314159,347,,3992255719,233,96,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091861,96,5,1,8,14,2xlnfgrl6r18ftv38unwp7h4s,1,95.7,-1,2023-01-23T19:08:22.436Z,2023-01-23T19:54:23Z,3992314165,347,,3992255363,56,Right,3992255591,233,75,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091899,97,1,1,8,25,2xlnfgrl6r18ftv38unwp7h4s,1,95,0,2023-01-23T19:08:33.154Z,2023-01-23T19:08:42Z,3992255609,140,80.6,3992255943,189,,3992255607,56,Right,3992255611,141,6.2,3992255623,213,2.8,3992255605,107,,3992255615,212,16.0,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091905,98,1,1,8,25,2xlnfgrl6r18ftv38unwp7h4s,1,80.6,6.2,2023-01-23T19:08:33.842Z,2023-01-23T19:08:43Z,3992255979,189,,3992255639,141,19.4,3992255637,140,81.5,3992255643,213,1.5,3992255641,212,9.0,3992255635,56,Right,,,,,,,ch4mwwdzqiksjm5kfda3f3klw,T. van den Heuvel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091927,99,1,1,8,26,2xlnfgrl6r18ftv38unwp7h4s,1,81.5,19.4,2023-01-23T19:08:34.338Z,2023-01-23T19:08:37Z,3992255761,56,Right,3992255765,141,9.8,3992255763,140,92.3,3992255767,212,13.1,3992255769,213,5.8,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091929,100,3,1,8,29,2xlnfgrl6r18ftv38unwp7h4s,0,94.5,11.7,2023-01-23T19:08:37.219Z,2023-01-23T19:08:40Z,3992255891,233,76,3992255773,56,Right,3992255775,286,,,,,,,,,,,,,,,,,ch4mwwdzqiksjm5kfda3f3klw,T. van den Heuvel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091939,76,7,1,8,29,cv5ftekuejf0ryxvd5h2my47r,1,5.5,88.3,2023-01-23T19:08:37.220Z,2023-01-23T19:08:40Z,3992255883,233,100,3992255857,56,Back,3992255859,285,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091943,77,49,1,8,31,cv5ftekuejf0ryxvd5h2my47r,1,2.8,93.6,2023-01-23T19:08:39.833Z,2023-01-23T19:08:40Z,,,,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091953,78,1,1,8,32,cv5ftekuejf0ryxvd5h2my47r,1,2.8,93.6,2023-01-23T19:08:39.961Z,2023-01-23T19:08:41Z,3992255921,141,85.7,3992255925,213,4.9,3992255923,212,5.5,3992255919,140,3.9,3992255917,56,Back,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091965,79,1,1,8,33,cv5ftekuejf0ryxvd5h2my47r,0,3.3,85.1,2023-01-23T19:08:41.417Z,2023-01-23T19:08:44Z,3992255989,140,42.2,3992255991,141,68.5,3992255993,212,42.4,3992255995,213,6.0,3992255985,157,,3992255997,1,,3992255987,56,Back,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091971,101,8,1,8,37,2xlnfgrl6r18ftv38unwp7h4s,1,65.6,36.5,2023-01-23T19:08:45.314Z,2023-01-23T19:08:45Z,3992256017,56,Center,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091981,102,1,1,8,38,2xlnfgrl6r18ftv38unwp7h4s,1,66.4,39.2,2023-01-23T19:08:46.418Z,2023-01-23T19:08:47Z,3992256075,56,Center,3992256077,140,70.9,3992256079,141,30.7,3992256083,213,5.4,3992256081,212,7.5,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091983,103,49,1,8,39,2xlnfgrl6r18ftv38unwp7h4s,1,70.9,30.7,2023-01-23T19:08:47.091Z,2023-01-23T19:08:47Z,,,,,,,,,,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500091997,104,1,1,8,39,2xlnfgrl6r18ftv38unwp7h4s,1,70.9,30.7,2023-01-23T19:08:47.218Z,2023-01-23T19:08:48Z,3992256169,141,38.2,3992256173,213,1.4,3992256165,56,Center,3992256171,212,5.1,3992256167,140,71.5,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092001,105,3,1,8,40,2xlnfgrl6r18ftv38unwp7h4s,0,71,41.8,2023-01-23T19:08:48.658Z,2023-01-23T19:12:34Z,3992256199,286,,3992256219,211,,3992256197,56,Center,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092003,80,49,1,8,41,cv5ftekuejf0ryxvd5h2my47r,1,25,62,2023-01-23T19:08:49.161Z,2023-01-23T19:08:49Z,,,,,,,,,,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092011,81,1,1,8,41,cv5ftekuejf0ryxvd5h2my47r,1,25,62,2023-01-23T19:08:49.186Z,2023-01-23T19:08:50Z,3992256245,56,Back,3992256247,140,19.0,3992256251,212,13.6,3992256253,213,4.2,3992256249,141,44.3,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092037,82,1,1,8,42,cv5ftekuejf0ryxvd5h2my47r,0,19,44.3,2023-01-23T19:08:50.057Z,2023-01-23T19:08:53Z,3992256343,140,64.9,3992256345,141,13.8,3992256341,56,Right,3992256349,213,5.9,3992256351,1,,3992256339,157,,3992256347,212,52.5,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092035,106,49,1,8,44,2xlnfgrl6r18ftv38unwp7h4s,1,37.7,87.8,2023-01-23T19:08:52.899Z,2023-01-23T19:08:53Z,,,,,,,,,,,,,,,,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092077,107,1,1,8,50,2xlnfgrl6r18ftv38unwp7h4s,1,23.1,89,2023-01-23T19:08:58.066Z,2023-01-23T19:09:00Z,3992256597,212,11.3,3992256591,56,Back,3992256595,141,72.8,3992256593,140,20.8,3992256599,213,4.5,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092105,108,1,1,8,52,2xlnfgrl6r18ftv38unwp7h4s,1,22.2,70.2,2023-01-23T19:09:00.322Z,2023-01-23T19:09:06Z,3992256761,56,Back,3992256765,141,58.2,3992256763,140,27.7,3992256767,212,10.0,3992256769,213,5.3,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092115,109,1,1,8,58,2xlnfgrl6r18ftv38unwp7h4s,1,36.5,56.3,2023-01-23T19:09:06.593Z,2023-01-23T19:09:09Z,3992256833,212,22.2,3992256835,213,1.8,3992256831,141,87.9,3992256829,140,31.3,3992256827,56,Back,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092167,110,1,1,9,1,2xlnfgrl6r18ftv38unwp7h4s,1,31.3,87.9,2023-01-23T19:09:09.410Z,2023-01-23T19:10:19Z,3992257199,1,,3992257189,56,Left,3992257187,155,,3992257197,213,0.1,3992258807,210,15,3992257193,141,94.4,3992257195,212,42.0,3992257191,140,71.1,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2500092169,111,15,1,9,12,2xlnfgrl6r18ftv38unwp7h4s,1,86,64.4,2023-01-23T19:09:20.438Z,2023-01-23T19:10:20Z,3992258825,103,19,3992258815,29,,3992258833,147,62.5,3992258837,231,51.3,3992258831,146,87.9,3992257207,64,,3992258559,82,,3992257205,22,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,3992257209,56,3992258823,102,49.7,3992258813,78,3992258817,55,110,,Center,3992258827,215,3992258835,230,98.8,3992258561,233,83,3992258555,20,,,,,,,,,,
2500092171,83,10,1,9,12,cv5ftekuejf0ryxvd5h2my47r,1,12.3,31.6,2023-01-23T19:09:20.538Z,2023-01-23T19:10:13Z,3992257223,56,Back,3992257221,94,,3992258567,233,111,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092363,114,43,1,9,13,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-01-23T19:09:21.640Z,2023-01-24T10:36:09Z,3992258395,56,Center,3992886405,144,61,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092189,112,44,1,9,15,2xlnfgrl6r18ftv38unwp7h4s,1,90.2,51.6,2023-01-23T19:09:23.233Z,2023-01-23T19:09:31Z,3992257347,286,,3992257361,233,84,3992257345,56,Center,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092185,84,44,1,9,15,cv5ftekuejf0ryxvd5h2my47r,0,9.8,48.4,2023-01-23T19:09:23.234Z,2023-01-23T19:09:31Z,3992257497,233,112,3992257323,285,,3992257321,56,Back,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092191,113,16,1,9,17,2xlnfgrl6r18ftv38unwp7h4s,1,92,52.2,2023-01-23T19:09:25.298Z,2023-01-24T10:37:20Z,3992259071,375,09:16.842,3992259061,15,,3992257353,17,,3992259331,102,45.4,3992257351,22,,3992259067,374,2023-01-23 19:09:24.786,3992887557,458,,3992259337,231,50.9,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,3992259333,103,3992259341,273,,3992259065,328,3992259323,80,,,16.5,3992887561,281,3992259335,230,98.5,3992259339,138,,3992887559,280,d785q9rpqlyuyswv8f9fx4cno,BLOCKED_SHOT,3992257355,56,Center,3992887563,282,8701,,
2500092439,85,1,1,10,10,cv5ftekuejf0ryxvd5h2my47r,1,50.2,49.9,2023-01-23T19:10:18.249Z,2023-01-23T19:51:44Z,3992258847,213,3.6,3992313725,279,G,3992258843,141,40.3,3992258845,212,15.1,3992258841,140,37.2,3992258839,56,Back,,,,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092457,86,1,1,10,12,cv5ftekuejf0ryxvd5h2my47r,1,37.7,34.9,2023-01-23T19:10:20.265Z,2023-01-23T19:10:22Z,3992258919,141,51.6,3992258917,140,31.6,3992258923,213,2.1,3992258921,212,13.0,3992258915,56,Back,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092475,87,1,1,10,14,cv5ftekuejf0ryxvd5h2my47r,1,31,54.8,2023-01-23T19:10:22.409Z,2023-01-23T19:10:25Z,3992259025,56,Back,3992259027,140,23.2,3992259031,212,14.8,3992259033,213,2.2,3992259029,141,73.0,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092491,88,1,1,10,17,cv5ftekuejf0ryxvd5h2my47r,1,23.1,73,2023-01-23T19:10:25.384Z,2023-01-23T19:10:31Z,3992259161,56,Back,3992259171,1,,3992259165,141,21.8,3992259163,140,28.1,3992259167,212,35.2,3992259169,213,4.9,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092507,89,1,1,10,23,cv5ftekuejf0ryxvd5h2my47r,1,40.4,8.5,2023-01-23T19:10:31.801Z,2023-01-23T19:10:36Z,3992259277,213,1.9,3992259269,56,Back,3992259271,140,33.6,3992259273,141,43.7,3992259275,212,25.0,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092521,90,1,1,10,28,cv5ftekuejf0ryxvd5h2my47r,1,37.6,63.1,2023-01-23T19:10:36.233Z,2023-01-23T19:10:38Z,3992259365,212,15.7,3992259363,141,85.1,3992259359,56,Back,3992259361,140,33.0,3992259367,213,1.9,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092531,91,1,1,10,30,cv5ftekuejf0ryxvd5h2my47r,1,32.9,85.1,2023-01-23T19:10:38.185Z,2023-01-23T19:10:42Z,3992259429,213,3.8,3992259427,212,23.1,3992259423,140,15.7,3992259425,141,64.0,3992259421,56,Back,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092535,92,1,1,10,34,cv5ftekuejf0ryxvd5h2my47r,1,18.5,56.9,2023-01-23T19:10:42.680Z,2023-01-23T19:10:44Z,3992259467,213,1.3,3992259463,141,73.2,3992259465,212,11.5,3992259459,56,Back,3992259461,140,21.4,,,,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092555,93,1,1,10,37,cv5ftekuejf0ryxvd5h2my47r,1,21.2,72.3,2023-01-23T19:10:45.321Z,2023-01-23T19:10:48Z,3992259585,140,12.4,3992259583,56,Back,3992259591,213,4.2,3992259589,212,20.1,3992259587,141,46.1,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092575,94,1,1,10,40,cv5ftekuejf0ryxvd5h2my47r,1,13.1,42.2,2023-01-23T19:10:48.377Z,2023-01-23T19:10:52Z,3992259691,212,56.6,3992259683,155,,3992259685,56,Center,3992259693,213,6.2,3992259695,1,,3992259687,140,66.7,3992259689,141,34.0,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092587,95,44,1,10,44,cv5ftekuejf0ryxvd5h2my47r,1,65.9,38.7,2023-01-23T19:10:52.249Z,2023-01-23T19:10:53Z,3992259737,286,,3992259733,56,Center,3992259763,233,115,,,,,,,,,,,,,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092583,115,44,1,10,44,2xlnfgrl6r18ftv38unwp7h4s,0,34.1,61.3,2023-01-23T19:10:52.250Z,2023-01-23T19:10:53Z,3992259725,285,,3992259723,56,Back,3992259771,233,95,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092615,96,1,1,10,44,cv5ftekuejf0ryxvd5h2my47r,1,66.7,34,2023-01-23T19:10:52.441Z,2023-01-23T19:10:56Z,3992259849,141,46.1,3992259851,212,10.9,3992259847,140,73.5,3992259853,213,0.9,3992259841,3,,3992259843,168,,3992259845,56,Center,,,,4o1150mpv9nz55cwj9b0vblk9,K. Kristinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092619,97,61,1,10,47,cv5ftekuejf0ryxvd5h2my47r,0,73.5,49.4,2023-01-23T19:10:55.280Z,2023-01-23T19:51:35Z,3992259869,56,Center,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092609,116,49,1,10,47,2xlnfgrl6r18ftv38unwp7h4s,1,28.7,35.9,2023-01-23T19:10:55.649Z,2023-01-23T19:10:55Z,,,,,,,,,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092613,117,61,1,10,47,2xlnfgrl6r18ftv38unwp7h4s,0,28.7,35.9,2023-01-23T19:10:55.890Z,2023-01-23T19:51:34Z,3992259839,56,Back,,,,,,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092705,120,51,1,10,48,2xlnfgrl6r18ftv38unwp7h4s,1,8.7,36.4,2023-01-23T19:10:56.913Z,2023-01-23T19:11:15Z,3992260297,169,,,,,,,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092621,98,49,1,10,49,cv5ftekuejf0ryxvd5h2my47r,1,80.1,68.1,2023-01-23T19:10:57.257Z,2023-01-23T19:10:57Z,,,,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092631,99,15,1,10,52,cv5ftekuejf0ryxvd5h2my47r,1,91.5,62.5,2023-01-23T19:11:00.089Z,2023-01-23T19:11:25Z,3992260435,103,19,3992260443,146,95.2,3992260431,76,,3992260447,230,99.5,3992260169,82,,3992259923,22,,3992260163,20,,3992260449,231,53.4,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,3992260569,17,3992259927,56,Center,3992260433,102,3992260441,100,,,,3992260445,147,3992260437,215,,3992260175,233,118,3992260439,458,59.0,,,,,,,,54.6,
2500092637,118,10,1,10,52,2xlnfgrl6r18ftv38unwp7h4s,1,8.7,36.4,2023-01-23T19:11:00.189Z,2023-01-23T19:11:07Z,3992260195,233,99,3992259963,56,Back,3992259961,94,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092647,100,6,1,10,53,cv5ftekuejf0ryxvd5h2my47r,1,95.9,61,2023-01-23T19:11:01.800Z,2023-01-23T19:11:03Z,3992260011,73,,3992260025,233,119,3992260009,56,Center,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092645,119,6,1,10,53,2xlnfgrl6r18ftv38unwp7h4s,0,4.1,39,2023-01-23T19:11:01.800Z,2023-01-23T19:54:30Z,3992260001,73,,3992260035,233,100,3992259997,56,Back,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092787,101,1,1,11,19,cv5ftekuejf0ryxvd5h2my47r,1,99.5,99.5,2023-01-23T19:11:27.112Z,2023-01-23T19:13:15Z,3992260739,155,,3992260737,6,,3992260741,223,,3992260983,154,,3992260745,140,96.1,3992260749,212,26.0,3992260747,141,61.7,3992260751,213,4.6,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,3992260735,2,3992260981,210,13,3992260743,56,,,,1,,,,,,,,,,,,,,,,,,,,Center,
2500092791,102,13,1,11,19,cv5ftekuejf0ryxvd5h2my47r,1,96.1,61.7,2023-01-23T19:11:27.409Z,2023-01-23T19:13:15Z,3992260761,56,Center,3992260991,55,101,3992260995,102,56.5,3992260985,83,,3992260989,154,,3992261799,20,,3992260999,230,99.5,3992261001,231,53.2,a69sa0h7lgpmlav961cpejbe2,D. Huisman,3992260759,61,3992260997,103,12.5,3992260987,29,3992260851,25,,,,,,,,,,,,,,,,,,,,,,,
2500092793,103,5,1,11,19,cv5ftekuejf0ryxvd5h2my47r,0,101,60.7,2023-01-23T19:11:27.841Z,2023-01-23T19:54:23Z,3992260775,346,,3992260773,56,Center,3992260801,233,121,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092779,121,5,1,11,19,2xlnfgrl6r18ftv38unwp7h4s,1,-1,39.3,2023-01-23T19:11:27.841Z,2023-01-23T19:11:30Z,3992260793,233,103,3992260701,56,Back,3992260703,346,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092867,122,1,1,11,40,2xlnfgrl6r18ftv38unwp7h4s,1,5.3,57.3,2023-01-23T19:11:48.080Z,2023-01-23T19:11:49Z,3992261209,213,4.3,3992261203,140,3.0,3992261213,237,,3992261205,141,48.2,3992261201,56,Back,3992261199,124,,3992261207,212,6.6,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092883,123,1,1,11,43,2xlnfgrl6r18ftv38unwp7h4s,1,2.4,45.2,2023-01-23T19:11:51.153Z,2023-01-23T19:11:54Z,3992261315,1,,3992261303,157,,3992261305,56,Back,3992261313,213,6.0,3992261311,212,41.9,3992261307,140,41.0,3992261309,141,29.3,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092887,124,44,1,11,45,2xlnfgrl6r18ftv38unwp7h4s,1,40.6,25.8,2023-01-23T19:11:53.937Z,2023-01-23T19:11:55Z,3992261347,233,104,3992261339,285,,3992261337,56,Back,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500092889,104,44,1,11,45,cv5ftekuejf0ryxvd5h2my47r,0,59.4,74.2,2023-01-23T19:11:53.938Z,2023-01-23T19:11:55Z,3992261341,56,Center,3992261357,233,124,3992261343,286,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
