id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,assist
2521044041,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-17T18:02:06.913Z,2023-03-18T02:29:00Z,4102706459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102904759,197,4032,4102706457,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 3usiruyhxf6p9lkiz5qeytze2, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 2qauglcsvubya2tlxn44fx46i, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, 2kdavfzjymb8uhgjj3c97e2uh, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa",4102706467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102706469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102706957,194,7d9x6ojih9obktxl3fnrjskk4,4102706463,59,"12, 6, 21, 11, 2, 4, 9, 8, 10, 16, 14, 27, 1, 3, 7, 15, 17, 22, 23, 24, 28, 30, 31",4102706465,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521047597,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-17T18:08:05.349Z,2023-03-17T19:02:41Z,4102725135,130,8,4102725131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102725133,59,"1, 2, 5, 6, 3, 14, 11, 8, 10, 9, 7, 16, 12, 23, 20, 22, 19, 31, 18, 15",4102725139,194,1kuswan9lk455u02x1ff389re,4102725137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102906329,197,16352,4102725129,30,"c1krps0yssh477m8umrruiqjt, 81lcssd0e5g5rerdpyjlrkkyc, ealh7n21gctxxw5ol3l3yxzze, 5q6qsh7qw0f9y754i3ylqfl04, 721sqdm51rybsfytf68tagq38, 1kuswan9lk455u02x1ff389re, 5nhideyjwp2347ryi1n9wfq50, 1s6yn52hlqtmmz4lerscf457u, dodkgckgbecal0vivr1jf0hzo, c3akpx5mnexpkslo0sqqezsru, 2n5747kdxok0ifg5o37336plg, deb7ysp5fwiouttlarstuxgyc, 84isfq4ix06ebaf7a7jcvd9wq, ah3d8xugrx3pqaqxcmg06iyok, a6vduk9b8pcf250he49x1vitw, ed5sclhs7op7a2mdvetub4dwq, 4lsj3yc6adimhltkab6tzfj84, et56bifus2obkmtcwzhqpzxn8, btrg844mxkl6kbn89s7aecj8q, asvxbmdd5j5tlz2fo1jpcrrx0",4102725141,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084891,3,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-17T19:02:20.292Z,2023-03-17T19:02:20Z,4102917885,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084913,3,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-17T19:02:20.292Z,2023-03-17T19:02:23Z,4102918011,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084979,4,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,49.9,50.1,2023-03-17T19:02:20.392Z,2023-03-17T19:02:23Z,4102918315,140,35.4,4102918313,56,Back,4102918319,212,17.3,4102918317,141,62.1,4102918321,213,2.6,4102918323,279,S,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085051,5,1,1,0,2,ch82doz9w9t1sw9ae3a4ffh0j,1,35.4,62.1,2023-03-17T19:02:22.816Z,2023-03-17T19:02:27Z,4102918651,213,4.3,4102918637,56,Back,4102918643,141,21.5,4102918641,140,22.9,4102918649,212,30.6,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085059,6,3,1,0,6,ch82doz9w9t1sw9ae3a4ffh0j,0,27.7,18.8,2023-03-17T19:02:27.041Z,2023-03-17T19:02:29Z,4102918927,233,4,4102918695,285,,4102918693,56,Back,,,,,,,,,,,,,,,,81lcssd0e5g5rerdpyjlrkkyc,A. Boumenjal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085093,4,7,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,1,72.3,81.2,2023-03-17T19:02:27.042Z,2023-03-17T19:02:29Z,4102918881,233,6,4102918825,286,,4102918823,56,Left,,,,,,,,,,,,,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085099,5,49,1,0,8,bqm1bnp1bh2apyudlz1o1whr3,1,66.3,76,2023-03-17T19:02:28.910Z,2023-03-17T19:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521085201,6,1,1,0,8,bqm1bnp1bh2apyudlz1o1whr3,1,66.3,76,2023-03-17T19:02:29.135Z,2023-03-17T19:02:35Z,4102919335,141,81.8,4102919333,140,74.3,4102919331,56,Left,4102919339,213,0.4,4102919337,212,9.3,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
