id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2496234101,2,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-01-09T18:17:13.414Z,2023-01-09T19:01:11Z,3971916069,130,8,3971916075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971916065,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971964837,197,2842,3971916067,59,"1, 2, 5, 6, 3, 14, 11, 8, 10, 9, 7, 16, 21, 15, 17, 18, 23, 19, 31, 24, 12",3971916063,30,"ebqj8v33xv3otev2pycc6xomh, cvobl9pqqtj7hrgtu28grvdre, ealh7n21gctxxw5ol3l3yxzze, c2d9oidweb7cj1g39jwuugro4, c6i4usq34m3389rtbqptahrai, 55nra47i364xh4jpkmo93rzai, 5nhideyjwp2347ryi1n9wfq50, ed5sclhs7op7a2mdvetub4dwq, dodkgckgbecal0vivr1jf0hzo, 2n5747kdxok0ifg5o37336plg, c3akpx5mnexpkslo0sqqezsru, deb7ysp5fwiouttlarstuxgyc, enyk37znns1ie2djrh4y3uck4, asvxbmdd5j5tlz2fo1jpcrrx0, 8r3k1iuul274c0ha0vy90jys, 1s1c0w7we8oouklrwshie0iz8, ah3d8xugrx3pqaqxcmg06iyok, 4lsj3yc6adimhltkab6tzfj84, et56bifus2obkmtcwzhqpzxn8, 1kuswan9lk455u02x1ff389re, 81lcssd0e5g5rerdpyjlrkkyc",3971916073,194,ed5sclhs7op7a2mdvetub4dwq,3971916071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234629,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-09T18:19:02.739Z,2023-01-09T19:00:06Z,3971918569,130,8,3971918575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971918565,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971967029,197,18074,3971918567,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 16, 19, 12, 17, 22, 14, 21, 18, 15, 20",3971918563,30,"7ug3a0z74dj7qlq4jbtn1kutw, b8k8uynw043b6q9xm0lfzszmy, 4nchc9z4464uhu3vveo0p73f8, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, 4cegvsj3s6t0o1l5xap6jypuy, cs49ec8y6cubrlo5nmu3j3jtg, 51f3vubki4or5vaft5tromn3e, 9v7zwguzazofzafwg3qevdo4q, 1hmy5uxiyr8g915tngl9l8twq, 6km9jg1di3kjwknzs1m43c7x0, 8o2iv0qhfft5pgzm75ckuo0es, 7s2zxbtepa7dgr8yl0s48afpw, 19wuvqpmewphgvsfzi4yjl756, 4oyjji4wqmuu3uia6htj0q1hw, b4vrfh7z9qt9e5gdpkajrqolw, b1h2eiqxic31ioxbs1zjd709g, cwu5itv65s8p6zsalk3np4ic, 9nrajqcpld6bcowgarf1zr0iy, a3pwwwba6td400zwqjpbf6pnu",3971918573,194,9v7zwguzazofzafwg3qevdo4q,3971918571,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244145,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-09T19:00:43.837Z,2023-01-09T19:00:44Z,3971967963,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244141,3,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-01-09T19:00:43.837Z,2023-01-09T19:00:43Z,3971967939,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244161,4,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,49.9,50.5,2023-01-09T19:00:43.937Z,2023-01-09T19:00:46Z,3971968031,141,44.5,3971968033,212,18.1,3971968037,279,S,3971968027,56,Back,3971968035,213,3.4,3971968029,140,33.1,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244175,5,1,1,0,2,ch82doz9w9t1sw9ae3a4ffh0j,1,33.1,44.5,2023-01-09T19:00:46.459Z,2023-01-09T19:00:50Z,3971968107,140,57.9,3971968103,155,,3971968115,1,,3971968113,213,0.9,3971968109,141,95.5,3971968111,212,43.4,3971968105,56,Left,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244177,6,3,1,0,6,ch82doz9w9t1sw9ae3a4ffh0j,0,61.9,94,2023-01-09T19:00:50.667Z,2023-01-09T19:00:52Z,3971968121,56,Left,3971968157,233,3,3971968123,286,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244181,3,7,1,0,6,1wyg1tunyt7go9tnjea1hjqxb,1,38.1,6,2023-01-09T19:00:50.668Z,2023-01-09T19:00:52Z,3971968131,56,Back,3971968133,285,,3971968141,233,6,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244183,4,49,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,1,34.1,10.3,2023-01-09T19:00:51.694Z,2023-01-09T19:00:51Z,,,,,,,,,,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496244195,5,1,1,0,8,1wyg1tunyt7go9tnjea1hjqxb,1,34.8,11.8,2023-01-09T19:00:52.597Z,2023-01-09T19:00:54Z,3971968207,212,12.0,3971968203,140,30.7,3971968201,56,Back,3971968209,213,1.9,3971968205,141,28.3,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
