id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2460574389,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-16T17:08:40.799Z,2022-09-16T18:10:11Z,3783324667,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, 9pqchkq64o53knk75ruq5g3x1, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, 6gzpefxqcz2v4z95bnecilfpx, dsgea9ruo8blm2ppu19y1vod0, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, 1amx0jc0ey5w1z9g3f3nb9t2i, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, 7kntrrc80dcadt8umvqf6qfe2, cktdin60q1omaa4gmjp08o76y, 37gw14qso08iq31lr2gerhb84, 7plnzzirl3q10vucy37p7b6ui, dgrs9km0fikc46xchm02hbdka, 2ppvf1ywd1mxum1lgnn2pubdg, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",3783324669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783324675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783324673,130,17,3783324671,59,"1, 12, 5, 14, 21, 6, 10, 8, 9, 20, 22, 3, 4, 7, 11, 13, 19, 23, 24, 25, 31",3783324677,194,8zsx2ykxkcusmsvbj8bsjk445,3783454649,197,1696,3783324679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460577729,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-16T17:14:23.938Z,2022-09-16T18:01:21Z,3783342005,30,"2psxvq4l1g9fzgt00cfks96fp, 42lgdybjew0zrd18mmwwcpbhm, 5517jd2zp30rsts1hwz6p71uc, 2rlckdzkm4d6dsqwutkvhm95h, 8hjakiipmhtwr07v6h0d414gl, zihddqvp0sjni8stcio8bgmh, 11ngumxajbizagbzpm5kompxx, egmubn4rsudpbk05qfv2qlvit, 8im7pgnph2au11blma5pewe09, 6qjbfua7nynaxrs5t8tygedp1, 63ox7kqo9rl36cvk4joqh9soa, 74c5xmju2kvausnr3h9kjijh0, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, eaaxvzqox27ea3u2j9d6gcd90, 1icurh5jrnw1e6jdgqxjnhdnu, 1xblfsj8ec5jp17vnhibrk2jt, etpc8k38ycdxrq9pox7w6az2s",3783342013,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783342017,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783342011,130,13,3783342007,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783342009,59,"1, 10, 17, 4, 20, 3, 29, 22, 9, 11, 25, 28, 5, 6, 14, 15, 19, 21, 23, 27, 30, 33, 24",3783342015,194,2rlckdzkm4d6dsqwutkvhm95h,3783454817,197,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600309,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-16T18:03:27.371Z,2022-09-16T18:03:27Z,3783462837,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600345,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-16T18:03:27.371Z,2022-09-16T18:03:30Z,3783463071,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600403,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,50.1,50.6,2022-09-16T18:03:27.471Z,2022-09-16T18:11:50Z,3783463343,279,S,3783463333,56,Back,3783463341,213,3.5,3783463339,212,30.7,3783463337,141,34.2,3783463335,140,22.9,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600421,4,1,1,0,7,z9phg19papi9f5fd6qxzr836,1,22.9,34.2,2022-09-16T18:03:34.684Z,2022-09-16T18:03:35Z,3783463403,140,29.7,3783463409,213,5.4,3783463407,212,11.8,3783463401,56,Back,3783463405,141,20.4,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600471,5,1,1,0,7,z9phg19papi9f5fd6qxzr836,1,29.7,20.4,2022-09-16T18:03:35.316Z,2022-09-16T18:03:38Z,3783463703,212,15.9,3783463701,141,42.2,3783463697,56,Back,3783463699,140,24.1,3783463705,213,1.9,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600555,6,1,1,0,11,z9phg19papi9f5fd6qxzr836,1,24.1,42.2,2022-09-16T18:03:38.831Z,2022-09-16T18:03:43Z,3783464099,56,Back,3783464103,141,37.6,3783464105,212,18.1,3783464107,213,6.1,3783464101,140,41.1,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600619,7,1,1,0,16,z9phg19papi9f5fd6qxzr836,1,41.1,37.6,2022-09-16T18:03:43.409Z,2022-09-16T18:03:47Z,3783464433,213,1.9,3783464429,141,78.1,3783464431,212,28.9,3783464427,140,32.7,3783464425,56,Back,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600649,8,1,1,0,19,z9phg19papi9f5fd6qxzr836,1,32.7,78.1,2022-09-16T18:03:46.898Z,2022-09-16T18:03:48Z,3783464595,213,5.0,3783464591,141,33.9,3783464587,56,Back,3783464589,140,41.9,3783464593,212,31.6,,,,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600707,9,1,1,0,21,z9phg19papi9f5fd6qxzr836,1,41.8,33.7,2022-09-16T18:03:48.854Z,2022-09-16T18:03:52Z,3783464873,212,21.6,3783464871,141,7.6,3783464867,56,Right,3783464869,140,53.6,3783464875,213,5.3,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600747,10,1,1,0,25,z9phg19papi9f5fd6qxzr836,1,53.6,7.6,2022-09-16T18:03:52.506Z,2022-09-16T18:03:54Z,3783465053,141,24.6,3783465049,56,Back,3783465055,212,20.9,3783465057,213,2.6,3783465051,140,37.0,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600787,11,1,1,0,26,z9phg19papi9f5fd6qxzr836,1,37,24.6,2022-09-16T18:03:54.253Z,2022-09-16T18:03:56Z,3783465233,56,Back,3783465239,212,19.7,3783465241,213,1.9,3783465235,140,30.3,3783465237,141,51.6,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600881,12,1,1,0,28,z9phg19papi9f5fd6qxzr836,1,30.3,51.6,2022-09-16T18:03:55.971Z,2022-09-16T18:04:01Z,3783465741,213,1.3,3783465739,212,18.1,3783465729,56,Back,3783465737,141,77.3,3783465733,140,34.8,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600951,13,1,1,0,33,z9phg19papi9f5fd6qxzr836,1,38.1,76.7,2022-09-16T18:04:00.985Z,2022-09-16T18:04:05Z,3783466099,1,,3783466095,212,32.9,3783466097,213,4.7,3783466091,140,38.2,3783466093,141,28.3,3783466089,56,Back,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601017,14,1,1,0,38,z9phg19papi9f5fd6qxzr836,1,38.2,27.9,2022-09-16T18:04:05.859Z,2022-09-16T18:04:09Z,3783466437,56,Back,3783466445,213,2.1,3783466441,141,49.3,3783466439,140,29.2,3783466443,212,17.4,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601097,15,1,1,0,41,z9phg19papi9f5fd6qxzr836,1,29.2,49.3,2022-09-16T18:04:09.299Z,2022-09-16T18:04:13Z,3783466809,141,72.4,3783466807,140,33.0,3783466811,212,16.2,3783466813,213,1.3,3783466805,56,Back,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601167,16,1,1,0,45,z9phg19papi9f5fd6qxzr836,1,34.4,72.4,2022-09-16T18:04:12.972Z,2022-09-16T18:04:15Z,3783467089,140,28.0,3783467093,212,19.9,3783467087,56,Back,3783467097,213,4.4,3783467091,141,44.8,,,,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601267,17,1,1,0,48,z9phg19papi9f5fd6qxzr836,1,28,44.8,2022-09-16T18:04:15.407Z,2022-09-16T18:04:20Z,3783467641,141,75.0,3783467639,140,30.5,3783467637,56,Back,3783467643,212,20.7,3783467645,213,1.4,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601325,18,1,1,0,53,z9phg19papi9f5fd6qxzr836,1,34,74.1,2022-09-16T18:04:20.795Z,2022-09-16T18:04:24Z,3783468015,56,Back,3783468025,1,,3783468019,141,25.8,3783468023,213,4.4,3783468017,140,25.5,3783468021,212,34.0,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601385,19,1,1,0,57,z9phg19papi9f5fd6qxzr836,1,27,25.8,2022-09-16T18:04:24.642Z,2022-09-16T18:04:29Z,3783468401,1,,3783468399,213,1.1,3783468397,212,53.5,3783468391,56,Left,3783468387,155,,3783468393,140,50.8,3783468389,196,,3783468395,141,95.4,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
