id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist
2486132097,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-11-16T18:09:39.570Z,2022-11-16T19:10:02Z,3918540353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3918540351,130,8,3918540349,59,"21, 44, 20, 6, 4, 3, 27, 10, 9, 29, 14, 1, 5, 7, 11, 17, 23, 25, 26, 31, 18, 36",3918540355,194,c9shc6t28oroqthopifjvg9ux,3918540345,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, c9pmoa9m23jh5emy6w4olm3xm, 49xsd6e4oyjrhtwsdbdm4rj84, 8tepha2kd43sp9jtafxuf209h, 7f7zwd6c14rr59u9al3naenkl, 2wuprdfbbn9mo0paqr5tm7bop, 7to5mb4x91kjhbd9tb0nqz74l, c9shc6t28oroqthopifjvg9ux, bgzkdepav40x6focwuaf9qxre, 7797kpi7lkhc9dasfxuv9h7f9, cul6phe87idi5dn1hsfywxhwp, ma3my4q4wln06xyl1z3v9fmy, bzsoq42nf6sgdh9oe64n7rnfu, btm3mtkmwofz1dgcdsew1kmp5, 49vbyk5qvhihphrqfnmmz8woa, 1s50ua48peo4wd0o7unmps06h, 2yivr64anye4c0p62m16l78yc, 3epda2hg43s8uxvf9xno74d4a, 2ngb4008t58dvor5qnh1nj6ga, 3of6006vsu0udxkyhw65ga0pg, 6eccwl9cpgmq7pp6d90lbi6wa",3918540347,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3918540357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3918596343,197,17752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486133069,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-11-16T18:15:04.403Z,2022-11-16T19:28:27Z,3918546593,194,b1yxo0olp9c2ufh1l1qxsef9x,3918546591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3918546583,30,"4xjwsmhvtnq3f2bgyd4mjqq96, 9l5hp0tmizix8z6h5b5vqvhm1, brpt79b4v36wx3kj3joyjjjkl, 9oajgqqc9gkgbcz090it0tlhw, 5dxleurgfe6483pe7qvyc00es, b1zeqxuwoyzx1eukf18ptdgq, 7a1f6wedz8jtcvn58d5pomm8k, 7fhe8ij85yc4gz6v3zuq62l05, eybrr6zz7x6d1ftc7u4vphn85, b1yxo0olp9c2ufh1l1qxsef9x, 4nz928h6p0nl8p161dxg55pn8, 9knokmhy9zckjq0gv7txx9zsa, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, b4a2wu8fdbrh5sirpv34hoewa, f49vqdy6topqx2b3ku5cixd2i, axhjtqfa2xxud2tdle8zfxrkl, 408icqrc0uwh4ln5e3xl7fbe2, d8dlbd0v4595gguzgy6xs5jl6, 5n5otf2ldw9w4nbm8zjabnd1x, 9tru2a7pof2r37s8ro29uv3dh, 1hpmrfb0mbmevf9edj0o0bv56",3918590425,197,451,3918546589,130,18,3918546585,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3918546595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3918546587,59,"1, 34, 3, 25, 2, 5, 14, 21, 35, 9, 7, 6, 8, 10, 11, 17, 20, 23, 26, 29, 33, 42, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141109,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-11-16T19:01:55.984Z,2022-11-16T19:01:58Z,3918591991,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141119,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-11-16T19:01:55.984Z,2022-11-16T19:01:56Z,3918592015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141123,3,1,1,0,1,e8hiwrw6ocxm5iht6sp7jiv19,1,49.9,49.9,2022-11-16T19:01:57.084Z,2022-11-16T20:08:16Z,3918592047,279,S,3918592039,140,30.8,3918592045,213,3.3,3918592037,56,Back,3918592043,212,20.2,3918592041,141,46.6,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141141,4,1,1,0,5,e8hiwrw6ocxm5iht6sp7jiv19,0,30.8,46.6,2022-11-16T19:02:01.530Z,2022-11-16T20:08:26Z,3918592125,155,,3918592137,1,,3918592135,213,0.1,3918592127,56,Center,3918592129,140,86.3,3918592131,141,57.9,3918592133,212,58.8,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141147,3,52,1,0,7,7rmv5ns2rj7bn4otpkur0mx0x,1,13.1,43.3,2022-11-16T19:02:03.592Z,2022-11-16T19:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141155,4,43,1,0,9,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-11-16T19:02:05.110Z,2022-11-16T19:02:47Z,3918592921,144,52,,,,,,,,,,,,,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141173,5,1,1,0,10,7rmv5ns2rj7bn4otpkur0mx0x,1,12.8,43.9,2022-11-16T19:02:06.406Z,2022-11-16T19:02:09Z,3918592293,123,,3918592295,56,Back,3918592297,140,14.8,3918592303,213,4.9,3918592301,212,9.0,3918592299,141,31.1,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486141185,6,1,1,0,13,7rmv5ns2rj7bn4otpkur0mx0x,1,21.5,44.3,2022-11-16T19:02:09.286Z,2022-11-16T20:08:20Z,3918592385,212,14.8,3918592387,213,2.9,3918592379,56,Back,3918592381,140,7.8,3918592383,141,49.2,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
