id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,assist,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2471644791,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-10-14T17:23:55.979Z,2022-10-14T19:16:23Z,3842244111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842244113,59,"1, 20, 23, 18, 4, 22, 14, 10, 9, 7, 5, 3, 6, 11, 19, 21, 26, 39, 46, 40",3842244115,130,23,3842244109,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, a49001euf7xwpx5wodembjbo5, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, dmtsvsqvdoqqtmrset0uz0and, ccmmsnrfn58gwi1petlp08f3e, bs14utcyx2am6s46cuv52nf56, ebnm8xj9pggemio5qay9pcc0l, c46xp363o8m76eswzfmlsel4a, cx3fqj7odbuc6i0kppcie4jmy, ab8p14hbfeph28j3ig36nzob9, bdtti3sckhcppilsisgu7well, 2c8alz6gmphvy6aqpgykva0yy, f1as17wqpj44gihtvw936lofd, 9vu68zcajmrqmkkchmpdrebu2, 14csdlb8p0tnj6zqrs148ct1w, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",3842244121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842244119,194,6ylzm57bvpufg3cenadtv7qhh,3842244117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842356239,197,16350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471646077,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-10-14T17:28:40.669Z,2022-10-14T19:16:20Z,3842251449,194,b8ixf31bdyfqqcwoy4ulai73e,3842251447,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842422497,197,2828,3842251451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842251439,30,"68hoounwudpjrr2wmovkyvswk, 7d8a2cp7xza48arxctlpqrvh0, 4gso82x236c4xe0eovfr50sfd, b8ixf31bdyfqqcwoy4ulai73e, a7vlgirln231n3dqjhb72o0es, 3z9bdfblis9tl3e1uo7e72h62, 2zkaf848fjcdhuii8783pkm7e, 9nix5y8xcj34ps62r34udtqwa, 6w6ewzxircqxk6dsrs1rvc8ru, 80i3boeh7f1ghu4ka7r66izje, alfx6xxo38q6hmydbcr0rw67e, cxu054j55uj2s3p34rqfthch6, 6m0pdqqontm1tfxayxku0kv3e, dlgqk5qe96gaxeq8vu4dozyms, 31v89l4k38v1wpisz7xhkq38, 5hkkwzs8wgjj94vfe922nvthw, 13k94iyejsdn4e51jx32rb23u, 9pox9siobczxr9fv3fvvx3h1w, baghnvel8qsn5k9s79jiyldnu, ed0pwegj0n6iwb6oa52obcsgk",3842251443,59,"1, 2, 5, 8, 3, 4, 6, 10, 9, 7, 11, 16, 21, 17, 20, 15, 22, 18, 19, 12",3842251441,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842251445,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659111,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-10-14T18:02:45.924Z,2022-10-14T18:02:46Z,3842324389,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659131,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-10-14T18:02:45.924Z,2022-10-14T18:02:48Z,3842324489,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471705693,317,1,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,50.2,49.9,2022-10-14T18:02:46.024Z,2022-10-14T19:06:16Z,3842580203,212,11.9,3842580201,141,51.2,3842580205,213,3.1,3842580209,279,S,3842580197,56,Back,3842580199,140,38.9,,,,,,,6w6ewzxircqxk6dsrs1rvc8ru,L. Lucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659477,4,43,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-10-14T18:02:46.670Z,2022-10-14T19:07:48Z,3842326259,212,4.3,3842588027,144,1,3842327071,189,0,3842326251,140,46.7,3842326255,141,46.3,3842326265,279,S,3842326247,56,Back,3842326263,213,3.8,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471706039,324,61,1,0,1,6lzy9iiqoysvtdsgx719fng9n,1,42.2,50.1,2022-10-14T18:02:47.524Z,2022-10-14T19:28:25Z,3842582161,56,Back,,,,,,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471659207,3,79,1,0,2,1fttb31hnskynpku8qd09yhm8,0,0,0,2022-10-14T18:02:48.026Z,2022-10-14T18:03:03Z,3842324797,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471727495,532,6,1,9,48,1fttb31hnskynpku8qd09yhm8,0,66.8,51.2,2022-10-14T18:12:34.824Z,2022-10-14T19:57:49Z,3842700995,233,560,3842700459,73,,3842700457,56,Center,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471727463,560,6,1,9,48,6lzy9iiqoysvtdsgx719fng9n,1,33.2,48.8,2022-10-14T18:12:34.824Z,2022-10-14T19:57:49Z,3842700743,189,,3842700959,233,532,3842700251,56,Back,3842700253,73,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
