id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2526035949,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-03-31T17:08:09.906Z,2023-03-31T17:58:57Z,4149937809,194,eu901b75l2ly5p48jdw6kwmad,4149937811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149937801,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149937805,130,12,4149937803,59,"1, 99, 7, 5, 3, 33, 27, 8, 25, 22, 17, 9, 10, 12, 14, 20, 23, 28, 31, 32, 45, 77",4149937799,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, bnkzwpd607re6s01oa77wcodm, ak5exy1iztbo0mqloqdwiag6i, eu901b75l2ly5p48jdw6kwmad, 7hsyytjjg6zw5knvav9xybbh1, 1r67co8q0ktlqe5209xm6sxec, 3j368501ogr8mt2jdb7mby8h6, c3j7ddqg0yzporam6gieibgiy, 5f8ajd8cgyvmmdzr0lzi1gtii, e0mrzdikm67yw88563zgovb6y, db32f79l8p19q2g45g885t7xm, ar47jfq139xyic4pvdhefduga, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, dej8tywq0npvbm25sfgtqur1m, 8o2hk1hy097osczjijmq4bsh5, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",4150036979,197,2671,4149937807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526036837,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-31T17:10:01.699Z,2023-03-31T18:04:57Z,4149942301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149942303,194,7d9x6ojih9obktxl3fnrjskk4,4149942305,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149942297,59,"12, 6, 21, 31, 2, 4, 7, 17, 10, 16, 14, 27, 40, 1, 3, 5, 9, 15, 22, 24, 28, 30",4149942299,130,8,4150036985,197,4032,4149942295,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149942293,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 88m6s6m8ep0p3fropim4ttcoa, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, e4k6t8tld877pq2s0e1vo5p4a, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 2qauglcsvubya2tlxn44fx46i, d2cynimupgko6ekp78iv3kxlg, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, gmu8p51rp6bjzs0bss5jupzo, 3usiruyhxf6p9lkiz5qeytze2, er8v2eo4vlak5ftjetqhinfv8, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057521,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-03-31T18:02:53.099Z,2023-03-31T18:02:53Z,4150046385,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057529,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-31T18:02:53.099Z,2023-03-31T18:02:55Z,4150046417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057533,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,49.9,50,2023-03-31T18:02:53.199Z,2023-03-31T18:59:31Z,4150046451,213,3.6,4150046447,141,37.3,4150046453,279,S,4150046443,56,Back,4150046445,140,32.0,4150046449,212,20.7,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057613,4,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,1,32.3,36.9,2023-03-31T18:02:56.393Z,2023-03-31T18:03:00Z,4150046855,213,0.6,4150046853,212,48.6,4150046847,56,Center,4150046851,141,75.4,4150046857,1,,4150046845,155,,4150046849,140,71.3,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057619,5,44,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,1,64.6,71.3,2023-03-31T18:02:59.776Z,2023-03-31T18:03:01Z,4150046887,56,Center,4150046889,286,,4150046895,233,3,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057609,3,44,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,0,35.4,28.7,2023-03-31T18:02:59.777Z,2023-03-31T18:03:01Z,4150046917,233,5,4150046831,285,,4150046829,56,Back,,,,,,,,,,,,,,,,1r67co8q0ktlqe5209xm6sxec,D. Dorenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057631,6,1,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,71.3,75.4,2023-03-31T18:03:00.418Z,2023-03-31T18:03:01Z,4150046931,3,,4150046937,140,77.8,4150046935,56,Left,4150046933,168,,4150046939,141,83.2,4150046941,212,8.6,4150046943,213,0.7,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057669,4,1,1,0,10,dvmw7d6jb38qvv7e6ziwu0vyr,0,19.6,11.8,2023-03-31T18:03:03.135Z,2023-03-31T18:03:04Z,4150047129,56,Back,4150047151,1,,4150047137,213,0.9,4150047133,141,47.2,4150047135,212,29.6,4150047127,157,,4150047131,140,36.0,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
